,Carter Number,Name
warneco01,4,Cornell Warner
washibo01,4,Bobby Washington
webbje01,4,Jeff Webb
whitehe01,4,Herb White
willimi01,4,Milt Williams
williwi01,4,Willie Williams
winklma01,4,Marv Winkler
zellega01,4,Gary Zeller
zopfbi01,4,Bill Zopf
allisod01,4,Odis Allison
bartovi01,4,Vic Bartolome
brownfr01,3,Fred Brown
carrau01,3,Austin Carr
catlesi01,4,Sid Catlett
cheniph01,3,Phil Chenier
cleamji01,3,Jim Cleamons
davisch01,4,Charlie Davis
dinkija01,4,Jackie Dinkins
durreke01,4,Ken Durrett
gibbsdi01,4,Dick Gibbs
glovecl01,4,Clarence Glover
hallije01,4,Jeff Halliburton
hiltofr01,4,Fred Hilton
jonesja01,4,Jake Jones
laytomo01,3,Mo Layton
lovest01,4,Stan Love
lowerch01,4,Charlie Lowery
marshji01,4,Jim Marsh
mcdanji01,3,Jim McDaniels
mcgregi01,4,Gil McGregor
mcintke01,4,Kenny McIntosh
meelycl01,4,Cliff Meely
meminde01,4,Dean Meminger
mengejo01,3,John Mengelt
nelsoba01,4,Barry Nelson
newlimi01,3,Mike Newlin
norwowi01,3,Willie Norwood
pattest01,4,Steve Patterson
payneto01,4,Tom Payne
porteho01,4,Howard Porter
raycl01,3,Clifford Ray
ridglja01,4,Jackie Ridgle
rinalri01,4,Rich Rinaldi
rowecu01,3,Curtis Rowe
scottch01,3,Charlie Scott
smithel01,4,Elmore Smith
smithra01,3,Randy Smith
smithwi01,4,William Smith
steella01,3,Larry Steele
trappge01,4,George Trapp
wickssi01,3,Sidney Wicks
willina01,3,Nate Williams
wilsois01,4,Isaiah Wilson
wohlda01,3,Dave Wohl
yatesba01,4,Barry Yates
yelvech01,4,Charlie Yelverton
bibbyhe01,3,Henry Bibby
boydfr01,3,Freddie Boyd
bracest01,4,Steve Bracey
briskjo01,4,John Brisker
brownro02,3,Roger Brown
calhoco01,3,Corky Calhoun
davisbo01,4,Bob Davis
davisdw01,3,Dwight Davis
davismi02,4,Mickey Davis
dudlech01,3,Charles Dudley
englisc01,4,Scott English
fordch01,3,Chris Ford
foxha01,4,Harold Fox
garrero01,4,Rowland Garrett
gianejo01,3,John Gianelli
granttr01,4,Travis Grant
greenlu01,4,Luther Green
johnsch01,3,Charles Johnson
johnsge02,3,George Johnson
johnsol01,3,Ollie Johnson
leaksma01,4,Manny Leaks
leeru01,4,Russ Lee
martila01,3,LaRue Martin
mcadobo01,3,Bob McAdoo
mccrapa01,3,Paul McCracken
mcwiler01,4,Eric McWilliams
minorma01,4,Mark Minor
nashbo01,3,Bob Nash
nealll01,3,Lloyd Neal
patteto01,4,Tom Patterson
porteke01,3,Kevin Porter
priceji01,3,Jim Price
ratlimi01,4,Mike Ratliff
rikerto01,4,Tom Riker
rileyro01,4,Ron Riley
russefr01,4,Frank Russell
schadfr01,4,Frank Schade
sibersa01,4,Sam Sibert
stallbu01,4,Bud Stallworth
stovapa01,4,Paul Stovall
terrych01,4,Chuck Terry
thigpju01,4,Justus Thigpen
tschojo01,4,John Tschogl
westppa01,3,Paul Westphal
wingoha01,4,Harthorne Wingo
wrighjo01,4,Joby Wright
bantomi01,3,Mike Bantom
behagro01,3,Ron Behagen
bellde01,4,Dennis Bell
breweji01,3,Jim Brewer
bristal01,3,Allan Bristow
brownjo01,3,John Brown
cannola01,4,Larry Cannon
chambbi01,4,Bill Chamberlain
charlke01,3,Ken Charles
colemec01,3,E.C. Coleman
collido01,3,Doug Collins
dantomi01,3,Mike D'Antoni
davisme01,4,Mel Davis
dickede01,3,Derrek Dickey
digreer01,3,Ernie DiGregorio
downist01,4,Steve Downing
freemro01,4,Rod Freeman
fryerbe01,4,Bernie Fryer
garviji01,4,Jim Garvin
hankiph01,4,Phil Hankinson
hawthna01,4,Nate Hawthorne
ingelto01,4,Tom Ingelsby
jonesdw01,3,Dwight Jones
kelsobe01,4,Ben Kelso
kozelto01,4,Tom Kozelko
kunneke01,3,Kevin Kunnert
macalmi01,4,Mike Macaluso
manakte01,4,Ted Manakas
marshve01,4,Vester Marshall
mcguial02,4,Allie McGuire
mcneila01,3,Larry McNeill
melchga01,4,Gary Melchionni
nelsolo01,3,Louie Nelson
owensji01,4,Jim Owens
ratleed01,3,Ed Ratleff
reavejo01,4,Joe Reaves
siblema01,4,Mark Sibley
vergabo01,4,Bob Verga
washike01,3,Kermit Washington
wattssl01,3,Slick Watts
weathni01,3,Nick Weatherspoon
wittelu01,4,Luke Witte
anderda02,3,Dan Anderson
ardji01,3,Jim Ard
bailegu01,4,Gus Bailey
benbole01,4,Leon Benbow
boydke01,4,Ken Boyd
brokaga01,3,Gary Brokaw
burleto01,3,Tom Burleson
catchha01,3,Harvey Catchings
choneji01,3,Jim Chones
clydebe01,4,Ben Clyde
darkje01,4,Jesse Dark
derliro01,4,Rod Derline
drewjo01,3,John Drew
duvalde01,4,Dennis DuVal
eberhal01,4,Al Eberhard
grayle01,4,Leonard Gray
harribe01,4,Bernie Harris
hawesst01,3,Steve Hawes
hendeto01,3,Tom Henderson
jacksgr01,4,Greg Jackson
jackswa01,4,Wardell Jackson
jamesaa01,4,Aaron James
johnsmi01,3,Mickey Johnson
jonesji01,4,Jimmy Jones
kendrfr01,4,Frank Kendrick
kosmale01,4,Len Kosmalski
ligonbi01,4,Bill Ligon
lumpkph01,4,Phil Lumpkin
mcdongl01,4,Glenn McDonald
moneyer01,3,Eric Money
normaco01,3,Connie Norman
restake01,3,Kevin Restani
robintr01,3,Truck Robinson
russeca02,3,Campy Russell
saundfr01,3,Fred Saunders
skinnta01,4,Tal Skinner
smithdo02,4,Don Smith
smithph01,3,Phil Smith
sojoumi01,4,Mike Sojourner
stacoke01,3,Kevin Stacom
thompge01,4,George Thompson
tolsode01,3,Dean Tolson
walkefo01,3,Foots Walker
waltobi01,3,Bill Walton
warbipe01,4,Perry Warbington
washist01,4,Stan Washington
wedmasc01,3,Scott Wedman
wellsow01,4,Owen Wells
wilkeja01,3,Jamaal Wilkes
williea01,3,Earl Williams
wilsobo03,3,Bobby Wilson
wintebr01,3,Brian Winters
adamsal01,2,Alvan Adams
anderje01,4,Jerome Anderson
baskeje01,3,Jerry Baskerville
bigelbo01,3,Bob Bigelow
bosweto01,3,Tom Boswell
bridgju01,3,Junior Bridgeman
bryanjo01,3,Joe Bryant
carlsal01,4,Al Carlson
creigji01,4,Jim Creighton
dawkida01,2,Darryl Dawkins
dickehe01,4,Henry Dickerson
fernser01,3,Eric Fernsten
foglela01,4,Larry Fogle
forddo01,3,Don Ford
freewo01,2,World B. Free
freemdo01,4,Donnie Freeman
greveke01,3,Kevin Grevey
grossbo01,3,Bob Gross
hairsli01,4,Lindsay Hairston
hansegl01,3,Glenn Hansen
hawkiro01,3,Bubbles Hawkins
hollawi01,3,Wilbur Holland
hollili01,2,Lionel Hollins
jonesst01,3,Steve Jones
kelleri01,3,Rich Kelley
kroppto01,3,Tom Kropp
kupeccj01,3,C.J. Kupec
lambejo01,3,John Lambert
laskojo01,3,John Laskowski
leegr01,3,Greg Lee
mayescl01,3,Clyde Mayes
mayfike01,4,Ken Mayfield
mcelrji01,3,Jim McElroy
mcginge01,3,George McGinnis
mcmilto01,3,Tom McMillen
meriwjo01,3,Joe Meriweather
meyerda01,3,Dave Meyers
oleynfr01,4,Frank Oleynick
pondecl01,3,Cliff Pondexter
robinbi01,3,Bill Robinzine
rochejo01,3,John Roche
sealsbr01,3,Bruce Seals
searced01,4,Ed Searcy
shortge01,4,Gene Short
shumajo01,3,John Shumate
soberri01,3,Ricky Sobers
thomate01,4,Terry Thomas
whiteru01,3,Rudy White
willigu01,2,Gus Williams
willobi01,3,Bill Willoughby
abernto01,3,Tom Abernethy
averibi01,3,Bird Averitt
barketo01,3,Tom Barker
barnema01,3,Marvin Barnes
barnhno01,4,Norton Barnhill
barrmi01,4,Mike Barr
basseti01,3,Tim Bassett
beckby01,4,Byron Beck
benneme01,3,Mel Bennett
boonero01,3,Ron Boone
bucknqu01,3,Quinn Buckner
burdeti01,3,Ticky Burden
busedo01,3,Don Buse
calvima01,3,Mack Calvin
carrml01,3,M.L. Carr
cashco01,4,Cornelius Cash
cookno01,4,Norm Cook
dampilo01,3,Louie Dampier
danieme01,4,Mel Daniels
dantlad01,2,Adrian Dantley
davisjo01,2,Johnny Davis
davisro01,3,Ron Davis
dentora01,4,Randy Denton
dietrco01,3,Coby Dietrick
douglle01,3,Leon Douglas
dunlemi01,3,Mike Dunleavy
eakinji01,3,Jim Eakins
elmorle01,3,Len Elmore
elstoda01,4,Darrell Elston
englial01,3,Alex English
ervinju01,3,Julius Erving
feherbu01,4,Butch Feher
flynnmi01,3,Mike Flynn
furlote01,3,Terry Furlow
galemi01,3,Mike Gale
gerargu01,3,Gus Gerard
gervige01,2,George Gervin
gilmoar01,2,Artis Gilmore
greenmi01,3,Mike Green
greenst01,3,Steve Green
griffpa01,3,Paul Griffin
hackeru01,4,Rudy Hackett
hicksph01,3,Phil Hicks
hillar01,3,Armond Hill
hillmda01,3,Darnell Hillman
howarmo01,4,Mo Howard
hugheki01,3,Kim Hughes
isselda01,3,Dan Issel
johnsde01,3,Dennis Johnson
jonesbo01,3,Bobby Jones
jonesca01,2,Caldwell Jones
jonesri01,4,Rich Jones
jonesro01,3,Robin Jones
joneswi02,3,Wil Jones
karlge01,3,George Karl
kennego01,3,Goo Kennedy
kenonla01,3,Larry Kenon
knighbi01,3,Billy Knight
kupchmi01,3,Mitch Kupchak
lamarbo01,4,Bo Lamar
leero01,3,Ron Lee
lloydsc01,3,Scott Lloyd
lucasjo01,2,John Lucas
lucasma01,3,Maurice Lucas
malonmo01,2,Moses Malone
maysc01,3,Scott May
mccaran01,3,Andre McCarter
mcclate01,3,Ted McClain
murphal01,4,Allen Murphy
natersw01,3,Swen Nater
neumajo01,3,Johnny Neumann
olberma01,3,Mark Olberding
owensto01,3,Tom Owens
pacejo01,4,Joe Pace
parisro01,2,Robert Parish
parkeso01,3,Sonny Parker
paultbi01,3,Billy Paultz
roberma01,4,Marv Roberts
robisda01,3,Dave Robisch
rogerma01,3,Marshall Rogers
roundda01,3,Dan Roundfield
selleph01,4,Phil Sellers
sheltlo01,3,Lonnie Shelton
silasja01,3,James Silas
simpsra01,3,Ralph Simpson
skinnal01,3,Al Skinner
smithwi02,3,Willie Smith
starrke01,3,Keith Starr
tatumea01,3,Earl Tatum
taylobr01,3,Brian Taylor
taylofa01,4,Fatty Taylor
terreir01,3,Ira Terrell
terrycl01,3,Claude Terry
thompda01,3,David Thompson
towemo01,4,Monte Towe
twardda01,3,Dave Twardzik
vanbrja01,3,Jan van Breda Kolff
walkean01,4,Andy Walker
walkewa01,3,Wally Walker
waltoll01,3,Lloyd Walton
wardhe01,3,Henry Ward
washiri01,3,Richard Washington
webstma01,3,Marvin Webster
wilkebo01,3,Bob Wilkerson
willich02,3,Chuck Williams
willich03,4,Chuckie Williams
willijo01,3,John Williamson
wisewi01,3,Willie Wise
wrighla01,3,Larry Wright
armstta01,3,Tate Armstrong
ballagr01,3,Greg Ballard
bensoke01,2,Kent Benson
birdsot01,3,Otis Birdsong
bondph01,3,Phil Bond
bostiji01,4,Jim Bostic
bradlal01,3,Alonzo Bradley
bratzmi01,3,Mike Bratz
brittwa01,4,Wayman Britt
carrke01,3,Kenny Carr
carribo01,3,Bob Carrington
coxwe01,3,Wesley Cox
crissch01,2,Charlie Criss
crowma01,4,Mark Crow
davisbr01,3,Brad Davis
daviswa03,2,Walter Davis
dorseja01,3,Jacky Dorsey
dunntr01,2,T.R. Dunn
edwarja01,2,James Edwards
ellisbo02,4,Bo Ellis
flemial01,3,Al Fleming
forreba01,3,Bayard Forrest
glennmi01,2,Mike Glenn
gondrgl01,3,Glen Gondrezick
greenri01,2,Rickey Green
griffgr01,3,Greg Griffin
grunfer01,3,Ernie Grunfeld
hassejo01,3,Joe Hassett
johnsed02,2,Eddie Johnson
johnsla01,3,Larry Johnson
johnsma01,3,Marques Johnson
jordaed01,3,Eddie Jordan
kingbe01,2,Bernard King
knighto01,3,Toby Knight
kuestjo01,3,John Kuester
lagarto01,3,Tom LaGarde
landsma01,3,Mark Landsberger
laureri01,4,Rich Laurel
marshri01,3,Ricky Marsh
maxwece01,2,Cedric Maxwell
moffela01,3,Larry Moffett
moslegl01,3,Glenn Mosley
nixonno01,3,Norm Nixon
owensed01,3,Eddie Owens
poquebe01,2,Ben Poquette
reidro01,2,Robert Reid
roberan01,3,Anthony Roberts
roberto01,3,Tony Robertson
rollitr01,2,Tree Rollins
scottal01,3,Alvin Scott
sheppst01,3,Steve Sheppard
sikmaja01,3,Jack Sikma
simssc01,3,Scott Sims
smithro01,3,Robert Smith
walkeph01,4,Phil Walker
washiwi01,3,Wilson Washington
willira01,2,Ray Williams
anderki01,3,Kim Anderson
beshode01,3,Del Beshore
boydde01,3,Dennis Boyd
boynewi01,4,Winford Boynes
brewero01,2,Ron Brewer
bunchgr01,3,Greg Bunch
byrnema01,3,Marty Byrnes
cartero01,3,Ron Carter
cheekma01,2,Maurice Cheeks
coopemi01,3,Michael Cooper
coopewa01,2,Wayne Cooper
corzida01,2,Dave Corzine
crompge01,3,Geoff Crompton
davisha01,3,Harry Davis
elliobo01,3,Bob Elliott
eppsra01,3,Ray Epps
fordph01,2,Phil Ford
givenja01,3,Jack Givens
greento01,4,Tommie Green
hansela01,3,Lars Hansen
hardyja01,3,James Hardy
herroke01,3,Keith Herron
higgske01,3,Kenny Higgs
hollies01,3,Essie Hollis
howarot01,3,Otis Howard
johnscl01,3,Clemon Johnson
johnsge03,3,George Johnson
judkije01,3,Jeff Judkins
kramejo01,3,Joel Kramer
leebu01,3,Butch Lee
longjo01,2,John Long
mckinbi01,2,Billy McKinney
mitchmi01,2,Mike Mitchell
olivejo01,3,John Olive
pheglro01,3,Roger Phegley
pietkst01,3,Stan Pietkiewicz
radfowa01,3,Wayne Radford
redmoma01,3,Marlon Redmond
richami01,3,Micheal Ray Richardson
robeyri01,3,Rick Robey
robinja01,3,Jackie Robinson
ruddjo01,3,John Rudd
sandefr01,3,Frankie Sanders
shortpu01,2,Purvis Short
smithsa02,3,Sam Smith
theusre01,3,Reggie Theus
thompmy01,2,Mychal Thompson
townsra01,3,Raymond Townsend
tylerte01,3,Terry Tyler
wakefan01,3,Andre Wakefield
whiteje01,3,Jerome Whitehead
willifr01,3,Freeman Williams
wilsori01,3,Rick Wilson
baileja01,2,James Bailey
batesbi01,3,Billy Ray Bates
birdla01,2,Larry Bird
bostola01,4,Lawrence Boston
bradldu01,3,Dudley Bradley
cartwbi01,2,Bill Cartwright
cookje01,2,Jeff Cook
copelho01,3,Hollis Copeland
coughjo01,3,John Coughran
crosbte01,3,Terry Crosby
cummipa01,2,Pat Cummings
dawkipa01,3,Paul Dawkins
deanegr01,3,Greg Deane
demicla01,3,Larry Demic
duerote01,3,Terry Duerod
evansea01,3,Earl Evans
evansmi01,3,Mike Evans
garlaga01,4,Gary Garland
greenda01,2,Dave Greenwood
hamilro01,3,Roy Hamilton
hendege01,2,Gerald Henderson
highjo01,3,Johnny High
hollabr01,3,Brad Holland
hubbaph01,2,Phil Hubbard
hustoge01,3,Geoff Huston
jeelaab01,3,Abdul Jeelani
johnsch02,3,Cheese Johnson
johnsma02,2,Magic Johnson
johnsvi01,2,Vinnie Johnson
jonesma01,3,Major Jones
kelsegr01,3,Greg Kelser
kiffiir01,3,Irv Kiffin
kilpaca01,3,Carl Kilpatrick
kingre01,3,Reggie King
kramear01,4,Arvid Kramer
leaveal01,2,Allen Leavell
mackol01,3,Ollie Mack
malovst01,3,Steve Malovic
mokespa01,3,Paul Mokeski
moncrsi01,2,Sidney Moncrief
nattca01,3,Calvin Natt
norrisy01,3,Sylvester Norris
paxsoji02,3,Jim Paxson
peckwi01,3,Wiley Peck
pellosa01,3,Sam Pellom
richacl01,3,Clint Richardson
robincl01,2,Cliff Robinson
spanaji01,3,Jim Spanarkel
toonebe01,3,Bernard Toone
willidu01,3,Duck Williams
willisl01,2,Sly Williams
wilsobu01,3,Bubba Wilson
zenoto01,3,Tony Zeno
allumda01,4,Darrell Allums
blackno01,3,Norman Black
brittda01,3,Dave Britton
brookmi01,3,Michael Brooks
brownle02,3,Lewis Brown
brownri01,2,Rickey Brown
carrojo01,2,Joe Barry Carroll
cartebu01,3,Butch Carter
cartere01,3,Reggie Carter
colliar01,3,Art Collins
collido02,3,Don Collins
cookda01,3,Darwin Cook
curetea01,2,Earl Cureton
davismo01,3,Monti Davis
donalja01,2,James Donaldson
drewla01,2,Larry Drew
drollra01,4,Ralph Drollinger
durenjo01,3,John Duren
fulleto01,3,Tony Fuller
garreca01,3,Calvin Garrett
gminsmi01,2,Mike Gminski
griffda01,2,Darrell Griffith
hanzlbi01,3,Bill Hanzlik
hardyal01,3,Alan Hardy
harpemi01,3,Mike Harper
hordgce01,3,Cedrick Hordges
jacksto02,3,Tony Jackson
johnsle01,3,Lee Johnson
johnsre01,3,Reggie Johnson
jonesed01,3,Edgar Jones
jordawa01,3,Walter Jordan
keacl01,3,Clarence Kea
kinchch01,3,Chad Kinch
kreklwa01,3,Wayne Kreklow
laimbbi01,2,Bill Laimbeer
lawreed01,3,Edmund Lawrence
lestero01,3,Ronnie Lester
macyky01,2,Kyle Macy
mahorri01,2,Rick Mahorn
matthwe01,2,Wes Matthews
mayfibi01,3,Bill Mayfield
mccorke01,3,Keith McCord
mchalke01,2,Kevin McHale
milledi01,3,Dick Miller
moorejo01,2,Johnny Moore
moorelo01,3,Lowes Moore
nattke01,3,Kenny Natt
nicksca01,3,Carl Nicks
nilesmi01,3,Mike Niles
okoremi01,3,Mike O'Koren
oldhaja01,2,Jawann Oldham
orrlo01,2,Louis Orr
patrimy01,3,Myles Patrick
priceto01,4,Tony Price
rankwa01,4,Wally Rank
ranseke01,3,Kelvin Ransey
rayja01,3,James Ray
reidbi01,3,Billy Reid
robinwa01,3,Wayne Robinson
romarlo01,3,Lorenzo Romar
scalede01,3,DeWayne Scales
sheltcr01,3,Craig Shelton
sichtje01,2,Jerry Sichting
smithla01,2,Larry Smith
sparrro01,2,Rory Sparrow
stroujo01,3,John Stroud
terryca01,3,Carlos Terry
toneyan01,3,Andrew Toney
valenro01,3,Ronnie Valentine
vandeki01,2,Kiki Vandeweghe
vromabr01,3,Brett Vroman
whitnha02,3,Hawkeye Whitney
wileymi01,3,Michael Wiley
wilkeja02,3,James Wilkes
wilkije01,2,Jeff Wilkins
woodsmi01,2,Mike Woodson
worthsa01,3,Sam Worthen
aguirma01,2,Mark Aguirre
aingeda01,2,Danny Ainge
baileca01,4,Carl Bailey
banksge01,2,Gene Banks
blackro01,2,Rolando Blackman
blumera01,3,Ray Blume
bradlal02,3,Alex Bradley
bradlch01,3,Charles Bradley
bransbr01,3,Brad Branson
brogaji01,3,Jim Brogan
burkmro01,3,Roger Burkman
burnsda01,3,David Burns
cattabo01,3,Bobby Cattage
chambto01,2,Tom Chambers
coopejo01,3,Joe Cooper
davisch02,3,Charles Davis
dennake01,3,Kenny Dennard
dillami01,3,Mickey Dillard
dougljo01,3,John Douglas
dykemcr01,3,Craig Dykema
edwarfr01,3,Franklin Edwards
gudmupe01,3,Petur Gudmundsson
hagangl01,3,Glenn Hagan
hayesst01,3,Steve Hayes
jackstr01,3,Tracy Jackson
johnscl02,3,Clay Johnson
johnsed03,2,Eddie Johnson
johnsfr01,2,Frank Johnson
johnsst03,2,Steve Johnson
kingal01,2,Albert King
lampje01,2,Jeff Lamp
leero02,3,Rock Lee
listeal01,2,Alton Lister
lloydle01,2,Lewis Lloyd
loderke01,3,Kevin Loder
macklru01,3,Rudy Macklin
mcculjo01,3,John McCullough
mcdowha01,2,Hank McDowell
mcgeemi01,2,Mike McGee
mckenke01,3,Kevin McKenna
nancela01,2,Larry Nance
nimphku01,3,Kurt Nimphius
radfoma01,3,Mark Radford
rainsed01,3,Ed Rains
rambiku01,2,Kurt Rambis
rulanje01,3,Jeff Ruland
schayda01,2,Danny Schayes
smithji01,3,Jim Smith
sprigla01,3,Larry Spriggs
thomais01,2,Isiah Thomas
tolbera01,2,Ray Tolbert
tripuke01,2,Kelly Tripucka
turneel01,2,Elston Turner
valenda01,3,Darnell Valentine
verhope01,3,Pete Verhoeven
vinceja01,3,Jay Vincent
vraneda01,3,Danny Vranes
willibu01,2,Buck Williams
willihe01,2,Herb Williams
willisa02,3,Sam Williams
wittsga01,3,Garry Witts
woodal01,3,Al Wood
woodho01,3,Howard Wood
woolror01,2,Orlando Woolridge
yonakri01,3,Rich Yonakor
anderdw01,3,Dwight Anderson
anderjj01,3,J.J. Anderson
anderri01,2,Richard Anderson
baglejo01,2,John Bagley
battoda01,3,Dave Batton
connele01,2,Lester Conner
coxch01,3,Chubby Cox
cummite01,2,Terry Cummings
dailequ01,2,Quintin Dailey
davismi03,3,Mike Davis
eatonma01,2,Mark Eaton
eavesje01,2,Jerry Eaves
edmonke01,3,Keith Edmonson
englech01,3,Chris Engler
flowebr01,3,Bruce Flowers
floydsl01,2,Sleepy Floyd
garnebi02,3,Bill Garnett
greigjo01,3,John Greig
hastisc01,2,Scott Hastings
higgiro01,2,Rod Higgins
hodgecr01,2,Craig Hodges
iavarma01,2,Marc Iavaroni
johnsji01,3,Jim Johnstone
joneshu01,3,Hutch Jones
kellocl01,3,Clark Kellogg
kopicjo01,3,Joe Kopicki
leverfa01,3,Fat Lever
levincl01,2,Cliff Levingston
lingest01,3,Steve Lingenfelter
magleda01,3,Dave Magley
mcnamma01,3,Mark McNamara
morgagu01,3,Guy Morgan
nealyed01,2,Ed Nealy
nevitch01,2,Chuck Nevitt
norriau01,3,Audie Norris
philled01,3,Eddie Phillips
piercri01,2,Ricky Pierce
pittmch01,3,Charles Pittman
presspa01,2,Paul Pressey
robinol01,3,Oliver Robinson
russewa01,2,Walker Russell
sandemi01,2,Mike Sanders
schoeru01,3,Russ Schoene
sheroed01,3,Ed Sherod
slaugjo01,3,Jose Slaughter
smithde02,2,Derek Smith
steppbr01,3,Brook Steppe
tayloje01,3,Jeff Taylor
taylovi01,3,Vince Taylor
teaglte01,2,Terry Teagle
thirdda01,3,David Thirdkill
thompco01,3,Corny Thompson
thompla01,2,LaSalle Thompson
tillida01,3,Darren Tillis
towneli01,3,Linton Townes
tucketr01,2,Trent Tucker
warribr01,3,Bryan Warrick
whitero01,3,Rory White
wilkido01,2,Dominique Wilkins
williri01,3,Rickey Williams
williro02,3,Rob Williams
worthja01,2,James Worthy
zoetji01,3,Jim Zoet
austike01,3,Ken Austin
baileth01,2,Thurl Bailey
breuera01,2,Randy Breuer
bryanwa01,3,Wallace Bryant
carteho01,3,Howard Carter
clarkca01,3,Carlos Clark
combsle01,3,Leroy Combs
crossru01,3,Russell Cross
dayeda01,2,Darren Daye
drexlcl01,2,Clyde Drexler
ehlocr01,2,Craig Ehlo
ellisda01,2,Dale Ellis
fostero01,3,Rod Foster
garrijo01,3,John Garris
gibsomi01,3,Mike Gibson
grangst01,2,Stewart Granger
greensi02,2,Sidney Green
hansebo01,2,Bob Hansen
harpede01,2,Derek Harper
hinsoro01,3,Roy Hinson
jonesch01,2,Charles Jones
jonesma02,3,Mark Jones
kitegr01,2,Greg Kite
kuczebr01,3,Bruce Kuczenski
lockhda01,3,Darrell Lockhart
lowesi01,2,Sidney Lowe
malonje01,2,Jeff Malone
mannipa01,2,Pace Mannion
mccraro01,2,Rodney McCray
mccrasc01,2,Scooter McCray
michela01,2,Larry Micheaux
millebo01,3,Bob Miller
paxsojo01,2,John Paxson
pinonjo01,3,John Pinone
piotrto01,3,Tom Piotrowski
rautile01,2,Leo Rautins
riverdo01,2,Doc Rivers
roberfr01,2,Fred Roberts
sampsra01,2,Ralph Sampson
scottby01,2,Byron Scott
stipast01,3,Steve Stipanovich
sundvjo01,2,Jon Sundvold
suttlda01,3,Dane Suttle
thomaji01,2,Jim Thomas
thomppa01,3,Paul Thompson
threase01,2,Sedale Threatt
waitegr01,2,Granville Waiters
walkeda01,2,Darrell Walker
weidnbr01,3,Brant Weidner
westma01,2,Mark West
whatlen01,2,Ennis Whatley
wiggimi01,2,Mitchell Wiggins
willike01,3,Kevin Williams
wilsomi01,2,Michael Wilson
wittmra01,2,Randy Wittman
aleksch01,3,Chuck Aleksinas
anderro01,3,Ron Anderson
bannike01,3,Ken Bannister
barklch01,2,Charles Barkley
blackco01,3,Cory Blackwell
bowiesa01,2,Sam Bowie
brickfr01,2,Frank Brickowski
brownto01,2,Tony Brown
burttst01,2,Steve Burtt
cagemi01,2,Michael Cage
campbto01,2,Tony Campbell
carliri01,2,Rick Carlisle
carran01,2,Antoine Carr
cavenro01,3,Ron Cavenall
coltest01,2,Steve Colter
durrade01,3,Devin Durrant
edelike01,3,Kenton Edelin
fieldke01,3,Kenny Fields
flemive01,2,Vern Fleming
gordola01,3,Lancaster Gordon
gravebu01,3,Butch Graves
grayst01,2,Stuart Gray
holtomi01,2,Mike Holton
humphja01,2,Jay Humphries
jacksra01,3,Ralph Jackson
jonesch02,3,Charles Jones
jonesea01,3,Earl Jones
jonesoz01,3,Ozell Jones
jordami01,2,Michael Jordan
kerseje01,2,Jerome Kersey
mccorti01,2,Tim McCormick
murphja01,2,Jay Murphy
olajuha01,1,Hakeem Olajuwon
perkisa01,2,Sam Perkins
peterji01,2,Jim Petersen
plummga01,3,Gary Plummer
popeda01,3,David Pope
roberal01,2,Alvin Robertson
sapplwa01,3,Wayne Sappleton
schefto01,3,Tom Scheffler
schwejo01,3,John Schweitz
sewelto01,3,Tom Sewell
sittoch01,3,Charlie Sitton
slubyto01,3,Tom Sluby
stanste01,3,Terence Stansbury
stockjo01,2,John Stockton
thibepe01,3,Peter Thibeaux
thompbe01,2,Bernard Thompson
thorpot01,2,Otis Thorpe
turneje01,2,Jeff Turner
turpime01,2,Melvin Turpin
whitewi01,3,Willie White
wilkied01,2,Eddie Lee Wilkins
wilkida01,3,Dale Wilkinson
willigu02,3,Guy Williams
willike02,1,Kevin Willis
wilsoot01,3,Othell Wilson
woodle01,2,Leon Wood
youngda01,2,Danny Young
youngmi01,3,Michael Young
adamsmi01,2,Michael Adams
battljo01,2,John Battle
benjabe01,2,Benoit Benjamin
blabuw01,2,Uwe Blab
bolma01,2,Manute Bol
brittmi01,2,Mike Brittain
catlete01,2,Terry Catledge
charllo01,2,Lorenzo Charles
cofiefr01,2,Fred Cofield
cookeda01,3,David Cooke
corbity01,1,Tyrone Corbin
creviro01,3,Ron Crevier
crossje01,3,Jeff Cross
dumarjo01,2,Joe Dumars
ewingpa01,2,Patrick Ewing
gloucge01,3,Georgi Glouchkov
greenac01,2,A.C. Green
greenke01,3,Ken Green
greenke02,3,Kenny Green
gregocl01,3,Claude Gregory
harrist01,2,Steve Harris
hendeje01,3,Jerome Henderson
henryca01,3,Carl Henry
hugheri01,2,Alfredrick Hughes
johnske01,3,Ken Johnson
josepyv01,3,Yvon Joseph
keeliha01,3,Harold Keeling
kleinjo01,2,Joe Kleine
koncajo01,2,Jon Koncak
leeke01,2,Keith Lee
malonka01,2,Karl Malone
martibi01,2,Bill Martin
martibr01,3,Brian Martin
mccladw01,3,Dwayne McClain
mcdanxa01,2,Xavier McDaniel
mcdonbe01,3,Ben McDonald
mcneach01,2,Chris McNealy
minnidi01,2,Dirk Minniefield
mosspe01,3,Perry Moss
mullich01,2,Chris Mullin
oaklech01,1,Charles Oakley
phelpmi01,3,Michael Phelps
pincked01,2,Ed Pinckney
portete01,2,Terry Porter
rasmubl01,2,Blair Rasmussen
reynoje01,3,Jerry Reynolds
rowlade01,3,Derrick Rowland
schrede01,2,Detlef Schrempf
scurrca01,2,Carey Scurry
smrekmi01,2,Mike Smrek
stivral01,2,Alex Stivrins
