,Carter Number,Name
stokegr01,3,Greg Stokes
thornbo01,2,Bob Thornton
tisdawa01,2,Wayman Tisdale
toneyse01,2,Sedric Toney
vanosni01,3,Nick Vanos
vincesa01,2,Sam Vincent
webbsp01,2,Spud Webb
wennibi01,2,Bill Wennington
wilkige01,2,Gerald Wilkins
willipe01,3,Pete Williams
wintevo01,3,Voise Winters
addisra01,2,Rafael Addison
alarima01,2,Mark Alarie
bedfowi01,3,William Bedford
berrywa01,2,Walter Berry
biniojo01,3,Joe Binion
brancad01,2,Adrian Branch
brownmi01,2,Mike Brown
colembe01,2,Ben Coleman
curryde01,1,Dell Curry
daughbr01,2,Brad Daugherty
dawkijo01,2,Johnny Dawkins
douglbr01,3,Bruce Douglas
dreilgr01,2,Greg Dreiling
duckwke01,2,Kevin Duckworth
feitlda01,2,Dave Feitl
gattike01,2,Kenny Gattison
gondrgr01,3,Grant Gondrezick
harpero01,2,Ron Harper
hendece01,2,Cedric Henderson
hendeke01,2,Kevin Henderson
henryco01,2,Conner Henry
hornaje01,2,Jeff Hornacek
jacksmy01,3,Myron Jackson
johnsbu01,2,Buck Johnson
johnsst02,3,Steffond Johnson
jonesan01,2,Anthony Jones
kemptti01,2,Tim Kempton
kitchcu01,3,Curtis Kitchen
krystla01,2,Larry Krystkowiak
lamplji01,3,Jim Lampley
martife01,3,Fernando Martin
martima01,3,Maurice Martin
mckenfo01,2,Forrest McKenzie
mcmilna01,2,Nate McMillan
mcqueco01,3,Cozell McQueen
myerspe01,2,Pete Myers
newmajo01,2,Johnny Newman
nuttde01,3,Dennis Nutt
persoch01,2,Chuck Person
poleedw01,3,Dwayne Polee
pressha01,3,Harold Pressley
pricema01,2,Mark Price
rodmade01,2,Dennis Rodman
rogerjo01,2,Johnny Rogers
rowanro01,3,Ron Rowan
sallejo01,2,John Salley
sellebr01,2,Brad Sellers
singlmc01,3,McKinley Singleton
skilesc01,3,Scott Skiles
smithcl01,2,Clinton Smith
smithke03,3,Keith Smith
smithot01,3,Otis Smith
tarplro01,2,Roy Tarpley
thompbi01,3,Billy Thompson
turnean01,2,Andre Turner
walkeke01,2,Kenny Walker
washbch01,2,Chris Washburn
washipe01,3,Pearl Washington
williho01,2,Hot Rod Williams
willijo02,2,John Williams
wingada01,2,David Wingate
wrighbr01,3,Brad Wright
youngpe01,2,Perry Young
acresma01,2,Mark Acres
alforst01,3,Steve Alford
andergr01,2,Greg Anderson
arlaujo01,3,Joe Arlauckas
askewvi01,2,Vincent Askew
blackna01,3,Nate Blackwell
boguemu01,1,Muggsy Bogues
colemno01,3,Norris Coleman
comegda01,3,Dallas Comegys
critewi01,2,Winston Crite
donovbi01,2,Billy Donovan
dudlech02,2,Chris Dudley
farmeji01,3,Jim Farmer
frankte01,2,Tellis Frank
gamblke01,2,Kevin Gamble
garlawi01,2,Winston Garland
gilliar01,2,Armen Gilliam
grantho01,2,Horace Grant
hendeda01,3,Dave Henderson
hoppeda01,2,Dave Hoppen
hopsode01,3,Dennis Hopson
hugheed01,3,Eddie Hughes
jacksma01,1,Mark Jackson
jacksmi02,3,Michael Jackson
johnska01,2,Kannard Johnson
johnske02,2,Kevin Johnson
kofoeba01,2,Bart Kofoed
lewisra01,2,Ralph Lewis
lewisre01,2,Reggie Lewis
lohaubr01,2,Brad Lohaus
mckeyde01,2,Derrick McKey
millere01,2,Reggie Miller
moorean01,3,Andre Moore
moorero01,2,Ron Moore
murphro01,3,Ronnie Murphy
murphto01,2,Tod Murphy
nesslma01,3,Martin Nessley
normake01,2,Ken Norman
pippesc01,2,Scottie Pippen
polynol01,2,Olden Polynice
rellfri01,3,Richard Rellford
rothsc01,2,Scott Roth
rowsobr01,2,Brian Rowsom
smithke01,2,Kenny Smith
stroejo01,3,John Stroeder
wadema01,3,Mark Wade
wagnemi01,3,Milt Wagner
walleja01,3,Jamie Waller
washidu01,2,Duane Washington
welpch01,2,Chris Welp
wheelcl01,3,Clinton Wheeler
whiteer01,3,Eric White
whiteto01,2,Tony White
willire01,2,Reggie Williams
wilsoni01,3,Nikita Wilson
wilsori02,3,Ricky Wilson
winslri01,3,Rickie Winslow
wolfjo01,2,Joe Wolf
zevenph01,3,Phil Zevenbergen
allenra01,3,Randy Allen
andermi01,3,Michael Anderson
anderwi01,2,Willie Anderson
berryri01,3,Ricky Berry
bowiean01,2,Anthony Bowie
brooksc01,2,Scott Brooks
bryanma01,2,Mark Bryant
butlegr01,2,Greg Butler
champmi01,3,Mike Champion
chapmre01,2,Rex Chapman
chievde01,2,Derrick Chievous
davisma01,2,Mark Davis
delnevi01,2,Vinny Del Negro
dembofe01,2,Fennis Dembo
eacklle01,2,Ledell Eackles
edwarke01,2,Kevin Edwards
englewa01,3,Wayne Englestad
ferrero01,3,Rolando Ferreira
ferredu01,2,Duane Ferrell
fredean01,2,Anthony Frederick
gaineco01,2,Corey Gaines
garrito01,2,Tom Garrick
gillebe01,3,Ben Gillery
grahaor01,3,Orlando Graham
grandro01,2,Ron Grandison
grantga01,2,Gary Grant
grantha01,2,Harvey Grant
graysy01,3,Sylvester Gray
grayeje01,2,Jeff Grayer
haleyja01,2,Jack Haley
hawkihe01,2,Hersey Hawkins
horfoti01,3,Tito Horford
johnsav01,2,Avery Johnson
jonesbi01,3,Bill Jones
jonessh01,3,Shelton Jones
kerrst01,2,Steve Kerr
keysra01,2,Randolph Keys
laneje01,2,Jerome Lane
langan01,2,Andrew Lang
leckner01,2,Eric Leckner
lesji01,2,Jim Les
lockro01,3,Rob Lock
longgr01,2,Grant Long
majerda01,2,Dan Majerle
mannida01,2,Danny Manning
maxweve01,2,Vernon Maxwell
mitchto01,3,Todd Mitchell
morrich01,2,Chris Morris
mortori01,3,Richard Morton
nealcr01,3,Craig Neal
ortizjo01,3,Jose Ortiz
perduwi01,2,Will Perdue
perryti01,2,Tim Perry
popsoda01,2,Dave Popson
pressdo01,3,Dominic Pressley
richmmi01,2,Mitch Richmond
rivasra01,3,Ramon Rivas
riverda01,3,David Rivers
rosero01,3,Rob Rose
rowinji01,2,Jim Rowinski
seikaro01,2,Rony Seikaly
shackch01,2,Charles Shackleford
shaskjo01,3,John Shasky
shawbr01,2,Brian Shaw
smartke01,3,Keith Smart
smithch01,2,Charles Smith
smitsri01,2,Rik Smits
starkjo01,2,John Starks
stephev01,3,Everette Stephens
stricro02,1,Rod Strickland
sumptba01,3,Barry Sumpter
tayloan01,3,Anthony Taylor
tolbeto01,2,Tom Tolbert
upshake01,3,Kelvin Upshaw
wileymo01,2,Morlon Wiley
willimi02,1,Micheal Williams
woodda01,2,David Wood
anderni01,2,Nick Anderson
anslemi01,2,Michael Ansley
armstbj01,2,B.J. Armstrong
barroda01,2,Dana Barros
battlke01,2,Kenny Battle
bennewi01,3,Winston Bennett
blaylmo01,2,Mookie Blaylock
brownch01,2,Chucky Brown
brownra01,3,Raymond Brown
brundst01,3,Stanley Brundy
brynto01,3,Torgeir Bryn
bucknst01,3,Steve Bucknall
caldwad01,2,Adrian Caldwell
copella01,3,Lanard Copeland
daviste01,2,Terry Davis
dinkiby01,2,Byron Dinkins
divacvl01,2,Vlade Divac
douglsh01,2,Sherman Douglas
doziete01,2,Terry Dozier
edwarbl01,2,Blue Edwards
edwarja02,3,Jay Edwards
elliose01,2,Sean Elliott
ellispe01,2,Pervis Ellison
gervide01,3,Derrick Gervin
grantgr01,2,Greg Grant
haffnsc01,2,Scott Haffner
hammoto01,2,Tom Hammonds
hardati01,2,Tim Hardaway
higgimi01,3,Mike Higgins
hortoed01,3,Ed Horton
irvinby01,2,Byron Irvin
jacksja01,2,Jaren Jackson
johnser01,3,Eric Johnson
johnsna01,2,Nate Johnston
kempsh01,2,Shawn Kemp
kimbrst01,3,Stan Kimbrough
kingst01,2,Stacey King
kornefr01,3,Frank Kornet
leboje01,2,Jeff Lebo
legleti01,2,Tim Legler
leonaga01,2,Gary Leonard
lettcl01,2,Clifford Lett
lichtto01,2,Todd Lichti
marblro01,2,Roy Marble
marcisa01,2,Sarunas Marciulionis
martije01,3,Jeff Martin
masonan01,2,Anthony Mason
mccanbo01,2,Bob McCann
mccanme01,3,Mel McCants
mccloge01,2,George McCloud
mckinca01,2,Carlton McKinney
meentsc01,3,Scott Meents
mitchsa01,2,Sam Mitchell
morrimi01,2,Mike Morrison
mortojo01,3,John Morton
nixdy01,3,Dyron Nix
paspaza01,2,Zarko Paspalj
payneke01,3,Kenny Payne
petrodr01,2,Drazen Petrovic
quinnbr01,2,Brian Quinnett
reidjr01,2,J.R. Reid
ricegl01,2,Glen Rice
richapo01,2,Pooh Richardson
robincl02,1,Clifford Robinson
robinda01,2,David Robinson
rothdo01,3,Doug Roth
royaldo01,2,Donald Royal
ruddde01,2,Delaney Rudd
sandeje01,2,Jeff Sanders
shousde01,3,Dexter Shouse
smithch02,2,Charles Smith
smithmi01,2,Michael Smith
tayloja01,3,Jay Taylor
taylole01,3,Leonard Taylor
turnehe02,3,Henry Turner
vocega01,3,Gary Voce
volkoal01,2,Alexander Volkov
westdo01,2,Doug West
whitera01,3,Randy White
willimi03,2,Mike Williams
workmha01,1,Haywoode Workman
abdelal01,2,Alaa Abdelnaby
abdulma02,2,Mahmoud Abdul-Rauf
askinke01,2,Keith Askins
babicmi01,3,Milos Babic
ballce01,3,Cedric Ball
blankla01,2,Lance Blanks
bonnean01,2,Anthony Bonner
brownde01,1,Dee Brown
buechju01,2,Jud Buechler
bullama01,2,Matt Bullard
burtowi01,2,Willie Burton
callori01,3,Rick Calloway
campbel01,1,Elden Campbell
causwdu01,2,Duane Causwell
cebalce01,2,Cedric Ceballos
cofferi01,2,Richard Coffey
colemde01,2,Derrick Coleman
colesbi01,2,Bimbo Coles
cookan01,2,Anthony Cook
dawsoto01,2,Tony Dawson
eliema01,2,Mario Elie
engliaj01,2,A.J. English
ferryda01,2,Danny Ferry
fostegr01,1,Greg Foster
georgta01,2,Tate George
gillke01,2,Kendall Gill
glassge01,2,Gerald Glass
godfrda01,2,Dan Godfread
grandji01,3,Jim Grandholm
harrito01,2,Tony Harris
hensost01,2,Steve Henson
higgise01,2,Sean Higgins
hillty01,2,Tyrone Hill
jamerda01,2,Dave Jamerson
jameshe01,2,Henry James
jepsele01,3,Les Jepsen
kesslal01,3,Alec Kessler
kimblbo01,2,Bo Kimble
knighne01,1,Negele Knight
leeku01,3,Kurk Lee
liberma01,2,Marcus Liberty
lockhia01,2,Ian Lockhart
masseto01,2,Tony Massenburg
maystr01,2,Travis Mays
millste01,2,Terry Mills
munkch01,3,Chris Munk
mustaje01,2,Jerrod Mustaf
osullda01,2,Dan O'Sullivan
oggal01,2,Alan Ogg
olivebr01,2,Brian Oliver
paddige01,2,Gerald Paddio
palmewa01,3,Walter Palmer
paytoga01,2,Gary Payton
pritcke01,2,Kevin Pritchard
robinla01,2,Larry Robinson
robinru01,2,Rumeal Robinson
schefst01,2,Steve Scheffler
schindw01,2,Dwayne Schintzius
scottde01,2,Dennis Scott
simmoli01,2,Lionel Simmons
smithto02,2,Tony Smith
spencfe01,2,Felton Spencer
thomair01,2,Irving Thomas
toolsan01,2,Andy Toolson
vaughlo01,2,Loy Vaught
vrankst01,2,Stojko Vrankovic
willija01,2,Jayson Williams
willike03,2,Kenny Williams
willisc01,2,Scott Williams
wilsotr01,2,Trevor Wilson
winchke01,2,Kennard Winchester
wrighho02,2,Howard Wright
wyndeaj01,2,A.J. Wynder
alexavi01,2,Victor Alexander
anderke01,2,Kenny Anderson
anthogr01,2,Greg Anthony
augmost01,2,Stacey Augmon
austiis01,2,Isaac Austin
bardost01,2,Steve Bardo
benoida01,2,David Benoit
brandte01,2,Terrell Brandon
brookke01,3,Kevin Brooks
brownmy01,2,Myron Brown
brownra02,2,Randy Brown
calipde01,2,Demetrius Calip
chilcpe01,2,Pete Chilcutt
conloma01,2,Marty Conlon
copato01,2,Tom Copa
corchch01,2,Chris Corchiani
crowdco01,2,Corey Crowder
davisda01,2,Dale Davis
delebi01,2,Bison Dele
eddiepa01,2,Patrick Eddie
ellisle02,2,LeRon Ellis
foxri01,2,Rick Fox
gatlich01,2,Chris Gatling
grahapa01,2,Paul Graham
greense01,2,Sean Green
herreca01,2,Carl Herrera
hodgedo01,2,Donald Hodge
howarbr01,3,Brian Howard
huntece01,2,Cedric Hunter
iuzzomi01,3,Mike Iuzzolino
johnsla02,2,Larry Johnson
kingri01,3,Rich King
leedo01,3,Doug Lee
longllu01,2,Luc Longley
lynchke01,2,Kevin Lynch
maconma01,2,Mark Macon
mayesth01,3,Tharon Mayes
monroro01,2,Rodney Monroe
mooretr01,2,Tracy Moore
murdoer01,2,Eric Murdock
mutomdi01,2,Dikembe Mutombo
oliveji01,2,Jimmy Oliver
owensbi01,2,Billy Owens
owenske01,2,Keith Owens
packro01,2,Robert Pack
perryel01,2,Elliot Perry
phillbo01,2,Bobby Phills
randama01,2,Mark Randall
roberst01,2,Stanley Roberts
smithdo03,2,Doug Smith
smithla02,2,LaBradford Smith
smithst01,2,Steve Smith
stewala01,2,Larry Stewart
stronde01,2,Derek Strong
strotla01,2,Lamont Strothers
suttogr01,2,Greg Sutton
thomaca01,2,Carl Thomas
thomach01,3,Charles Thomas
thompst01,3,Stephen Thompson
turnejo01,2,John Turner
viannjo01,3,Joao Vianna
anderer01,2,Eric Anderson
aventan01,2,Anthony Avent
barryjo01,2,Jon Barry
benneto01,2,Tony Bennett
blackal01,2,Alex Blackwell
blantri01,3,Ricky Blanton
bondwa01,2,Walter Bond
cambrde01,3,Dexter Cambridge
chrisdo01,1,Doug Christie
coopedu01,2,Duane Cooper
courtjo01,2,Joe Courtney
crottjo01,2,John Crotty
curcira01,3,Radisav Curcic
daniell01,2,Lloyd Daniels
davishu01,2,Hubert Davis
dayto01,2,Todd Day
dumasri02,2,Richard Dumas
durhapa01,2,Pat Durham
ellisla01,2,LaPhonso Ellis
englijo01,2,Jo Jo English
geigema01,2,Matt Geiger
greenli01,2,Litterial Green
guglito01,2,Tom Gugliotta
guidija01,3,Jay Guidinger
horryro01,2,Robert Horry
houstby01,2,Byron Houston
howarst01,2,Stephen Howard
jacksji01,2,Jim Jackson
jennike01,2,Keith Jennings
johnsda01,2,Dave Johnson
jordath01,3,Thomas Jordan
keefead01,2,Adam Keefe
laettch01,2,Christian Laettner
macksa01,2,Sam Mack
macledo01,2,Don MacLean
maxeyma01,2,Marlon Maxey
maybele01,2,Lee Mayberry
milleol01,2,Oliver Miller
minerha01,2,Harold Miner
morriis01,3,Isaiah Morris
mournal01,1,Alonzo Mourning
murratr01,1,Tracy Murray
newbeme01,3,Melvin Newbern
onealsh01,2,Shaquille O'Neal
othicma01,3,Matt Othick
overtdo01,2,Doug Overton
peelean01,2,Anthony Peeler
pricebr01,2,Brent Price
pullaan01,3,Anthony Pullard
rooksse01,2,Sean Rooks
sealyma01,2,Malik Sealy
smithch03,2,Chris Smith
smithre01,2,Reggie Smith
spencan01,2,Andre Spencer
spencel01,2,Elmore Spencer
sprewla01,2,Latrell Sprewell
steveba01,3,Barry Stevens
stithbr01,2,Bryant Stith
vetragu01,2,Gundars Vetra
weathcl01,2,Clarence Weatherspoon
webbma01,2,Marcus Webb
werdaro01,2,Robert Werdann
willico01,2,Corey Williams
willilo01,2,Lorenzo Williams
williwa02,2,Walt Williams
woodsra01,2,Randy Woods
alexaga01,3,Gary Alexander
bakervi01,2,Vin Baker
blounco01,1,Corie Blount
bradlsh01,2,Shawn Bradley
brownpj01,2,P.J. Brown
burnsev01,3,Evers Burns
burresc01,2,Scott Burrell
butlemi02,2,Mitchell Butler
cassesa01,2,Sam Cassell
cheanca01,2,Calbert Cheaney
currymi01,1,Michael Curry
davisan01,1,Antonio Davis
davisbr02,2,Brian Davis
deherte01,2,Terry Dehere
dempsde01,2,Dell Demps
earlac01,2,Acie Earl
edwarbi01,2,Bill Edwards
edwardo01,2,Doug Edwards
ellisha01,2,Harold Ellis
fordal01,3,Alphonso Ford
gallach01,2,Chad Gallagher
gazean01,3,Andrew Gaze
graceri01,2,Ricky Grace
grahagr01,2,Greg Graham
grantjo01,3,Josh Grant
guibean01,2,Andres Guibert
hammige01,2,Geert Hammink
hardaan01,2,Anfernee Hardaway
harrilu01,2,Lucious Harris
harvean01,2,Antonio Harvey
haskisc01,2,Scott Haskin
henrysk01,2,Skeeter Henry
houstal01,2,Allan Houston
hunteli01,1,Lindsey Hunter
hurlebo01,2,Bobby Hurley
jacksst01,2,Stanley Jackson
jentch01,2,Chris Jent
johnser02,2,Ervin Johnson
jonespo01,2,Popeye Jones
jordaad01,2,Adonis Jordan
jordare01,2,Reggie Jordan
kiddwa01,2,Warren Kidd
kingch01,2,Chris King
kukocto01,2,Toni Kukoc
lynchge01,2,George Lynch
mackema01,2,Malcolm Mackey
madkige01,2,Gerald Madkins
martibo01,2,Bob Martin
mashbja01,2,Jamal Mashburn
meeda01,2,Darnell Mee
millsch01,2,Chris Mills
mornida01,2,Darren Morningstar
muresgh01,2,Gheorghe Muresan
outlabo01,2,Bo Outlaw
peplomi01,2,Mike Peplowski
petruri01,2,Richard Petruska
radjadi01,2,Dino Radja
rideris01,2,Isaiah Rider
rileyer01,2,Eric Riley
robinja02,2,James Robinson
rogerro01,2,Rodney Rogers
russebr01,2,Bryon Russell
thompke01,2,Kevin Thompson
towerke01,2,Keith Tower
vanexni01,2,Nick Van Exel
waltere01,2,Rex Walters
webbech01,2,Chris Webber
wenstma01,2,Matt Wenstrom
wesleda01,2,David Wesley
whitnch01,2,Chris Whitney
williaa01,1,Aaron Williams
wrighlu01,2,Luther Wright
alstode01,2,Derrick Alston
armstda01,1,Darrell Armstrong
bazarse01,2,Sergei Bazarevich
benneel01,2,Elmer Bennett
blackja01,2,James Blackwell
breauti01,2,Tim Breaux
childch01,1,Chris Childs
curlebi01,2,Bill Curley
dareyi01,2,Yinka Dare
dumasto01,2,Tony Dumas
eisleho01,2,Howard Eisley
fishma01,2,Matt Fish
grantbr01,2,Brian Grant
hancoda01,2,Darrin Hancock
harmoje01,3,Jerome Harmon
hillgr01,1,Grant Hill
hovasto01,2,Tom Hovasse
howarju01,2,Juwan Howard
jonesas01,2,Askia Jones
jonesed02,2,Eddie Jones
kiddja01,1,Jason Kidd
langan02,1,Antonio Lang
lorthry01,2,Ryan Lorthridge
marshdo01,1,Donyell Marshall
martida01,2,Darrick Martin
mcilvji01,2,Jim McIlvaine
mckieaa01,2,Aaron McKie
millean01,2,Anthony Miller
minorgr01,2,Greg Minor
mobleer01,2,Eric Mobley
montrer01,1,Eric Montross
mortodw01,2,Dwayne Morton
murrala01,1,Lamond Murray
newbiiv01,2,Ivano Newbill
nwosuju01,3,Julius Nwosu
persowe01,2,Wesley Person
phelpde01,3,Derrick Phelps
piatker01,2,Eric Piatkowski
recasel01,2,Eldridge Recasner
reevekh01,2,Khalid Reeves
robingl01,2,Glenn Robinson
rogerca01,2,Carlos Rogers
roseja01,1,Jalen Rose
roziecl01,2,Clifford Rozier
ruffitr01,2,Trevor Ruffin
simpkdi01,2,Dickey Simpkins
slatere01,1,Reggie Slater
smithmi02,2,Michael Smith
stricma01,2,Mark Strickland
swinsaa01,2,Aaron Swinson
tabakza01,2,Zan Tabak
thompbr01,2,Brooks Thompson
tuckean01,3,Anthony Tucker
tylerbj01,3,B.J. Tyler
vinsofr01,2,Fred Vinson
wardch01,2,Charlie Ward
watsoja01,2,Jamie Watson
willimo01,2,Monty Williams
wingfdo01,2,Dontonio Wingfield
wrighsh01,2,Sharone Wright
alexaco01,2,Cory Alexander
allenje01,2,Jerome Allen
amaecjo01,2,John Amaechi
amayaas01,2,Ashraf Amaya
barrybr01,2,Brent Barry
beckco01,2,Corey Beck
bennema01,2,Mario Bennett
besttr01,1,Travis Best
bookeme01,2,Melvin Booker
boycedo01,2,Donnie Boyce
braggma01,2,Marques Bragg
burroju01,2,Junior Burrough
caffeja01,2,Jason Caffey
carrch01,2,Chris Carr
childra01,2,Randolph Childress
churcro01,2,Robert Churchwell
claxtch01,2,Charles Claxton
cokerjo01,2,John Coker
cvetkra01,2,Rastko Cvetkovic
danilsa01,2,Sasha Danilovic
davisma02,2,Mark Davis
declean01,2,Andrew DeClercq
edneyty01,2,Tyus Edney
esposvi01,2,Vincenzo Esposito
finlemi01,2,Michael Finley
fordsh01,3,Sherell Ford
garneke01,2,Kevin Garnett
goldwan01,2,Anthony Goldwire
hamilth01,2,Thomas Hamilton
heggsal01,2,Alvin Heggs
hendeal01,2,Alan Henderson
hoibefr01,2,Fred Hoiberg
johnsda02,2,Darryl Johnson
kingfr01,2,Frankie King
kingji02,2,Jimmy King
lenarvo01,1,Voshon Lenard
lewisce01,2,Cedric Lewis
lewisma01,2,Martin Lewis
manniri01,2,Rich Manning
marshdo02,2,Donny Marshall
marticu01,3,Cuonzo Martin
mcdancl01,2,Clint McDaniel
mcdyean01,2,Antonio McDyess
meyerlo01,2,Loren Meyer
motenla01,2,Lawrence Moten
mundtto01,2,Todd Mundt
nathaho01,3,Howard Nathan
obanned01,2,Ed O'Bannon
ostergr01,2,Greg Ostertag
parksch02,2,Cherokee Parks
ratlith01,2,Theo Ratliff
reevebr01,2,Bryant Reeves
reiddo01,2,Don Reid
renchte01,2,Terrence Rencher
respesh01,2,Shawn Respert
roelo01,2,Lou Roe
ruscost01,3,Stefano Rusconi
sabonar01,2,Arvydas Sabonis
smithjo02,2,Joe Smith
snower01,2,Eric Snow
stackje01,2,Jerry Stackhouse
stoudda01,2,Damon Stoudamire
surabo01,2,Bob Sura
sykesla01,2,Larry Sykes
thomaku01,2,Kurt Thomas
trentga01,2,Gary Trent
vandelo01,2,Logan Vander Velden
vaughda02,2,David Vaughn
wallara01,2,Rasheed Wallace
webstje01,2,Jeff Webster
whitfdw01,2,Dwayne Whitfield
willier01,1,Eric Williams
willico02,1,Corliss Williamson
zidekge01,2,George Zidek
abdursh01,2,Shareef Abdur-Rahim
allenra02,2,Ray Allen
andersh01,2,Shandon Anderson
boneyde01,2,Dexter Boney
bowenbr01,2,Bruce Bowen
bradtma01,3,Mark Bradtke
brownma01,2,Marcus Brown
bryanko01,2,Kobe Bryant
cambyma01,2,Marcus Camby
carruji01,3,Jimmy Carruth
dampier01,2,Erick Dampier
davisbe01,2,Ben Davis
davisem01,2,Emanual Davis
delkto01,2,Tony Delk
djordal01,2,Aleksandar Djordjevic
driggna01,2,Nate Driggers
evansbr01,2,Brian Evans
feickja01,2,Jamie Feick
fishede01,1,Derek Fisher
fulleto02,2,Todd Fuller
garrede01,2,Dean Garrett
gearyre01,2,Reggie Geary
grayde01,2,Devin Gray
grayev01,2,Evric Gray
hamda01,2,Darvin Ham
hamerst01,2,Steve Hamer
harriot01,2,Othella Harrington
hawkimi01,2,Michael Hawkins
healsh01,2,Shane Heal
hendrma01,2,Mark Hendrickson
iversal01,2,Allen Iverson
kittlke01,2,Kerry Kittles
knightr01,2,Travis Knight
laudepr01,2,Priest Lauderdale
livinra01,2,Randy Livingston
llamaho01,2,Horacio Llamas Grey
malonma01,2,Matt Maloney
marbust01,2,Stephon Marbury
mccarwa01,2,Walter McCarty
mccasam01,2,Amal McCaskill
mcinnje01,1,Jeff McInnis
muursma01,2,Martin Muursepp
nashst01,1,Steve Nash
nembhru01,2,Ruben Nembhard
nickega01,2,Gaylon Nickerson
norrimo01,2,Moochie Norris
onealje01,2,Jermaine O'Neal
owesra01,2,Ray Owes
potapvi01,2,Vitaly Potapenko
robinch01,2,Chris Robinson
rogerro02,2,Roy Rogers
rosema01,2,Malik Rose
salvake01,2,Kevin Salvadori
sasseja01,2,Jason Sasser
scottbr01,2,Brent Scott
scottja01,2,James Scott
scottsh01,2,Shawnelle Scott
smithst02,2,Stevin Smith
steigma01,3,Matt Steigenga
stephjo01,2,Joe Stephens
stricer01,2,Erick Strickland
szabobr01,2,Brett Szabo
walkean02,2,Antoine Walker
walkesa01,2,Samaki Walker
wallabe01,2,Ben Wallace
wallajo01,1,John Wallace
whitedo01,2,Donald Whiteside
willije01,1,Jerome Williams
wrighlo02,2,Lorenzen Wright
abdulta01,2,Tariq Abdul-Wahad
anderde01,2,Derek Anderson
anstech01,2,Chris Anstey
barrydr01,2,Drew Barry
battito01,2,Tony Battie
billuch01,2,Chauncey Billups
bohanet01,2,Etdrick Bohannon
boothke01,2,Keith Booth
brunsri01,1,Rick Brunson
catoke01,2,Kelvin Cato
closske01,2,Keith Closs
collija01,2,James Collins
cottoja02,2,James Cotton
crawfch01,2,Chris Crawford
croshau01,2,Austin Croshere
cunniwi01,1,William Cunningham
daniean01,2,Antonio Daniels
duncati01,2,Tim Duncan
farmeto01,2,Tony Farmer
fortsda01,2,Danny Fortson
foylead01,2,Adonal Foyle
fundela01,2,Lawrence Funderburke
garnech01,2,Chris Garner
garriki01,2,Kiwane Garris
grayed01,2,Ed Gray
grimmde01,2,Derek Grimm
hansore01,2,Reggie Hanson
hendece02,2,Cedric Henderson
honeyje01,2,Jerald Honeycutt
hudsotr01,2,Troy Hudson
ilgauzy01,2,Zydrunas Ilgauskas
jacksbo01,2,Bobby Jackson
johnsan02,1,Anthony Johnson
jonesdo01,2,Dontae' Jones
knighbr01,2,Brevin Knight
larueru01,2,Rusty LaRue
lawsoja01,2,Jason Lawson
mcdonmi01,2,Michael McDonald
mcgratr01,1,Tracy McGrady
mercero01,1,Ron Mercer
milicma01,2,Marko Milic
nordgje01,2,Jeff Nordgaard
obannch01,2,Charles O'Bannon
ollieke01,2,Kevin Ollie
parkean01,2,Anthony Parker
pollasc01,2,Scot Pollard
popema01,2,Mark Pope
rhodero01,2,Rodrick Rhodes
sealssh01,2,Shea Seals
shammgo01,2,God Shammgod
smithch04,2,Charles Smith
stewake01,2,Kebu Stewart
stewami01,1,Michael Stewart
stokeed01,2,Ed Stokes
taylojo01,2,Johnny Taylor
tayloma01,2,Maurice Taylor
thomajo02,1,John Thomas
thomati01,2,Tim Thomas
vanhoke01,2,Keith Van Horn
vaughja01,1,Jacque Vaughn
washier01,2,Eric Washington
wellsbu01,3,Bubba Wells
wheatde01,2,DeJuan Wheat
willial02,1,Alvin Williams
willibr01,2,Brandon Williams
willitr01,2,Travis Williams
alumape01,2,Peter Aluma
baileto01,2,Toby Bailey
bakerla01,1,LaMark Baker
benjaco01,2,Corey Benjamin
bibbymi01,2,Mike Bibby
boykiea01,2,Earl Boykins
brownge02,2,Gerald Brown
carrco01,2,Cory Carr
cartevi01,0,Vince Carter
clarkke01,1,Keon Clark
davidko01,1,Kornel David
davisri01,2,Ricky Davis
dickemi01,2,Michael Dickerson
doleami01,2,Michael Doleac
drewbr01,2,Bryce Drew
garnema01,2,Marlon Garnett
garripa01,2,Pat Garrity
grantpa01,2,Paul Grant
harprma01,2,Matt Harpring
harrial01,2,Al Harrington
hendejr01,3,J.R. Henderson
hughela01,2,Larry Hughes
jacksra02,2,Randell Jackson
jacobsa01,2,Sam Jacobson
jamesje01,2,Jerome James
jamisan01,2,Antawn Jamison
jonesch03,2,Charles Jones
jonesda01,2,Damon Jones
kernejo01,2,Jonathan Kerner
kingge02,2,Gerard King
lafrera01,2,Raef LaFrentz
lewisra02,1,Rashard Lewis
lopezfe01,2,Felipe Lopez
luety01,2,Tyronn Lue
marksse01,1,Sean Marks
mccarke01,2,Kelly McCarty
mccoyje01,1,Jelani McCoy
mcleoro01,2,Roshown McLeod
millebr01,2,Brad Miller
moblecu01,2,Cuttino Mobley
mohamna01,2,Nazr Mohammed
mooremi01,1,Mikki Moore
ndiayma01,3,Makhtar N'Diaye
nesbyty01,2,Tyrone Nesby
nestera01,2,Rasho Nesterovic
nowitdi01,1,Dirk Nowitzki
olowomi01,2,Michael Olowokandi
pattean01,3,Andrae Patterson
patteru01,2,Ruben Patterson
piercpa01,2,Paul Pierce
