,Player,Tm,Year
0,Mahmoud Abdul-Rauf,DEN,1996
1,Michael Adams,CHH,1996
2,Rafael Addison,CHH,1996
3,Cory Alexander,SAS,1996
4,Jerome Allen,MIN,1996
5,Derrick Alston,PHI,1996
6,John Amaechi,CLE,1996
7,Ashraf Amaya,VAN,1996
8,Greg Anderson,SAS,1996
10,Kenny Anderson,NJN,1996
11,Kenny Anderson,CHH,1996
12,Nick Anderson,ORL,1996
14,Willie Anderson,TOR,1996
15,Willie Anderson,NYK,1996
16,Greg Anthony,VAN,1996
17,B.J. Armstrong,GSW,1996
18,Darrell Armstrong,ORL,1996
19,Vincent Askew,SEA,1996
20,Keith Askins,MIA,1996
21,Stacey Augmon,ATL,1996
22,Anthony Avent,VAN,1996
23,Vin Baker,MIL,1996
24,Steve Bardo,DET,1996
25,Charles Barkley*,PHO,1996
26,Dana Barros,BOS,1996
27,Brent Barry,LAC,1996
28,Jon Barry,GSW,1996
29,Corey Beck,CHH,1996
31,Benoit Benjamin,VAN,1996
32,Benoit Benjamin,MIL,1996
33,Elmer Bennett,PHI,1996
34,Mario Bennett,PHO,1996
35,David Benoit,UTA,1996
36,Travis Best,IND,1996
37,Mookie Blaylock,ATL,1996
38,Corie Blount,LAL,1996
39,Muggsy Bogues,CHH,1996
40,Anthony Bonner,ORL,1996
41,Melvin Booker,HOU,1996
42,Anthony Bowie,ORL,1996
43,Donnie Boyce,ATL,1996
45,Shawn Bradley,PHI,1996
46,Shawn Bradley,NJN,1996
47,Marques Bragg,MIN,1996
48,Terrell Brandon,CLE,1996
49,Tim Breaux,HOU,1996
50,Frank Brickowski,SEA,1996
51,Scott Brooks,DAL,1996
52,Chucky Brown,HOU,1996
53,Dee Brown,BOS,1996
54,Mike Brown,PHI,1996
55,P.J. Brown,NJN,1996
56,Randy Brown,CHI,1996
57,Mark Bryant,HOU,1996
58,Jud Buechler,CHI,1996
59,Matt Bullard,ATL,1996
60,Scott Burrell,CHH,1996
61,Junior Burrough,BOS,1996
62,Mitchell Butler,WSB,1996
63,Jason Caffey,CHI,1996
64,Michael Cage,CLE,1996
65,Adrian Caldwell,IND,1996
66,Elden Campbell,LAL,1996
67,Antoine Carr,UTA,1996
68,Chris Carr,PHO,1996
69,Sam Cassell,HOU,1996
70,Duane Causwell,SAC,1996
71,Cedric Ceballos,LAL,1996
72,Rex Chapman,MIA,1996
73,Calbert Cheaney,WSB,1996
74,Pete Chilcutt,HOU,1996
