,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1980
1,Tom Abernethy,GSW,1980
2,Alvan Adams,PHO,1980
3,Tiny Archibald*,BOS,1980
4,Dennis Awtrey,CHI,1980
5,Gus Bailey,WSB,1980
6,James Bailey,SEA,1980
7,Greg Ballard,WSB,1980
8,Mike Bantom,IND,1980
9,Marvin Barnes,SDC,1980
10,Rick Barry*,HOU,1980
12,Tim Bassett,NJN,1980
13,Tim Bassett,SAS,1980
14,Billy Ray Bates,POR,1980
15,Ron Behagen,WSB,1980
17,Kent Benson,MIL,1980
18,Kent Benson,DET,1980
19,Del Beshore,CHI,1980
20,Henry Bibby,PHI,1980
21,Larry Bird*,BOS,1980
22,Otis Birdsong,KCK,1980
24,Ron Boone,LAL,1980
25,Ron Boone,UTA,1980
26,Lawrence Boston,WSB,1980
28,Tom Boswell,DEN,1980
29,Tom Boswell,UTA,1980
30,Winford Boynes,NJN,1980
31,Alonzo Bradley,HOU,1980
32,Dudley Bradley,IND,1980
33,Mike Bratz,PHO,1980
34,Jim Brewer,POR,1980
35,Ron Brewer,POR,1980
36,Junior Bridgeman,MIL,1980
37,Allan Bristow,UTA,1980
38,Fred Brown,SEA,1980
40,John Brown,UTA,1980
41,John Brown,ATL,1980
42,Roger Brown,CHI,1980
43,Joe Bryant,SDC,1980
44,Quinn Buckner,MIL,1980
45,Tom Burleson,KCK,1980
46,Don Buse,PHO,1980
47,Marty Byrnes,LAL,1980
48,Corky Calhoun,IND,1980
49,Mack Calvin,UTA,1980
50,Austin Carr,CLE,1980
52,Kenny Carr,LAL,1980
53,Kenny Carr,CLE,1980
54,M.L. Carr,BOS,1980
55,Bob Carrington,SDC,1980
56,Ron Carter,IND,1980
57,Bill Cartwright,NYK,1980
58,Harvey Catchings,MIL,1980
59,Don Chaney,BOS,1980
60,Maurice Cheeks*,PHI,1980
62,Phil Chenier,WSB,1980
63,Phil Chenier,IND,1980
64,Jim Chones,LAL,1980
66,Jim Cleamons,NYK,1980
67,Jim Cleamons,WSB,1980
68,Doug Collins,PHI,1980
69,Jeff Cook,PHO,1980
70,Michael Cooper,LAL,1980
71,Wayne Cooper,GSW,1980
72,Hollis Copeland,NYK,1980
73,Dave Corzine,WSB,1980
74,John Coughran,GSW,1980
75,Dave Cowens*,BOS,1980
76,Charlie Criss,ATL,1980
77,Terry Crosby,KCK,1980
78,Pat Cummings,MIL,1980
79,Bob Dandridge,WSB,1980
80,Adrian Dantley*,UTA,1980
82,Brad Davis,IND,1980
83,Brad Davis,UTA,1980
84,Harry Davis,SAS,1980
85,Johnny Davis,IND,1980
86,Walter Davis,PHO,1980
87,Darryl Dawkins,PHI,1980
88,Paul Dawkins,UTA,1980
89,Greg Deane,UTA,1980
90,Larry Demic,NYK,1980
91,Coby Dietrick,CHI,1980
92,Leon Douglas,DET,1980
