,Player,Tm,Year
142,Derek Fisher,UTA,2007
143,T.J. Ford,TOR,2007
144,Danny Fortson,SEA,2007
145,Jeff Foster,IND,2007
146,Randy Foye,MIN,2007
147,Adonal Foyle,GSW,2007
148,Steve Francis,NYK,2007
149,Matt Freije,ATL,2007
150,Channing Frye,NYK,2007
151,Dan Gadzuric,MIL,2007
152,Jorge Garbajosa,TOR,2007
153,Francisco Garcia,SAC,2007
154,Kevin Garnett,MIN,2007
155,Pat Garrity,ORL,2007
156,Pau Gasol,MEM,2007
157,Rudy Gay,MEM,2007
158,Mickael Gelabale,SEA,2007
159,Devean George,DAL,2007
160,Daniel Gibson,CLE,2007
161,Manu Ginobili,SAS,2007
162,Gordan Giricek,UTA,2007
163,Andreas Glyniadakis,SEA,2007
164,Ryan Gomes,BOS,2007
165,Drew Gooden,CLE,2007
166,Ben Gordon,CHI,2007
167,Joey Graham,TOR,2007
168,Stephen Graham,POR,2007
169,Danny Granger,IND,2007
170,Gerald Green,BOS,2007
171,Willie Green,PHI,2007
172,Orien Greene,IND,2007
173,Lynn Greer,MIL,2007
174,Adrian Griffin,CHI,2007
175,Eddie Griffin,MIN,2007
176,Mike Hall,WAS,2007
177,Richard Hamilton,DET,2007
178,Matt Harpring,UTA,2007
180,Al Harrington,IND,2007
181,Al Harrington,GSW,2007
182,Junior Harrington,MEM,2007
183,Othella Harrington,CHA,2007
184,Devin Harris,DAL,2007
185,David Harrison,IND,2007
187,Jason Hart,SAC,2007
188,Jason Hart,LAC,2007
189,Udonis Haslem,MIA,2007
190,Trenton Hassell,MIN,2007
191,Chuck Hayes,HOU,2007
192,Jarvis Hayes,WAS,2007
193,Brendan Haywood,WAS,2007
194,Luther Head,HOU,2007
195,Alan Henderson,PHI,2007
196,Walter Herrmann,CHA,2007
197,Nene Hilario,DEN,2007
198,Grant Hill*,ORL,2007
199,Kirk Hinrich,CHI,2007
200,Robert Hite,MIA,2007
202,Julius Hodge,DEN,2007
203,Julius Hodge,MIL,2007
204,Ryan Hollins,CHA,2007
205,Robert Horry,SAS,2007
206,Eddie House,NJN,2007
207,Dwight Howard,ORL,2007
208,Josh Howard,DAL,2007
209,Juwan Howard,HOU,2007
210,Troy Hudson,MIN,2007
211,Larry Hughes,CLE,2007
212,Kris Humphries,TOR,2007
213,Lindsey Hunter,DET,2007
214,Steven Hunter,PHI,2007
215,Andre Iguodala,PHI,2007
216,Zydrunas Ilgauskas,CLE,2007
217,Mile Ilic,NJN,2007
218,Didier Ilunga-Mbenga,DAL,2007
219,Ersan Ilyasova,MIL,2007
221,Allen Iverson*,PHI,2007
222,Allen Iverson*,DEN,2007
223,Royal Ivey,ATL,2007
224,Jarrett Jack,POR,2007
225,Bobby Jackson,NOK,2007
227,Luke Jackson,LAC,2007
228,Luke Jackson,TOR,2007
229,Marc Jackson,NOK,2007
231,Stephen Jackson,IND,2007
232,Stephen Jackson,GSW,2007
233,Jerome James,NYK,2007
234,LeBron James,CLE,2007
235,Mike James,MIN,2007
236,Antawn Jamison,WAS,2007
237,Marko Jaric,MIN,2007
239,Sarunas Jasikevicius,IND,2007
240,Sarunas Jasikevicius,GSW,2007
241,Al Jefferson,BOS,2007
242,Richard Jefferson,NJN,2007
243,Jared Jeffries,NYK,2007
244,Alexander Johnson,MEM,2007
245,Amir Johnson,DET,2007
247,Anthony Johnson,DAL,2007
248,Anthony Johnson,ATL,2007
249,DerMarr Johnson,DEN,2007
250,Joe Johnson,ATL,2007
251,Linton Johnson,NOK,2007
252,Bobby Jones,PHI,2007
253,Dahntay Jones,MEM,2007
254,Damon Jones,CLE,2007
255,Dwayne Jones,CLE,2007
257,Eddie Jones,MEM,2007
258,Eddie Jones,MIA,2007
260,Fred Jones,TOR,2007
261,Fred Jones,POR,2007
262,James Jones,PHO,2007
263,Jumaine Jones,PHO,2007
264,Solomon Jones,ATL,2007
265,Chris Kaman,LAC,2007
266,Jason Kapono,MIA,2007
267,Viktor Khryapa,CHI,2007
268,Jason Kidd*,NJN,2007
269,Tarence Kinsey,MEM,2007
270,Andrei Kirilenko,UTA,2007
271,Linas Kleiza,DEN,2007
272,Brevin Knight,CHA,2007
273,Yaroslav Korolev,LAC,2007
274,Kyle Korver,PHI,2007
275,Nenad Krstic,NJN,2007
276,Raef LaFrentz,POR,2007
277,James Lang,WAS,2007
278,David Lee,NYK,2007
279,Rashard Lewis,SEA,2007
280,Randy Livingston,SEA,2007
281,Shaun Livingston,LAC,2007
282,Kyle Lowry,MEM,2007
283,John Lucas III,HOU,2007
284,Tyronn Lue,ATL,2007
285,Mark Madsen,MIN,2007
286,Corey Maggette,LAC,2007
287,Jamaal Magloire,POR,2007
288,Renaldo Major,GSW,2007
289,Stephon Marbury,NYK,2007
290,Shawn Marion,PHO,2007
291,Damir Markota,MIL,2007
292,Sean Marks,PHO,2007
293,Donyell Marshall,CLE,2007
294,Rawle Marshall,IND,2007
295,Darrick Martin,TOR,2007
296,Kenyon Martin,DEN,2007
297,Kevin Martin,SAC,2007
298,Desmond Mason,NOK,2007
299,Roger Mason,WAS,2007
300,Jason Maxiell,DET,2007
301,Sean May,CHA,2007
302,Rashad McCants,MIN,2007
303,Chris McCray,MIL,2007
304,Antonio McDyess,DET,2007
305,Ivan McFarlin,PHI,2007
306,Tracy McGrady*,HOU,2007
307,Jeff McInnis,CHA,2007
308,Aaron McKie,LAL,2007
310,Keith McLeod,GSW,2007
311,Keith McLeod,IND,2007
312,Stanislav Medvedenko,ATL,2007
313,Pops Mensah-Bonsu,DAL,2007
314,C.J. Miles,UTA,2007
315,Darko Milicic,ORL,2007
317,Andre Miller,DEN,2007
318,Andre Miller,PHI,2007
319,Brad Miller,SAC,2007
320,Mike Miller,MEM,2007
321,Paul Millsap,UTA,2007
322,Yao Ming*,HOU,2007
323,Cuttino Mobley,LAC,2007
324,Nazr Mohammed,DET,2007
325,Mikki Moore,NJN,2007
326,Randolph Morris,NYK,2007
327,Adam Morrison,CHA,2007
328,Alonzo Mourning*,MIA,2007
330,Troy Murphy,GSW,2007
331,Troy Murphy,IND,2007
332,Ronald Murray,DET,2007
333,Dikembe Mutombo*,HOU,2007
334,Bostjan Nachbar,NJN,2007
335,Eduardo Najera,DEN,2007
336,Steve Nash*,PHO,2007
337,Jameer Nelson,ORL,2007
338,Rasho Nesterovic,TOR,2007
339,Ira Newble,CLE,2007
340,Andres Nocioni,CHI,2007
341,David Noel,MIL,2007
342,Steve Novak,HOU,2007
343,Dirk Nowitzki,DAL,2007
344,Patrick O'Bryant,GSW,2007
345,Jermaine O'Neal,IND,2007
346,Shaquille O'Neal*,MIA,2007
347,Fabricio Oberto,SAS,2007
348,Lamar Odom,LAL,2007
349,Emeka Okafor,CHA,2007
350,Mehmet Okur,UTA,2007
351,Kevin Ollie,PHI,2007
352,Michael Olowokandi,BOS,2007
353,Bo Outlaw,ORL,2007
354,Travis Outlaw,POR,2007
355,Zaza Pachulia,ATL,2007
357,Scott Padgett,HOU,2007
358,Scott Padgett,MEM,2007
359,Jannero Pargo,NOK,2007
360,Anthony Parker,TOR,2007
361,Smush Parker,LAL,2007
362,Tony Parker,SAS,2007
363,Ruben Patterson,MIL,2007
364,Chris Paul,NOK,2007
365,Sasha Pavlovic,CLE,2007
366,Gary Payton*,MIA,2007
367,Kendrick Perkins,BOS,2007
368,Morris Peterson,TOR,2007
369,Johan Petro,SEA,2007
370,Eric Piatkowski,PHO,2007
371,Paul Pierce,BOS,2007
372,Mickael Pietrus,GSW,2007
373,Kevinn Pinkney,BOS,2007
374,Scot Pollard,CLE,2007
375,James Posey,MIA,2007
376,Vitaly Potapenko,SAC,2007
377,Leon Powe,BOS,2007
379,Josh Powell,IND,2007
380,Josh Powell,GSW,2007
381,Roger Powell,UTA,2007
382,Ronnie Price,SAC,2007
383,Tayshaun Prince,DET,2007
384,Joel Przybilla,POR,2007
385,Chris Quinn,MIA,2007
386,Vladimir Radmanovic,LAL,2007
387,Shavlik Randolph,PHI,2007
388,Zach Randolph,POR,2007
389,Theo Ratliff,BOS,2007
390,Allan Ray,BOS,2007
391,Michael Redd,MIL,2007
392,J.J. Redick,ORL,2007
393,Justin Reed,MIN,2007
394,Jared Reiner,MIL,2007
395,Jason Richardson,GSW,2007
397,Jeremy Richardson,ATL,2007
398,Jeremy Richardson,POR,2007
399,Quentin Richardson,NYK,2007
400,Luke Ridnour,SEA,2007
401,Anthony Roberson,GSW,2007
402,Lawrence Roberts,MEM,2007
404,Bernard Robinson,CHA,2007
405,Bernard Robinson,NJN,2007
406,Clifford Robinson,NJN,2007
407,Nate Robinson,NYK,2007
408,Sergio Rodriguez,POR,2007
409,Rajon Rondo,BOS,2007
410,Jalen Rose,PHO,2007
411,Malik Rose,NYK,2007
412,Quinton Ross,LAC,2007
413,Brandon Roy,POR,2007
414,Michael Ruffin,WAS,2007
415,John Salmons,SAC,2007
416,Jamal Sampson,DEN,2007
417,Brian Scalabrine,BOS,2007
418,Luke Schenscher,POR,2007
419,Thabo Sefolosha,CHI,2007
420,Mouhamed Sene,SEA,2007
421,Wayne Simien,MIA,2007
422,Cedric Simmons,NOK,2007
423,James Singleton,LAC,2007
424,Brian Skinner,MIL,2007
425,Uros Slokar,TOR,2007
426,Craig Smith,MIN,2007
427,J.R. Smith,DEN,2007
429,Joe Smith,DEN,2007
430,Joe Smith,PHI,2007
431,Josh Smith,ATL,2007
432,Steven Smith,PHI,2007
433,Eric Snow,CLE,2007
434,Kirk Snyder,HOU,2007
435,Darius Songaila,WAS,2007
436,Pape Sow,TOR,2007
437,Vassilis Spanoulis,HOU,2007
438,Jerry Stackhouse,DAL,2007
439,DeShawn Stevenson,WAS,2007
440,Peja Stojakovic,NOK,2007
441,Damon Stoudamire,MEM,2007
442,Salim Stoudamire,ATL,2007
443,Amar'e Stoudemire,PHO,2007
444,Mike Sweetney,CHI,2007
445,Stromile Swift,MEM,2007
446,Wally Szczerbiak,BOS,2007
447,Donell Taylor,WAS,2007
448,Maurice Taylor,SAC,2007
449,Sebastian Telfair,BOS,2007
450,Jason Terry,DAL,2007
451,Etan Thomas,WAS,2007
452,Kenny Thomas,SAC,2007
453,Kurt Thomas,PHO,2007
454,Tim Thomas,LAC,2007
455,Tyrus Thomas,CHI,2007
456,Dijon Thompson,ATL,2007
457,Jamaal Tinsley,IND,2007
459,Jake Tsakalidis,MEM,2007
460,Jake Tsakalidis,HOU,2007
461,P.J. Tucker,TOR,2007
462,Ronny Turiaf,LAL,2007
463,Hedo Turkoglu,ORL,2007
464,Ime Udoka,POR,2007
465,Beno Udrih,SAS,2007
466,Anderson Varejao,CLE,2007
467,Jacque Vaughn,SAS,2007
468,Charlie Villanueva,MIL,2007
469,Marcus Vinicius,NOK,2007
470,Jake Voskuhl,CHA,2007
471,Sasha Vujacic,LAL,2007
472,Dwyane Wade,MIA,2007
473,Von Wafer,LAC,2007
474,Dajuan Wagner,GSW,2007
475,Antoine Walker,MIA,2007
476,Ben Wallace,CHI,2007
477,Gerald Wallace,CHA,2007
478,Rasheed Wallace,DET,2007
479,Luke Walton,LAL,2007
480,Hakim Warrick,MEM,2007
481,Earl Watson,SEA,2007
483,Chris Webber,PHI,2007
484,Chris Webber,DET,2007
485,Martell Webster,POR,2007
486,Bonzi Wells,HOU,2007
487,David Wesley,CLE,2007
488,David West,NOK,2007
489,Delonte West,BOS,2007
490,James White,SAS,2007
491,Chris Wilcox,SEA,2007
492,Damien Wilkins,SEA,2007
493,Mike Wilks,SEA,2007
494,Aaron Williams,LAC,2007
495,Alvin Williams,LAC,2007
496,Deron Williams,UTA,2007
498,Eric Williams,SAS,2007
499,Eric Williams,CHA,2007
500,Jason Williams,MIA,2007
501,Justin Williams,SAC,2007
502,Lou Williams,PHI,2007
503,Marcus Williams,NJN,2007
504,Marvin Williams,ATL,2007
505,Mo Williams,MIL,2007
506,Shammond Williams,LAL,2007
507,Shawne Williams,IND,2007
508,Shelden Williams,ATL,2007
509,Corliss Williamson,SAC,2007
510,Kevin Willis,DAL,2007
511,Metta World Peace,SAC,2007
512,Antoine Wright,NJN,2007
513,Bracey Wright,MIN,2007
514,Dorell Wright,MIA,2007
515,Lorenzen Wright,ATL,2007
