,Player,Tm,Year
0,Shareef Abdur-Rahim,SAC,2008
1,Arron Afflalo,DET,2008
3,Maurice Ager,DAL,2008
4,Maurice Ager,NJN,2008
5,Blake Ahearn,MIA,2008
6,LaMarcus Aldridge,POR,2008
8,Malik Allen,NJN,2008
9,Malik Allen,DAL,2008
10,Ray Allen*,BOS,2008
11,Tony Allen,BOS,2008
12,Lance Allred,CLE,2008
13,Morris Almond,UTA,2008
14,Rafer Alston,HOU,2008
15,Lou Amundson,PHI,2008
16,Chris Andersen,NOH,2008
17,Derek Anderson,CHA,2008
18,Carmelo Anthony,DEN,2008
19,Joel Anthony,MIA,2008
20,Gilbert Arenas,WAS,2008
22,Trevor Ariza,ORL,2008
23,Trevor Ariza,LAL,2008
24,Darrell Armstrong,NJN,2008
25,Hilton Armstrong,NOH,2008
26,Carlos Arroyo,ORL,2008
27,Chucky Atkins,DEN,2008
28,James Augustine,ORL,2008
29,Kelenna Azubuike,GSW,2008
30,Renaldo Balkman,NYK,2008
32,Marcus Banks,PHO,2008
33,Marcus Banks,MIA,2008
34,Leandro Barbosa,PHO,2008
35,J.J. Barea,DAL,2008
36,Andrea Bargnani,TOR,2008
37,Matt Barnes,GSW,2008
38,Andre Barrett,LAC,2008
39,Earl Barron,MIA,2008
40,Brent Barry,SAS,2008
41,Brandon Bass,DAL,2008
42,Maceo Baston,TOR,2008
43,Shane Battier,HOU,2008
44,Marco Belinelli,GSW,2008
45,Charlie Bell,MIL,2008
46,Raja Bell,PHO,2008
48,Mike Bibby,SAC,2008
49,Mike Bibby,ATL,2008
50,Andris Biedrins,GSW,2008
51,Chauncey Billups,DET,2008
52,Steve Blake,POR,2008
53,Andray Blatche,WAS,2008
54,Mark Blount,MIA,2008
55,Keith Bogans,ORL,2008
56,Andrew Bogut,MIL,2008
57,Matt Bonner,SAS,2008
58,Josh Boone,NJN,2008
59,Calvin Booth,PHI,2008
60,Carlos Boozer,UTA,2008
61,Chris Bosh,TOR,2008
62,Bruce Bowen,SAS,2008
63,Ryan Bowen,NOH,2008
64,Earl Boykins,CHA,2008
65,Elton Brand,LAC,2008
66,Corey Brewer,MIN,2008
67,Ronnie Brewer,UTA,2008
69,Primoz Brezec,CHA,2008
70,Primoz Brezec,DET,2008
71,Primoz Brezec,TOR,2008
72,Aaron Brooks,HOU,2008
73,Andre Brown,MEM,2008
74,Devin Brown,CLE,2008
76,Kwame Brown,LAL,2008
77,Kwame Brown,MEM,2008
78,P.J. Brown,BOS,2008
80,Shannon Brown,CLE,2008
81,Shannon Brown,CHI,2008
82,Kobe Bryant,LAL,2008
83,Greg Buckner,MIN,2008
84,Caron Butler,WAS,2008
85,Rasual Butler,NOH,2008
86,Andrew Bynum,LAL,2008
87,Jose Calderon,TOR,2008
88,Marcus Camby,DEN,2008
89,Brian Cardinal,MEM,2008
90,Rodney Carney,PHI,2008
91,Matt Carroll,CHA,2008
92,Anthony Carter,DEN,2008
93,Vince Carter,NJN,2008
95,Sam Cassell,LAC,2008
96,Sam Cassell,BOS,2008
97,Tyson Chandler,NOH,2008
98,Wilson Chandler,NYK,2008
99,Josh Childress,ATL,2008
100,Jarron Collins,UTA,2008
102,Jason Collins,NJN,2008
103,Jason Collins,MEM,2008
104,Mardy Collins,NYK,2008
105,Nick Collison,SEA,2008
106,Mike Conley,MEM,2008
108,Brian Cook,LAL,2008
109,Brian Cook,ORL,2008
110,Daequan Cook,MIA,2008
111,Jamal Crawford,NYK,2008
113,Javaris Crittenton,LAL,2008
114,Javaris Crittenton,MEM,2008
115,Austin Croshere,GSW,2008
116,Eddy Curry,NYK,2008
117,Samuel Dalembert,PHI,2008
118,Erick Dampier,DAL,2008
119,Antonio Daniels,WAS,2008
120,Marquis Daniels,IND,2008
121,Jermareo Davidson,CHA,2008
122,Baron Davis,GSW,2008
123,Glen Davis,BOS,2008
124,Paul Davis,LAC,2008
125,Ricky Davis,MIA,2008
126,Carlos Delfino,TOR,2008
127,Luol Deng,CHI,2008
128,Boris Diaw,PHO,2008
129,Yakhouba Diawara,DEN,2008
130,Guillermo Diaz,LAC,2008
131,Dan Dickau,LAC,2008
132,Kaniel Dickens,CLE,2008
133,Travis Diener,IND,2008
134,Ike Diogu,IND,2008
136,DeSagana Diop,DAL,2008
137,DeSagana Diop,NJN,2008
139,Juan Dixon,TOR,2008
140,Juan Dixon,DET,2008
141,Michael Doleac,MIN,2008
142,Keyon Dooling,ORL,2008
143,Quincy Douby,SAC,2008
144,Jared Dudley,CHA,2008
145,Chris Duhon,CHI,2008
146,Tim Duncan,SAS,2008
147,Mike Dunleavy,IND,2008
149,Ronald Dupree,DET,2008
150,Ronald Dupree,SEA,2008
151,Kevin Durant,SEA,2008
152,Monta Ellis,GSW,2008
154,Francisco Elson,SAS,2008
155,Francisco Elson,SEA,2008
156,Melvin Ely,NOH,2008
158,Maurice Evans,LAL,2008
159,Maurice Evans,ORL,2008
160,Reggie Evans,PHI,2008
161,Jordan Farmar,LAL,2008
163,Nick Fazekas,DAL,2008
164,Nick Fazekas,LAC,2008
165,Raymond Felton,CHA,2008
166,Kyrylo Fesenko,UTA,2008
167,Michael Finley,SAS,2008
168,Derek Fisher,LAL,2008
169,T.J. Ford,TOR,2008
170,Jeff Foster,IND,2008
171,Randy Foye,MIN,2008
172,Adonal Foyle,ORL,2008
173,Richie Frahm,LAC,2008
174,Steve Francis,HOU,2008
175,Channing Frye,POR,2008
176,Dan Gadzuric,MIL,2008
177,Jorge Garbajosa,TOR,2008
178,Francisco Garcia,SAC,2008
179,Thomas Gardner,CHI,2008
