,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1987
1,Alvan Adams,PHO,1987
2,Michael Adams,WSB,1987
3,Rafael Addison,PHO,1987
4,Mark Aguirre,DAL,1987
5,Danny Ainge,BOS,1987
6,Mark Alarie,DEN,1987
7,Richard Anderson,HOU,1987
8,Ron Anderson,IND,1987
9,John Bagley,CLE,1987
10,James Bailey,NJN,1987
11,Thurl Bailey,UTA,1987
12,Greg Ballard,GSW,1987
13,Gene Banks,CHI,1987
14,Charles Barkley*,PHI,1987
15,John Battle,ATL,1987
16,William Bedford,PHO,1987
17,Benoit Benjamin,LAC,1987
18,Kent Benson,UTA,1987
20,Walter Berry,POR,1987
21,Walter Berry,SAS,1987
22,Joe Binion,POR,1987
23,Larry Bird*,BOS,1987
24,Otis Birdsong,NJN,1987
25,Uwe Blab,DAL,1987
26,Rolando Blackman,DAL,1987
27,Manute Bol,WSB,1987
28,Sam Bowie,POR,1987
29,Dudley Bradley,MIL,1987
30,Adrian Branch,LAL,1987
31,Randy Breuer,MIL,1987
33,Frank Brickowski,LAL,1987
34,Frank Brickowski,SAS,1987
35,Junior Bridgeman,MIL,1987
36,Mike Brittain,SAS,1987
37,Michael Brooks,IND,1987
38,Mike Brown,CHI,1987
39,Tony Brown,NJN,1987
40,Michael Cage,LAC,1987
41,Tony Campbell,DET,1987
42,Rick Carlisle,BOS,1987
43,Antoine Carr,ATL,1987
44,Kenny Carr,POR,1987
45,Joe Barry Carroll,GSW,1987
46,Bill Cartwright,NYK,1987
47,Terry Catledge,WSB,1987
48,Tom Chambers,SEA,1987
49,Maurice Cheeks*,PHI,1987
50,Fred Cofield,CHI,1987
51,Ben Coleman,NJN,1987
52,Don Collins,MIL,1987
54,Steve Colter,CHI,1987
55,Steve Colter,PHI,1987
56,Darwin Cook,WSB,1987
57,Michael Cooper,LAL,1987
58,Wayne Cooper,DEN,1987
60,Tyrone Corbin,SAS,1987
61,Tyrone Corbin,CLE,1987
62,Dave Corzine,CHI,1987
63,Pat Cummings,NYK,1987
64,Terry Cummings,MIL,1987
66,Earl Cureton,CHI,1987
67,Earl Cureton,LAC,1987
68,Dell Curry,UTA,1987
69,Quintin Dailey,LAC,1987
70,Adrian Dantley*,DET,1987
71,Brad Daugherty,CLE,1987
72,Brad Davis,DAL,1987
73,Walter Davis,PHO,1987
74,Darryl Dawkins,NJN,1987
75,Johnny Dawkins,SAS,1987
77,Darren Daye,CHI,1987
78,Darren Daye,BOS,1987
79,James Donaldson,DAL,1987
80,Bruce Douglas,SAC,1987
81,Greg Dreiling,IND,1987
82,Larry Drew,LAC,1987
83,Clyde Drexler*,POR,1987
85,Kevin Duckworth,SAS,1987
86,Kevin Duckworth,POR,1987
87,Joe Dumars*,DET,1987
88,T.R. Dunn,DEN,1987
89,Mark Eaton,UTA,1987
90,Jerry Eaves,SAC,1987
91,Franklin Edwards,SAC,1987
92,James Edwards,PHO,1987
93,Craig Ehlo,CLE,1987
94,Dale Ellis,SEA,1987
96,Chris Engler,POR,1987
97,Chris Engler,MIL,1987
98,Chris Engler,NJN,1987
99,Alex English*,DEN,1987
100,Julius Erving*,PHI,1987
101,Mike Evans,DEN,1987
102,Patrick Ewing*,NYK,1987
103,Dave Feitl,HOU,1987
105,Kenny Fields,MIL,1987
106,Kenny Fields,LAC,1987
107,Vern Fleming,IND,1987
108,Sleepy Floyd,GSW,1987
109,World B. Free,PHI,1987
110,Kenny Gattison,PHO,1987
111,Artis Gilmore*,SAS,1987
112,Mike Glenn,MIL,1987
113,Mike Gminski,NJN,1987
114,Grant Gondrezick,PHO,1987
115,Lancaster Gordon,LAC,1987
116,Stewart Granger,NYK,1987
117,Stuart Gray,IND,1987
118,A.C. Green,LAL,1987
119,Kenny Green,PHI,1987
120,Rickey Green,UTA,1987
121,Sidney Green,DET,1987
122,Dave Greenwood,SAS,1987
123,Darrell Griffith,UTA,1987
124,Bob Hansen,UTA,1987
125,Bill Hanzlik,DEN,1987
126,Derek Harper,DAL,1987
127,Ron Harper,CLE,1987
128,Steve Harris,HOU,1987
129,Scott Hastings,ATL,1987
131,Cedric Henderson,ATL,1987
132,Cedric Henderson,MIL,1987
134,Gerald Henderson,SEA,1987
135,Gerald Henderson,NYK,1987
136,Jerome Henderson,MIL,1987
137,Kevin Henderson,GSW,1987
139,Conner Henry,HOU,1987
140,Conner Henry,BOS,1987
141,Rod Higgins,GSW,1987
142,Roy Hinson,PHI,1987
143,Craig Hodges,MIL,1987
144,Mike Holton,POR,1987
145,Jeff Hornacek,PHO,1987
146,Phil Hubbard,CLE,1987
147,Jay Humphries,PHO,1987
148,Geoff Huston,LAC,1987
149,Marc Iavaroni,UTA,1987
150,Myron Jackson,DAL,1987
151,Buck Johnson,HOU,1987
152,Clemon Johnson,SEA,1987
153,Dennis Johnson*,BOS,1987
154,Eddie Johnson,SEA,1987
155,Eddie Johnson,SAC,1987
156,Frank Johnson,WSB,1987
