,Player,Tm,Year
1,Quincy Acy,TOR,2014
2,Quincy Acy,SAC,2014
3,Steven Adams,OKC,2014
5,Jeff Adrien,CHA,2014
6,Jeff Adrien,MIL,2014
7,Arron Afflalo,ORL,2014
8,Alexis Ajinca,NOP,2014
9,Cole Aldrich,NYK,2014
10,LaMarcus Aldridge,POR,2014
12,Lavoy Allen,PHI,2014
13,Lavoy Allen,IND,2014
14,Ray Allen*,MIA,2014
15,Tony Allen,MEM,2014
16,Al-Farouq Aminu,NOP,2014
18,Lou Amundson,NOP,2014
19,Lou Amundson,CHI,2014
20,Chris Andersen,MIA,2014
21,Alan Anderson,BRK,2014
22,James Anderson,PHI,2014
23,Ryan Anderson,NOP,2014
24,Giannis Antetokounmpo,MIL,2014
25,Carmelo Anthony,NYK,2014
27,Joel Anthony,MIA,2014
28,Joel Anthony,BOS,2014
29,Pero Antic,ATL,2014
30,Trevor Ariza,WAS,2014
31,Hilton Armstrong,GSW,2014
32,Darrell Arthur,DEN,2014
33,Omer Asik,HOU,2014
35,D.J. Augustin,TOR,2014
36,D.J. Augustin,CHI,2014
37,Gustavo Ayon,ATL,2014
38,Jeff Ayres,SAS,2014
39,Chris Babb,BOS,2014
40,Luke Babbitt,NOP,2014
41,Leandro Barbosa,PHO,2014
42,J.J. Barea,MIN,2014
43,Andrea Bargnani,NYK,2014
44,Harrison Barnes,GSW,2014
45,Matt Barnes,LAC,2014
46,Will Barton,POR,2014
47,Brandon Bass,BOS,2014
48,Shane Battier,MIA,2014
49,Nicolas Batum,POR,2014
51,Jerryd Bayless,MEM,2014
52,Jerryd Bayless,BOS,2014
53,Aron Baynes,SAS,2014
55,Kent Bazemore,GSW,2014
56,Kent Bazemore,LAL,2014
57,Bradley Beal,WAS,2014
58,Michael Beasley,MIA,2014
59,Marco Belinelli,SAS,2014
60,Anthony Bennett,CLE,2014
61,Patrick Beverley,HOU,2014
62,Andris Biedrins,UTA,2014
63,Chauncey Billups,DET,2014
64,Bismack Biyombo,CHA,2014
65,DeJuan Blair,DAL,2014
67,Steve Blake,LAL,2014
68,Steve Blake,GSW,2014
69,Andray Blatche,BRK,2014
70,Eric Bledsoe,PHO,2014
71,Vander Blue,BOS,2014
72,Keith Bogans,BOS,2014
73,Andrew Bogut,GSW,2014
74,Matt Bonner,SAS,2014
75,Trevor Booker,WAS,2014
76,Carlos Boozer,CHI,2014
77,Chris Bosh,MIA,2014
78,Avery Bradley,BOS,2014
79,Elton Brand,ATL,2014
80,Corey Brewer,MIN,2014
82,Ronnie Brewer,HOU,2014
83,Ronnie Brewer,CHI,2014
85,Aaron Brooks,HOU,2014
86,Aaron Brooks,DEN,2014
88,MarShon Brooks,BOS,2014
89,MarShon Brooks,GSW,2014
90,MarShon Brooks,LAL,2014
91,Lorenzo Brown,PHI,2014
93,Shannon Brown,SAS,2014
94,Shannon Brown,NYK,2014
95,Kobe Bryant,LAL,2014
96,Chase Budinger,MIN,2014
97,Reggie Bullock,LAC,2014
98,Trey Burke,UTA,2014
99,Alec Burks,UTA,2014
101,Caron Butler,MIL,2014
102,Caron Butler,OKC,2014
103,Jimmy Butler,CHI,2014
104,Rasual Butler,IND,2014
105,Dwight Buycks,TOR,2014
107,Andrew Bynum,CLE,2014
108,Andrew Bynum,IND,2014
109,Will Bynum,DET,2014
110,Nick Calathes,MEM,2014
111,Jose Calderon,DAL,2014
112,Kentavious Caldwell-Pope,DET,2014
113,Isaiah Canaan,HOU,2014
114,DeMarre Carroll,ATL,2014
115,Vince Carter,DAL,2014
116,Michael Carter-Williams,PHI,2014
117,Omri Casspi,HOU,2014
118,Mario Chalmers,MIA,2014
119,Tyson Chandler,NYK,2014
120,Wilson Chandler,DEN,2014
121,Josh Childress,NOP,2014
122,Dionte Christmas,PHO,2014
124,Earl Clark,CLE,2014
125,Earl Clark,NYK,2014
126,Ian Clark,UTA,2014
127,Victor Claver,POR,2014
128,Norris Cole,MIA,2014
129,Jason Collins,BRK,2014
130,Darren Collison,LAC,2014
131,Nick Collison,OKC,2014
132,Mike Conley,MEM,2014
133,Chris Copeland,IND,2014
134,DeMarcus Cousins,SAC,2014
135,Robert Covington,HOU,2014
136,Allen Crabbe,POR,2014
137,Jamal Crawford,LAC,2014
139,Jordan Crawford,BOS,2014
140,Jordan Crawford,GSW,2014
141,Jae Crowder,DAL,2014
142,Dante Cunningham,MIN,2014
144,Jared Cunningham,ATL,2014
145,Jared Cunningham,SAC,2014
147,Seth Curry,MEM,2014
148,Seth Curry,CLE,2014
149,Stephen Curry,GSW,2014
150,Samuel Dalembert,DAL,2014
151,Troy Daniels,HOU,2014
152,Luigi Datome,DET,2014
153,Brandon Davies,PHI,2014
154,Anthony Davis,NOP,2014
155,Ed Davis,MEM,2014
157,Glen Davis,ORL,2014
158,Glen Davis,LAC,2014
160,Austin Daye,TOR,2014
161,Austin Daye,SAS,2014
163,Nando De Colo,SAS,2014
164,Nando De Colo,TOR,2014
166,Dewayne Dedmon,GSW,2014
167,Dewayne Dedmon,PHI,2014
168,Dewayne Dedmon,ORL,2014
169,Matthew Dellavedova,CLE,2014
171,Luol Deng,CHI,2014
172,Luol Deng,CLE,2014
173,DeMar DeRozan,TOR,2014
174,Boris Diaw,SAS,2014
175,Gorgui Dieng,MIN,2014
177,Toney Douglas,GSW,2014
178,Toney Douglas,MIA,2014
179,Chris Douglas-Roberts,CHA,2014
180,Goran Dragic,PHO,2014
181,Andre Drummond,DET,2014
182,Jared Dudley,LAC,2014
183,Tim Duncan,SAS,2014
184,Mike Dunleavy,CHI,2014
185,Kevin Durant,OKC,2014
186,Shane Edwards,CLE,2014
187,Wayne Ellington,DAL,2014
188,Monta Ellis,DAL,2014
189,Melvin Ely,NOP,2014
190,Jeremy Evans,UTA,2014
192,Reggie Evans,BRK,2014
193,Reggie Evans,SAC,2014
194,Tyreke Evans,NOP,2014
195,Kenneth Faried,DEN,2014
196,Jordan Farmar,LAL,2014
197,Vitor Faverani,BOS,2014
198,Derrick Favors,UTA,2014
199,Carrick Felix,CLE,2014
200,Raymond Felton,NYK,2014
201,Landry Fields,TOR,2014
202,Derek Fisher,OKC,2014
203,Evan Fournier,DEN,2014
204,Randy Foye,DEN,2014
205,Jamaal Franklin,MEM,2014
207,Jimmer Fredette,SAC,2014
208,Jimmer Fredette,CHI,2014
209,Joel Freeland,POR,2014
210,Channing Frye,PHO,2014
211,Francisco Garcia,HOU,2014
212,Kevin Garnett,BRK,2014
213,Diante Garrett,UTA,2014
214,Marc Gasol,MEM,2014
215,Pau Gasol,LAL,2014
217,Rudy Gay,TOR,2014
218,Rudy Gay,SAC,2014
219,Alonzo Gee,CLE,2014
220,Paul George,IND,2014
221,Taj Gibson,CHI,2014
222,Manu Ginobili,SAS,2014
223,Rudy Gobert,UTA,2014
224,Ryan Gomes,OKC,2014
225,Drew Gooden,WAS,2014
226,Archie Goodwin,PHO,2014
227,Ben Gordon,CHA,2014
228,Eric Gordon,NOP,2014
229,Marcin Gortat,WAS,2014
231,Danny Granger,IND,2014
232,Danny Granger,LAC,2014
234,Aaron Gray,TOR,2014
235,Aaron Gray,SAC,2014
236,Danny Green,SAS,2014
237,Draymond Green,GSW,2014
238,Gerald Green,PHO,2014
239,Jeff Green,BOS,2014
240,Willie Green,LAC,2014
241,Blake Griffin,LAC,2014
242,Jorge Gutierrez,BRK,2014
244,Jordan Hamilton,DEN,2014
245,Jordan Hamilton,HOU,2014
247,Justin Hamilton,CHA,2014
248,Justin Hamilton,MIA,2014
249,Tyler Hansbrough,TOR,2014
250,Tim Hardaway,NYK,2014
251,James Harden,HOU,2014
252,Maurice Harkless,ORL,2014
253,Josh Harrellson,DET,2014
254,Al Harrington,WAS,2014
255,Devin Harris,DAL,2014
256,Elias Harris,LAL,2014
257,Manny Harris,LAL,2014
258,Mike Harris,UTA,2014
259,Tobias Harris,ORL,2014
260,Udonis Haslem,MIA,2014
262,Spencer Hawes,PHI,2014
263,Spencer Hawes,CLE,2014
265,Chuck Hayes,SAC,2014
266,Chuck Hayes,TOR,2014
267,Gordon Hayward,UTA,2014
268,Gerald Henderson,CHA,2014
269,Xavier Henry,LAL,2014
270,John Henson,MIL,2014
271,Roy Hibbert,IND,2014
272,J.J. Hickson,DEN,2014
273,Nene Hilario,WAS,2014
274,George Hill,IND,2014
275,Jordan Hill,LAL,2014
276,Solomon Hill,IND,2014
277,Kirk Hinrich,CHI,2014
278,Jrue Holiday,NOP,2014
279,Ryan Hollins,LAC,2014
280,Scotty Hopson,CLE,2014
281,Al Horford,ATL,2014
282,Dwight Howard,HOU,2014
283,Robbie Hummel,MIN,2014
284,Kris Humphries,BOS,2014
285,Serge Ibaka,OKC,2014
286,Andre Iguodala,GSW,2014
287,Ersan Ilyasova,MIL,2014
288,Kyrie Irving,CLE,2014
289,Royal Ivey,OKC,2014
290,Jarrett Jack,CLE,2014
291,Reggie Jackson,OKC,2014
292,Stephen Jackson,LAC,2014
293,Bernard James,DAL,2014
294,Damion James,SAS,2014
295,LeBron James,MIA,2014
296,Mike James,CHI,2014
297,Antawn Jamison,LAC,2014
299,Othyus Jeffers,SAS,2014
300,Othyus Jeffers,MIN,2014
301,Al Jefferson,CHA,2014
302,Richard Jefferson,UTA,2014
303,John Jenkins,ATL,2014
304,Brandon Jennings,DET,2014
305,Jonas Jerebko,DET,2014
306,Amir Johnson,TOR,2014
307,Chris Johnson,BOS,2014
308,James Johnson,MEM,2014
309,Joe Johnson,BRK,2014
311,Orlando Johnson,IND,2014
312,Orlando Johnson,SAC,2014
313,Wesley Johnson,LAL,2014
314,Darius Johnson-Odom,PHI,2014
315,James Jones,MIA,2014
316,Perry Jones,OKC,2014
317,Solomon Jones,ORL,2014
318,Terrence Jones,HOU,2014
319,DeAndre Jordan,LAC,2014
320,Cory Joseph,SAS,2014
321,Chris Kaman,LAL,2014
322,Enes Kanter,UTA,2014
323,Sergey Karasev,CLE,2014
324,Ryan Kelly,LAL,2014
325,Michael Kidd-Gilchrist,CHA,2014
326,Andrei Kirilenko,BRK,2014
327,Brandon Knight,MIL,2014
328,Kyle Korver,ATL,2014
329,Kosta Koufos,MEM,2014
330,Viacheslav Kravtsov,PHO,2014
331,Ognjen Kuzmic,GSW,2014
332,Doron Lamb,ORL,2014
333,Jeremy Lamb,OKC,2014
334,Carl Landry,SAC,2014
335,Shane Larkin,DAL,2014
336,Ty Lawson,DEN,2014
337,Ricky Ledo,DAL,2014
339,Courtney Lee,BOS,2014
340,Courtney Lee,MEM,2014
341,David Lee,GSW,2014
342,Alex Len,PHO,2014
343,Kawhi Leonard,SAS,2014
344,Meyers Leonard,POR,2014
345,Jon Leuer,MEM,2014
346,Rashard Lewis,MIA,2014
347,DeAndre Liggins,MIA,2014
348,Damian Lillard,POR,2014
349,Jeremy Lin,HOU,2014
350,Shaun Livingston,BRK,2014
351,Brook Lopez,BRK,2014
352,Robin Lopez,POR,2014
353,Kevin Love,MIN,2014
354,Kyle Lowry,TOR,2014
355,John Lucas III,UTA,2014
356,Shelvin Mack,ATL,2014
357,Ian Mahinmi,IND,2014
358,Shawn Marion,DAL,2014
359,Kendall Marshall,LAL,2014
361,Cartier Martin,ATL,2014
362,Cartier Martin,CHI,2014
363,Kenyon Martin,NYK,2014
364,Kevin Martin,MIN,2014
365,Roger Mason,MIA,2014
366,Wesley Matthews,POR,2014
367,Jason Maxiell,ORL,2014
369,Eric Maynor,WAS,2014
370,Eric Maynor,PHI,2014
371,O.J. Mayo,MIL,2014
373,Luc Mbah a Moute,SAC,2014
374,Luc Mbah a Moute,MIN,2014
375,Ray McCallum,SAC,2014
376,CJ McCollum,POR,2014
377,JaVale McGee,DEN,2014
378,Ben McLemore,SAC,2014
379,Josh McRoberts,CHA,2014
380,Jodie Meeks,LAL,2014
381,Gal Mekel,DAL,2014
382,Khris Middleton,MIL,2014
383,C.J. Miles,CLE,2014
385,Andre Miller,DEN,2014
386,Andre Miller,WAS,2014
387,Darius Miller,NOP,2014
388,Mike Miller,MEM,2014
