,Player,Tm,Year
0,Alaa Abdelnaby,BOS,1994
1,Mahmoud Abdul-Rauf,DEN,1994
2,Michael Adams,WSB,1994
3,Mark Aguirre,LAC,1994
4,Danny Ainge,PHO,1994
6,Gary Alexander,MIA,1994
7,Gary Alexander,CLE,1994
8,Victor Alexander,GSW,1994
9,Eric Anderson,NYK,1994
10,Greg Anderson,DET,1994
11,Kenny Anderson,NJN,1994
12,Nick Anderson,ORL,1994
14,Ron Anderson,NJN,1994
15,Ron Anderson,WSB,1994
16,Willie Anderson,SAS,1994
17,Greg Anthony,NYK,1994
18,B.J. Armstrong,CHI,1994
19,Vincent Askew,SEA,1994
20,Keith Askins,MIA,1994
21,Stacey Augmon,ATL,1994
22,Isaac Austin,PHI,1994
24,Anthony Avent,MIL,1994
25,Anthony Avent,ORL,1994
26,John Bagley,ATL,1994
27,Thurl Bailey,MIN,1994
28,Vin Baker,MIL,1994
29,Charles Barkley*,PHO,1994
30,Dana Barros,PHI,1994
31,Jon Barry,MIL,1994
32,John Battle,CLE,1994
33,Benoit Benjamin,NJN,1994
34,Tony Bennett,CHH,1994
35,David Benoit,UTA,1994
36,Rolando Blackman,NYK,1994
37,Mookie Blaylock,ATL,1994
38,Corie Blount,CHI,1994
39,Muggsy Bogues,CHH,1994
41,Manute Bol,MIA,1994
42,Manute Bol,WSB,1994
43,Manute Bol,PHI,1994
44,Walter Bond,UTA,1994
45,Anthony Bonner,NYK,1994
46,Anthony Bowie,ORL,1994
47,Sam Bowie,LAL,1994
48,Shawn Bradley,PHI,1994
49,Terrell Brandon,CLE,1994
50,Randy Breuer,SAC,1994
52,Frank Brickowski,MIL,1994
53,Frank Brickowski,CHH,1994
54,Kevin Brooks,DEN,1994
55,Scott Brooks,HOU,1994
56,Chucky Brown,DAL,1994
57,Dee Brown,BOS,1994
58,Mike Brown,MIN,1994
59,P.J. Brown,NJN,1994
60,Randy Brown,SAC,1994
61,Mark Bryant,POR,1994
62,Jud Buechler,GSW,1994
63,Matt Bullard,HOU,1994
64,Evers Burns,SAC,1994
65,Scott Burrell,CHH,1994
66,Willie Burton,MIA,1994
67,Mitchell Butler,WSB,1994
68,Michael Cage,SEA,1994
69,Elden Campbell,LAL,1994
71,Tony Campbell,NYK,1994
72,Tony Campbell,DAL,1994
73,Antoine Carr,SAS,1994
74,Bill Cartwright,CHI,1994
75,Sam Cassell,HOU,1994
76,Duane Causwell,SAC,1994
77,Cedric Ceballos,PHO,1994
78,Tom Chambers,UTA,1994
79,Rex Chapman,WSB,1994
80,Calbert Cheaney,WSB,1994
82,Pete Chilcutt,SAC,1994
83,Pete Chilcutt,DET,1994
84,Doug Christie,LAL,1994
85,Ben Coleman,DET,1994
86,Derrick Coleman,NJN,1994
87,Bimbo Coles,MIA,1994
89,Marty Conlon,CHH,1994
90,Marty Conlon,WSB,1994
91,Lester Conner,IND,1994
93,Anthony Cook,ORL,1994
94,Anthony Cook,MIL,1994
95,Duane Cooper,PHO,1994
96,Tyrone Corbin,UTA,1994
97,Chris Corchiani,BOS,1994
99,Joe Courtney,PHO,1994
100,Joe Courtney,MIL,1994
101,John Crotty,UTA,1994
102,Terry Cummings,SAS,1994
103,Earl Cureton,HOU,1994
104,Dell Curry,CHH,1994
105,Michael Curry,PHI,1994
106,Lloyd Daniels,SAS,1994
107,Brad Daugherty,CLE,1994
108,Antonio Davis,IND,1994
109,Brian Davis,MIN,1994
110,Dale Davis,IND,1994
111,Hubert Davis,NYK,1994
112,Terry Davis,DAL,1994
113,Johnny Dawkins,PHI,1994
114,Todd Day,MIL,1994
115,Terry Dehere,LAC,1994
116,Vinny Del Negro,SAS,1994
117,Bison Dele,DEN,1994
118,Dell Demps,GSW,1994
119,Vlade Divac*,LAL,1994
120,Sherman Douglas,BOS,1994
121,Greg Dreiling,DAL,1994
122,Clyde Drexler*,POR,1994
123,Kevin Duckworth,WSB,1994
124,Chris Dudley,POR,1994
125,Joe Dumars*,DET,1994
126,Acie Earl,BOS,1994
127,Bill Edwards,PHI,1994
128,Blue Edwards,MIL,1994
129,Doug Edwards,ATL,1994
130,James Edwards,LAL,1994
131,Kevin Edwards,NJN,1994
132,Craig Ehlo,ATL,1994
133,Mario Elie,HOU,1994
134,Sean Elliott,DET,1994
135,Dale Ellis,SAS,1994
136,Harold Ellis,LAC,1994
137,LaPhonso Ellis,DEN,1994
138,LeRon Ellis,CHH,1994
139,Pervis Ellison,WSB,1994
140,Jo Jo English,CHI,1994
141,Patrick Ewing*,NYK,1994
142,Jim Farmer,DEN,1994
143,Duane Ferrell,ATL,1994
144,Danny Ferry,CLE,1994
145,Vern Fleming,IND,1994
146,Sleepy Floyd,SAS,1994
147,Alphonso Ford,SEA,1994
148,Greg Foster,MIL,1994
149,Rick Fox,BOS,1994
150,Tellis Frank,MIN,1994
151,Corey Gaines,NYK,1994
152,Chad Gallagher,UTA,1994
153,Kevin Gamble,BOS,1994
154,Chris Gatling,GSW,1994
155,Kenny Gattison,CHH,1994
156,Andrew Gaze,WSB,1994
157,Matt Geiger,MIA,1994
158,Kendall Gill,SEA,1994
159,Armen Gilliam,NJN,1994
161,Mike Gminski,CHH,1994
162,Mike Gminski,MIL,1994
163,Ricky Grace,ATL,1994
164,Greg Graham,PHI,1994
165,Paul Graham,ATL,1994
166,Gary Grant,LAC,1994
167,Harvey Grant,POR,1994
168,Horace Grant,CHI,1994
169,Josh Grant,GSW,1994
170,Jeff Grayer,GSW,1994
171,A.C. Green,PHO,1994
172,Litterial Green,ORL,1994
174,Sean Green,PHI,1994
175,Sean Green,UTA,1994
176,Tom Gugliotta,WSB,1994
