,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1986
1,Alvan Adams,PHO,1986
2,Michael Adams,SAC,1986
3,Mark Aguirre,DAL,1986
4,Danny Ainge,BOS,1986
6,Ron Anderson,CLE,1986
7,Ron Anderson,IND,1986
8,John Bagley,CLE,1986
9,James Bailey,NYK,1986
10,Thurl Bailey,UTA,1986
11,Greg Ballard,GSW,1986
12,Gene Banks,CHI,1986
13,Ken Bannister,NYK,1986
14,Charles Barkley*,PHI,1986
15,John Battle,ATL,1986
16,Benoit Benjamin,LAC,1986
17,Kent Benson,DET,1986
18,Larry Bird*,BOS,1986
19,Otis Birdsong,NJN,1986
20,Uwe Blab,DAL,1986
21,Rolando Blackman,DAL,1986
22,Manute Bol,WSB,1986
23,Sam Bowie,POR,1986
24,Dudley Bradley,WSB,1986
25,Mike Bratz,SAC,1986
26,Randy Breuer,MIL,1986
28,Ron Brewer,CHI,1986
29,Ron Brewer,CLE,1986
30,Frank Brickowski,SEA,1986
31,Junior Bridgeman,LAC,1986
32,Mike Brittain,SAS,1986
33,Tony Brown,CHI,1986
35,Wallace Bryant,DAL,1986
36,Wallace Bryant,LAC,1986
37,Quinn Buckner,IND,1986
38,Michael Cage,LAC,1986
39,Tony Campbell,DET,1986
40,Rick Carlisle,BOS,1986
41,Antoine Carr,ATL,1986
42,Kenny Carr,POR,1986
43,Joe Barry Carroll,GSW,1986
45,Butch Carter,NYK,1986
46,Butch Carter,PHI,1986
47,Bill Cartwright,NYK,1986
48,Terry Catledge,PHI,1986
49,Bobby Cattage,NJN,1986
50,Tom Chambers,SEA,1986
51,Lorenzo Charles,ATL,1986
52,Maurice Cheeks*,PHI,1986
53,Fred Cofield,NYK,1986
54,Steve Colter,POR,1986
55,Lester Conner,GSW,1986
56,Darwin Cook,NJN,1986
58,Jeff Cook,SAS,1986
59,Jeff Cook,UTA,1986
60,David Cooke,SAC,1986
61,Michael Cooper,LAL,1986
62,Wayne Cooper,DEN,1986
63,Tyrone Corbin,SAS,1986
64,Dave Corzine,CHI,1986
66,Ron Crevier,GSW,1986
67,Ron Crevier,DET,1986
68,Jeff Cross,LAC,1986
69,Pat Cummings,NYK,1986
70,Terry Cummings,MIL,1986
71,Earl Cureton,DET,1986
72,Quintin Dailey,CHI,1986
73,Adrian Dantley*,UTA,1986
74,Brad Davis,DAL,1986
75,Charles Davis,MIL,1986
77,Johnny Davis,CLE,1986
78,Johnny Davis,ATL,1986
79,Walter Davis,PHO,1986
80,Darryl Dawkins,NJN,1986
81,Darren Daye,WSB,1986
83,James Donaldson,LAC,1986
84,James Donaldson,DAL,1986
85,Larry Drew,SAC,1986
86,Clyde Drexler*,POR,1986
87,Joe Dumars*,DET,1986
88,T.R. Dunn,DEN,1986
89,Devin Durrant,PHO,1986
90,Mark Eaton,UTA,1986
91,Franklin Edwards,LAC,1986
92,James Edwards,PHO,1986
93,Craig Ehlo,HOU,1986
94,Dale Ellis,DAL,1986
95,Alex English*,DEN,1986
96,Julius Erving*,PHI,1986
97,Mike Evans,DEN,1986
98,Patrick Ewing*,NYK,1986
99,Kenny Fields,MIL,1986
100,Vern Fleming,IND,1986
101,Sleepy Floyd,GSW,1986
102,Rod Foster,PHO,1986
103,World B. Free,CLE,1986
104,Bill Garnett,IND,1986
105,George Gervin*,CHI,1986
106,Mike Gibson,DET,1986
107,Artis Gilmore*,SAS,1986
108,Mike Glenn,MIL,1986
109,Georgi Glouchkov,PHO,1986
110,Mike Gminski,NJN,1986
111,Lancaster Gordon,LAC,1986
112,Stuart Gray,IND,1986
113,A.C. Green,LAL,1986
114,Ken Green,NYK,1986
116,Kenny Green,WSB,1986
117,Kenny Green,PHI,1986
118,Rickey Green,UTA,1986
119,Sidney Green,CHI,1986
