,Player,Tm,Year
0,Zaid Abdul-Aziz,BUF,1977
1,Kareem Abdul-Jabbar*,LAL,1977
2,Tom Abernethy,LAL,1977
3,Alvan Adams,PHO,1977
4,Don Adams,BUF,1977
5,Lucius Allen,LAL,1977
6,Jerome Anderson,IND,1977
7,Tiny Archibald*,NYN,1977
8,Jim Ard,BOS,1977
9,Bird Averitt,BUF,1977
10,Dennis Awtrey,PHO,1977
12,Mike Bantom,SEA,1977
13,Mike Bantom,NYN,1977
14,Tom Barker,ATL,1977
15,Marvin Barnes,DET,1977
16,Jim Barnett,PHI,1977
17,Norton Barnhill,SEA,1977
18,Mike Barr,KCK,1977
19,Rick Barry*,GSW,1977
20,Tim Bassett,NYN,1977
21,Butch Beard,NYK,1977
22,Byron Beck,DEN,1977
23,Ron Behagen,NOJ,1977
24,Mel Bennett,IND,1977
25,Henry Bibby,PHI,1977
26,Bob Bigelow,KCK,1977
27,Dave Bing*,WSB,1977
28,Tom Boerwinkle,CHI,1977
29,Ron Boone,KCK,1977
30,Tom Boswell,BOS,1977
31,Freddie Boyd,NOJ,1977
32,Bill Bradley*,NYK,1977
33,Jim Brewer,CLE,1977
34,Junior Bridgeman,MIL,1977
35,Allan Bristow,SAS,1977
37,Gary Brokaw,MIL,1977
38,Gary Brokaw,CLE,1977
39,Fred Brown,SEA,1977
40,John Brown,ATL,1977
41,Roger Brown,DET,1977
42,Joe Bryant,PHI,1977
43,Quinn Buckner,MIL,1977
44,Ticky Burden,NYK,1977
45,Tom Burleson,SEA,1977
46,Don Buse,IND,1977
47,Corky Calhoun,POR,1977
49,Mack Calvin,LAL,1977
50,Mack Calvin,SAS,1977
51,Mack Calvin,DEN,1977
52,Austin Carr,CLE,1977
53,M.L. Carr,DET,1977
55,Fred Carter,PHI,1977
56,Fred Carter,MIL,1977
57,Cornelius Cash,DET,1977
58,Harvey Catchings,PHI,1977
59,Don Chaney,LAL,1977
60,Ken Charles,ATL,1977
61,Phil Chenier,WSB,1977
62,Jim Chones,CLE,1977
63,Jim Cleamons,CLE,1977
64,E.C. Coleman,NOJ,1977
65,Doug Collins,PHI,1977
66,Norm Cook,BOS,1977
67,Dave Cowens*,BOS,1977
68,Mike D'Antoni,SAS,1977
69,Louie Dampier*,SAS,1977
70,Bob Dandridge,MIL,1977
71,Mel Daniels*,NYN,1977
72,Adrian Dantley*,BUF,1977
73,Dwight Davis,GSW,1977
74,Johnny Davis,POR,1977
76,Mel Davis,NYK,1977
77,Mel Davis,NYN,1977
78,Mickey Davis,MIL,1977
79,Ron Davis,ATL,1977
80,Darryl Dawkins,PHI,1977
81,Randy Denton,ATL,1977
82,Henry Dickerson,ATL,1977
83,Derrek Dickey,GSW,1977
84,Coby Dietrick,SAS,1977
85,Ernie DiGregorio,BUF,1977
86,Leon Douglas,DET,1977
87,John Drew,ATL,1977
88,Charles Dudley,GSW,1977
89,Mike Dunleavy,PHI,1977
90,Jim Eakins,KCK,1977
91,Al Eberhard,DET,1977
92,Len Elmore,IND,1977
93,Darrell Elston,IND,1977
94,Alex English*,MIL,1977
95,Keith Erickson,PHO,1977
96,Julius Erving*,PHI,1977
97,Butch Feher,PHO,1977
98,Eric Fernsten,CHI,1977
99,Mike Flynn,IND,1977
100,Chris Ford,DET,1977
101,Don Ford,LAL,1977
102,Fred Foster,BUF,1977
103,Jim Fox,NYN,1977
104,Walt Frazier*,NYK,1977
105,World B. Free,PHI,1977
106,Terry Furlow,PHI,1977
107,Mike Gale,SAS,1977
109,Rowland Garrett,CLE,1977
110,Rowland Garrett,MIL,1977
112,Gus Gerard,DEN,1977
113,Gus Gerard,BUF,1977
114,George Gervin*,SAS,1977
116,John Gianelli,NYK,1977
117,John Gianelli,BUF,1977
118,Herm Gilliam,POR,1977
119,Artis Gilmore*,CHI,1977
120,Gail Goodrich*,NOJ,1977
122,Leonard Gray,SEA,1977
123,Leonard Gray,WSB,1977
124,Mike Green,SEA,1977
125,Steve Green,IND,1977
126,Kevin Grevey,WSB,1977
127,Paul Griffin,NOJ,1977
128,Bob Gross,POR,1977
130,Rudy Hackett,NYN,1977
131,Rudy Hackett,IND,1977
132,Glenn Hansen,KCK,1977
133,John Havlicek*,BOS,1977
134,Steve Hawes,ATL,1977
135,Bubbles Hawkins,NYN,1977
136,Elvin Hayes*,WSB,1977
137,Spencer Haywood*,NYK,1977
138,Gar Heard,PHO,1977
140,Tom Henderson,ATL,1977
141,Tom Henderson,WSB,1977
143,Phil Hicks,HOU,1977
144,Phil Hicks,CHI,1977
145,Armond Hill,ATL,1977
146,Darnell Hillman,IND,1977
147,Wilbur Holland,CHI,1977
