,Player,Tm,Year
0,Tariq Abdul-Wahad,DAL,2003
1,Shareef Abdur-Rahim,ATL,2003
2,Courtney Alexander,NOH,2003
3,Malik Allen,MIA,2003
5,Ray Allen*,MIL,2003
6,Ray Allen*,SEA,2003
7,Rafer Alston,TOR,2003
8,John Amaechi,UTA,2003
9,Chris Andersen,DEN,2003
10,Derek Anderson,POR,2003
12,Kenny Anderson,SEA,2003
13,Kenny Anderson,NOH,2003
14,Shandon Anderson,NYK,2003
15,Robert Archibald,MEM,2003
16,Gilbert Arenas,GSW,2003
17,Brandon Armstrong,NJN,2003
18,Darrell Armstrong,ORL,2003
19,Carlos Arroyo,UTA,2003
20,Chucky Atkins,DET,2003
21,Stacey Augmon,NOH,2003
22,Dalibor Bagaric,CHI,2003
23,Vin Baker,BOS,2003
24,Brent Barry,SEA,2003
25,Jon Barry,DET,2003
26,Maceo Baston,TOR,2003
27,Mengke Bateer,SAS,2003
28,Mike Batiste,MEM,2003
29,Tony Battie,BOS,2003
30,Shane Battier,MEM,2003
31,Lonny Baxter,CHI,2003
32,Raja Bell,DAL,2003
33,Jonathan Bender,IND,2003
34,Corey Benjamin,ATL,2003
35,Travis Best,MIA,2003
36,Mike Bibby,SAC,2003
37,Chauncey Billups,DET,2003
38,Corie Blount,CHI,2003
40,Mark Blount,DEN,2003
41,Mark Blount,BOS,2003
42,Calvin Booth,SEA,2003
43,Carlos Boozer,CLE,2003
44,Ruben Boumtje-Boumtje,POR,2003
45,Bruce Bowen,SAS,2003
46,Ryan Bowen,DEN,2003
47,Earl Boykins,GSW,2003
48,Michael Bradley,TOR,2003
49,Shawn Bradley,DAL,2003
50,Elton Brand,LAC,2003
51,J.R. Bremer,BOS,2003
52,Jamison Brewer,IND,2003
53,Primoz Brezec,IND,2003
54,Damone Brown,TOR,2003
56,Devin Brown,SAS,2003
57,Devin Brown,DEN,2003
58,Kedrick Brown,BOS,2003
59,Kwame Brown,WAS,2003
60,P.J. Brown,NOH,2003
61,Randy Brown,PHO,2003
62,Tierre Brown,CLE,2003
63,Rick Brunson,CHI,2003
64,Kobe Bryant,LAL,2003
66,Mark Bryant,PHI,2003
67,Mark Bryant,DEN,2003
68,Mark Bryant,BOS,2003
69,Greg Buckner,PHI,2003
70,Pat Burke,ORL,2003
71,Caron Butler,MIA,2003
72,Rasual Butler,MIA,2003
73,Jason Caffey,MIL,2003
74,Marcus Camby,DEN,2003
76,Elden Campbell,NOH,2003
77,Elden Campbell,SEA,2003
78,Brian Cardinal,WAS,2003
79,Anthony Carter,MIA,2003
80,Vince Carter,TOR,2003
81,Sam Cassell,MIL,2003
82,Kelvin Cato,HOU,2003
83,Tyson Chandler,CHI,2003
84,Calbert Cheaney,UTA,2003
85,Chris Childs,NJN,2003
86,Doug Christie,SAC,2003
87,Keon Clark,SAC,2003
88,Speedy Claxton,SAS,2003
89,Mateen Cleaves,SAC,2003
90,Derrick Coleman,PHI,2003
92,Bimbo Coles,CLE,2003
93,Bimbo Coles,BOS,2003
94,Jason Collier,HOU,2003
95,Jarron Collins,UTA,2003
96,Jason Collins,NJN,2003
97,Chris Crawford,ATL,2003
98,Jamal Crawford,CHI,2003
99,Austin Croshere,IND,2003
100,John Crotty,DEN,2003
101,Eddy Curry,CHI,2003
102,Michael Curry,DET,2003
103,Erick Dampier,GSW,2003
104,Antonio Daniels,POR,2003
105,Antonio Davis,TOR,2003
106,Baron Davis,NOH,2003
107,Dale Davis,POR,2003
108,Emanual Davis,ATL,2003
109,Hubert Davis,DET,2003
110,Ricky Davis,CLE,2003
111,Andrew DeClercq,ORL,2003
112,Tony Delk,BOS,2003
113,Dan Dickau,ATL,2003
114,Michael Dickerson,MEM,2003
115,DeSagana Diop,CLE,2003
116,Vlade Divac*,SAC,2003
117,Juan Dixon,WAS,2003
118,Michael Doleac,NYK,2003
119,Keyon Dooling,LAC,2003
120,Bryce Drew,NOH,2003
121,Predrag Drobnjak,SEA,2003
122,Chris Dudley,POR,2003
123,Tim Duncan,SAS,2003
124,Mike Dunleavy,GSW,2003
125,Howard Eisley,NYK,2003
126,LaPhonso Ellis,MIA,2003
127,Melvin Ely,LAC,2003
128,Evan Eschmeyer,DAL,2003
129,Reggie Evans,SEA,2003
130,Danny Ferry,SAS,2003
131,Michael Finley,DAL,2003
132,Derek Fisher,LAL,2003
133,Marcus Fizer,CHI,2003
134,Alton Ford,PHO,2003
135,Joseph Forte,SEA,2003
136,Danny Fortson,GSW,2003
137,Greg Foster,TOR,2003
138,Jeff Foster,IND,2003
139,Tremaine Fowlkes,LAC,2003
140,Rick Fox,LAL,2003
141,Adonal Foyle,GSW,2003
142,Steve Francis,HOU,2003
143,Lawrence Funderburke,SAC,2003
144,Dan Gadzuric,MIL,2003
145,Kevin Garnett,MIN,2003
146,Pat Garrity,ORL,2003
147,Pau Gasol,MEM,2003
148,Devean George,LAL,2003
149,Kendall Gill,MIN,2003
150,Manu Ginobili,SAS,2003
152,Gordan Giricek,MEM,2003
153,Gordan Giricek,ORL,2003
154,Dion Glover,ATL,2003
156,Anthony Goldwire,SAS,2003
157,Anthony Goldwire,WAS,2003
159,Drew Gooden,MEM,2003
160,Drew Gooden,ORL,2003
161,Brian Grant,MIA,2003
162,Horace Grant,ORL,2003
163,Adrian Griffin,DAL,2003
164,Eddie Griffin,HOU,2003
165,Tom Gugliotta,PHO,2003
166,A.J. Guyton,GSW,2003
167,Marcus Haislip,MIL,2003
168,Darvin Ham,ATL,2003
169,Richard Hamilton,DET,2003
170,Zendon Hamilton,TOR,2003
171,Anfernee Hardaway,PHO,2003
172,Tim Hardaway,IND,2003
173,Matt Harpring,UTA,2003
175,Adam Harrington,DAL,2003
176,Adam Harrington,DEN,2003
177,Al Harrington,IND,2003
178,Junior Harrington,DEN,2003
179,Othella Harrington,NYK,2003
180,Lucious Harris,NJN,2003
181,Antonio Harvey,ATL,2003
182,Donnell Harvey,DEN,2003
183,Trenton Hassell,CHI,2003
184,Kirk Haston,NOH,2003
185,Juaquin Hawkins,HOU,2003
186,Brendan Haywood,WAS,2003
187,Alan Henderson,ATL,2003
188,Nene Hilario,DEN,2003
189,Grant Hill*,ORL,2003
191,Tyrone Hill,CLE,2003
192,Tyrone Hill,PHI,2003
193,Fred Hoiberg,CHI,2003
194,Robert Horry,LAL,2003
195,Eddie House,MIA,2003
196,Allan Houston,NYK,2003
197,Juwan Howard,DEN,2003
198,Troy Hudson,MIN,2003
199,Nate Huffman,TOR,2003
200,Larry Hughes,WAS,2003
202,Ryan Humphrey,ORL,2003
203,Ryan Humphrey,MEM,2003
204,Lindsey Hunter,TOR,2003
205,Steven Hunter,ORL,2003
206,Zydrunas Ilgauskas,CLE,2003
207,Allen Iverson*,PHI,2003
208,Bobby Jackson,SAC,2003
210,Jermaine Jackson,TOR,2003
211,Jermaine Jackson,ATL,2003
212,Jim Jackson,SAC,2003
213,Marc Jackson,MIN,2003
214,Mark Jackson,UTA,2003
215,Stephen Jackson,SAS,2003
216,Casey Jacobsen,PHO,2003
217,Jerome James,SEA,2003
218,Mike James,MIA,2003
219,Antawn Jamison,GSW,2003
220,Marko Jaric,LAC,2003
221,Chris Jefferies,TOR,2003
222,Richard Jefferson,NJN,2003
223,Jared Jeffries,WAS,2003
224,Anthony Johnson,NJN,2003
225,Avery Johnson,DAL,2003
226,Ervin Johnson,MIL,2003
227,Joe Johnson,PHO,2003
228,Ken Johnson,MIA,2003
229,Damon Jones,SAC,2003
230,Eddie Jones,MIA,2003
231,Fred Jones,IND,2003
232,Jumaine Jones,CLE,2003
233,Popeye Jones,DAL,2003
234,Michael Jordan*,WAS,2003
235,Shawn Kemp,ORL,2003
236,Steve Kerr,SAS,2003
237,Jason Kidd*,NJN,2003
238,Andrei Kirilenko,UTA,2003
239,Kerry Kittles,NJN,2003
240,Brevin Knight,MEM,2003
