,Player,Tm,Year
1,Alaa Abdelnaby,MIL,1993
2,Alaa Abdelnaby,BOS,1993
3,Mahmoud Abdul-Rauf,DEN,1993
5,Mark Acres,HOU,1993
6,Mark Acres,WSB,1993
7,Michael Adams,WSB,1993
8,Rafael Addison,NJN,1993
9,Mark Aguirre,DET,1993
10,Danny Ainge,PHO,1993
11,Victor Alexander,GSW,1993
12,Eric Anderson,NYK,1993
13,Kenny Anderson,NJN,1993
14,Nick Anderson,ORL,1993
15,Ron Anderson,PHI,1993
16,Willie Anderson,SAS,1993
17,Greg Anthony,NYK,1993
18,B.J. Armstrong,CHI,1993
20,Vincent Askew,SAC,1993
21,Vincent Askew,SEA,1993
22,Keith Askins,MIA,1993
23,Stacey Augmon,ATL,1993
24,Isaac Austin,UTA,1993
25,Anthony Avent,MIL,1993
26,John Bagley,BOS,1993
27,Thurl Bailey,MIN,1993
28,Steve Bardo,DAL,1993
29,Charles Barkley*,PHO,1993
30,Dana Barros,SEA,1993
31,Jon Barry,MIL,1993
32,John Battle,CLE,1993
33,Kenny Battle,BOS,1993
34,William Bedford,SAS,1993
36,Benoit Benjamin,SEA,1993
37,Benoit Benjamin,LAL,1993
38,Tony Bennett,CHH,1993
39,David Benoit,UTA,1993
40,Rolando Blackman,NYK,1993
41,Alex Blackwell,LAL,1993
42,Lance Blanks,MIN,1993
43,Ricky Blanton,CHI,1993
44,Mookie Blaylock,ATL,1993
45,Muggsy Bogues,CHH,1993
46,Manute Bol,PHI,1993
47,Walter Bond,DAL,1993
48,Anthony Bonner,SAC,1993
49,Anthony Bowie,ORL,1993
50,Sam Bowie,NJN,1993
51,Terrell Brandon,CLE,1993
52,Randy Breuer,ATL,1993
53,Frank Brickowski,MIL,1993
54,Kevin Brooks,DEN,1993
55,Scott Brooks,HOU,1993
56,Chucky Brown,NJN,1993
57,Dee Brown,BOS,1993
58,Mike Brown,UTA,1993
59,Randy Brown,SAC,1993
60,Mark Bryant,POR,1993
61,Jud Buechler,GSW,1993
62,Matt Bullard,HOU,1993
63,Willie Burton,MIA,1993
64,Steve Burtt,WSB,1993
65,Michael Cage,SEA,1993
66,Dexter Cambridge,DAL,1993
67,Elden Campbell,LAL,1993
68,Tony Campbell,NYK,1993
69,Antoine Carr,SAS,1993
70,Bill Cartwright,CHI,1993
71,Terry Catledge,ORL,1993
72,Duane Causwell,SAC,1993
73,Cedric Ceballos,PHO,1993
74,Tom Chambers,PHO,1993
75,Rex Chapman,WSB,1993
76,Maurice Cheeks*,NJN,1993
77,Pete Chilcutt,SAC,1993
78,Doug Christie,LAL,1993
79,Derrick Coleman,NJN,1993
80,Bimbo Coles,MIA,1993
81,Marty Conlon,SAC,1993
82,Lester Conner,LAC,1993
83,Duane Cooper,LAL,1993
84,Tyrone Corbin,UTA,1993
86,Chris Corchiani,ORL,1993
87,Chris Corchiani,WSB,1993
89,Joe Courtney,CHI,1993
90,Joe Courtney,GSW,1993
91,John Crotty,UTA,1993
92,Terry Cummings,SAS,1993
93,Radisav Curcic,DAL,1993
94,Dell Curry,CHH,1993
95,Lloyd Daniels,SAS,1993
96,Brad Daugherty,CLE,1993
97,Dale Davis,IND,1993
98,Hubert Davis,NYK,1993
99,Terry Davis,DAL,1993
100,Johnny Dawkins,PHI,1993
101,Todd Day,MIL,1993
102,Vinny Del Negro,SAS,1993
103,Bison Dele,ORL,1993
104,Vlade Divac*,LAL,1993
105,James Donaldson,UTA,1993
106,Sherman Douglas,BOS,1993
107,Greg Dreiling,IND,1993
108,Clyde Drexler*,POR,1993
109,Kevin Duckworth,POR,1993
110,Chris Dudley,NJN,1993
111,Joe Dumars*,DET,1993
112,Richard Dumas,PHO,1993
113,Pat Durham,GSW,1993
114,Mark Eaton,UTA,1993
115,Blue Edwards,MIL,1993
116,James Edwards,LAL,1993
117,Kevin Edwards,MIA,1993
118,Craig Ehlo,CLE,1993
119,Mario Elie,POR,1993
120,Sean Elliott,SAS,1993
121,Dale Ellis,SAS,1993
122,LaPhonso Ellis,DEN,1993
123,Pervis Ellison,WSB,1993
124,Jo Jo English,CHI,1993
125,Patrick Ewing*,NYK,1993
126,Duane Ferrell,ATL,1993
127,Danny Ferry,CLE,1993
128,Vern Fleming,IND,1993
129,Sleepy Floyd,HOU,1993
131,Greg Foster,WSB,1993
132,Greg Foster,ATL,1993
133,Rick Fox,BOS,1993
134,Kevin Gamble,BOS,1993
135,Winston Garland,HOU,1993
136,Chris Gatling,GSW,1993
137,Kenny Gattison,CHH,1993
138,Matt Geiger,MIA,1993
139,Tate George,NJN,1993
140,Kendall Gill,CHH,1993
141,Armen Gilliam,PHI,1993
143,Gerald Glass,MIN,1993
144,Gerald Glass,DET,1993
145,Mike Gminski,CHH,1993
146,Paul Graham,ATL,1993
147,Gary Grant,LAC,1993
148,Greg Grant,PHI,1993
149,Harvey Grant,WSB,1993
150,Horace Grant,CHI,1993
151,Jeff Grayer,GSW,1993
152,A.C. Green,LAL,1993
153,Litterial Green,ORL,1993
154,Sean Green,IND,1993
156,Sidney Green,SAS,1993
157,Sidney Green,CHH,1993
158,Tom Gugliotta,WSB,1993
159,Jay Guidinger,CLE,1993
161,Tom Hammonds,CHH,1993
162,Tom Hammonds,DEN,1993
163,Tim Hardaway,GSW,1993
164,Derek Harper,DAL,1993
165,Ron Harper,LAC,1993
166,Scott Hastings,DEN,1993
167,Hersey Hawkins,PHI,1993
168,Steve Henson,ATL,1993
169,Carl Herrera,HOU,1993
170,Rod Higgins,SAC,1993
171,Sean Higgins,GSW,1993
172,Tyrone Hill,GSW,1993
173,Donald Hodge,DAL,1993
174,Dave Hoppen,NJN,1993
175,Jeff Hornacek,PHI,1993
176,Robert Horry,HOU,1993
177,Byron Houston,GSW,1993
178,Brian Howard,DAL,1993
179,Stephen Howard,UTA,1993
180,Jay Humphries,UTA,1993
181,Byron Irvin,WSB,1993
182,Mike Iuzzolino,DAL,1993
183,Jaren Jackson,LAC,1993
184,Jim Jackson,DAL,1993
185,Mark Jackson,LAC,1993
187,Henry James,SAC,1993
188,Henry James,UTA,1993
189,Keith Jennings,GSW,1993
190,Avery Johnson,SAS,1993
191,Buck Johnson,WSB,1993
192,Dave Johnson,POR,1993
193,Eddie Johnson,SEA,1993
194,Frank Johnson,PHO,1993
195,Kevin Johnson,PHO,1993
196,Larry Johnson,CHH,1993
197,Charles Jones,WSB,1993
198,Michael Jordan*,CHI,1993
199,Thomas Jordan,PHI,1993
200,Adam Keefe,ATL,1993
201,Shawn Kemp,SEA,1993
202,Tim Kempton,PHO,1993
204,Steve Kerr,CLE,1993
205,Steve Kerr,ORL,1993
206,Jerome Kersey,POR,1993
207,Alec Kessler,MIA,1993
208,Bo Kimble,NYK,1993
209,Stan Kimbrough,SAC,1993
210,Bernard King*,NJN,1993
211,Rich King,SEA,1993
212,Stacey King,CHI,1993
213,Greg Kite,ORL,1993
214,Joe Kleine,BOS,1993
215,Negele Knight,PHO,1993
216,Bart Kofoed,BOS,1993
217,Jon Koncak,ATL,1993
218,Larry Krystkowiak,UTA,1993
219,Christian Laettner,MIN,1993
220,Bill Laimbeer,DET,1993
221,Jerome Lane,CLE,1993
222,Andrew Lang,PHI,1993
223,Doug Lee,NJN,1993
225,Tim Legler,UTA,1993
226,Tim Legler,DAL,1993
227,Jim Les,SAC,1993
228,Reggie Lewis,BOS,1993
229,Marcus Liberty,DEN,1993
230,Todd Lichti,DEN,1993
231,Alton Lister,GSW,1993
232,Brad Lohaus,MIL,1993
233,Grant Long,MIA,1993
234,Luc Longley,MIN,1993
235,Kevin Lynch,CHH,1993
236,Sam Mack,SAS,1993
237,Don MacLean,WSB,1993
238,Mark Macon,DEN,1993
239,Rick Mahorn,NJN,1993
240,Dan Majerle,PHO,1993
241,Jeff Malone,UTA,1993
242,Karl Malone*,UTA,1993
243,Moses Malone*,MIL,1993
244,Danny Manning,LAC,1993
245,Sarunas Marciulionis*,GSW,1993
246,Anthony Mason,NYK,1993
247,Marlon Maxey,MIN,1993
248,Vernon Maxwell,HOU,1993
249,Lee Mayberry,MIL,1993
250,Travis Mays,ATL,1993
251,Bob McCann,MIN,1993
252,George McCloud,IND,1993
253,Rodney McCray,CHI,1993
254,Xavier McDaniel,BOS,1993
255,Kevin McHale*,BOS,1993
256,Derrick McKey,SEA,1993
