,Player,Tm,Year
0,Shareef Abdur-Rahim,SAC,2006
1,Alex Acker,DET,2006
2,Malik Allen,CHI,2006
3,Ray Allen*,SEA,2006
4,Tony Allen,BOS,2006
5,Rafer Alston,HOU,2006
6,Chris Andersen,NOK,2006
7,Alan Anderson,CHA,2006
9,Derek Anderson,HOU,2006
10,Derek Anderson,MIA,2006
11,Shandon Anderson,MIA,2006
12,Martynas Andriuskevicius,CLE,2006
13,Carmelo Anthony,DEN,2006
14,Rafael Araujo,TOR,2006
15,Gilbert Arenas,WAS,2006
17,Trevor Ariza,NYK,2006
18,Trevor Ariza,ORL,2006
19,Darrell Armstrong,DAL,2006
21,Carlos Arroyo,DET,2006
22,Carlos Arroyo,ORL,2006
24,Chucky Atkins,WAS,2006
25,Chucky Atkins,MEM,2006
26,Stacey Augmon,ORL,2006
27,Vin Baker,LAC,2006
29,Marcus Banks,BOS,2006
30,Marcus Banks,MIN,2006
31,Leandro Barbosa,PHO,2006
33,Matt Barnes,NYK,2006
34,Matt Barnes,PHI,2006
36,Andre Barrett,PHO,2006
37,Andre Barrett,TOR,2006
38,Earl Barron,MIA,2006
39,Brent Barry,SAS,2006
40,Jon Barry,HOU,2006
41,Eddie Basden,CHI,2006
42,Brandon Bass,NOK,2006
43,Esteban Batista,ATL,2006
44,Tony Battie,ORL,2006
45,Shane Battier,MEM,2006
47,Lonny Baxter,HOU,2006
48,Lonny Baxter,CHA,2006
49,Charlie Bell,MIL,2006
50,Raja Bell,PHO,2006
51,Jonathan Bender,IND,2006
52,Mike Bibby,SAC,2006
53,Andris Biedrins,GSW,2006
54,Chauncey Billups,DET,2006
55,Steve Blake,POR,2006
56,Andray Blatche,WAS,2006
58,Mark Blount,BOS,2006
59,Mark Blount,MIN,2006
61,Keith Bogans,CHA,2006
62,Keith Bogans,HOU,2006
63,Andrew Bogut,MIL,2006
64,Matt Bonner,TOR,2006
65,Calvin Booth,WAS,2006
66,Carlos Boozer,UTA,2006
67,Chris Bosh,TOR,2006
68,Bruce Bowen,SAS,2006
69,Ryan Bowen,HOU,2006
70,Earl Boykins,DEN,2006
71,Michael Bradley,PHI,2006
72,Elton Brand,LAC,2006
73,Primoz Brezec,CHA,2006
74,Devin Brown,UTA,2006
75,Kwame Brown,LAL,2006
76,P.J. Brown,NOK,2006
78,Rick Brunson,SEA,2006
79,Rick Brunson,HOU,2006
80,Kobe Bryant,LAL,2006
81,Greg Buckner,DEN,2006
82,Pat Burke,PHO,2006
83,Antonio Burks,MEM,2006
84,Kevin Burleson,CHA,2006
85,Caron Butler,WAS,2006
86,Jackie Butler,NYK,2006
87,Rasual Butler,NOK,2006
88,Andrew Bynum,LAL,2006
89,Will Bynum,GSW,2006
90,Zarko Cabarkapa,GSW,2006
91,Jose Calderon,TOR,2006
92,Marcus Camby,DEN,2006
93,Brian Cardinal,MEM,2006
94,Matt Carroll,CHA,2006
95,Anthony Carter,MIN,2006
96,Vince Carter,NJN,2006
97,Sam Cassell,LAC,2006
99,Kelvin Cato,ORL,2006
100,Kelvin Cato,DET,2006
101,Tyson Chandler,CHI,2006
102,Calbert Cheaney,GSW,2006
103,Josh Childress,ATL,2006
104,Doug Christie,DAL,2006
105,Speedy Claxton,NOK,2006
106,Mateen Cleaves,SEA,2006
107,Jarron Collins,UTA,2006
108,Jason Collins,NJN,2006
109,Nick Collison,SEA,2006
110,Brian Cook,LAL,2006
111,Jamal Crawford,NYK,2006
112,Austin Croshere,IND,2006
113,Eddy Curry,NYK,2006
114,Samuel Dalembert,PHI,2006
115,Erick Dampier,DAL,2006
116,Antonio Daniels,WAS,2006
117,Marquis Daniels,DAL,2006
119,Antonio Davis,NYK,2006
120,Antonio Davis,TOR,2006
121,Baron Davis,GSW,2006
122,Dale Davis,DET,2006
124,Josh Davis,MIL,2006
125,Josh Davis,HOU,2006
126,Josh Davis,PHO,2006
128,Ricky Davis,BOS,2006
129,Ricky Davis,MIN,2006
130,Carlos Delfino,DET,2006
132,Tony Delk,ATL,2006
133,Tony Delk,DET,2006
134,Luol Deng,CHI,2006
135,Boris Diaw,PHO,2006
136,Dan Dickau,BOS,2006
137,Travis Diener,ORL,2006
138,Ike Diogu,GSW,2006
139,DeSagana Diop,DAL,2006
140,Juan Dixon,POR,2006
141,Michael Doleac,MIA,2006
142,Keyon Dooling,ORL,2006
143,Chris Duhon,CHI,2006
144,Tim Duncan,SAS,2006
145,Mike Dunleavy,GSW,2006
146,Ronald Dupree,MIN,2006
147,John Edwards,ATL,2006
149,Howard Eisley,LAC,2006
