,Player,Tm,Year
0,Alaa Abdelnaby,POR,1992
1,Mahmoud Abdul-Rauf,DEN,1992
2,Mark Acres,ORL,1992
3,Michael Adams,WSB,1992
4,Rafael Addison,NJN,1992
5,Mark Aguirre,DET,1992
6,Danny Ainge,POR,1992
7,Victor Alexander,GSW,1992
8,Greg Anderson,DEN,1992
9,Kenny Anderson,NJN,1992
10,Nick Anderson,ORL,1992
11,Ron Anderson,PHI,1992
12,Willie Anderson,SAS,1992
14,Michael Ansley,PHI,1992
15,Michael Ansley,CHH,1992
16,Greg Anthony,NYK,1992
17,B.J. Armstrong,CHI,1992
18,Vincent Askew,GSW,1992
19,Keith Askins,MIA,1992
20,Stacey Augmon,ATL,1992
21,Isaac Austin,UTA,1992
22,Milos Babic,MIA,1992
23,John Bagley,BOS,1992
25,Thurl Bailey,UTA,1992
26,Thurl Bailey,MIN,1992
27,Steve Bardo,SAS,1992
28,Charles Barkley*,PHI,1992
29,Dana Barros,SEA,1992
30,John Battle,CLE,1992
32,Kenny Battle,BOS,1992
33,Kenny Battle,GSW,1992
34,William Bedford,DET,1992
35,Benoit Benjamin,SEA,1992
37,Winston Bennett,CLE,1992
38,Winston Bennett,MIA,1992
39,David Benoit,UTA,1992
40,Larry Bird*,BOS,1992
41,Rolando Blackman,DAL,1992
42,Lance Blanks,DET,1992
43,Mookie Blaylock,NJN,1992
44,Muggsy Bogues,CHH,1992
45,Manute Bol,PHI,1992
46,Anthony Bonner,SAC,1992
47,Anthony Bowie,ORL,1992
48,Sam Bowie,NJN,1992
49,Terrell Brandon,CLE,1992
50,Randy Breuer,MIN,1992
51,Frank Brickowski,MIL,1992
52,Kevin Brooks,DEN,1992
53,Scott Brooks,MIN,1992
55,Chucky Brown,CLE,1992
56,Chucky Brown,LAL,1992
57,Dee Brown,BOS,1992
58,Mike Brown,UTA,1992
59,Myron Brown,MIN,1992
60,Randy Brown,SAC,1992
62,Tony Brown,LAC,1992
63,Tony Brown,SEA,1992
64,Mark Bryant,POR,1992
66,Jud Buechler,NJN,1992
67,Jud Buechler,SAS,1992
68,Jud Buechler,GSW,1992
69,Matt Bullard,HOU,1992
70,Willie Burton,MIA,1992
71,Steve Burtt,PHO,1992
72,Michael Cage,SEA,1992
