,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1989
1,Mark Acres,BOS,1989
2,Michael Adams,DEN,1989
4,Mark Aguirre,DAL,1989
5,Mark Aguirre,DET,1989
7,Danny Ainge,BOS,1989
8,Danny Ainge,SAC,1989
9,Mark Alarie,WSB,1989
11,Steve Alford,DAL,1989
12,Steve Alford,GSW,1989
13,Randy Allen,SAC,1989
14,Greg Anderson,SAS,1989
15,Michael Anderson,SAS,1989
16,Richard Anderson,POR,1989
17,Ron Anderson,PHI,1989
18,Willie Anderson,SAS,1989
19,John Bagley,NJN,1989
20,Thurl Bailey,UTA,1989
21,Greg Ballard,SEA,1989
22,Ken Bannister,LAC,1989
23,Charles Barkley*,PHI,1989
24,John Battle,ATL,1989
25,Benoit Benjamin,LAC,1989
26,Ricky Berry,SAC,1989
28,Walter Berry,NJN,1989
29,Walter Berry,HOU,1989
30,Larry Bird*,BOS,1989
31,Otis Birdsong,BOS,1989
32,Uwe Blab,DAL,1989
33,Rolando Blackman,DAL,1989
34,Muggsy Bogues,CHH,1989
35,Manute Bol,GSW,1989
36,Anthony Bowie,SAS,1989
37,Sam Bowie,POR,1989
38,Dudley Bradley,ATL,1989
39,Adrian Branch,POR,1989
40,Randy Breuer,MIL,1989
41,Frank Brickowski,SAS,1989
42,Scott Brooks,PHI,1989
43,Mike Brown,UTA,1989
45,Tony Brown,HOU,1989
46,Tony Brown,MIL,1989
47,Mark Bryant,POR,1989
48,Greg Butler,NYK,1989
49,Michael Cage,SEA,1989
50,Tony Campbell,LAL,1989
51,Antoine Carr,ATL,1989
52,Joe Barry Carroll,NJN,1989
53,Bill Cartwright,CHI,1989
54,Terry Catledge,WSB,1989
55,Ron Cavenall,NJN,1989
56,Tom Chambers,PHO,1989
57,Mike Champion,SEA,1989
58,Rex Chapman,CHH,1989
59,Maurice Cheeks*,PHI,1989
60,Derrick Chievous,HOU,1989
61,Ben Coleman,PHI,1989
62,Steve Colter,WSB,1989
63,Dallas Comegys,SAS,1989
64,Lester Conner,NJN,1989
66,Darwin Cook,SAS,1989
67,Darwin Cook,DEN,1989
68,Michael Cooper,LAL,1989
69,Wayne Cooper,DEN,1989
70,Tyrone Corbin,PHO,1989
71,Dave Corzine,CHI,1989
72,Winston Crite,PHO,1989
73,Pat Cummings,MIA,1989
74,Terry Cummings,MIL,1989
75,Earl Cureton,CHH,1989
76,Dell Curry,CHH,1989
77,Quintin Dailey,LAC,1989
79,Adrian Dantley*,DET,1989
80,Adrian Dantley*,DAL,1989
81,Brad Daugherty,CLE,1989
82,Brad Davis,DAL,1989
83,Charles Davis,CHI,1989
85,Mark Davis,PHO,1989
86,Mark Davis,MIL,1989
87,Walter Davis,DEN,1989
88,Darryl Dawkins,DET,1989
89,Johnny Dawkins,SAS,1989
90,Vinny Del Negro,SAC,1989
91,Fennis Dembo,DET,1989
92,James Donaldson,DAL,1989
93,Greg Dreiling,IND,1989
94,Clyde Drexler*,POR,1989
95,Kevin Duckworth,POR,1989
96,Chris Dudley,CLE,1989
97,Joe Dumars*,DET,1989
98,Mike Dunleavy,MIL,1989
99,T.R. Dunn,PHO,1989
100,Ledell Eackles,WSB,1989
101,Mark Eaton,UTA,1989
102,James Edwards,DET,1989
103,Kevin Edwards,MIA,1989
104,Craig Ehlo,CLE,1989
105,Dale Ellis,SEA,1989
106,Wayne Englestad,DEN,1989
107,Alex English*,DEN,1989
108,Patrick Ewing*,NYK,1989
109,Jim Farmer,UTA,1989
110,Dave Feitl,WSB,1989
111,Rolando Ferreira,POR,1989
112,Duane Ferrell,ATL,1989
113,Vern Fleming,IND,1989
114,Sleepy Floyd,HOU,1989
115,Tellis Frank,GSW,1989
116,Anthony Frederick,IND,1989
117,Corey Gaines,NJN,1989
118,Kevin Gamble,BOS,1989
119,Winston Garland,GSW,1989
120,Tom Garrick,LAC,1989
121,Kenny Gattison,PHO,1989
122,Ben Gillery,SAC,1989
123,Armen Gilliam,PHO,1989
124,Mike Gminski,PHI,1989
125,Grant Gondrezick,LAC,1989
126,Orlando Graham,GSW,1989
127,Ron Grandison,BOS,1989
128,Gary Grant,LAC,1989
129,Harvey Grant,WSB,1989
130,Horace Grant,CHI,1989
131,Stuart Gray,IND,1989
132,Sylvester Gray,MIA,1989
133,Jeff Grayer,MIL,1989
134,A.C. Green,LAL,1989
136,Rickey Green,CHH,1989
137,Rickey Green,MIL,1989
138,Sidney Green,NYK,1989
140,Dave Greenwood,SAS,1989
141,Dave Greenwood,DEN,1989
142,Darrell Griffith,UTA,1989
143,Petur Gudmundsson,SAS,1989
144,Jack Haley,CHI,1989
145,Bob Hansen,UTA,1989
146,Bill Hanzlik,DEN,1989
147,Derek Harper,DAL,1989
148,Ron Harper,CLE,1989
149,Steve Harris,DET,1989
150,Scott Hastings,MIA,1989
151,Hersey Hawkins,PHI,1989
152,Gerald Henderson,PHI,1989
153,Rod Higgins,GSW,1989
154,Roy Hinson,NJN,1989
156,Craig Hodges,PHO,1989
157,Craig Hodges,CHI,1989
158,Mike Holton,CHH,1989
159,Dave Hoppen,CHH,1989
160,Dennis Hopson,NJN,1989
161,Tito Horford,MIL,1989
162,Jeff Hornacek,PHO,1989
163,Phil Hubbard,CLE,1989
164,Eddie Hughes,DEN,1989
165,Jay Humphries,MIL,1989
166,Marc Iavaroni,UTA,1989
167,Mark Jackson,NYK,1989
168,Michael Jackson,SAC,1989
169,Avery Johnson,SEA,1989
170,Buck Johnson,HOU,1989
171,Dennis Johnson*,BOS,1989
172,Eddie Johnson,PHO,1989
173,Frank Johnson,HOU,1989
174,Kevin Johnson,PHO,1989
175,Magic Johnson*,LAL,1989
176,Steve Johnson,POR,1989
177,Vinnie Johnson,DET,1989
179,Anthony Jones,CHI,1989
180,Anthony Jones,DAL,1989
181,Bill Jones,NJN,1989
182,Caldwell Jones,POR,1989
183,Charles Jones,WSB,1989
184,Charles Jones,WSB,1989
