,Player,Tm,Year
0,Alex Abrines,OKC,2018
1,Quincy Acy,BRK,2018
2,Steven Adams,OKC,2018
3,Bam Adebayo,MIA,2018
4,Arron Afflalo,ORL,2018
5,Cole Aldrich,MIN,2018
6,LaMarcus Aldridge,SAS,2018
7,Jarrett Allen,BRK,2018
8,Kadeem Allen,BOS,2018
9,Tony Allen,NOP,2018
10,Al-Farouq Aminu,POR,2018
11,Justin Anderson,PHI,2018
12,Kyle Anderson,SAS,2018
13,Ryan Anderson,HOU,2018
14,Ike Anigbogu,IND,2018
15,Giannis Antetokounmpo,MIL,2018
16,Carmelo Anthony,OKC,2018
17,OG Anunoby,TOR,2018
18,Ryan Arcidiacono,CHI,2018
19,Trevor Ariza,HOU,2018
20,Darrell Arthur,DEN,2018
21,Jamel Artis,ORL,2018
23,Omer Asik,NOP,2018
24,Omer Asik,CHI,2018
25,D.J. Augustin,ORL,2018
27,Luke Babbitt,ATL,2018
28,Luke Babbitt,MIA,2018
29,Dwayne Bacon,CHO,2018
30,Ron Baker,NYK,2018
31,Wade Baldwin,POR,2018
32,Lonzo Ball,LAL,2018
33,J.J. Barea,DAL,2018
34,Harrison Barnes,DAL,2018
35,Will Barton,DEN,2018
36,Nicolas Batum,CHO,2018
37,Jerryd Bayless,PHI,2018
38,Aron Baynes,BOS,2018
39,Kent Bazemore,ATL,2018
40,Bradley Beal,WAS,2018
41,Malik Beasley,DEN,2018
42,Michael Beasley,NYK,2018
44,Marco Belinelli,ATL,2018
45,Marco Belinelli,PHI,2018
46,Jordan Bell,GSW,2018
47,DeAndre' Bembry,ATL,2018
48,Dragan Bender,PHO,2018
49,Davis Bertans,SAS,2018
50,Patrick Beverley,LAC,2018
51,Khem Birch,ORL,2018
52,Jabari Bird,BOS,2018
53,Bismack Biyombo,ORL,2018
54,Nemanja Bjelica,MIN,2018
55,Tarik Black,HOU,2018
56,Antonio Blakeney,CHI,2018
58,Eric Bledsoe,PHO,2018
59,Eric Bledsoe,MIL,2018
60,Vander Blue,LAL,2018
61,Bogdan Bogdanovic,SAC,2018
62,Bojan Bogdanovic,IND,2018
63,Andrew Bogut,LAL,2018
64,Joel Bolomboy,MIL,2018
65,Devin Booker,PHO,2018
67,Trevor Booker,BRK,2018
68,Trevor Booker,PHI,2018
69,Trevor Booker,IND,2018
70,Chris Boucher,GSW,2018
72,Avery Bradley,DET,2018
73,Avery Bradley,LAC,2018
74,Tony Bradley,UTA,2018
76,Corey Brewer,LAL,2018
77,Corey Brewer,OKC,2018
78,Malcolm Brogdon,MIL,2018
79,Aaron Brooks,MIN,2018
80,Dillon Brooks,MEM,2018
81,MarShon Brooks,MEM,2018
82,Anthony Brown,MIN,2018
83,Bobby Brown,HOU,2018
84,Jaylen Brown,BOS,2018
85,Lorenzo Brown,TOR,2018
86,Markel Brown,HOU,2018
87,Sterling Brown,MIL,2018
88,Nicolas Brussino,ATL,2018
89,Thomas Bryant,LAL,2018
90,Reggie Bullock,DET,2018
91,Trey Burke,NYK,2018
92,Alec Burks,UTA,2018
93,Jimmy Butler,MIN,2018
94,Dwight Buycks,DET,2018
96,Bruno Caboclo,TOR,2018
97,Bruno Caboclo,SAC,2018
98,Jose Calderon,CLE,2018
99,Kentavious Caldwell-Pope,LAL,2018
101,Isaiah Canaan,HOU,2018
102,Isaiah Canaan,PHO,2018
103,Clint Capela,HOU,2018
104,DeMarre Carroll,BRK,2018
105,Vince Carter,SAC,2018
106,Michael Carter-Williams,CHO,2018
107,Alex Caruso,LAL,2018
108,Omri Casspi,GSW,2018
109,Willie Cauley-Stein,SAC,2018
110,Tyler Cavanaugh,ATL,2018
111,Mario Chalmers,MEM,2018
112,Tyson Chandler,PHO,2018
113,Wilson Chandler,DEN,2018
114,Marquese Chriss,PHO,2018
115,Ian Clark,NOP,2018
117,Jordan Clarkson,LAL,2018
118,Jordan Clarkson,CLE,2018
119,Gian Clavell,DAL,2018
121,Antonius Cleveland,DAL,2018
122,Antonius Cleveland,ATL,2018
123,John Collins,ATL,2018
124,Zach Collins,POR,2018
125,Kyle Collinsworth,DAL,2018
126,Darren Collison,IND,2018
127,Nick Collison,OKC,2018
128,Mike Conley,MEM,2018
129,Pat Connaughton,POR,2018
130,Quinn Cook,GSW,2018
131,Charles Cooke,NOP,2018
132,Jack Cooley,SAC,2018
133,Matt Costello,SAS,2018
134,DeMarcus Cousins,NOP,2018
135,Robert Covington,PHI,2018
136,Allen Crabbe,BRK,2018
137,Torrey Craig,DEN,2018
138,Jamal Crawford,MIN,2018
139,Jordan Crawford,NOP,2018
141,Jae Crowder,CLE,2018
142,Jae Crowder,UTA,2018
144,Dante Cunningham,NOP,2018
145,Dante Cunningham,BRK,2018
146,Stephen Curry,GSW,2018
147,Troy Daniels,PHO,2018
148,Anthony Davis,NOP,2018
149,Deyonta Davis,MEM,2018
150,Ed Davis,POR,2018
151,Dewayne Dedmon,ATL,2018
152,Sam Dekker,LAC,2018
153,Malcolm Delaney,ATL,2018
154,Matthew Dellavedova,MIL,2018
155,Luol Deng,LAL,2018
156,DeMar DeRozan,TOR,2018
157,Cheick Diallo,NOP,2018
158,Gorgui Dieng,MIN,2018
159,Spencer Dinwiddie,BRK,2018
160,Tyler Dorsey,ATL,2018
161,Damyean Dotson,NYK,2018
162,Milton Doyle,BRK,2018
163,PJ Dozier,OKC,2018
164,Goran Dragic,MIA,2018
166,Larry Drew,PHI,2018
167,Larry Drew,NOP,2018
168,Andre Drummond,DET,2018
169,Jared Dudley,PHO,2018
170,Kris Dunn,CHI,2018
171,Kevin Durant,GSW,2018
173,Jarell Eddie,BOS,2018
174,Jarell Eddie,CHI,2018
175,Henry Ellenson,DET,2018
176,Wayne Ellington,MIA,2018
177,Joel Embiid,PHI,2018
179,James Ennis,MEM,2018
180,James Ennis,DET,2018
181,Tyler Ennis,LAL,2018
182,Jawun Evans,LAC,2018
183,Jeremy Evans,ATL,2018
184,Tyreke Evans,MEM,2018
185,Dante Exum,UTA,2018
186,Kenneth Faried,DEN,2018
187,Derrick Favors,UTA,2018
189,Kay Felder,CHI,2018
190,Kay Felder,DET,2018
191,Cristiano Felicio,CHI,2018
192,Raymond Felton,OKC,2018
193,Terrance Ferguson,OKC,2018
194,Yogi Ferrell,DAL,2018
195,Dorian Finney-Smith,DAL,2018
196,Bryn Forbes,SAS,2018
197,Evan Fournier,ORL,2018
198,De'Aaron Fox,SAC,2018
199,Tim Frazier,WAS,2018
201,Channing Frye,CLE,2018
202,Channing Frye,LAL,2018
203,Markelle Fultz,PHI,2018
204,Danilo Gallinari,LAC,2018
205,Langston Galloway,DET,2018
206,Marc Gasol,MEM,2018
207,Pau Gasol,SAS,2018
208,Rudy Gay,SAS,2018
209,Paul George,OKC,2018
210,Marcus Georges-Hunt,MIN,2018
211,Jonathan Gibson,BOS,2018
212,Taj Gibson,MIN,2018
213,Manu Ginobili,SAS,2018
214,Rudy Gobert,UTA,2018
215,Aaron Gordon,ORL,2018
216,Eric Gordon,HOU,2018
217,Marcin Gortat,WAS,2018
218,Treveon Graham,CHO,2018
219,Jerami Grant,OKC,2018
220,Jerian Grant,CHI,2018
221,Josh Gray,PHO,2018
222,Danny Green,SAS,2018
223,Draymond Green,GSW,2018
224,Gerald Green,HOU,2018
225,JaMychal Green,MEM,2018
226,Jeff Green,CLE,2018
228,Blake Griffin,LAC,2018
229,Blake Griffin,DET,2018
230,Daniel Hamilton,OKC,2018
231,Tim Hardaway,NYK,2018
232,James Harden,HOU,2018
233,Maurice Harkless,POR,2018
234,Montrezl Harrell,LAC,2018
236,Devin Harris,DAL,2018
237,Devin Harris,DEN,2018
238,Gary Harris,DEN,2018
239,Joe Harris,BRK,2018
241,Tobias Harris,DET,2018
242,Tobias Harris,LAC,2018
243,Aaron Harrison,DAL,2018
244,Andrew Harrison,MEM,2018
245,Shaquille Harrison,PHO,2018
246,Josh Hart,LAL,2018
247,Udonis Haslem,MIA,2018
249,Nigel Hayes,LAL,2018
250,Nigel Hayes,TOR,2018
251,Nigel Hayes,SAC,2018
252,Gordon Hayward,BOS,2018
253,Reggie Hearn,DET,2018
254,Myke Henry,MEM,2018
255,John Henson,MIL,2018
256,Juan Hernangomez,DEN,2018
258,Willy Hernangomez,NYK,2018
259,Willy Hernangomez,CHO,2018
260,Mario Hezonja,ORL,2018
261,Isaiah Hicks,NYK,2018
262,Buddy Hield,SAC,2018
263,Nene Hilario,HOU,2018
265,George Hill,SAC,2018
266,George Hill,CLE,2018
267,Solomon Hill,NOP,2018
268,Darrun Hilliard,SAS,2018
269,Jrue Holiday,NOP,2018
270,Justin Holiday,CHI,2018
271,John Holland,CLE,2018
272,Rondae Hollis-Jefferson,BRK,2018
273,Richaun Holmes,PHI,2018
275,Rodney Hood,UTA,2018
276,Rodney Hood,CLE,2018
277,Scotty Hopson,DAL,2018
278,Al Horford,BOS,2018
279,Danuel House,PHO,2018
280,Dwight Howard,CHO,2018
281,Josh Huestis,OKC,2018
282,R.J. Hunter,HOU,2018
283,Vince Hunter,MEM,2018
284,Serge Ibaka,TOR,2018
285,Andre Iguodala,GSW,2018
287,Ersan Ilyasova,ATL,2018
288,Ersan Ilyasova,PHI,2018
289,Joe Ingles,UTA,2018
290,Andre Ingram,LAL,2018
291,Brandon Ingram,LAL,2018
292,Kyrie Irving,BOS,2018
293,Jonathan Isaac,ORL,2018
294,Wesley Iwundu,ORL,2018
295,Jarrett Jack,NYK,2018
296,Aaron Jackson,HOU,2018
298,Demetrius Jackson,HOU,2018
299,Demetrius Jackson,PHI,2018
300,Josh Jackson,PHO,2018
301,Justin Jackson,SAC,2018
302,Reggie Jackson,DET,2018
303,LeBron James,CLE,2018
305,Mike James,PHO,2018
306,Mike James,NOP,2018
307,Al Jefferson,IND,2018
308,Richard Jefferson,DEN,2018
309,Brandon Jennings,MIL,2018
310,Jonas Jerebko,UTA,2018
311,Amir Johnson,PHI,2018
313,Brice Johnson,LAC,2018
314,Brice Johnson,MEM,2018
315,Dakari Johnson,OKC,2018
316,James Johnson,MIA,2018
318,Joe Johnson,UTA,2018
319,Joe Johnson,HOU,2018
320,Omari Johnson,MEM,2018
321,Stanley Johnson,DET,2018
322,Tyler Johnson,MIA,2018
323,Wesley Johnson,LAC,2018
324,Nikola Jokic,DEN,2018
325,Damian Jones,GSW,2018
327,Derrick Jones,PHO,2018
328,Derrick Jones,MIA,2018
330,Jalen Jones,NOP,2018
331,Jalen Jones,DAL,2018
332,Tyus Jones,MIN,2018
333,DeAndre Jordan,LAC,2018
334,Cory Joseph,IND,2018
335,Frank Kaminsky,CHO,2018
336,Enes Kanter,NYK,2018
337,Luke Kennard,DET,2018
338,Michael Kidd-Gilchrist,CHO,2018
340,Sean Kilpatrick,BRK,2018
341,Sean Kilpatrick,MIL,2018
342,Sean Kilpatrick,LAC,2018
343,Sean Kilpatrick,CHI,2018
344,Maxi Kleber,DAL,2018
345,Furkan Korkmaz,PHI,2018
346,Luke Kornet,NYK,2018
347,Kyle Korver,CLE,2018
348,Kosta Koufos,SAC,2018
349,Kyle Kuzma,LAL,2018
350,Mindaugas Kuzminskas,NYK,2018
351,Skal Labissiere,SAC,2018
352,Jeremy Lamb,CHO,2018
353,Shane Larkin,BOS,2018
354,Joffrey Lauvergne,SAS,2018
355,Zach LaVine,CHI,2018
356,Jake Layman,POR,2018
357,T.J. Leaf,IND,2018
358,Courtney Lee,NYK,2018
359,Damion Lee,ATL,2018
360,Walt Lemon,NOP,2018
361,Alex Len,PHO,2018
362,Kawhi Leonard,SAS,2018
