,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1982
1,Alvan Adams,PHO,1982
2,Mark Aguirre,DAL,1982
3,Danny Ainge,BOS,1982
4,Tiny Archibald*,BOS,1982
5,Dennis Awtrey,POR,1982
6,Carl Bailey,POR,1982
8,James Bailey,SEA,1982
9,James Bailey,NJN,1982
10,Greg Ballard,WSB,1982
11,Gene Banks,SAS,1982
13,Mike Bantom,IND,1982
14,Mike Bantom,PHI,1982
15,Billy Ray Bates,POR,1982
16,Mel Bennett,CLE,1982
17,Kent Benson,DET,1982
18,Larry Bird*,BOS,1982
19,Otis Birdsong,NJN,1982
20,Rolando Blackman,DAL,1982
21,Ray Blume,CHI,1982
22,Alex Bradley,NYK,1982
23,Charles Bradley,BOS,1982
24,Dudley Bradley,PHO,1982
25,Brad Branson,CLE,1982
26,Mike Bratz,SAS,1982
27,Jim Brewer,LAL,1982
29,Ron Brewer,SAS,1982
30,Ron Brewer,CLE,1982
31,Junior Bridgeman,MIL,1982
32,Allan Bristow,DAL,1982
33,Jim Brogan,SDC,1982
34,Michael Brooks,SDC,1982
35,Fred Brown,SEA,1982
36,Rickey Brown,GSW,1982
37,Joe Bryant,SDC,1982
38,Quinn Buckner,MIL,1982
39,Roger Burkman,CHI,1982
41,David Burns,NJN,1982
42,David Burns,DEN,1982
43,Don Buse,IND,1982
45,Kenny Carr,CLE,1982
46,Kenny Carr,DET,1982
47,M.L. Carr,BOS,1982
48,Joe Barry Carroll,GSW,1982
49,Butch Carter,IND,1982
50,Reggie Carter,NYK,1982
51,Bill Cartwright,NYK,1982
52,Harvey Catchings,MIL,1982
53,Bobby Cattage,UTA,1982
54,Tom Chambers,SDC,1982
55,Maurice Cheeks*,PHI,1982
56,Jim Chones,WSB,1982
57,Don Collins,WSB,1982
58,Darwin Cook,NJN,1982
59,Jeff Cook,PHO,1982
60,Joe Cooper,NJN,1982
61,Michael Cooper,LAL,1982
62,Wayne Cooper,DAL,1982
63,Hollis Copeland,NYK,1982
64,Dave Corzine,SAS,1982
66,Charlie Criss,ATL,1982
67,Charlie Criss,SDC,1982
68,Geoff Crompton,MIL,1982
69,Pat Cummings,MIL,1982
70,Earl Cureton,PHI,1982
71,Bob Dandridge,MIL,1982
72,Adrian Dantley*,UTA,1982
73,Brad Davis,DAL,1982
74,Charles Davis,WSB,1982
75,Johnny Davis,IND,1982
76,Ron Davis,SDC,1982
77,Walter Davis,PHO,1982
78,Darryl Dawkins,PHI,1982
79,Larry Demic,NYK,1982
80,Kenny Dennard,KCK,1982
81,Coby Dietrick,CHI,1982
82,Mickey Dillard,CLE,1982
83,James Donaldson,SEA,1982
84,John Douglas,SDC,1982
85,Leon Douglas,KCK,1982
86,John Drew,ATL,1982
87,Larry Drew,KCK,1982
88,Terry Duerod,BOS,1982
89,Mike Dunleavy,HOU,1982
90,T.R. Dunn,DEN,1982
91,John Duren,UTA,1982
92,Craig Dykema,PHO,1982
93,Franklin Edwards,PHI,1982
94,James Edwards,CLE,1982
95,Len Elmore,NJN,1982
96,Alex English*,DEN,1982
97,Julius Erving*,PHI,1982
99,Mike Evans,MIL,1982
100,Mike Evans,CLE,1982
101,Eric Fernsten,BOS,1982
102,Chris Ford,BOS,1982
103,Don Ford,CLE,1982
104,Phil Ford,KCK,1982
105,World B. Free,GSW,1982
106,Mike Gale,GSW,1982
107,Calvin Garrett,HOU,1982
108,George Gervin*,SAS,1982
109,Artis Gilmore*,CHI,1982
110,Mike Glenn,ATL,1982
111,Mike Gminski,NJN,1982
112,Glen Gondrezick,DEN,1982
113,Rickey Green,UTA,1982
114,Dave Greenwood,CHI,1982
115,Kevin Grevey,WSB,1982
116,Paul Griffin,SAS,1982
117,Darrell Griffith,UTA,1982
118,Bob Gross,POR,1982
119,Ernie Grunfeld,KCK,1982
120,Petur Gudmundsson,POR,1982
121,Glenn Hagan,DET,1982
122,Bill Hanzlik,SEA,1982
123,Alan Hardy,DET,1982
124,James Hardy,UTA,1982
125,Mike Harper,POR,1982
126,Joe Hassett,GSW,1982
127,Steve Hawes,ATL,1982
128,Elvin Hayes*,HOU,1982
130,Steve Hayes,SAS,1982
131,Steve Hayes,DET,1982
132,Spencer Haywood*,WSB,1982
133,Gerald Henderson,BOS,1982
134,Tom Henderson,HOU,1982
135,Keith Herron,CLE,1982
136,Kenny Higgs,DEN,1982
138,Armond Hill,SEA,1982
139,Armond Hill,SDC,1982
141,Brad Holland,WSB,1982
142,Brad Holland,MIL,1982
143,Lionel Hollins,PHI,1982
144,Cedrick Hordges,DEN,1982
146,Phil Hubbard,DET,1982
147,Phil Hubbard,CLE,1982
148,Geoff Huston,CLE,1982
149,Dan Issel*,DEN,1982
151,Tracy Jackson,BOS,1982
152,Tracy Jackson,CHI,1982
153,Clay Johnson,LAL,1982
154,Clemon Johnson,IND,1982
155,Dennis Johnson*,PHO,1982
156,Eddie Johnson,ATL,1982
157,Eddie Johnson,KCK,1982
158,Frank Johnson,WSB,1982
159,George Johnson,SAS,1982
160,George Johnson,IND,1982
161,John Johnson,SEA,1982
162,Magic Johnson*,LAL,1982
163,Marques Johnson,MIL,1982
164,Mickey Johnson,MIL,1982
165,Ollie Johnson,PHI,1982
167,Reggie Johnson,SAS,1982
168,Reggie Johnson,CLE,1982
169,Reggie Johnson,KCK,1982
170,Steve Johnson,KCK,1982
172,Vinnie Johnson,SEA,1982
173,Vinnie Johnson,DET,1982
174,Bobby Jones*,PHI,1982
175,Caldwell Jones,PHI,1982
176,Dwight Jones,CHI,1982
177,Edgar Jones,DET,1982
178,Major Jones,HOU,1982
179,Eddie Jordan,LAL,1982
180,Jeff Judkins,DET,1982
181,Clarence Kea,DAL,1982
182,Rich Kelley,PHO,1982
184,Greg Kelser,DET,1982
185,Greg Kelser,SEA,1982
186,Larry Kenon,CHI,1982
187,Albert King,NJN,1982
188,Bernard King*,GSW,1982
189,Reggie King,KCK,1982
190,Billy Knight,IND,1982
191,Toby Knight,NYK,1982
192,Joel Kramer,PHO,1982
193,Kevin Kunnert,POR,1982
194,Mitch Kupchak,LAL,1982
196,Sam Lacey,KCK,1982
197,Sam Lacey,NJN,1982
198,Tom LaGarde,DAL,1982
200,Bill Laimbeer,CLE,1982
201,Bill Laimbeer,DET,1982
203,John Lambert,KCK,1982
204,John Lambert,SAS,1982
205,Jeff Lamp,POR,1982
206,Mark Landsberger,LAL,1982
207,Bob Lanier*,MIL,1982
208,Allen Leavell,HOU,1982
209,Rock Lee,SDC,1982
210,Ron Lee,DET,1982
211,Ronnie Lester,CHI,1982
212,Alton Lister,MIL,1982
213,Lewis Lloyd,GSW,1982
214,Scott Lloyd,DAL,1982
215,Kevin Loder,KCK,1982
216,John Long,DET,1982
217,John Lucas,WSB,1982
218,Maurice Lucas,NYK,1982
219,Ollie Mack,DAL,1982
220,Rudy Macklin,ATL,1982
221,Kyle Macy,PHO,1982
222,Rick Mahorn,WSB,1982
223,Moses Malone*,HOU,1982
224,Wes Matthews,ATL,1982
225,Cedric Maxwell,BOS,1982
226,Scott May,MIL,1982
227,Bob McAdoo*,LAL,1982
228,John McCullough,PHO,1982
229,Hank McDowell,GSW,1982
230,Jim McElroy,ATL,1982
231,Mike McGee,LAL,1982
232,George McGinnis*,IND,1982
233,Kevin McHale*,BOS,1982
234,Kevin McKenna,LAL,1982
235,Billy McKinney,DEN,1982
236,Tom McMillen,ATL,1982
237,Joe Meriweather,KCK,1982
239,Mike Mitchell,CLE,1982
240,Mike Mitchell,SAS,1982
241,Steve Mix,PHI,1982
243,Paul Mokeski,DET,1982
244,Paul Mokeski,CLE,1982
245,Sidney Moncrief*,MIL,1982
246,Johnny Moore,SAS,1982
247,Lowes Moore,CLE,1982
248,Calvin Murphy*,HOU,1982
249,Larry Nance,PHO,1982
250,Swen Nater,SDC,1982
251,Calvin Natt,POR,1982
252,Mike Newlin,NYK,1982
253,Carl Nicks,UTA,1982
254,Kurt Nimphius,DAL,1982
255,Norm Nixon,LAL,1982
256,Mike O'Koren,NJN,1982
257,Mark Olberding,SAS,1982
258,Jawann Oldham,HOU,1982
259,Louis Orr,IND,1982
260,Tom Owens,IND,1982
261,Robert Parish*,BOS,1982
262,Sonny Parker,GSW,1982
263,Billy Paultz,HOU,1982
264,Jim Paxson,POR,1982
265,Sam Pellom,ATL,1982
267,Roger Phegley,CLE,1982
268,Roger Phegley,SAS,1982
269,Ben Poquette,UTA,1982
270,Mark Radford,SEA,1982
271,Ed Rains,SAS,1982
272,Kurt Rambis,LAL,1982
273,Kelvin Ransey,POR,1982
274,James Ray,DEN,1982
275,Robert Reid,HOU,1982
277,Kevin Restani,SAS,1982
278,Kevin Restani,CLE,1982
279,Clint Richardson,PHI,1982
280,Micheal Ray Richardson,NYK,1982
281,Rick Robey,BOS,1982
283,Cliff Robinson,KCK,1982
284,Cliff Robinson,CLE,1982
285,Jackie Robinson,CHI,1982
286,Truck Robinson,PHO,1982
287,Bill Robinzine,UTA,1982
288,Dave Robisch,DEN,1982
289,John Roche,DEN,1982
290,Tree Rollins,ATL,1982
291,Lorenzo Romar,GSW,1982
292,Dan Roundfield,ATL,1982
293,Jeff Ruland,WSB,1982
294,Campy Russell,NYK,1982
295,DeWayne Scales,NYK,1982
296,Danny Schayes,UTA,1982
297,Alvin Scott,PHO,1982
298,Craig Shelton,ATL,1982
299,Lonnie Shelton,SEA,1982
300,Purvis Short,GSW,1982
301,Jerry Sichting,IND,1982
302,Jack Sikma*,SEA,1982
303,James Silas,CLE,1982
304,Jim Smith,SDC,1982
305,Larry Smith,GSW,1982
307,Phil Smith,SDC,1982
308,Phil Smith,SEA,1982
309,Randy Smith,NYK,1982
310,Robert Smith,MIL,1982
311,Ricky Sobers,CHI,1982
312,Jim Spanarkel,DAL,1982
313,Rory Sparrow,ATL,1982
314,Larry Spriggs,HOU,1982
315,Kevin Stacom,MIL,1982
316,Brian Taylor,SDC,1982
317,Carlos Terry,WSB,1982
318,Reggie Theus,CHI,1982
319,Isiah Thomas*,DET,1982
320,David Thompson*,DEN,1982
321,Mychal Thompson,POR,1982
323,Ray Tolbert,NJN,1982
324,Ray Tolbert,SEA,1982
325,Andrew Toney,PHI,1982
326,Raymond Townsend,IND,1982
327,Kelly Tripucka,DET,1982
328,Elston Turner,DAL,1982
329,Terry Tyler,DET,1982
330,Darnell Valentine,POR,1982
331,Jan van Breda Kolff,NJN,1982
332,Kiki Vandeweghe,DEN,1982
333,Pete Verhoeven,POR,1982
334,Jay Vincent,DAL,1982
335,Danny Vranes,SEA,1982
336,Foots Walker,NJN,1982
337,Wally Walker,SEA,1982
338,Kermit Washington,POR,1982
339,Richard Washington,CLE,1982
340,Marvin Webster,NYK,1982
341,Scott Wedman,CLE,1982
342,Paul Westphal*,NYK,1982
343,Jerome Whitehead,SDC,1982
344,Hawkeye Whitney,KCK,1982
345,Michael Wiley,SDC,1982
346,Bob Wilkerson,CLE,1982
347,Jamaal Wilkes*,LAL,1982
348,James Wilkes,CHI,1982
349,Jeff Wilkins,UTA,1982
350,Buck Williams,NJN,1982
352,Freeman Williams,SDC,1982
353,Freeman Williams,ATL,1982
354,Gus Williams,SEA,1982
355,Herb Williams,IND,1982
356,Ray Williams,NJN,1982
357,Sam Williams,GSW,1982
358,Sly Williams,NYK,1982
359,Bill Willoughby,HOU,1982
360,Brian Winters,MIL,1982
361,Garry Witts,WSB,1982
363,Al Wood,ATL,1982
364,Al Wood,SDC,1982
365,Howard Wood,UTA,1982
367,Mike Woodson,NJN,1982
368,Mike Woodson,KCK,1982
369,Orlando Woolridge,CHI,1982
370,Sam Worthen,UTA,1982
371,Larry Wright,DET,1982
372,Rich Yonakor,SAS,1982
