,Player,Tm,Year
0,Alex Abrines,OKC,2019
1,Quincy Acy,PHO,2019
2,Jaylen Adams,ATL,2019
3,Steven Adams,OKC,2019
4,Bam Adebayo,MIA,2019
5,Deng Adel,CLE,2019
6,DeVaughn Akoon-Purcell,DEN,2019
7,LaMarcus Aldridge,SAS,2019
8,Rawle Alkins,CHI,2019
9,Grayson Allen,UTA,2019
10,Jarrett Allen,BRK,2019
11,Kadeem Allen,NYK,2019
12,Al-Farouq Aminu,POR,2019
13,Justin Anderson,ATL,2019
14,Kyle Anderson,MEM,2019
16,Ryan Anderson,PHO,2019
17,Ryan Anderson,MIA,2019
18,Ike Anigbogu,IND,2019
19,Giannis Antetokounmpo,MIL,2019
20,Kostas Antetokounmpo,DAL,2019
21,Carmelo Anthony,HOU,2019
22,OG Anunoby,TOR,2019
23,Ryan Arcidiacono,CHI,2019
25,Trevor Ariza,PHO,2019
26,Trevor Ariza,WAS,2019
27,D.J. Augustin,ORL,2019
28,Deandre Ayton,PHO,2019
29,Dwayne Bacon,CHO,2019
30,Marvin Bagley,SAC,2019
32,Ron Baker,NYK,2019
33,Ron Baker,WAS,2019
34,Wade Baldwin,POR,2019
35,Lonzo Ball,LAL,2019
36,Mohamed Bamba,ORL,2019
37,J.J. Barea,DAL,2019
39,Harrison Barnes,DAL,2019
40,Harrison Barnes,SAC,2019
41,Will Barton,DEN,2019
42,Keita Bates-Diop,MIN,2019
43,Nicolas Batum,CHO,2019
44,Jerryd Bayless,MIN,2019
45,Aron Baynes,BOS,2019
46,Kent Bazemore,ATL,2019
47,Bradley Beal,WAS,2019
48,Malik Beasley,DEN,2019
49,Michael Beasley,LAL,2019
50,Marco Belinelli,SAS,2019
51,Jordan Bell,GSW,2019
52,DeAndre' Bembry,ATL,2019
53,Dragan Bender,PHO,2019
54,Dairis Bertans,NOP,2019
55,Davis Bertans,SAS,2019
56,Patrick Beverley,LAC,2019
57,Khem Birch,ORL,2019
58,Bismack Biyombo,CHO,2019
59,Nemanja Bjelica,SAC,2019
60,Antonio Blakeney,CHI,2019
61,Eric Bledsoe,MIL,2019
62,Jaron Blossomgame,CLE,2019
63,Bogdan Bogdanovic,SAC,2019
64,Bojan Bogdanovic,IND,2019
65,Andrew Bogut,GSW,2019
66,Jonah Bolden,PHI,2019
67,Isaac Bonga,LAL,2019
68,Devin Booker,PHO,2019
69,Chris Boucher,TOR,2019
71,Avery Bradley,LAC,2019
72,Avery Bradley,MEM,2019
73,Tony Bradley,UTA,2019
