,Player,Tm,Year
1,Tariq Abdul-Wahad,ORL,2000
2,Tariq Abdul-Wahad,DEN,2000
3,Shareef Abdur-Rahim,VAN,2000
4,Cory Alexander,DEN,2000
5,Ray Allen*,MIL,2000
6,Rafer Alston,MIL,2000
7,John Amaechi,ORL,2000
8,Derek Anderson,LAC,2000
9,Kenny Anderson,BOS,2000
10,Nick Anderson,SAC,2000
11,Shandon Anderson,HOU,2000
12,Chris Anstey,CHI,2000
13,Greg Anthony,POR,2000
14,B.J. Armstrong,CHI,2000
15,Darrell Armstrong,ORL,2000
16,Chucky Atkins,ORL,2000
17,Stacey Augmon,POR,2000
18,Isaac Austin,WAS,2000
19,Anthony Avent,LAC,2000
20,William Avery,MIN,2000
21,Toby Bailey,PHO,2000
22,Vin Baker,SEA,2000
23,Charles Barkley*,HOU,2000
24,Dana Barros,BOS,2000
25,Brent Barry,SEA,2000
27,Drew Barry,GSW,2000
28,Drew Barry,ATL,2000
29,Jon Barry,SAC,2000
30,Tony Battie,BOS,2000
31,Jonathan Bender,IND,2000
32,Benoit Benjamin,CLE,2000
33,Corey Benjamin,CHI,2000
34,Mario Bennett,LAC,2000
35,Travis Best,IND,2000
36,Mike Bibby,VAN,2000
37,Chauncey Billups,DEN,2000
38,Mookie Blaylock,GSW,2000
39,Corie Blount,PHO,2000
40,Muggsy Bogues,TOR,2000
42,Etdrick Bohannon,NYK,2000
43,Etdrick Bohannon,LAC,2000
44,Calvin Booth,WAS,2000
45,Lazaro Borrell,SEA,2000
46,Cal Bowdler,ATL,2000
48,Bruce Bowen,PHI,2000
49,Bruce Bowen,MIA,2000
50,Ryan Bowen,DEN,2000
51,Ira Bowman,PHI,2000
53,Earl Boykins,ORL,2000
54,Earl Boykins,CLE,2000
55,Shawn Bradley,DAL,2000
56,A.J. Bramlett,CLE,2000
57,Elton Brand,CHI,2000
58,Terrell Brandon,MIN,2000
60,Chucky Brown,SAS,2000
61,Chucky Brown,CHH,2000
62,Dee Brown,TOR,2000
63,Marcus Brown,DET,2000
64,P.J. Brown,MIA,2000
65,Randy Brown,CHI,2000
66,Rick Brunson,NYK,2000
67,Kobe Bryant,LAL,2000
68,Mark Bryant,CLE,2000
69,Greg Buckner,DAL,2000
70,Jud Buechler,DET,2000
71,Rodney Buford,MIA,2000
72,Matt Bullard,HOU,2000
73,Scott Burrell,NJN,2000
74,Jason Caffey,GSW,2000
75,Michael Cage,NJN,2000
76,Marcus Camby,NYK,2000
77,Elden Campbell,CHH,2000
78,Antoine Carr,VAN,2000
80,Chris Carr,GSW,2000
81,Chris Carr,CHI,2000
82,Anthony Carter,MIA,2000
83,Vince Carter,TOR,2000
84,Sam Cassell,MIL,2000
