,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1985
1,Alvan Adams,PHO,1985
2,Mark Aguirre,DAL,1985
3,Danny Ainge,BOS,1985
4,Chuck Aleksinas,GSW,1985
5,J.J. Anderson,UTA,1985
6,Ron Anderson,CLE,1985
7,John Bagley,CLE,1985
8,James Bailey,NYK,1985
9,Thurl Bailey,UTA,1985
10,Greg Ballard,WSB,1985
11,Gene Banks,SAS,1985
12,Ken Bannister,NYK,1985
13,Charles Barkley*,PHI,1985
14,Kent Benson,DET,1985
15,Larry Bird*,BOS,1985
16,Otis Birdsong,NJN,1985
17,Rolando Blackman,DAL,1985
18,Cory Blackwell,SEA,1985
19,Sam Bowie,POR,1985
20,Dudley Bradley,WSB,1985
21,Mike Bratz,GSW,1985
22,Randy Breuer,MIL,1985
24,Ron Brewer,SAS,1985
25,Ron Brewer,NJN,1985
26,Frank Brickowski,SEA,1985
27,Junior Bridgeman,LAC,1985
28,Rickey Brown,ATL,1985
29,Tony Brown,IND,1985
30,Wallace Bryant,DAL,1985
31,Quinn Buckner,BOS,1985
32,Steve Burtt,GSW,1985
33,Don Buse,KCK,1985
34,Michael Cage,LAC,1985
35,Tony Campbell,DET,1985
36,Rick Carlisle,BOS,1985
37,Antoine Carr,ATL,1985
38,Kenny Carr,POR,1985
39,M.L. Carr,BOS,1985
40,Butch Carter,NYK,1985
41,Howard Carter,DAL,1985
42,Harvey Catchings,LAC,1985
43,Ron Cavenall,NYK,1985
44,Tom Chambers,SEA,1985
45,Maurice Cheeks*,PHI,1985
46,Carlos Clark,BOS,1985
47,Don Collins,WSB,1985
48,Steve Colter,POR,1985
49,Lester Conner,GSW,1985
50,Darwin Cook,NJN,1985
52,Jeff Cook,CLE,1985
53,Jeff Cook,SAS,1985
54,Joe Cooper,SEA,1985
55,Michael Cooper,LAL,1985
56,Wayne Cooper,DEN,1985
57,Dave Corzine,CHI,1985
58,Charlie Criss,ATL,1985
59,Pat Cummings,NYK,1985
60,Terry Cummings,MIL,1985
61,Earl Cureton,DET,1985
62,Quintin Dailey,CHI,1985
63,Adrian Dantley*,UTA,1985
64,Brad Davis,DAL,1985
66,Charles Davis,WSB,1985
67,Charles Davis,MIL,1985
68,Johnny Davis,CLE,1985
69,Walter Davis,PHO,1985
70,Darryl Dawkins,NJN,1985
71,Darren Daye,WSB,1985
72,James Donaldson,LAC,1985
73,John Drew,UTA,1985
74,Larry Drew,KCK,1985
75,Clyde Drexler*,POR,1985
76,Mike Dunleavy,MIL,1985
77,T.R. Dunn,DEN,1985
78,Devin Durrant,IND,1985
79,Mark Eaton,UTA,1985
80,Jerry Eaves,ATL,1985
81,Kenton Edelin,IND,1985
82,Franklin Edwards,LAC,1985
83,James Edwards,PHO,1985
84,Craig Ehlo,HOU,1985
85,Dale Ellis,DAL,1985
87,Chris Engler,NJN,1985
88,Chris Engler,CHI,1985
89,Chris Engler,MIL,1985
90,Alex English*,DEN,1985
91,Julius Erving*,PHI,1985
92,Mike Evans,DEN,1985
93,Kenny Fields,MIL,1985
94,Vern Fleming,IND,1985
95,Sleepy Floyd,GSW,1985
96,Phil Ford,HOU,1985
97,Rod Foster,PHO,1985
98,World B. Free,CLE,1985
99,Bill Garnett,IND,1985
100,George Gervin*,SAS,1985
101,Artis Gilmore*,SAS,1985
102,Mike Glenn,ATL,1985
103,Mike Gminski,NJN,1985
104,Lancaster Gordon,LAC,1985
105,Stewart Granger,ATL,1985
106,Butch Graves,CLE,1985
107,Stuart Gray,IND,1985
108,Rickey Green,UTA,1985
109,Sidney Green,CHI,1985
110,Dave Greenwood,CHI,1985
111,Kevin Grevey,MIL,1985
112,Darrell Griffith,UTA,1985
113,Ernie Grunfeld,NYK,1985
114,Bob Hansen,UTA,1985
115,Bill Hanzlik,DEN,1985
116,Derek Harper,DAL,1985
117,Scott Hastings,ATL,1985
118,Steve Hayes,PHI,1985
119,Gerald Henderson,SEA,1985
120,Rod Higgins,CHI,1985
121,Roy Hinson,CLE,1985
122,Craig Hodges,MIL,1985
123,Lionel Hollins,HOU,1985
124,Mike Holton,PHO,1985
125,Phil Hubbard,CLE,1985
126,Jay Humphries,PHO,1985
127,Geoff Huston,CLE,1985
129,Marc Iavaroni,PHI,1985
130,Marc Iavaroni,SAS,1985
131,Dan Issel*,DEN,1985
132,Ralph Jackson,IND,1985
133,Clemon Johnson,PHI,1985
134,Dennis Johnson*,BOS,1985
135,Eddie Johnson,ATL,1985
136,Eddie Johnson,KCK,1985
137,Frank Johnson,WSB,1985
138,George Johnson,NJN,1985
139,George Johnson,PHI,1985
140,Magic Johnson*,LAL,1985
141,Marques Johnson,LAC,1985
142,Mickey Johnson,GSW,1985
143,Steve Johnson,CHI,1985
144,Vinnie Johnson,DET,1985
145,Bobby Jones*,PHI,1985
146,Caldwell Jones,CHI,1985
147,Charles Jones,PHO,1985
149,Charles Jones,CHI,1985
150,Charles Jones,WSB,1985
151,Earl Jones,LAL,1985
153,Edgar Jones,SAS,1985
154,Edgar Jones,CLE,1985
155,Major Jones,DET,1985
156,Ozell Jones,SAS,1985
157,Michael Jordan*,CHI,1985
158,Rich Kelley,UTA,1985
159,Clark Kellogg,IND,1985
160,Greg Kelser,IND,1985
161,Jerome Kersey,POR,1985
162,Albert King,NJN,1985
163,Bernard King*,NYK,1985
164,Reggie King,SEA,1985
165,Greg Kite,BOS,1985
167,Billy Knight,KCK,1985
168,Billy Knight,SAS,1985
169,Joe Kopicki,DEN,1985
170,Mitch Kupchak,LAL,1985
171,Tom LaGarde,NJN,1985
172,Bill Laimbeer,DET,1985
173,Allen Leavell,HOU,1985
174,Ronnie Lester,LAL,1985
175,Fat Lever,DEN,1985
176,Cliff Levingston,ATL,1985
177,Alton Lister,MIL,1985
178,Lewis Lloyd,HOU,1985
179,John Long,DET,1985
181,Sidney Lowe,DET,1985
182,Sidney Lowe,ATL,1985
183,John Lucas,HOU,1985
184,Maurice Lucas,PHO,1985
185,Kyle Macy,PHO,1985
186,Rick Mahorn,WSB,1985
187,Jeff Malone,WSB,1985
188,Moses Malone*,PHI,1985
189,Pace Mannion,UTA,1985
190,Wes Matthews,CHI,1985
191,Cedric Maxwell,BOS,1985
192,Bob McAdoo*,LAL,1985
193,Tim McCormick,SEA,1985
194,Rodney McCray,HOU,1985
195,Scooter McCray,SEA,1985
196,Hank McDowell,HOU,1985
197,Mike McGee,LAL,1985
198,Kevin McHale*,BOS,1985
199,Kevin McKenna,NJN,1985
200,Tom McMillen,WSB,1985
202,Mark McNamara,SAS,1985
203,Mark McNamara,KCK,1985
204,Joe Meriweather,KCK,1985
206,Larry Micheaux,MIL,1985
207,Larry Micheaux,HOU,1985
208,Mike Mitchell,SAS,1985
209,Paul Mokeski,MIL,1985
210,Sidney Moncrief*,MIL,1985
211,Johnny Moore,SAS,1985
212,Jay Murphy,LAC,1985
213,Larry Nance,PHO,1985
214,Calvin Natt,DEN,1985
216,Kenny Natt,UTA,1985
217,Kenny Natt,KCK,1985
218,Ed Nealy,KCK,1985
219,Chuck Nevitt,LAL,1985
220,Kurt Nimphius,DAL,1985
221,Norm Nixon,LAC,1985
222,Audie Norris,POR,1985
223,Mike O'Koren,NJN,1985
224,Hakeem Olajuwon*,HOU,1985
225,Mark Olberding,KCK,1985
226,Jawann Oldham,CHI,1985
227,Louis Orr,NYK,1985
228,Robert Parish*,BOS,1985
229,Billy Paultz,UTA,1985
230,Jim Paxson,POR,1985
231,John Paxson,SAS,1985
232,Sam Perkins,DAL,1985
233,Jim Petersen,HOU,1985
234,Ricky Pierce,MIL,1985
235,Charles Pittman,PHO,1985
236,Gary Plummer,GSW,1985
237,David Pope,KCK,1985
238,Ben Poquette,CLE,1985
239,Paul Pressey,MIL,1985
240,Kurt Rambis,LAL,1985
241,Kelvin Ransey,NJN,1985
242,Leo Rautins,ATL,1985
243,Robert Reid,HOU,1985
244,Clint Richardson,PHI,1985
245,Micheal Ray Richardson,NJN,1985
246,Doc Rivers,ATL,1985
248,Fred Roberts,SAS,1985
249,Fred Roberts,UTA,1985
250,Alvin Robertson,SAS,1985
251,Rick Robey,PHO,1985
252,Cliff Robinson,WSB,1985
