,Player,Tm,Year
249,Willie Norwood,POR,1978
250,Mark Olberding,SAS,1978
251,Eddie Owens,BUF,1978
252,Tom Owens,POR,1978
253,Joe Pace,WSB,1978
254,Robert Parish*,GSW,1978
255,Sonny Parker,GSW,1978
256,Billy Paultz,SAS,1978
257,Curtis Perry,PHO,1978
258,Cliff Pondexter,CHI,1978
259,Ben Poquette,DET,1978
261,Howard Porter,DET,1978
262,Howard Porter,NJN,1978
264,Kevin Porter,DET,1978
265,Kevin Porter,NJN,1978
267,Jim Price,DEN,1978
268,Jim Price,DET,1978
269,Ed Ratleff,HOU,1978
270,Clifford Ray,GSW,1978
271,Robert Reid,HOU,1978
273,Kevin Restani,MIL,1978
274,Kevin Restani,KCK,1978
275,Anthony Roberts,DEN,1978
276,Tony Robertson,ATL,1978
277,Truck Robinson,NOJ,1978
278,Bill Robinzine,KCK,1978
280,Dave Robisch,IND,1978
281,Dave Robisch,LAL,1978
282,Tree Rollins,ATL,1978
283,Dan Roundfield,IND,1978
284,Curtis Rowe,BOS,1978
285,Campy Russell,CLE,1978
286,Cazzie Russell,CHI,1978
288,Fred Saunders,BOS,1978
289,Fred Saunders,NOJ,1978
290,Dale Schlueter,POR,1978
291,Alvin Scott,PHO,1978
293,Charlie Scott*,BOS,1978
294,Charlie Scott*,LAL,1978
295,Bruce Seals,SEA,1978
296,Lonnie Shelton,NYK,1978
297,Steve Sheppard,CHI,1978
299,John Shumate,BUF,1978
300,John Shumate,DET,1978
301,Jack Sikma*,SEA,1978
302,James Silas,SAS,1978
303,Paul Silas,SEA,1978
305,Ralph Simpson,DET,1978
306,Ralph Simpson,DEN,1978
307,Scott Sims,SAS,1978
309,Al Skinner,NJN,1978
310,Al Skinner,DET,1978
311,Bingo Smith,CLE,1978
312,Elmore Smith,CLE,1978
313,Phil Smith,GSW,1978
314,Randy Smith,BUF,1978
315,Robert Smith,DEN,1978
316,Willie Smith,IND,1978
317,Dick Snyder,CLE,1978
318,Ricky Sobers,IND,1978
319,Kevin Stacom,BOS,1978
320,Larry Steele,POR,1978
322,Earl Tatum,LAL,1978
323,Earl Tatum,IND,1978
324,Brian Taylor,DEN,1978
325,Claude Terry,ATL,1978
326,David Thompson*,DEN,1978
327,Dean Tolson,SEA,1978
328,Rudy Tomjanovich,HOU,1978
329,Dave Twardzik,POR,1978
330,Wes Unseld*,WSB,1978
331,Jan van Breda Kolff,NJN,1978
332,Norm Van Lier,CHI,1978
333,Foots Walker,CLE,1978
334,Phil Walker,WSB,1978
336,Wally Walker,POR,1978
337,Wally Walker,SEA,1978
338,Bill Walton*,POR,1978
339,Lloyd Walton,MIL,1978
341,Kermit Washington,LAL,1978
342,Kermit Washington,BOS,1978
343,Richard Washington,KCK,1978
345,Wilson Washington,PHI,1978
346,Wilson Washington,NJN,1978
348,Slick Watts,SEA,1978
349,Slick Watts,NOJ,1978
350,Nick Weatherspoon,CHI,1978
351,Marvin Webster,SEA,1978
352,Scott Wedman,KCK,1978
353,Paul Westphal*,PHO,1978
354,Jo Jo White*,BOS,1978
355,Rudy White,HOU,1978
356,Sidney Wicks,BOS,1978
357,Bob Wilkerson,DEN,1978
358,Jamaal Wilkes*,LAL,1978
359,Chuck Williams,BUF,1978
360,Gus Williams,SEA,1978
362,Nate Williams,NOJ,1978
363,Nate Williams,GSW,1978
364,Ray Williams,NYK,1978
366,John Williamson,IND,1978
367,John Williamson,NJN,1978
368,Bill Willoughby,BUF,1978
369,Bobby Wilson,IND,1978
370,Brian Winters,MIL,1978
371,Willie Wise,SEA,1978
372,Dave Wohl,NJN,1978
373,Larry Wright,WSB,1978
