,Player,Tm,Year
0,Quincy Acy,SAC,2016
1,Jordan Adams,MEM,2016
2,Steven Adams,OKC,2016
3,Arron Afflalo,NYK,2016
4,Alexis Ajinca,NOP,2016
5,Cole Aldrich,LAC,2016
6,LaMarcus Aldridge,SAS,2016
7,Cliff Alexander,POR,2016
8,Lavoy Allen,IND,2016
9,Tony Allen,MEM,2016
10,Al-Farouq Aminu,POR,2016
11,Lou Amundson,NYK,2016
13,Chris Andersen,MIA,2016
14,Chris Andersen,MEM,2016
15,Alan Anderson,WAS,2016
16,James Anderson,SAC,2016
17,Justin Anderson,DAL,2016
18,Kyle Anderson,SAS,2016
19,Ryan Anderson,NOP,2016
20,Giannis Antetokounmpo,MIL,2016
21,Thanasis Antetokounmpo,NYK,2016
22,Carmelo Anthony,NYK,2016
23,Joel Anthony,DET,2016
24,Keith Appling,ORL,2016
25,Trevor Ariza,HOU,2016
26,Darrell Arthur,DEN,2016
27,Omer Asik,NOP,2016
29,D.J. Augustin,OKC,2016
30,D.J. Augustin,DEN,2016
31,Jeff Ayres,LAC,2016
32,Luke Babbitt,NOP,2016
33,Cameron Bairstow,CHI,2016
34,Leandro Barbosa,GSW,2016
35,J.J. Barea,DAL,2016
36,Andrea Bargnani,BRK,2016
37,Harrison Barnes,GSW,2016
38,Matt Barnes,MEM,2016
39,Will Barton,DEN,2016
40,Brandon Bass,LAL,2016
41,Nicolas Batum,CHO,2016
42,Jerryd Bayless,MIL,2016
43,Aron Baynes,DET,2016
44,Kent Bazemore,ATL,2016
45,Bradley Beal,WAS,2016
46,Michael Beasley,HOU,2016
47,Marco Belinelli,SAC,2016
48,Anthony Bennett,TOR,2016
49,Patrick Beverley,HOU,2016
50,Bismack Biyombo,TOR,2016
51,Nemanja Bjelica,MIN,2016
52,Tarik Black,LAL,2016
53,DeJuan Blair,WAS,2016
54,Steve Blake,DET,2016
55,Eric Bledsoe,PHO,2016
56,Bojan Bogdanovic,BRK,2016
57,Andrew Bogut,GSW,2016
58,Matt Bonner,SAS,2016
59,Devin Booker,PHO,2016
60,Trevor Booker,UTA,2016
61,Chris Bosh,MIA,2016
62,Avery Bradley,BOS,2016
63,Elton Brand,PHI,2016
64,Corey Brewer,HOU,2016
65,Aaron Brooks,CHI,2016
66,Anthony Brown,LAL,2016
67,Lorenzo Brown,PHO,2016
68,Markel Brown,BRK,2016
69,Kobe Bryant,LAL,2016
71,Chase Budinger,IND,2016
72,Chase Budinger,PHO,2016
73,Reggie Bullock,DET,2016
74,Trey Burke,UTA,2016
75,Alec Burks,UTA,2016
76,Caron Butler,SAC,2016
77,Jimmy Butler,CHI,2016
78,Rasual Butler,SAS,2016
79,Bruno Caboclo,TOR,2016
80,Jose Calderon,NYK,2016
81,Kentavious Caldwell-Pope,DET,2016
82,Isaiah Canaan,PHI,2016
83,Clint Capela,HOU,2016
84,DeMarre Carroll,TOR,2016
85,Vince Carter,MEM,2016
86,Michael Carter-Williams,MIL,2016
87,Omri Casspi,SAC,2016
88,Willie Cauley-Stein,SAC,2016
90,Mario Chalmers,MIA,2016
91,Mario Chalmers,MEM,2016
92,Tyson Chandler,PHO,2016
93,Rakeem Christmas,IND,2016
94,Ian Clark,GSW,2016
95,Coty Clarke,BOS,2016
96,Jordan Clarkson,LAL,2016
97,Norris Cole,NOP,2016
98,Darren Collison,SAC,2016
99,Nick Collison,OKC,2016
100,Mike Conley,MEM,2016
101,Pat Connaughton,POR,2016
102,Chris Copeland,MIL,2016
104,Bryce Cotton,PHO,2016
105,Bryce Cotton,MEM,2016
106,DeMarcus Cousins,SAC,2016
107,Robert Covington,PHI,2016
108,Allen Crabbe,POR,2016
109,Jamal Crawford,LAC,2016
110,Jae Crowder,BOS,2016
