,Player,Tm,Year
0,Quincy Acy,TOR,2013
1,Jeff Adrien,CHA,2013
2,Arron Afflalo,ORL,2013
3,Josh Akognon,DAL,2013
5,Cole Aldrich,HOU,2013
6,Cole Aldrich,SAC,2013
7,LaMarcus Aldridge,POR,2013
8,Lavoy Allen,PHI,2013
9,Ray Allen*,MIA,2013
10,Tony Allen,MEM,2013
11,Al-Farouq Aminu,NOH,2013
13,Lou Amundson,MIN,2013
14,Lou Amundson,CHI,2013
15,Lou Amundson,NOH,2013
16,Chris Andersen,MIA,2013
17,Alan Anderson,TOR,2013
19,James Anderson,SAS,2013
20,James Anderson,HOU,2013
21,Ryan Anderson,NOH,2013
22,Carmelo Anthony,NYK,2013
23,Joel Anthony,MIA,2013
24,Trevor Ariza,WAS,2013
25,Darrell Arthur,MEM,2013
26,Omer Asik,HOU,2013
27,D.J. Augustin,IND,2013
29,Gustavo Ayon,ORL,2013
30,Gustavo Ayon,MIL,2013
31,Jeff Ayres,IND,2013
32,Luke Babbitt,POR,2013
33,Leandro Barbosa,BOS,2013
34,J.J. Barea,MIN,2013
35,Andrea Bargnani,TOR,2013
36,Harrison Barnes,GSW,2013
37,Matt Barnes,LAC,2013
39,Earl Barron,WAS,2013
40,Earl Barron,NYK,2013
41,Will Barton,POR,2013
42,Brandon Bass,BOS,2013
43,Shane Battier,MIA,2013
44,Nicolas Batum,POR,2013
45,Jerryd Bayless,MEM,2013
46,Aron Baynes,SAS,2013
47,Kent Bazemore,GSW,2013
48,Bradley Beal,WAS,2013
49,Michael Beasley,PHO,2013
50,Rodrigue Beaubois,DAL,2013
51,Marco Belinelli,CHI,2013
52,Patrick Beverley,HOU,2013
53,Andris Biedrins,GSW,2013
54,Chauncey Billups,LAC,2013
55,Bismack Biyombo,CHA,2013
56,DeJuan Blair,SAS,2013
57,Steve Blake,LAL,2013
58,Andray Blatche,BRK,2013
59,Eric Bledsoe,LAC,2013
60,Keith Bogans,BRK,2013
61,Andrew Bogut,GSW,2013
62,Matt Bonner,SAS,2013
63,Trevor Booker,WAS,2013
64,Carlos Boozer,CHI,2013
65,Chris Bosh,MIA,2013
66,Avery Bradley,BOS,2013
67,Elton Brand,DAL,2013
68,Corey Brewer,DEN,2013
70,Ronnie Brewer,NYK,2013
71,Ronnie Brewer,OKC,2013
73,Aaron Brooks,SAC,2013
74,Aaron Brooks,HOU,2013
75,MarShon Brooks,BRK,2013
76,Kwame Brown,PHI,2013
77,Shannon Brown,PHO,2013
78,Kobe Bryant,LAL,2013
79,Chase Budinger,MIN,2013
80,Alec Burks,UTA,2013
81,Caron Butler,LAC,2013
82,Jimmy Butler,CHI,2013
83,Will Bynum,DET,2013
85,Jose Calderon,TOR,2013
86,Jose Calderon,DET,2013
87,Marcus Camby,NYK,2013
88,DeMarre Carroll,UTA,2013
89,Matt Carroll,CHA,2013
90,Vince Carter,DAL,2013
91,Omri Casspi,CLE,2013
92,Mario Chalmers,MIA,2013
93,Tyson Chandler,NYK,2013
94,Wilson Chandler,DEN,2013
95,Josh Childress,BRK,2013
96,Earl Clark,LAL,2013
97,Victor Claver,POR,2013
98,Norris Cole,MIA,2013
100,Jason Collins,BOS,2013
101,Jason Collins,WAS,2013
102,Darren Collison,DAL,2013
103,Nick Collison,OKC,2013
104,Mike Conley,MEM,2013
105,Will Conroy,MIN,2013
107,Daequan Cook,HOU,2013
108,Daequan Cook,CHI,2013
109,Chris Copeland,NYK,2013
110,DeMarcus Cousins,SAC,2013
111,Jamal Crawford,LAC,2013
113,Jordan Crawford,WAS,2013
114,Jordan Crawford,BOS,2013
115,Jae Crowder,DAL,2013
116,Dante Cunningham,MIN,2013
117,Jared Cunningham,DAL,2013
118,Eddy Curry,DAL,2013
119,Stephen Curry,GSW,2013
120,Samuel Dalembert,MIL,2013
121,Marquis Daniels,MIL,2013
122,Anthony Davis,NOH,2013
124,Ed Davis,TOR,2013
125,Ed Davis,MEM,2013
126,Glen Davis,ORL,2013
128,Austin Daye,DET,2013
129,Austin Daye,MEM,2013
130,Nando De Colo,SAS,2013
131,Carlos Delfino,HOU,2013
132,Luol Deng,CHI,2013
133,Justin Dentmon,DAL,2013
134,DeMar DeRozan,TOR,2013
135,Boris Diaw,SAS,2013
136,DeSagana Diop,CHA,2013
137,Keyon Dooling,MEM,2013
139,Toney Douglas,HOU,2013
140,Toney Douglas,SAC,2013
141,Chris Douglas-Roberts,DAL,2013
142,Goran Dragic,PHO,2013
143,Andre Drummond,DET,2013
144,Jared Dudley,PHO,2013
145,Chris Duhon,LAL,2013
146,Tim Duncan,SAS,2013
147,Mike Dunleavy,MIL,2013
148,Kevin Durant,OKC,2013
149,Devin Ebanks,LAL,2013
151,Wayne Ellington,MEM,2013
152,Wayne Ellington,CLE,2013
153,Monta Ellis,MIL,2013
154,Kim English,DET,2013
155,Jeremy Evans,UTA,2013
156,Reggie Evans,BRK,2013
157,Tyreke Evans,SAC,2013
158,Festus Ezeli,GSW,2013
159,Kenneth Faried,DEN,2013
160,Derrick Favors,UTA,2013
161,Raymond Felton,NYK,2013
162,Landry Fields,TOR,2013
164,Derek Fisher,DAL,2013
165,Derek Fisher,OKC,2013
166,Evan Fournier,DEN,2013
167,Randy Foye,UTA,2013
168,Jimmer Fredette,SAC,2013
169,Joel Freeland,POR,2013
170,Danilo Gallinari,DEN,2013
172,Francisco Garcia,SAC,2013
173,Francisco Garcia,HOU,2013
174,Kevin Garnett,BOS,2013
175,Diante Garrett,PHO,2013
176,Marc Gasol,MEM,2013
177,Pau Gasol,LAL,2013
179,Rudy Gay,MEM,2013
180,Rudy Gay,TOR,2013
181,Alonzo Gee,CLE,2013
182,Mickael Gelabale,MIN,2013
183,Paul George,IND,2013
184,Daniel Gibson,CLE,2013
185,Taj Gibson,CHI,2013
186,Manu Ginobili,SAS,2013
187,Drew Gooden,MIL,2013
188,Ben Gordon,CHA,2013
189,Eric Gordon,NOH,2013
190,Marcin Gortat,PHO,2013
191,Andrew Goudelock,LAL,2013
192,Danny Granger,IND,2013
193,Aaron Gray,TOR,2013
194,Danny Green,SAS,2013
195,Draymond Green,GSW,2013
196,Gerald Green,IND,2013
197,Jeff Green,BOS,2013
198,Willie Green,LAC,2013
199,Blake Griffin,LAC,2013
201,Hamed Haddadi,MEM,2013
202,Hamed Haddadi,PHO,2013
203,Jordan Hamilton,DEN,2013
204,Richard Hamilton,CHI,2013
205,Ben Hansbrough,IND,2013
206,Tyler Hansbrough,IND,2013
207,James Harden,HOU,2013
