,Player,Tm,Year
187,Rich Kelley,DEN,1983
188,Rich Kelley,UTA,1983
189,Clark Kellogg,IND,1983
190,Greg Kelser,SEA,1983
192,Larry Kenon,CHI,1983
193,Larry Kenon,GSW,1983
194,Larry Kenon,CLE,1983
195,Albert King,NJN,1983
196,Bernard King*,NYK,1983
197,Reggie King,KCK,1983
198,Billy Knight,IND,1983
199,Joe Kopicki,WSB,1983
200,Joel Kramer,PHO,1983
201,Sam Lacey,CLE,1983
202,Bill Laimbeer,DET,1983
203,Jeff Lamp,POR,1983
204,Mark Landsberger,LAL,1983
205,Bob Lanier*,MIL,1983
206,Allen Leavell,HOU,1983
207,Ronnie Lester,CHI,1983
208,Fat Lever,POR,1983
209,Cliff Levingston,DET,1983
210,Steve Lingenfelter,WSB,1983
211,Alton Lister,MIL,1983
212,Lewis Lloyd,GSW,1983
213,Scott Lloyd,DAL,1983
214,Kevin Loder,KCK,1983
215,John Long,DET,1983
216,John Lucas,WSB,1983
217,Maurice Lucas,PHO,1983
218,Rudy Macklin,ATL,1983
219,Kyle Macy,PHO,1983
220,Dave Magley,CLE,1983
221,Rick Mahorn,WSB,1983
222,Moses Malone*,PHI,1983
223,Wes Matthews,ATL,1983
224,Cedric Maxwell,BOS,1983
225,Scott May,DET,1983
226,Bob McAdoo*,LAL,1983
228,Hank McDowell,GSW,1983
229,Hank McDowell,POR,1983
230,Mike McGee,LAL,1983
231,Kevin McHale*,BOS,1983
232,Billy McKinney,DEN,1983
233,Tom McMillen,ATL,1983
234,Mark McNamara,PHI,1983
235,Joe Meriweather,KCK,1983
236,Mike Mitchell,SAS,1983
238,Steve Mix,MIL,1983
239,Steve Mix,LAL,1983
241,Paul Mokeski,CLE,1983
242,Paul Mokeski,MIL,1983
243,Sidney Moncrief*,MIL,1983
244,Johnny Moore,SAS,1983
245,Lowes Moore,SDC,1983
246,Guy Morgan,IND,1983
247,Calvin Murphy*,HOU,1983
248,Larry Nance,PHO,1983
249,Swen Nater,SDC,1983
250,Calvin Natt,POR,1983
251,Kenny Natt,UTA,1983
252,Ed Nealy,KCK,1983
253,Chuck Nevitt,HOU,1983
254,Carl Nicks,CLE,1983
255,Kurt Nimphius,DAL,1983
256,Norm Nixon,LAL,1983
257,Audie Norris,POR,1983
258,Mike O'Koren,NJN,1983
259,Mark Olberding,CHI,1983
260,Jawann Oldham,CHI,1983
261,Louis Orr,NYK,1983
262,Tom Owens,DET,1983
263,Robert Parish*,BOS,1983
265,Billy Paultz,HOU,1983
266,Billy Paultz,SAS,1983
267,Jim Paxson,POR,1983
269,Sam Pellom,ATL,1983
270,Sam Pellom,MIL,1983
271,Roger Phegley,SAS,1983
272,Eddie Phillips,NJN,1983
273,Ricky Pierce,DET,1983
274,Charles Pittman,PHO,1983
275,Ben Poquette,UTA,1983
276,Kevin Porter,WSB,1983
277,Paul Pressey,MIL,1983
278,Mark Radford,SEA,1983
279,Ed Rains,SAS,1983
280,Kurt Rambis,LAL,1983
281,Kelvin Ransey,DAL,1983
282,James Ray,DEN,1983
283,Clint Richardson,PHI,1983
285,Micheal Ray Richardson,GSW,1983
286,Micheal Ray Richardson,NJN,1983
287,Rick Robey,BOS,1983
288,Cliff Robinson,CLE,1983
289,Oliver Robinson,SAS,1983
290,Truck Robinson,NYK,1983
291,Dave Robisch,DEN,1983
292,Tree Rollins,ATL,1983
293,Lorenzo Romar,GSW,1983
294,Dan Roundfield,ATL,1983
295,Jeff Ruland,WSB,1983
296,Walker Russell,DET,1983
297,Mike Sanders,SAS,1983
299,Danny Schayes,UTA,1983
300,Danny Schayes,DEN,1983
302,Russ Schoene,PHI,1983
303,Russ Schoene,IND,1983
304,Alvin Scott,PHO,1983
305,Lonnie Shelton,SEA,1983
306,Ed Sherod,NYK,1983
307,Purvis Short,GSW,1983
308,Jerry Sichting,IND,1983
309,Jack Sikma*,SEA,1983
310,Jose Slaughter,IND,1983
311,Derek Smith,GSW,1983
312,Jim Smith,DET,1983
313,Larry Smith,GSW,1983
314,Phil Smith,SEA,1983
316,Randy Smith,SDC,1983
317,Randy Smith,ATL,1983
319,Robert Smith,SDC,1983
320,Robert Smith,SAS,1983
321,Ricky Sobers,WSB,1983
322,Jim Spanarkel,DAL,1983
324,Rory Sparrow,ATL,1983
325,Rory Sparrow,NYK,1983
326,Larry Spriggs,CHI,1983
327,Brook Steppe,KCK,1983
328,Jeff Taylor,HOU,1983
329,Vince Taylor,NYK,1983
330,Terry Teagle,HOU,1983
331,Carlos Terry,WSB,1983
332,Reggie Theus,CHI,1983
333,David Thirdkill,PHO,1983
334,Isiah Thomas*,DET,1983
335,Corny Thompson,DAL,1983
336,David Thompson*,SEA,1983
337,LaSalle Thompson,KCK,1983
338,Mychal Thompson,POR,1983
340,Darren Tillis,BOS,1983
341,Darren Tillis,CLE,1983
343,Ray Tolbert,SEA,1983
344,Ray Tolbert,DET,1983
345,Andrew Toney,PHI,1983
346,Linton Townes,POR,1983
347,Kelly Tripucka,DET,1983
348,Trent Tucker,NYK,1983
349,Elston Turner,DAL,1983
350,Terry Tyler,DET,1983
351,Darnell Valentine,POR,1983
352,Jan van Breda Kolff,NJN,1983
353,Kiki Vandeweghe,DEN,1983
354,Pete Verhoeven,POR,1983
355,Jay Vincent,DAL,1983
356,Danny Vranes,SEA,1983
357,Foots Walker,NJN,1983
358,Wally Walker,HOU,1983
359,Bill Walton*,SDC,1983
360,Bryan Warrick,WSB,1983
361,Marvin Webster,NYK,1983
363,Scott Wedman,CLE,1983
364,Scott Wedman,BOS,1983
365,Paul Westphal*,NYK,1983
366,Rory White,PHO,1983
367,Jerome Whitehead,SDC,1983
368,Bob Wilkerson,CLE,1983
369,Jamaal Wilkes*,LAL,1983
370,James Wilkes,DET,1983
371,Dominique Wilkins*,ATL,1983
372,Jeff Wilkins,UTA,1983
373,Buck Williams,NJN,1983
374,Freeman Williams,UTA,1983
375,Gus Williams,SEA,1983
376,Herb Williams,IND,1983
377,Ray Williams,KCK,1983
378,Rickey Williams,UTA,1983
379,Rob Williams,DEN,1983
380,Sam Williams,GSW,1983
381,Sly Williams,NYK,1983
383,Bill Willoughby,SAS,1983
384,Bill Willoughby,NJN,1983
385,Brian Winters,MIL,1983
386,Al Wood,SDC,1983
387,Mike Woodson,KCK,1983
388,Orlando Woolridge,CHI,1983
389,James Worthy*,LAL,1983
390,Jim Zoet,DET,1983
