,Player,Tm,Year
0,Kareem Abdul-Jabbar*,LAL,1979
1,Tom Abernethy,GSW,1979
2,Alvan Adams,PHO,1979
3,Lucius Allen,KCK,1979
4,Kim Anderson,POR,1979
5,Tiny Archibald*,BOS,1979
6,Tate Armstrong,CHI,1979
8,Dennis Awtrey,BOS,1979
9,Dennis Awtrey,SEA,1979
10,Gus Bailey,NOJ,1979
11,Greg Ballard,WSB,1979
12,Mike Bantom,IND,1979
14,Tom Barker,HOU,1979
15,Tom Barker,BOS,1979
16,Tom Barker,NYK,1979
17,Marvin Barnes,BOS,1979
18,Rick Barry*,HOU,1979
19,Tim Bassett,NJN,1979
20,Butch Beard,NYK,1979
22,Ron Behagen,DET,1979
23,Ron Behagen,NYK,1979
24,Ron Behagen,KCK,1979
25,Kent Benson,MIL,1979
26,Del Beshore,MIL,1979
27,Henry Bibby,PHI,1979
28,Bob Bigelow,SDC,1979
29,Otis Birdsong,KCK,1979
30,Ron Boone,LAL,1979
31,Tom Boswell,DEN,1979
32,Dennis Boyd,DET,1979
33,Winford Boynes,NJN,1979
34,Alonzo Bradley,HOU,1979
35,Mike Bratz,PHO,1979
37,Jim Brewer,CLE,1979
38,Jim Brewer,DET,1979
39,Ron Brewer,POR,1979
40,Junior Bridgeman,MIL,1979
41,Allan Bristow,SAS,1979
42,Fred Brown,SEA,1979
43,John Brown,CHI,1979
44,Joe Bryant,PHI,1979
45,Quinn Buckner,MIL,1979
46,Greg Bunch,NYK,1979
47,Tom Burleson,KCK,1979
48,Don Buse,PHO,1979
50,Marty Byrnes,PHO,1979
51,Marty Byrnes,NOJ,1979
52,Corky Calhoun,IND,1979
53,Austin Carr,CLE,1979
54,Kenny Carr,LAL,1979
55,M.L. Carr,DET,1979
56,Ron Carter,LAL,1979
58,Harvey Catchings,PHI,1979
59,Harvey Catchings,NJN,1979
60,Don Chaney,BOS,1979
61,Maurice Cheeks*,PHI,1979
62,Phil Chenier,WSB,1979
63,Jim Chones,CLE,1979
64,Jim Cleamons,NYK,1979
65,E.C. Coleman,HOU,1979
66,Doug Collins,PHI,1979
67,Michael Cooper,LAL,1979
68,Wayne Cooper,GSW,1979
69,Dave Corzine,WSB,1979
70,Dave Cowens*,BOS,1979
71,Wesley Cox,GSW,1979
72,Charlie Criss,ATL,1979
73,Geoff Crompton,DEN,1979
74,Louie Dampier*,SAS,1979
75,Bob Dandridge,WSB,1979
76,Adrian Dantley*,LAL,1979
78,Brad Davis,LAL,1979
79,Brad Davis,IND,1979
80,Harry Davis,CLE,1979
81,Johnny Davis,IND,1979
82,Walter Davis,PHO,1979
83,Darryl Dawkins,PHI,1979
84,Coby Dietrick,SAS,1979
85,Jacky Dorsey,HOU,1979
86,Leon Douglas,DET,1979
87,John Drew,ATL,1979
88,Charles Dudley,CHI,1979
89,Mike Dunleavy,HOU,1979
90,T.R. Dunn,POR,1979
91,James Edwards,IND,1979
92,Bob Elliott,NJN,1979
93,Bo Ellis,DEN,1979
94,Len Elmore,IND,1979
95,Alex English*,IND,1979
96,Ray Epps,GSW,1979
97,Julius Erving*,PHI,1979
99,Chris Ford,DET,1979
100,Chris Ford,BOS,1979
101,Don Ford,LAL,1979
102,Phil Ford,KCK,1979
103,Bayard Forrest,PHO,1979
104,Walt Frazier*,CLE,1979
105,World B. Free,SDC,1979
107,Terry Furlow,CLE,1979
108,Terry Furlow,ATL,1979
109,Mike Gale,SAS,1979
111,Gus Gerard,DET,1979
112,Gus Gerard,KCK,1979
113,George Gervin*,SAS,1979
114,John Gianelli,MIL,1979
115,Artis Gilmore*,CHI,1979
116,Jack Givens,ATL,1979
117,Mike Glenn,NYK,1979
118,Glen Gondrezick,NYK,1979
119,Gail Goodrich*,NOJ,1979
120,Mike Green,SAS,1979
