,Player,Tm,Year
204,JaMychal Green,MEM,2017
205,Jeff Green,ORL,2017
206,Blake Griffin,LAC,2017
207,Justin Hamilton,BRK,2017
208,A.J. Hammons,DAL,2017
209,Tim Hardaway,ATL,2017
210,James Harden,HOU,2017
211,Maurice Harkless,POR,2017
212,Justin Harper,PHI,2017
213,Montrezl Harrell,HOU,2017
214,Devin Harris,DAL,2017
215,Gary Harris,DEN,2017
216,Joe Harris,BRK,2017
217,Manny Harris,DAL,2017
218,Tobias Harris,DET,2017
219,Aaron Harrison,CHO,2017
220,Andrew Harrison,MEM,2017
221,Udonis Haslem,MIA,2017
223,Spencer Hawes,CHO,2017
224,Spencer Hawes,MIL,2017
225,Gordon Hayward,UTA,2017
226,Gerald Henderson,PHI,2017
227,John Henson,MIL,2017
228,Juan Hernangomez,DEN,2017
229,Willy Hernangomez,NYK,2017
230,Mario Hezonja,ORL,2017
232,Roy Hibbert,CHO,2017
233,Roy Hibbert,DEN,2017
235,Buddy Hield,NOP,2017
236,Buddy Hield,SAC,2017
237,Nene Hilario,HOU,2017
238,George Hill,UTA,2017
239,Jordan Hill,MIN,2017
240,Solomon Hill,NOP,2017
241,Darrun Hilliard,DET,2017
242,Jrue Holiday,NOP,2017
243,Justin Holiday,NYK,2017
244,Rondae Hollis-Jefferson,BRK,2017
245,Richaun Holmes,PHI,2017
246,Rodney Hood,UTA,2017
247,Al Horford,BOS,2017
248,Danuel House,WAS,2017
249,Dwight Howard,ATL,2017
250,Marcelo Huertas,LAL,2017
251,Josh Huestis,OKC,2017
252,Kris Humphries,ATL,2017
253,R.J. Hunter,CHI,2017
255,Serge Ibaka,ORL,2017
256,Serge Ibaka,TOR,2017
257,Andre Iguodala,GSW,2017
259,Ersan Ilyasova,OKC,2017
260,Ersan Ilyasova,PHI,2017
261,Ersan Ilyasova,ATL,2017
262,Joe Ingles,UTA,2017
263,Brandon Ingram,LAL,2017
264,Kyrie Irving,CLE,2017
265,Jarrett Jack,NOP,2017
266,Demetrius Jackson,BOS,2017
267,Pierre Jackson,DAL,2017
268,Reggie Jackson,DET,2017
269,LeBron James,CLE,2017
270,Al Jefferson,IND,2017
271,Richard Jefferson,CLE,2017
272,John Jenkins,PHO,2017
274,Brandon Jennings,NYK,2017
275,Brandon Jennings,WAS,2017
276,Jonas Jerebko,BOS,2017
277,Amir Johnson,BOS,2017
278,Brice Johnson,LAC,2017
279,James Johnson,MIA,2017
280,Joe Johnson,UTA,2017
281,Stanley Johnson,DET,2017
282,Tyler Johnson,MIA,2017
283,Wesley Johnson,LAC,2017
284,Nikola Jokic,DEN,2017
285,Dahntay Jones,CLE,2017
286,Damian Jones,GSW,2017
287,Derrick Jones,PHO,2017
288,James Jones,CLE,2017
290,Terrence Jones,NOP,2017
291,Terrence Jones,MIL,2017
292,Tyus Jones,MIN,2017
293,DeAndre Jordan,LAC,2017
294,Cory Joseph,TOR,2017
295,Frank Kaminsky,CHO,2017
296,Enes Kanter,OKC,2017
297,Ryan Kelly,ATL,2017
298,Michael Kidd-Gilchrist,CHO,2017
299,Sean Kilpatrick,BRK,2017
300,Brandon Knight,PHO,2017
302,Kyle Korver,ATL,2017
303,Kyle Korver,CLE,2017
304,Kosta Koufos,SAC,2017
305,Mindaugas Kuzminskas,NYK,2017
306,Skal Labissiere,SAC,2017
307,Jeremy Lamb,CHO,2017
308,Nicolas Laprovittola,SAS,2017
310,Joffrey Lauvergne,OKC,2017
311,Joffrey Lauvergne,CHI,2017
312,Zach LaVine,MIN,2017
313,Ty Lawson,SAC,2017
314,Jake Layman,POR,2017
315,Courtney Lee,NYK,2017
316,David Lee,SAS,2017
317,Alex Len,PHO,2017
318,Kawhi Leonard,SAS,2017
319,Meyers Leonard,POR,2017
320,Jon Leuer,DET,2017
321,Caris LeVert,BRK,2017
323,DeAndre Liggins,CLE,2017
324,DeAndre Liggins,DAL,2017
325,Damian Lillard,POR,2017
326,Jeremy Lin,BRK,2017
327,Shaun Livingston,GSW,2017
328,Shawn Long,PHI,2017
329,Kevon Looney,GSW,2017
330,Brook Lopez,BRK,2017
331,Robin Lopez,CHI,2017
332,Kevin Love,CLE,2017
333,Kyle Lowry,TOR,2017
334,John Lucas III,MIN,2017
335,Timothe Luwawu-Cabarrot,PHI,2017
336,Trey Lyles,UTA,2017
337,Sheldon Mac,WAS,2017
338,Shelvin Mack,UTA,2017
339,Ian Mahinmi,WAS,2017
340,Thon Maker,MIL,2017
341,Boban Marjanovic,DET,2017
342,Jarell Martin,MEM,2017
343,Wesley Matthews,DAL,2017
344,Luc Mbah a Moute,LAC,2017
345,James Michael McAdoo,GSW,2017
346,Patrick McCaw,GSW,2017
347,CJ McCollum,POR,2017
348,T.J. McConnell,PHI,2017
350,Chris McCullough,BRK,2017
351,Chris McCullough,WAS,2017
353,K.J. McDaniels,HOU,2017
354,K.J. McDaniels,BRK,2017
356,Doug McDermott,CHI,2017
357,Doug McDermott,OKC,2017
358,JaVale McGee,GSW,2017
359,Rodney McGruder,MIA,2017
360,Ben McLemore,SAC,2017
361,Jordan McRae,CLE,2017
362,Josh McRoberts,MIA,2017
363,Jodie Meeks,ORL,2017
364,Salah Mejri,DAL,2017
365,Jordan Mickey,BOS,2017
366,Khris Middleton,MIL,2017
367,C.J. Miles,IND,2017
368,Mike Miller,DEN,2017
369,Patty Mills,SAS,2017
370,Elijah Millsap,PHO,2017
371,Paul Millsap,ATL,2017
372,Nikola Mirotic,CHI,2017
373,Greg Monroe,MIL,2017
374,E'Twaun Moore,NOP,2017
375,Marcus Morris,DET,2017
376,Markieff Morris,WAS,2017
378,Anthony Morrow,OKC,2017
379,Anthony Morrow,CHI,2017
380,Donatas Motiejunas,NOP,2017
381,Timofey Mozgov,LAL,2017
382,Emmanuel Mudiay,DEN,2017
383,Shabazz Muhammad,MIN,2017
384,Dejounte Murray,SAS,2017
385,Jamal Murray,DEN,2017
386,Mike Muscala,ATL,2017
387,Larry Nance,LAL,2017
388,Shabazz Napier,POR,2017
389,Maurice Ndour,NYK,2017
390,Gary Neal,ATL,2017
391,Jameer Nelson,DEN,2017
392,Raul Neto,UTA,2017
393,Georges Niang,IND,2017
395,Andrew Nicholson,WAS,2017
396,Andrew Nicholson,BRK,2017
397,Joakim Noah,NYK,2017
399,Nerlens Noel,PHI,2017
400,Nerlens Noel,DAL,2017
401,Lucas Nogueira,TOR,2017
402,Steve Novak,MIL,2017
403,Dirk Nowitzki,DAL,2017
405,Jusuf Nurkic,DEN,2017
406,Jusuf Nurkic,POR,2017
407,David Nwaba,LAL,2017
409,Johnny O'Bryant,DEN,2017
410,Johnny O'Bryant,CHO,2017
411,Kyle O'Quinn,NYK,2017
412,Daniel Ochefu,WAS,2017
413,Jahlil Okafor,PHI,2017
414,Victor Oladipo,OKC,2017
415,Kelly Olynyk,BOS,2017
416,Arinze Onuaku,ORL,2017
417,Chinanu Onuaku,HOU,2017
418,Kelly Oubre,WAS,2017
419,Zaza Pachulia,GSW,2017
420,Georgios Papagiannis,SAC,2017
421,Jabari Parker,MIL,2017
422,Tony Parker,SAS,2017
423,Chandler Parsons,MEM,2017
424,Lamar Patterson,ATL,2017
425,Patrick Patterson,TOR,2017
426,Chris Paul,LAC,2017
427,Adreian Payne,MIN,2017
429,Cameron Payne,OKC,2017
430,Cameron Payne,CHI,2017
431,Elfrid Payton,ORL,2017
432,Gary Payton,MIL,2017
433,Paul Pierce,LAC,2017
434,Marshall Plumlee,NYK,2017
436,Mason Plumlee,POR,2017
437,Mason Plumlee,DEN,2017
439,Miles Plumlee,MIL,2017
440,Miles Plumlee,CHO,2017
441,Jakob Poeltl,TOR,2017
442,Otto Porter,WAS,2017
443,Bobby Portis,CHI,2017
444,Kristaps Porzingis,NYK,2017
445,Dwight Powell,DAL,2017
446,Norman Powell,TOR,2017
447,Alex Poythress,PHI,2017
448,Ronnie Price,PHO,2017
449,Tim Quarterman,POR,2017
451,Chasson Randle,PHI,2017
452,Chasson Randle,NYK,2017
453,Julius Randle,LAL,2017
454,Zach Randolph,MEM,2017
455,J.J. Redick,LAC,2017
456,Willie Reed,MIA,2017
457,Josh Richardson,MIA,2017
458,Malachi Richardson,SAC,2017
459,Austin Rivers,LAC,2017
460,Andre Roberson,OKC,2017
461,Brian Roberts,CHO,2017
462,Glenn Robinson,IND,2017
463,Thomas Robinson,LAL,2017
464,Sergio Rodriguez,PHI,2017
465,Rajon Rondo,CHI,2017
466,Derrick Rose,NYK,2017
468,Terrence Ross,TOR,2017
469,Terrence Ross,ORL,2017
470,Terry Rozier,BOS,2017
471,Ricky Rubio,MIN,2017
472,Damjan Rudez,ORL,2017
473,Brandon Rush,MIN,2017
474,D'Angelo Russell,LAL,2017
475,Domantas Sabonis,OKC,2017
476,Larry Sanders,CLE,2017
477,Dario Saric,PHI,2017
478,Tomas Satoransky,WAS,2017
479,Dennis Schroder,ATL,2017
480,Luis Scola,BRK,2017
481,Mike Scott,ATL,2017
482,Thabo Sefolosha,ATL,2017
484,Wayne Selden,NOP,2017
485,Wayne Selden,MEM,2017
486,Kevin Seraphin,IND,2017
487,Ramon Sessions,CHO,2017
488,Iman Shumpert,CLE,2017
489,Pascal Siakam,TOR,2017
490,Jonathon Simmons,SAS,2017
491,Kyle Singler,OKC,2017
492,Marcus Smart,BOS,2017
493,Ish Smith,DET,2017
494,J.R. Smith,CLE,2017
495,Jason Smith,WAS,2017
496,Tony Snell,MIL,2017
497,Marreese Speights,LAC,2017
498,Tiago Splitter,PHI,2017
499,Nik Stauskas,PHI,2017
501,Lance Stephenson,NOP,2017
502,Lance Stephenson,MIN,2017
503,Lance Stephenson,IND,2017
504,Jarnell Stokes,DEN,2017
505,Diamond Stone,LAC,2017
506,Rodney Stuckey,IND,2017
507,Jared Sullinger,TOR,2017
509,Edy Tavares,ATL,2017
510,Edy Tavares,CLE,2017
511,Isaiah Taylor,HOU,2017
512,Jeff Teague,IND,2017
513,Mirza Teletovic,MIL,2017
514,Garrett Temple,SAC,2017
515,Jason Terry,MIL,2017
516,Isaiah Thomas,BOS,2017
517,Lance Thomas,NYK,2017
519,Hollis Thompson,PHI,2017
520,Hollis Thompson,NOP,2017
521,Klay Thompson,GSW,2017
522,Tristan Thompson,CLE,2017
523,Marcus Thornton,WAS,2017
524,Mike Tobey,CHO,2017
525,Anthony Tolliver,SAC,2017
527,Axel Toupane,MIL,2017
528,Axel Toupane,NOP,2017
529,Karl-Anthony Towns,MIN,2017
531,P.J. Tucker,PHO,2017
532,P.J. Tucker,TOR,2017
533,Evan Turner,POR,2017
534,Myles Turner,IND,2017
535,Beno Udrih,DET,2017
536,Tyler Ulis,PHO,2017
537,Jarrod Uthoff,DAL,2017
538,Jonas Valanciunas,TOR,2017
539,Denzel Valentine,CHI,2017
540,Fred VanVleet,TOR,2017
541,Anderson Varejao,GSW,2017
542,Greivis Vasquez,BRK,2017
543,Rashad Vaughn,MIL,2017
544,Noah Vonleh,POR,2017
545,Nikola Vucevic,ORL,2017
546,Sasha Vujacic,NYK,2017
547,Dwyane Wade,CHI,2017
548,Dion Waiters,MIA,2017
549,Kemba Walker,CHO,2017
550,John Wall,WAS,2017
551,Taurean Waller-Prince,ATL,2017
552,T.J. Warren,PHO,2017
553,C.J. Watson,ORL,2017
555,Briante Weber,GSW,2017
556,Briante Weber,CHO,2017
557,David West,GSW,2017
558,Russell Westbrook,OKC,2017
559,Okaro White,MIA,2017
560,Isaiah Whitehead,BRK,2017
561,Hassan Whiteside,MIA,2017
562,Andrew Wiggins,MIN,2017
563,C.J. Wilcox,ORL,2017
564,Alan Williams,PHO,2017
566,Deron Williams,DAL,2017
567,Deron Williams,CLE,2017
569,Derrick Williams,MIA,2017
570,Derrick Williams,CLE,2017
572,Lou Williams,LAL,2017
573,Lou Williams,HOU,2017
574,Marvin Williams,CHO,2017
575,Reggie Williams,NOP,2017
577,Troy Williams,MEM,2017
578,Troy Williams,HOU,2017
579,Kyle Wiltjer,HOU,2017
580,Justise Winslow,MIA,2017
581,Jeff Withey,UTA,2017
582,Christian Wood,CHO,2017
583,Metta World Peace,LAL,2017
584,Brandan Wright,MEM,2017
585,Delon Wright,TOR,2017
586,James Young,BOS,2017
587,Joe Young,IND,2017
588,Nick Young,LAL,2017
589,Thaddeus Young,IND,2017
590,Cody Zeller,CHO,2017
591,Tyler Zeller,BOS,2017
592,Stephen Zimmerman,ORL,2017
593,Paul Zipser,CHI,2017
594,Ivica Zubac,LAL,2017
