,Player,Tm,Year
0,Jeff Adrien,HOU,2012
1,Arron Afflalo,DEN,2012
2,Blake Ahearn,UTA,2012
3,Solomon Alabi,TOR,2012
4,Cole Aldrich,OKC,2012
5,LaMarcus Aldridge,POR,2012
6,Lavoy Allen,PHI,2012
7,Ray Allen*,BOS,2012
8,Tony Allen,MEM,2012
9,Morris Almond,WAS,2012
10,Al-Farouq Aminu,NOH,2012
11,Lou Amundson,IND,2012
12,Chris Andersen,DEN,2012
13,Alan Anderson,TOR,2012
14,James Anderson,SAS,2012
15,Ryan Anderson,ORL,2012
16,Carmelo Anthony,NYK,2012
17,Joel Anthony,MIA,2012
18,Gilbert Arenas,MEM,2012
19,Trevor Ariza,NOH,2012
20,Omer Asik,CHI,2012
21,D.J. Augustin,CHA,2012
22,Gustavo Ayon,NOH,2012
23,Jeff Ayres,IND,2012
24,Kelenna Azubuike,DAL,2012
25,Luke Babbitt,POR,2012
26,Renaldo Balkman,NYK,2012
28,Leandro Barbosa,TOR,2012
29,Leandro Barbosa,IND,2012
30,J.J. Barea,MIN,2012
31,Andrea Bargnani,TOR,2012
32,Matt Barnes,LAL,2012
33,Earl Barron,GSW,2012
34,Brandon Bass,BOS,2012
35,Tony Battie,PHI,2012
36,Shane Battier,MIA,2012
37,Nicolas Batum,POR,2012
38,Jerryd Bayless,TOR,2012
39,Michael Beasley,MIN,2012
40,Rodrigue Beaubois,DAL,2012
41,Marco Belinelli,NOH,2012
42,Raja Bell,UTA,2012
43,Keith Benson,GSW,2012
44,Mike Bibby,NYK,2012
45,Andris Biedrins,GSW,2012
46,Chauncey Billups,LAC,2012
47,Bismack Biyombo,CHA,2012
48,DeJuan Blair,SAS,2012
49,Steve Blake,LAL,2012
50,Andray Blatche,WAS,2012
51,Eric Bledsoe,LAC,2012
52,Keith Bogans,NJN,2012
53,Andrew Bogut,MIL,2012
54,Matt Bonner,SAS,2012
55,Trevor Booker,WAS,2012
56,Carlos Boozer,CHI,2012
57,Chris Bosh,MIA,2012
58,Earl Boykins,HOU,2012
59,Craig Brackins,PHI,2012
60,Avery Bradley,BOS,2012
61,Elton Brand,PHI,2012
62,Corey Brewer,DEN,2012
63,Ronnie Brewer,CHI,2012
64,Jon Brockman,MIL,2012
65,MarShon Brooks,NJN,2012
66,Derrick Brown,CHA,2012
67,Kwame Brown,GSW,2012
68,Shannon Brown,PHO,2012
69,Kobe Bryant,LAL,2012
70,Chase Budinger,HOU,2012
71,Alec Burks,UTA,2012
72,Caron Butler,LAC,2012
73,Jimmy Butler,CHI,2012
74,Rasual Butler,TOR,2012
