,Player,Tm,Year
0,Mahmoud Abdul-Rauf,SAC,1997
1,Shareef Abdur-Rahim,VAN,1997
2,Rafael Addison,CHH,1997
3,Cory Alexander,SAS,1997
5,Jerome Allen,IND,1997
6,Jerome Allen,DEN,1997
7,Ray Allen*,MIL,1997
8,Derrick Alston,ATL,1997
9,Ashraf Amaya,WSB,1997
10,Greg Anderson,SAS,1997
11,Kenny Anderson,POR,1997
12,Nick Anderson,ORL,1997
13,Shandon Anderson,UTA,1997
14,Willie Anderson,MIA,1997
15,Greg Anthony,VAN,1997
16,B.J. Armstrong,GSW,1997
17,Darrell Armstrong,ORL,1997
19,Vincent Askew,NJN,1997
20,Vincent Askew,IND,1997
21,Vincent Askew,DEN,1997
22,Keith Askins,MIA,1997
24,Stacey Augmon,DET,1997
25,Stacey Augmon,POR,1997
26,Isaac Austin,MIA,1997
27,Vin Baker,MIL,1997
28,Charles Barkley*,HOU,1997
29,Dana Barros,BOS,1997
30,Brent Barry,LAC,1997
31,Jon Barry,ATL,1997
32,Benoit Benjamin,TOR,1997
34,Elmer Bennett,HOU,1997
35,Elmer Bennett,DEN,1997
36,Travis Best,IND,1997
37,Mookie Blaylock,ATL,1997
38,Corie Blount,LAL,1997
39,Muggsy Bogues,CHH,1997
40,Dexter Boney,PHO,1997
42,Melvin Booker,DEN,1997
43,Melvin Booker,GSW,1997
44,Bruce Bowen,MIA,1997
45,Donnie Boyce,ATL,1997
47,Shawn Bradley,NJN,1997
48,Shawn Bradley,DAL,1997
49,Mark Bradtke,PHI,1997
50,Terrell Brandon,CLE,1997
51,Frank Brickowski,BOS,1997
52,Scott Brooks,NYK,1997
54,Chucky Brown,PHO,1997
55,Chucky Brown,MIL,1997
56,Dee Brown,BOS,1997
57,Marcus Brown,POR,1997
58,Mike Brown,PHO,1997
59,P.J. Brown,MIA,1997
60,Randy Brown,CHI,1997
61,Kobe Bryant,LAL,1997
62,Mark Bryant,PHO,1997
63,Jud Buechler,CHI,1997
64,Matt Bullard,HOU,1997
66,Scott Burrell,CHH,1997
67,Scott Burrell,GSW,1997
68,Willie Burton,ATL,1997
69,Mitchell Butler,POR,1997
70,Jason Caffey,CHI,1997
71,Michael Cage,PHI,1997
73,Adrian Caldwell,NJN,1997
74,Adrian Caldwell,PHI,1997
75,Marcus Camby,TOR,1997
76,Elden Campbell,LAL,1997
77,Antoine Carr,UTA,1997
78,Chris Carr,MIN,1997
79,Jimmy Carruth,MIL,1997
81,Sam Cassell,PHO,1997
82,Sam Cassell,DAL,1997
83,Sam Cassell,NJN,1997
84,Duane Causwell,SAC,1997
86,Cedric Ceballos,LAL,1997
87,Cedric Ceballos,PHO,1997
88,Tom Chambers,CHH,1997
89,Rex Chapman,PHO,1997
90,Calbert Cheaney,WSB,1997
91,Pete Chilcutt,VAN,1997
93,Randolph Childress,POR,1997
94,Randolph Childress,DET,1997
95,Chris Childs,NYK,1997
96,Doug Christie,TOR,1997
97,Derrick Coleman,PHI,1997
98,Bimbo Coles,GSW,1997
99,Marty Conlon,BOS,1997
100,Tyrone Corbin,ATL,1997
102,Joe Courtney,PHI,1997
103,Joe Courtney,SAS,1997
104,John Crotty,MIA,1997
105,Terry Cummings,SEA,1997
106,Earl Cureton,TOR,1997
107,Dell Curry,CHH,1997
108,Michael Curry,DET,1997
109,Erick Dampier,IND,1997
111,Lloyd Daniels,SAC,1997
112,Lloyd Daniels,NJN,1997
114,Sasha Danilovic,MIA,1997
115,Sasha Danilovic,DAL,1997
116,Yinka Dare,NJN,1997
117,Antonio Davis,IND,1997
118,Ben Davis,PHO,1997
119,Dale Davis,IND,1997
120,Emanual Davis,HOU,1997
121,Hubert Davis,TOR,1997
122,Mark Davis,PHI,1997
123,Todd Day,BOS,1997
124,Andrew DeClercq,GSW,1997
125,Terry Dehere,LAC,1997
126,Vinny Del Negro,SAS,1997
127,Bison Dele,CHI,1997
128,Tony Delk,CHH,1997
129,Dell Demps,ORL,1997
130,Vlade Divac*,CHH,1997
131,Aleksandar Djordjevic,POR,1997
132,Sherman Douglas,MIL,1997
133,Greg Dreiling,DAL,1997
134,Clyde Drexler*,HOU,1997
135,Nate Driggers,BOS,1997
136,Kevin Duckworth,LAC,1997
137,Chris Dudley,POR,1997
138,Joe Dumars*,DET,1997
140,Tony Dumas,DAL,1997
141,Tony Dumas,PHO,1997
143,Acie Earl,TOR,1997
144,Acie Earl,MIL,1997
145,Tyus Edney,SAC,1997
146,Blue Edwards,VAN,1997
147,Kevin Edwards,NJN,1997
148,Craig Ehlo,SEA,1997
149,Howard Eisley,UTA,1997
150,Mario Elie,HOU,1997
151,Sean Elliott,SAS,1997
152,Dale Ellis,DEN,1997
153,LaPhonso Ellis,DEN,1997
154,Pervis Ellison,BOS,1997
155,Brian Evans,ORL,1997
156,Patrick Ewing*,NYK,1997
158,Jamie Feick,CHH,1997
159,Jamie Feick,SAS,1997
160,Duane Ferrell,IND,1997
161,Danny Ferry,CLE,1997
163,Michael Finley,PHO,1997
164,Michael Finley,DAL,1997
166,Matt Fish,WSB,1997
167,Matt Fish,MIA,1997
168,Derek Fisher,LAL,1997
169,Greg Foster,UTA,1997
170,Rick Fox,BOS,1997
171,Todd Fuller,GSW,1997
