,Player,Tm,Year
118,Dale Davis,POR,2002
119,Emanual Davis,ATL,2002
120,Hubert Davis,WAS,2002
121,Ricky Davis,CLE,2002
122,Andrew DeClercq,ORL,2002
123,Vinny Del Negro,PHO,2002
125,Tony Delk,PHO,2002
126,Tony Delk,BOS,2002
128,Derrick Dial,NJN,2002
129,Derrick Dial,TOR,2002
130,Michael Dickerson,MEM,2002
131,DeSagana Diop,CLE,2002
132,Vlade Divac*,SAC,2002
133,Michael Doleac,CLE,2002
134,Keyon Dooling,LAC,2002
135,Bryce Drew,CHH,2002
136,Predrag Drobnjak,SEA,2002
137,Chris Dudley,POR,2002
138,Tim Duncan,SAS,2002
139,Howard Eisley,NYK,2002
140,Obinna Ekezie,LAC,2002
141,LaPhonso Ellis,MIA,2002
142,Evan Eschmeyer,DAL,2002
143,Maurice Evans,MIN,2002
144,Patrick Ewing*,ORL,2002
145,Danny Ferry,SAS,2002
146,Michael Finley,DAL,2002
147,Derek Fisher,LAL,2002
148,Marcus Fizer,CHI,2002
149,Isaac Fontaine,MEM,2002
150,Alton Ford,PHO,2002
151,Joseph Forte,BOS,2002
152,Danny Fortson,GSW,2002
153,Greg Foster,MIL,2002
154,Jeff Foster,IND,2002
155,Antonis Fotsis,MEM,2002
156,Tremaine Fowlkes,LAC,2002
157,Rick Fox,LAL,2002
158,Adonal Foyle,GSW,2002
159,Steve Francis,HOU,2002
160,Lawrence Funderburke,SAC,2002
161,Kevin Garnett,MIN,2002
163,Dean Garrett,MIN,2002
164,Dean Garrett,GSW,2002
165,Pat Garrity,ORL,2002
166,Pau Gasol,MEM,2002
167,Chris Gatling,MIA,2002
168,Matt Geiger,PHI,2002
169,Devean George,LAL,2002
170,Eddie Gill,MEM,2002
171,Kendall Gill,MIA,2002
172,Dion Glover,ATL,2002
173,Steve Goodrich,NJN,2002
174,Brian Grant,MIA,2002
175,Horace Grant,ORL,2002
176,Adrian Griffin,DAL,2002
177,Eddie Griffin,HOU,2002
178,Tom Gugliotta,PHO,2002
179,A.J. Guyton,CHI,2002
180,Darvin Ham,MIL,2002
181,Richard Hamilton,WAS,2002
182,Tang Hamilton,MIA,2002
183,Zendon Hamilton,DEN,2002
184,Anfernee Hardaway,PHO,2002
186,Tim Hardaway,DAL,2002
187,Tim Hardaway,DEN,2002
188,Matt Harpring,PHI,2002
189,Al Harrington,IND,2002
190,Othella Harrington,NYK,2002
191,Lucious Harris,NJN,2002
192,Jason Hart,SAS,2002
193,Antonio Harvey,SEA,2002
195,Donnell Harvey,DAL,2002
196,Donnell Harvey,DEN,2002
197,Trenton Hassell,CHI,2002
198,Kirk Haston,CHH,2002
199,Brendan Haywood,WAS,2002
200,Alan Henderson,ATL,2002
201,Cedric Henderson,GSW,2002
202,Grant Hill*,ORL,2002
203,Tyrone Hill,CLE,2002
204,Fred Hoiberg,CHI,2002
205,Robert Horry,LAL,2002
206,Eddie House,MIA,2002
207,Allan Houston,NYK,2002
209,Juwan Howard,DAL,2002
210,Juwan Howard,DEN,2002
211,Troy Hudson,ORL,2002
212,Larry Hughes,GSW,2002
213,Lindsey Hunter,LAL,2002
214,Steven Hunter,ORL,2002
215,Zydrunas Ilgauskas,CLE,2002
216,Allen Iverson*,PHI,2002
217,Bobby Jackson,SAC,2002
218,Jaren Jackson,ORL,2002
219,Jermaine Jackson,TOR,2002
220,Jim Jackson,MIA,2002
222,Marc Jackson,GSW,2002
223,Marc Jackson,MIN,2002
224,Mark Jackson,NYK,2002
225,Stephen Jackson,SAS,2002
226,Jerome James,SEA,2002
227,Mike James,MIA,2002
228,Tim James,PHI,2002
229,Antawn Jamison,GSW,2002
230,Harold Jamison,LAC,2002
231,Richard Jefferson,NJN,2002
232,Anthony Johnson,NJN,2002
234,Avery Johnson,DEN,2002
235,Avery Johnson,DAL,2002
236,DerMarr Johnson,ATL,2002
237,Ervin Johnson,MIL,2002
239,Joe Johnson,BOS,2002
240,Joe Johnson,PHO,2002
241,Alvin Jones,PHI,2002
242,Damon Jones,DET,2002
243,Eddie Jones,MIA,2002
244,Jumaine Jones,CLE,2002
245,Popeye Jones,WAS,2002
246,Michael Jordan*,WAS,2002
247,Shawn Kemp,POR,2002
248,Steve Kerr,POR,2002
249,Jason Kidd*,NJN,2002
250,Andrei Kirilenko,UTA,2002
251,Kerry Kittles,NJN,2002
252,Brevin Knight,MEM,2002
253,Travis Knight,NYK,2002
254,Toni Kukoc,ATL,2002
255,Christian Laettner,WAS,2002
257,Raef LaFrentz,DEN,2002
258,Raef LaFrentz,DAL,2002
259,Trajan Langdon,CLE,2002
260,Dan Langhi,HOU,2002
261,Rusty LaRue,UTA,2002
262,Voshon Lenard,DEN,2002
263,Quincy Lewis,UTA,2002
264,Rashard Lewis,SEA,2002
265,Randy Livingston,SEA,2002
266,Art Long,SEA,2002
267,Grant Long,MEM,2002
268,Felipe Lopez,MIN,2002
269,Tyronn Lue,WAS,2002
270,George Lynch,CHH,2002
271,Todd MacCulloch,NJN,2002
272,Sam Mack,MIA,2002
273,Mark Madsen,LAL,2002
274,Corey Maggette,LAC,2002
275,Jamaal Magloire,CHH,2002
276,Dan Majerle,PHO,2002
277,Karl Malone*,UTA,2002
278,Danny Manning,DAL,2002
279,Stephon Marbury,PHO,2002
280,Shawn Marion,PHO,2002
281,Sean Marks,MIA,2002
282,Donny Marshall,NJN,2002
283,Donyell Marshall,UTA,2002
284,Darrick Martin,DAL,2002
285,Kenyon Martin,NJN,2002
286,Jamal Mashburn,CHH,2002
287,Anthony Mason,MIL,2002
288,Desmond Mason,SEA,2002
289,Tony Massenburg,MEM,2002
290,Walter McCarty,BOS,2002
291,Amal McCaskill,SAS,2002
292,George McCloud,DEN,2002
293,Jelani McCoy,LAL,2002
294,Antonio McDyess,DEN,2002
295,Tracy McGrady*,ORL,2002
296,Jeff McInnis,LAC,2002
297,Derrick McKey,PHI,2002
298,Aaron McKie,PHI,2002
299,Stanislav Medvedenko,LAL,2002
301,Ron Mercer,CHI,2002
302,Ron Mercer,IND,2002
303,Chris Mihm,CLE,2002
304,Darius Miles,LAC,2002
305,Andre Miller,CLE,2002
307,Brad Miller,CHI,2002
308,Brad Miller,IND,2002
309,Mike Miller,ORL,2002
310,Reggie Miller*,IND,2002
311,Chris Mills,GSW,2002
312,Sam Mitchell,MIN,2002
313,Cuttino Mobley,HOU,2002
314,Nazr Mohammed,ATL,2002
315,Jerome Moiso,CHH,2002
316,Eric Montross,TOR,2002
317,Mikki Moore,DET,2002
318,Terence Morris,HOU,2002
319,Hanno Mottola,ATL,2002
320,Alonzo Mourning*,MIA,2002
321,Troy Murphy,GSW,2002
322,Lamond Murray,CLE,2002
323,Tracy Murray,TOR,2002
324,Dikembe Mutombo*,PHI,2002
325,Mamadou N'Diaye,TOR,2002
326,Lee Nailon,CHH,2002
327,Eduardo Najera,DAL,2002
328,Steve Nash*,DAL,2002
329,Tyrone Nesby,WAS,2002
330,Rasho Nesterovic,MIN,2002
331,Ira Newble,ATL,2002
332,Johnny Newman,DAL,2002
333,Moochie Norris,HOU,2002
334,Dirk Nowitzki,DAL,2002
335,Jermaine O'Neal,IND,2002
336,Shaquille O'Neal*,LAL,2002
337,Charles Oakley,CHI,2002
338,Lamar Odom,LAC,2002
339,Hakeem Olajuwon*,TOR,2002
340,Dean Oliver,GSW,2002
342,Kevin Ollie,CHI,2002
343,Kevin Ollie,IND,2002
344,Michael Olowokandi,LAC,2002
345,Greg Ostertag,UTA,2002
347,Bo Outlaw,ORL,2002
348,Bo Outlaw,PHO,2002
349,Doug Overton,LAC,2002
350,Olumide Oyedeji,SEA,2002
351,Robert Pack,MIN,2002
352,Scott Padgett,UTA,2002
354,Milt Palacio,BOS,2002
355,Milt Palacio,PHO,2002
356,Tony Parker,SAS,2002
357,Cherokee Parks,SAS,2002
358,Ruben Patterson,POR,2002
359,Gary Payton*,SEA,2002
360,Anthony Peeler,MIN,2002
361,Mike Penberthy,LAL,2002
362,Elliot Perry,MEM,2002
363,Wesley Person,CLE,2002
364,Morris Peterson,TOR,2002
365,Eric Piatkowski,LAC,2002
366,Paul Pierce,BOS,2002
367,Scottie Pippen*,POR,2002
368,Scot Pollard,SAC,2002
369,Mark Pope,MIL,2002
370,Terry Porter,SAS,2002
371,James Posey,DEN,2002
372,Lavor Postell,NYK,2002
373,Vitaly Potapenko,BOS,2002
374,Brent Price,SAC,2002
375,Joel Przybilla,MIL,2002
376,Vladimir Radmanovic,SEA,2002
377,Zach Randolph,POR,2002
378,Theo Ratliff,ATL,2002
379,Zeljko Rebraca,DET,2002
381,Eldridge Recasner,CHH,2002
382,Eldridge Recasner,LAC,2002
383,Michael Redd,MIL,2002
384,Don Reid,ORL,2002
385,Glen Rice,HOU,2002
386,Jason Richardson,GSW,2002
388,Norm Richardson,IND,2002
389,Norm Richardson,CHI,2002
390,Quentin Richardson,LAC,2002
391,Mitch Richmond*,LAL,2002
392,Isaiah Rider,DEN,2002
393,Clifford Robinson,DET,2002
394,David Robinson*,SAS,2002
395,Eddie Robinson,CHI,2002
396,Glenn Robinson,MIL,2002
397,Larry Robinson,NYK,2002
398,Carlos Rogers,IND,2002
400,Rodney Rogers,PHO,2002
401,Rodney Rogers,BOS,2002
402,Sean Rooks,LAC,2002
404,Jalen Rose,IND,2002
405,Jalen Rose,CHI,2002
406,Malik Rose,SAS,2002
407,Michael Ruffin,PHI,2002
408,Bryon Russell,UTA,2002
409,Daniel Santiago,PHO,2002
410,Jeryl Sasser,ORL,2002
411,Kenny Satterfield,DEN,2002
412,Brian Scalabrine,NJN,2002
413,Shawnelle Scott,DEN,2002
414,Ansu Sesay,SEA,2002
415,Brian Shaw,LAL,2002
416,Bobby Simmons,WAS,2002
417,Dickey Simpkins,ATL,2002
418,Brian Skinner,CLE,2002
420,Reggie Slater,NJN,2002
421,Reggie Slater,ATL,2002
422,Charles Smith,SAS,2002
424,Jabari Smith,SAC,2002
425,Jabari Smith,PHI,2002
426,Joe Smith,MIN,2002
427,Leon Smith,ATL,2002
428,Steve Smith,SAS,2002
429,Eric Snow,PHI,2002
430,Will Solomon,MEM,2002
431,Felton Spencer,NYK,2002
432,Latrell Sprewell,NYK,2002
433,Jerry Stackhouse,DET,2002
434,John Starks,UTA,2002
435,Vladimir Stepania,MIA,2002
436,DeShawn Stevenson,UTA,2002
437,Michael Stewart,TOR,2002
438,Bryant Stith,CLE,2002
439,John Stockton*,UTA,2002
440,Peja Stojakovic,SAC,2002
441,Damon Stoudamire,POR,2002
442,Erick Strickland,BOS,2002
443,Mark Strickland,ATL,2002
444,Rod Strickland,MIA,2002
445,Bruno Sundov,IND,2002
446,Bob Sura,GSW,2002
447,Stromile Swift,MEM,2002
448,Wally Szczerbiak,MIN,2002
449,Jason Terry,ATL,2002
450,Etan Thomas,WAS,2002
451,Kenny Thomas,HOU,2002
452,Kurt Thomas,NYK,2002
453,Tim Thomas,MIL,2002
454,Jamaal Tinsley,IND,2002
455,Oscar Torres,HOU,2002
456,Robert Traylor,CHH,2002
457,Gary Trent,MIN,2002
458,Jeff Trepagnier,CLE,2002
459,Jake Tsakalidis,PHO,2002
460,Hedo Turkoglu,SAC,2002
462,Nick Van Exel,DEN,2002
463,Nick Van Exel,DAL,2002
464,Keith Van Horn,NJN,2002
465,Ratko Varda,DET,2002
466,Jacque Vaughn,ATL,2002
467,Jake Voskuhl,PHO,2002
468,Antoine Walker,BOS,2002
469,Samaki Walker,LAL,2002
470,Ben Wallace,DET,2002
471,Gerald Wallace,SAC,2002
472,John Wallace,PHO,2002
473,Rasheed Wallace,POR,2002
474,Charlie Ward,NYK,2002
475,Earl Watson,SEA,2002
476,Clarence Weatherspoon,NYK,2002
477,Chris Webber,SAC,2002
478,Bonzi Wells,POR,2002
479,David Wesley,CHH,2002
480,Jahidi White,WAS,2002
481,Rodney White,DET,2002
482,Chris Whitney,WAS,2002
483,Aaron Williams,NJN,2002
484,Alvin Williams,TOR,2002
485,Eric Williams,BOS,2002
486,Jason Williams,MEM,2002
487,Jerome Williams,TOR,2002
488,Monty Williams,ORL,2002
489,Scott Williams,DEN,2002
490,Shammond Williams,SEA,2002
491,Walt Williams,HOU,2002
492,Corliss Williamson,DET,2002
493,Kevin Willis,HOU,2002
494,Loren Woods,MIN,2002
496,Metta World Peace,CHI,2002
497,Metta World Peace,IND,2002
498,Lorenzen Wright,MEM,2002
499,Wang Zhizhi,DAL,2002
