,Player,Tm,Year
0,Mahmoud Abdul-Rauf,SAC,1998
1,Tariq Abdul-Wahad,SAC,1998
2,Shareef Abdur-Rahim,VAN,1998
4,Cory Alexander,SAS,1998
5,Cory Alexander,DEN,1998
6,Ray Allen*,MIL,1998
7,Derek Anderson,CLE,1998
8,Greg Anderson,ATL,1998
10,Kenny Anderson,POR,1998
11,Kenny Anderson,BOS,1998
12,Nick Anderson,ORL,1998
13,Shandon Anderson,UTA,1998
14,Chris Anstey,DAL,1998
15,Greg Anthony,SEA,1998
17,B.J. Armstrong,GSW,1998
18,B.J. Armstrong,CHH,1998
19,Darrell Armstrong,ORL,1998
20,Vincent Askew,POR,1998
21,Keith Askins,MIA,1998
22,Stacey Augmon,POR,1998
24,Isaac Austin,MIA,1998
25,Isaac Austin,LAC,1998
26,Vin Baker,SEA,1998
27,Charles Barkley*,HOU,1998
28,Dana Barros,BOS,1998
30,Brent Barry,LAC,1998
31,Brent Barry,MIA,1998
32,Drew Barry,ATL,1998
33,Jon Barry,LAL,1998
34,Tony Battie,DEN,1998
35,Corey Beck,CHH,1998
36,Benoit Benjamin,PHI,1998
37,Mario Bennett,LAL,1998
39,David Benoit,NJN,1998
40,David Benoit,ORL,1998
41,Travis Best,IND,1998
43,Chauncey Billups,BOS,1998
44,Chauncey Billups,TOR,1998
45,Mookie Blaylock,ATL,1998
46,Corie Blount,LAL,1998
48,Muggsy Bogues,CHH,1998
49,Muggsy Bogues,GSW,1998
50,Etdrick Bohannon,IND,1998
51,Keith Booth,CHI,1998
52,Bruce Bowen,BOS,1998
53,Anthony Bowie,NYK,1998
54,Shawn Bradley,DAL,1998
55,Terrell Brandon,MIL,1998
56,Tim Breaux,MIL,1998
57,Scott Brooks,CLE,1998
58,Chucky Brown,ATL,1998
60,Dee Brown,BOS,1998
61,Dee Brown,TOR,1998
62,P.J. Brown,MIA,1998
63,Randy Brown,CHI,1998
64,Rick Brunson,POR,1998
65,Kobe Bryant,LAL,1998
66,Mark Bryant,PHO,1998
67,Jud Buechler,CHI,1998
68,Matt Bullard,HOU,1998
69,Scott Burrell,CHI,1998
70,Willie Burton,SAS,1998
71,Mitchell Butler,CLE,1998
73,Jason Caffey,CHI,1998
74,Jason Caffey,GSW,1998
75,Michael Cage,NJN,1998
76,Adrian Caldwell,DAL,1998
77,Marcus Camby,TOR,1998
78,Elden Campbell,LAL,1998
79,Antoine Carr,UTA,1998
80,Chris Carr,MIN,1998
81,Sam Cassell,NJN,1998
82,Kelvin Cato,POR,1998
83,Duane Causwell,MIA,1998
85,Cedric Ceballos,PHO,1998
86,Cedric Ceballos,DAL,1998
87,Tom Chambers,PHI,1998
88,Rex Chapman,PHO,1998
89,Calbert Cheaney,WAS,1998
90,Pete Chilcutt,VAN,1998
91,Chris Childs,NYK,1998
92,Doug Christie,TOR,1998
93,Keith Closs,LAC,1998
94,Derrick Coleman,PHI,1998
95,Bimbo Coles,GSW,1998
96,James Collins,LAC,1998
97,Marty Conlon,MIA,1998
98,Tyrone Corbin,ATL,1998
99,James Cotton,SEA,1998
100,Chris Crawford,ATL,1998
101,Austin Croshere,IND,1998
102,John Crotty,POR,1998
104,Terry Cummings,PHI,1998
105,Terry Cummings,NYK,1998
107,William Cunningham,UTA,1998
108,William Cunningham,PHI,1998
109,Bill Curley,MIN,1998
110,Dell Curry,CHH,1998
111,Michael Curry,MIL,1998
112,Erick Dampier,GSW,1998
113,Antonio Daniels,VAN,1998
114,Lloyd Daniels,TOR,1998
115,Yinka Dare,NJN,1998
116,Antonio Davis,IND,1998
117,Ben Davis,NYK,1998
118,Dale Davis,IND,1998
119,Emanual Davis,HOU,1998
120,Hubert Davis,DAL,1998
121,Mark Davis,PHI,1998
122,Terry Davis,WAS,1998
123,Todd Day,MIA,1998
124,Andrew DeClercq,BOS,1998
125,Terry Dehere,SAC,1998
126,Vinny Del Negro,SAS,1998
127,Bison Dele,DET,1998
129,Tony Delk,CHH,1998
130,Tony Delk,GSW,1998
131,Vlade Divac*,CHH,1998
132,Sherman Douglas,NJN,1998
133,Clyde Drexler*,HOU,1998
134,Chris Dudley,NYK,1998
135,Joe Dumars*,DET,1998
136,Tony Dumas,CLE,1998
137,Tim Duncan,SAS,1998
138,Ledell Eackles,WAS,1998
139,Tyus Edney,BOS,1998
140,Blue Edwards,VAN,1998
142,Kevin Edwards,NJN,1998
143,Kevin Edwards,ORL,1998
144,Howard Eisley,UTA,1998
145,Mario Elie,HOU,1998
146,Sean Elliott,SAS,1998
147,Dale Ellis,SEA,1998
148,Harold Ellis,DEN,1998
149,LaPhonso Ellis,DEN,1998
150,Pervis Ellison,BOS,1998
152,Brian Evans,ORL,1998
153,Brian Evans,NJN,1998
154,Patrick Ewing*,NYK,1998
155,Tony Farmer,CHH,1998
156,Jamie Feick,MIL,1998
157,Duane Ferrell,GSW,1998
158,Danny Ferry,CLE,1998
159,Michael Finley,DAL,1998
160,Derek Fisher,LAL,1998
161,Danny Fortson,DEN,1998
162,Greg Foster,UTA,1998
163,Rick Fox,LAL,1998
164,Adonal Foyle,GSW,1998
165,Todd Fuller,GSW,1998
166,Lawrence Funderburke,SAC,1998
167,Chris Garner,TOR,1998
168,Kevin Garnett,MIN,1998
169,Dean Garrett,DEN,1998
170,Kiwane Garris,DEN,1998
171,Chris Gatling,NJN,1998
172,Reggie Geary,SAS,1998
173,Matt Geiger,CHH,1998
174,Kendall Gill,NJN,1998
175,Armen Gilliam,MIL,1998
176,Anthony Goldwire,DEN,1998
177,Greg Graham,CLE,1998
178,Brian Grant,POR,1998
179,Gary Grant,POR,1998
180,Harvey Grant,WAS,1998
181,Horace Grant,ORL,1998
182,Ed Gray,ATL,1998
184,Jeff Grayer,CHH,1998
185,Jeff Grayer,GSW,1998
186,A.C. Green,DAL,1998
187,Litterial Green,MIL,1998
188,Derek Grimm,SAC,1998
189,Tom Gugliotta,MIN,1998
190,Jack Haley,NJN,1998
191,Darvin Ham,WAS,1998
192,Tom Hammonds,MIN,1998
193,Reggie Hanson,BOS,1998
194,Anfernee Hardaway,ORL,1998
195,Tim Hardaway,MIA,1998
196,Derek Harper,ORL,1998
197,Ron Harper,CHI,1998
198,Othella Harrington,HOU,1998
199,Lucious Harris,NJN,1998
200,Hersey Hawkins,SEA,1998
201,Alan Henderson,ATL,1998
202,Cedric Henderson,CLE,1998
203,Mark Hendrickson,SAC,1998
204,Steve Henson,DET,1998
205,Carl Herrera,SAS,1998
206,Sean Higgins,POR,1998
207,Grant Hill*,DET,1998
208,Tyrone Hill,MIL,1998
209,Fred Hoiberg,IND,1998
210,Jerald Honeycutt,MIL,1998
211,Jeff Hornacek,UTA,1998
212,Robert Horry,LAL,1998
213,Allan Houston,NYK,1998
214,Juwan Howard,WAS,1998
215,Stephen Howard,SEA,1998
216,Troy Hudson,UTA,1998
217,Lindsey Hunter,DET,1998
219,Bobby Hurley,SAC,1998
220,Bobby Hurley,VAN,1998
221,Zydrunas Ilgauskas,CLE,1998
222,Allen Iverson*,PHI,1998
223,Bobby Jackson,DEN,1998
224,Jaren Jackson,SAS,1998
226,Jim Jackson,PHI,1998
227,Jim Jackson,GSW,1998
228,Mark Jackson,IND,1998
229,Henry James,CLE,1998
230,Anthony Johnson,SAC,1998
231,Avery Johnson,SAS,1998
232,Eddie Johnson,HOU,1998
233,Ervin Johnson,MIL,1998
234,Kevin Johnson,PHO,1998
235,Larry Johnson,NYK,1998
236,Charles Jones,HOU,1998
237,Dontae' Jones,BOS,1998
238,Eddie Jones,LAL,1998
239,Popeye Jones,TOR,1998
240,Michael Jordan*,CHI,1998
241,Reggie Jordan,MIN,1998
242,Adam Keefe,UTA,1998
243,Shawn Kemp,CLE,1998
245,Tim Kempton,ORL,1998
246,Tim Kempton,TOR,1998
247,Steve Kerr,CHI,1998
248,Jerome Kersey,SEA,1998
249,Jason Kidd*,PHO,1998
250,Kerry Kittles,NJN,1998
251,Joe Kleine,CHI,1998
252,Brevin Knight,CLE,1998
253,Travis Knight,BOS,1998
254,Toni Kukoc,CHI,1998
255,Christian Laettner,ATL,1998
256,Andrew Lang,MIL,1998
257,Antonio Lang,MIA,1998
258,Rusty LaRue,CHI,1998
259,Priest Lauderdale,DEN,1998
260,Jason Lawson,ORL,1998
261,Tim Legler,WAS,1998
262,Voshon Lenard,MIA,1998
263,Alton Lister,POR,1998
264,Randy Livingston,ATL,1998
265,Horacio Llamas Grey,PHO,1998
266,Brad Lohaus,SAS,1998
267,Grant Long,DET,1998
268,Luc Longley,CHI,1998
269,George Lynch,VAN,1998
270,Sam Mack,VAN,1998
271,Don MacLean,NJN,1998
272,Gerald Madkins,GSW,1998
273,Rick Mahorn,DET,1998
274,Dan Majerle,MIA,1998
275,Karl Malone*,UTA,1998
276,Matt Maloney,HOU,1998
277,Danny Manning,PHO,1998
278,Stephon Marbury,MIN,1998
279,Donyell Marshall,GSW,1998
280,Darrick Martin,LAC,1998
281,Jamal Mashburn,MIA,1998
282,Anthony Mason,CHH,1998
283,Tony Massenburg,VAN,1998
285,Vernon Maxwell,ORL,1998
