,Player,Tm,G,Year
0,Maurice Cheeks,PHI,82,1986
31,Reggie Theus,SAC,82,1986
23,T.R. Dunn,DEN,82,1986
24,Roy Hinson,CLE,82,1986
25,Gerald Henderson,SEA,82,1986
26,Bob Hansen,UTA,82,1986
27,A.C. Green,LAL,82,1986
28,Sleepy Floyd,GSW,82,1986
29,John Stockton,UTA,82,1986
30,George Gervin,CHI,82,1986
32,Randy Breuer,MIL,82,1986
21,Jay Humphries,PHO,82,1986
33,Rolando Blackman,DAL,82,1986
34,Larry Bird,BOS,82,1986
36,Thurl Bailey,UTA,82,1986
37,Kevin Willis,ATL,82,1986
38,Buck Williams,NJN,82,1986
39,Mychal Thompson,POR,82,1986
40,Danny Young,SEA,82,1986
1,Terry Teagle,GSW,82,1986
22,Joe Dumars,DET,82,1986
35,Gene Banks,CHI,82,1986
20,Geoff Huston,GSW,82,1986
10,Michael Cooper,LAL,82,1986
19,Eddie Johnson,SAC,82,1986
3,Tony Campbell,DET,82,1986
4,Mike Sanders,PHO,82,1986
5,Alvin Robertson,SAS,82,1986
6,Clint Richardson,IND,82,1986
2,Jerry Sichting,BOS,82,1986
8,Jim Petersen,HOU,82,1986
9,Mike Mitchell,SAS,82,1986
7,Robert Reid,HOU,82,1986
11,Xavier McDaniel,SEA,82,1986
13,Kyle Macy,CHI,82,1986
14,Lewis Lloyd,HOU,82,1986
15,Terry Cummings,MIL,82,1986
16,Bill Laimbeer,DET,82,1986
17,Brad Davis,DAL,82,1986
12,Rodney McCray,HOU,82,1986
18,Jon Koncak,ATL,82,1986
55,Steve Colter,POR,81,1986
53,Darrell Walker,NYK,81,1986
54,Cliff Levingston,ATL,81,1986
59,Wayman Tisdale,IND,81,1986
56,Ben Poquette,CLE,81,1986
57,Kelly Tripucka,DET,81,1986
58,Ricky Pierce,MIL,81,1986
51,Mike Gminski,NJN,81,1986
52,Mark Olberding,SAC,81,1986
46,Jerome Whitehead,GSW,81,1986
50,Karl Malone,UTA,81,1986
48,Charles Jones,WSB,81,1986
47,Mike Woodson,SAC,81,1986
45,Gerald Wilkins,NYK,81,1986
44,Robert Parish,BOS,81,1986
43,Mike Evans,DEN,81,1986
42,Alex English,DEN,81,1986
41,Randy Wittman,ATL,81,1986
49,Alton Lister,MIL,81,1986
77,Danny Vranes,SEA,80,1986
73,Ed Pinckney,PHO,80,1986
74,Earl Cureton,DET,80,1986
75,Joe Kleine,SAC,80,1986
76,Jay Vincent,DAL,80,1986
82,Bill Walton,BOS,80,1986
78,Jeff Malone,WSB,80,1986
80,Rick Mahorn,DET,80,1986
81,Bill Garnett,IND,80,1986
71,Manute Bol,WSB,80,1986
72,Sam Perkins,DAL,80,1986
79,Charles Barkley,PHI,80,1986
70,Jack Sikma,SEA,80,1986
64,Sidney Green,CHI,80,1986
69,Paul Pressey,MIL,80,1986
61,Rickey Green,UTA,80,1986
63,Caldwell Jones,POR,80,1986
60,Danny Schayes,DEN,80,1986
62,Vern Fleming,IND,80,1986
65,Danny Ainge,BOS,80,1986
66,Mark Eaton,UTA,80,1986
67,LaSalle Thompson,SAC,80,1986
68,Melvin Turpin,CLE,80,1986
91,Kelvin Ransey,NJN,79,1986
99,Benoit Benjamin,LAC,79,1986
98,Darwin Cook,NJN,79,1986
97,Joe Barry Carroll,GSW,79,1986
96,Kareem Abdul-Jabbar,LAL,79,1986
94,Jerome Kersey,POR,79,1986
93,Terry Porter,POR,79,1986
92,Scott Wedman,BOS,79,1986
95,Mickey Johnson,NJN,79,1986
90,Spud Webb,ATL,79,1986
88,Vinnie Johnson,DET,79,1986
83,Kiki Vandeweghe,POR,79,1986
87,Bill Hanzlik,DEN,79,1986
86,Derek Harper,DAL,79,1986
85,Ralph Sampson,HOU,79,1986
84,Steve Stipanovich,IND,79,1986
89,Dan Roundfield,WSB,79,1986
107,Kenny Fields,MIL,78,1986
113,John Bagley,CLE,78,1986
112,Alvan Adams,PHO,78,1986
111,Ricky Sobers,SEA,78,1986
110,Michael Cage,LAC,78,1986
109,Al Wood,SEA,78,1986
108,Herb Williams,IND,78,1986
105,Dominique Wilkins,ATL,78,1986
106,Carey Scurry,UTA,78,1986
104,Mitchell Wiggins,HOU,78,1986
103,Dennis Johnson,BOS,78,1986
102,Wayne Cooper,DEN,78,1986
101,Cliff Robinson,WSB,78,1986
100,Fat Lever,DEN,78,1986
122,Maurice Lucas,LAL,77,1986
119,Otis Birdsong,NJN,77,1986
121,Gus Williams,WSB,77,1986
