,Player,Tm,G,Year
0,Brian Grant,MIA,82,2003
23,Kevin Garnett,MIN,82,2003
25,Gilbert Arenas,GSW,82,2003
26,Eric Snow,PHI,82,2003
28,Al Harrington,IND,82,2003
29,Moochie Norris,HOU,82,2003
30,Junior Harrington,DEN,82,2003
31,John Stockton,UTA,82,2003
32,Steve Nash,DAL,82,2003
33,Trenton Hassell,CHI,82,2003
34,Amar'e Stoudemire,PHO,82,2003
35,Scott Padgett,UTA,82,2003
36,Shandon Anderson,NYK,82,2003
37,Darrell Armstrong,ORL,82,2003
38,Tony Parker,SAS,82,2003
39,Alan Henderson,ATL,82,2003
40,Kendall Gill,MIN,82,2003
41,Corliss Williamson,DET,82,2003
42,Anthony Peeler,MIN,82,2003
43,Mark Jackson,UTA,82,2003
1,Walter McCarty,BOS,82,2003
24,Pau Gasol,MEM,82,2003
27,Richard Hamilton,DET,82,2003
22,Yao Ming,HOU,82,2003
11,Jamal Mashburn,NOH,82,2003
2,Morris Peterson,TOR,82,2003
3,Jason Richardson,GSW,82,2003
4,Adonal Foyle,GSW,82,2003
5,Allan Houston,NYK,82,2003
6,Michael Redd,MIL,82,2003
21,Eric Williams,BOS,82,2003
8,Allen Iverson,PHI,82,2003
9,Erick Dampier,GSW,82,2003
10,Jalen Rose,CHI,82,2003
7,Derek Fisher,LAL,82,2003
12,Michael Jordan,WAS,82,2003
14,Bruce Bowen,SAS,82,2003
15,Mike Dunleavy,GSW,82,2003
16,Joe Johnson,PHO,82,2003
17,Kobe Bryant,LAL,82,2003
18,Antawn Jamison,GSW,82,2003
19,Jamaal Magloire,NOH,82,2003
20,Predrag Drobnjak,SEA,82,2003
13,Howard Eisley,NYK,82,2003
61,Aaron Williams,NJN,81,2003
57,Pat Garrity,ORL,81,2003
58,Steve Francis,HOU,81,2003
59,Jason Terry,ATL,81,2003
60,Zydrunas Ilgauskas,CLE,81,2003
65,Shawn Marion,PHO,81,2003
62,Shareef Abdur-Rahim,ATL,81,2003
63,Stephon Marbury,PHO,81,2003
64,Shawn Bradley,DAL,81,2003
55,Greg Ostertag,UTA,81,2003
56,Brendan Haywood,WAS,81,2003
52,Carlos Boozer,CLE,81,2003
54,Tim Duncan,SAS,81,2003
44,Jason Collins,NJN,81,2003
51,Karl Malone,UTA,81,2003
50,Nikoloz Tskitishvili,DEN,81,2003
49,Theo Ratliff,ATL,81,2003
48,Calbert Cheaney,UTA,81,2003
47,George Lynch,NOH,81,2003
46,Eddy Curry,CHI,81,2003
45,Clifford Robinson,DET,81,2003
53,Kurt Thomas,NYK,81,2003
83,Milt Palacio,CLE,80,2003
79,Vlade Divac,SAC,80,2003
81,Andre Miller,LAC,80,2003
82,Malik Allen,MIA,80,2003
88,Kwame Brown,WAS,80,2003
84,Dirk Nowitzki,DAL,80,2003
85,Bo Outlaw,PHO,80,2003
86,Aaron McKie,PHI,80,2003
87,Jon Barry,DET,80,2003
77,Tim Thomas,MIL,80,2003
78,Doug Christie,SAC,80,2003
80,Keon Clark,SAC,80,2003
76,Gary Trent,MIN,80,2003
74,Jumaine Jones,CLE,80,2003
73,Jamal Crawford,CHI,80,2003
72,Richard Jefferson,NJN,80,2003
71,Stephen Jackson,SAS,80,2003
70,Jacque Vaughn,ORL,80,2003
69,Jason Kidd,NJN,80,2003
68,Andrei Kirilenko,UTA,80,2003
67,DeSagana Diop,CLE,80,2003
66,Nene Hilario,DEN,80,2003
75,Robert Horry,LAL,80,2003
94,Clarence Weatherspoon,NYK,79,2003
97,Troy Hudson,MIN,79,2003
96,Ricky Davis,CLE,79,2003
95,Vladimir Stepania,MIA,79,2003
91,Earl Watson,MEM,79,2003
93,Paul Pierce,BOS,79,2003
92,Troy Murphy,GSW,79,2003
90,Malik Rose,SAS,79,2003
89,Shawn Kemp,ORL,79,2003
104,Alvin Williams,TOR,78,2003
110,Caron Butler,MIA,78,2003
109,Michael Curry,DET,78,2003
107,Mike James,MIA,78,2003
106,Dale Davis,POR,78,2003
105,P.J. Brown,NOH,78,2003
108,Sam Cassell,MIL,78,2003
103,Shane Battier,MEM,78,2003
101,Donyell Marshall,CHI,78,2003
98,Ruben Patterson,POR,78,2003
100,Antoine Walker,BOS,78,2003
99,Matt Harpring,UTA,78,2003
102,Arvydas Sabonis,POR,78,2003
117,Eddie Griffin,HOU,77,2003
123,Zach Randolph,POR,77,2003
122,Andrew DeClercq,ORL,77,2003
120,Marc Jackson,MIN,77,2003
119,Jermaine O'Neal,IND,77,2003
118,Jeff Foster,IND,77,2003
121,Brian Skinner,PHI,77,2003
116,Lucious Harris,NJN,77,2003
115,Kenyon Martin,NJN,77,2003
114,Juwan Howard,DEN,77,2003
111,Donnell Harvey,DEN,77,2003
113,Rasho Nesterovic,MIN,77,2003
112,Rashard Lewis,SEA,77,2003
129,Rick Fox,LAL,76,2003
128,Derek Anderson,POR,76,2003
127,Jason Williams,MEM,76,2003
126,Kareem Rush,LAL,76,2003
125,Dion Glover,ATL,76,2003
124,Christian Laettner,WAS,76,2003
137,Tyson Chandler,CHI,75,2003
143,Greg Buckner,PHI,75,2003
142,Tyronn Lue,WAS,75,2003
141,Michael Doleac,NYK,75,2003
140,Jay Williams,CHI,75,2003
139,Jeff McInnis,POR,75,2003
138,Steve Kerr,SAS,75,2003
133,Raja Bell,DAL,75,2003
136,Jeryl Sasser,ORL,75,2003
134,Tracy McGrady,ORL,75,2003
130,Mike Batiste,MEM,75,2003
132,Darvin Ham,ATL,75,2003
131,Brent Barry,SEA,75,2003
135,Bonzi Wells,POR,75,2003
144,Keith Van Horn,PHI,74,2003
145,Adrian Griffin,DAL,74,2003
146,Rasheed Wallace,POR,74,2003
147,Othella Harrington,NYK,74,2003
148,Latrell Sprewell,NYK,74,2003
149,Chauncey Billups,DET,74,2003
154,Nick Van Exel,DAL,73,2003
157,Brad Miller,IND,73,2003
156,Kelvin Cato,HOU,73,2003
155,Cuttino Mobley,HOU,73,2003
150,David Wesley,NOH,73,2003
153,Ira Newble,ATL,73,2003
152,Ben Wallace,DET,73,2003
151,Jamaal Tinsley,IND,73,2003
166,Rodney White,DEN,72,2003
165,Peja Stojakovic,SAC,72,2003
163,Travis Best,MIA,72,2003
164,Rasual Butler,MIA,72,2003
160,Ron Mercer,IND,72,2003
162,Mehmet Okur,DET,72,2003
159,Vladimir Radmanovic,SEA,72,2003
158,Casey Jacobsen,PHO,72,2003
161,Brian Shaw,LAL,72,2003
167,Jerome Williams,TOR,71,2003
168,Devean George,LAL,71,2003
169,Kevin Willis,SAS,71,2003
170,Erick Strickland,IND,71,2003
174,Reggie Miller,IND,70,2003
176,Jerry Stackhouse,WAS,70,2003
175,Lorenzen Wright,MEM,70,2003
172,Sean Rooks,LAC,70,2003
173,Bryon Russell,WAS,70,2003
171,Stacey Augmon,NOH,70,2003
181,Michael Finley,DAL,69,2003
184,Manu Ginobili,SAS,69,2003
183,Metta World Peace,IND,69,2003
182,Raef LaFrentz,DAL,69,2003
178,Glenn Robinson,ATL,69,2003
180,Ervin Johnson,MIL,69,2003
179,Robert Traylor,NOH,69,2003
177,Scott Williams,PHO,69,2003
185,Earl Boykins,GSW,68,2003
186,Rodney Rogers,NJN,68,2003
194,Darius Miles,CLE,67,2003
200,Antonio Daniels,POR,67,2003
199,Jelani McCoy,TOR,67,2003
198,Stromile Swift,MEM,67,2003
197,Maurice Taylor,HOU,67,2003
196,Larry Hughes,WAS,67,2003
195,Hedo Turkoglu,SAC,67,2003
189,Tony Delk,BOS,67,2003
193,Tony Battie,BOS,67,2003
191,Samaki Walker,LAL,67,2003
190,Chris Webber,SAC,67,2003
188,Shaquille O'Neal,LAL,67,2003
187,Reggie Evans,SEA,67,2003
192,Michael Bradley,TOR,67,2003
204,Walt Williams,DAL,66,2003
207,Marko Jaric,LAC,66,2003
206,Charlie Ward,NYK,66,2003
205,Courtney Alexander,NOH,66,2003
203,Anthony Johnson,NJN,66,2003
202,Smush Parker,CLE,66,2003
201,Wesley Person,MEM,66,2003
208,Kerry Kittles,NJN,65,2003
209,Jake Voskuhl,PHO,65,2003
210,Anthony Mason,MIL,65,2003
211,Chucky Atkins,DET,65,2003
219,Eddie Robinson,CHI,64,2003
218,John Salmons,PHI,64,2003
216,Scottie Pippen,POR,64,2003
217,Derrick Coleman,PHI,64,2003
214,David Robinson,SAS,64,2003
215,Danny Ferry,SAS,64,2003
212,Corey Maggette,LAC,64,2003
213,J.R. Bremer,BOS,64,2003
220,Voshon Lenard,TOR,63,2003
222,Fred Hoiberg,CHI,63,2003
223,Jim Jackson,SAC,63,2003
221,Toni Kukoc,MIL,63,2003
224,Glen Rice,HOU,62,2003
225,Eric Piatkowski,LAC,62,2003
226,Ryan Bowen,DEN,62,2003
227,Pat Burke,ORL,62,2003
228,Elton Brand,LAC,62,2003
229,DeShawn Stevenson,UTA,61,2003
230,Dan Langhi,PHO,60,2003
234,Bobby Jackson,SAC,59,2003
236,Vincent Yarbrough,DEN,59,2003
235,Quentin Richardson,LAC,59,2003
232,Brian Scalabrine,NJN,59,2003
233,Damon Stoudamire,POR,59,2003
231,Chris Andersen,DEN,59,2003
237,James Posey,HOU,58,2003
238,Tony Massenburg,UTA,58,2003
239,Juaquin Hawkins,HOU,58,2003
240,Stanislav Medvedenko,LAL,58,2003
241,Anfernee Hardaway,PHO,58,2003
248,LaPhonso Ellis,MIA,55,2003
247,Brevin Knight,MEM,55,2003
246,Lonny Baxter,CHI,55,2003
245,Keyon Dooling,LAC,55,2003
244,Bob Sura,GSW,55,2003
242,Eddie House,MIA,55,2003
243,Mike Bibby,SAC,55,2003
249,Joe Smith,MIN,54,2003
250,Mark Blount,DEN,54,2003
251,Mark Madsen,LAL,54,2003
252,Qyntel Woods,POR,53,2003
253,Kevin Ollie,MIL,53,2003
254,Steve Smith,SAS,53,2003
255,Antonio Davis,TOR,53,2003
259,Vin Baker,BOS,52,2003
261,Melvin Ely,LAC,52,2003
260,Desmond Mason,SEA,52,2003
258,Chris Mihm,CLE,52,2003
257,Gary Payton,SEA,52,2003
256,Wally Szczerbiak,MIN,52,2003
262,Chris Jefferies,TOR,51,2003
263,Drew Gooden,MEM,51,2003
264,Kedrick Brown,BOS,51,2003
265,Jerome Moiso,NOH,51,2003
266,Jerome James,SEA,51,2003
267,Jason Caffey,MIL,51,2003
268,Shammond Williams,BOS,51,2003
272,John Amaechi,UTA,50,2003
271,Dan Dickau,ATL,50,2003
270,Corie Blount,CHI,50,2003
269,Baron Davis,NOH,50,2003
273,Dan Gadzuric,MIL,49,2003
274,Terence Morris,HOU,49,2003
275,Damon Jones,SAC,49,2003
276,Lamar Odom,LAC,49,2003
277,Gordan Giricek,MEM,49,2003
278,Austin Croshere,IND,49,2003
279,Anthony Carter,MIA,49,2003
280,Mike Miller,ORL,49,2003
281,Avery Johnson,DAL,48,2003
282,Eduardo Najera,DAL,48,2003
287,Calvin Booth,SEA,47,2003
290,Dajuan Wagner,CLE,47,2003
289,Gerald Wallace,SAC,47,2003
288,Rod Strickland,MIN,47,2003
283,Michael Stewart,CLE,47,2003
286,Eddie Jones,MIA,47,2003
285,Rafer Alston,TOR,47,2003
284,Ray Allen,MIL,47,2003
291,Chris Wilcox,LAC,46,2003
292,Kenny Thomas,PHI,46,2003
293,Jonathan Bender,IND,46,2003
294,Ansu Sesay,SEA,45,2003
295,Carlos Arroyo,UTA,44,2003
297,Vince Carter,TOR,43,2003
296,Hubert Davis,DET,43,2003
299,Tayshaun Prince,DET,42,2003
