,Player,Tm,G,Year
0,Thaddeus Young,PHI,82,2011
16,Shannon Brown,LAL,82,2011
29,Lamar Odom,LAL,82,2011
28,Travis Outlaw,NJN,82,2011
27,James Harden,OKC,82,2011
26,Blake Griffin,LAC,82,2011
25,DeMar DeRozan,TOR,82,2011
24,Metta World Peace,LAL,82,2011
23,Boris Diaw,CHA,82,2011
22,Dorell Wright,GSW,82,2011
21,Eric Maynor,OKC,82,2011
20,Russell Westbrook,OKC,82,2011
19,Wesley Matthews,POR,82,2011
18,Luol Deng,CHI,82,2011
17,C.J. Watson,CHI,82,2011
1,Kyle Korver,CHI,82,2011
15,Jason Terry,DAL,82,2011
7,D.J. Augustin,CHA,82,2011
14,Al Jefferson,UTA,82,2011
2,Pau Gasol,LAL,82,2011
3,Jared Dudley,PHO,82,2011
5,Brook Lopez,NJN,82,2011
6,Omer Asik,CHI,82,2011
4,Jrue Holiday,PHI,82,2011
8,Keith Bogans,CHI,82,2011
9,Kobe Bryant,LAL,82,2011
10,Serge Ibaka,OKC,82,2011
11,Landry Fields,NYK,82,2011
12,Ben Gordon,DET,82,2011
13,Derek Fisher,LAL,82,2011
40,Toney Douglas,NYK,81,2011
48,J.J. Barea,DAL,81,2011
47,LaMarcus Aldridge,POR,81,2011
46,Roy Hibbert,IND,81,2011
45,Al-Farouq Aminu,LAC,81,2011
44,DeMarcus Cousins,SAC,81,2011
43,DeJuan Blair,SAS,81,2011
42,Marc Gasol,MEM,81,2011
41,Ronnie Brewer,CHI,81,2011
38,Elton Brand,PHI,81,2011
39,Ramon Sessions,CLE,81,2011
37,Courtney Lee,HOU,81,2011
36,Andre Miller,POR,81,2011
35,Eric Bledsoe,LAC,81,2011
34,Derrick Rose,CHI,81,2011
33,Richard Jefferson,SAS,81,2011
32,Spencer Hawes,PHI,81,2011
31,Mike Conley,MEM,81,2011
30,James Jones,MIA,81,2011
67,Taj Gibson,CHI,80,2011
62,Reggie Williams,GSW,80,2011
63,Gary Neal,SAS,80,2011
64,Ty Lawson,DEN,80,2011
66,Greg Monroe,DET,80,2011
71,DeAndre Jordan,LAC,80,2011
68,Marco Belinelli,NOH,80,2011
69,Nicolas Batum,POR,80,2011
70,Manu Ginobili,SAS,80,2011
60,Samuel Dalembert,SAC,80,2011
61,Ray Allen,BOS,80,2011
65,Hakim Warrick,PHO,80,2011
59,Chris Paul,NOH,80,2011
54,Grant Hill,PHO,80,2011
50,Monta Ellis,GSW,80,2011
51,Shawn Marion,DAL,80,2011
52,Earl Watson,UTA,80,2011
53,Kevin Martin,HOU,80,2011
58,Paul Pierce,BOS,80,2011
55,Keyon Dooling,MIL,80,2011
56,J.J. Hickson,CLE,80,2011
57,Jason Kidd,DAL,80,2011
49,Darrell Arthur,MEM,80,2011
77,LeBron James,MIA,79,2011
82,JaVale McGee,WAS,79,2011
81,Beno Udrih,SAC,79,2011
80,Luc Mbah a Moute,MIL,79,2011
79,J.R. Smith,DEN,79,2011
78,Danny Granger,IND,79,2011
76,Darren Collison,IND,79,2011
75,Thabo Sefolosha,OKC,79,2011
73,Wesley Johnson,MIN,79,2011
72,Steve Blake,LAL,79,2011
74,Zaza Pachulia,ATL,79,2011
89,Rudy Fernandez,POR,78,2011
93,Sam Young,MEM,78,2011
92,Kevin Durant,OKC,78,2011
91,C.J. Miles,UTA,78,2011
90,Chase Budinger,HOU,78,2011
87,Glen Davis,BOS,78,2011
88,Tony Parker,SAS,78,2011
85,Amar'e Stoudemire,NYK,78,2011
84,Evan Turner,PHI,78,2011
83,Dwight Howard,ORL,78,2011
86,Tayshaun Prince,DET,78,2011
94,Willie Green,NOH,77,2011
95,Josh Smith,ATL,77,2011
96,Al Horford,ATL,77,2011
97,Jason Smith,NOH,77,2011
98,Chris Bosh,MIA,77,2011
99,Johan Petro,NJN,77,2011
100,Channing Frye,PHO,77,2011
