,Player,Tm,G,Year
0,Jarron Collins,UTA,82,2007
26,Damien Wilkins,SEA,82,2007
20,Andrew Bynum,LAL,82,2007
21,Antonio McDyess,DET,82,2007
22,Carlos Delfino,DET,82,2007
23,Derek Fisher,UTA,82,2007
24,Chris Wilcox,SEA,82,2007
25,Mike James,MIN,82,2007
27,Dwight Howard,ORL,82,2007
18,Craig Smith,MIN,82,2007
28,Hakim Warrick,MEM,82,2007
29,Randy Foye,MIN,82,2007
30,Ben Gordon,CHI,82,2007
31,Martell Webster,POR,82,2007
32,Danny Granger,IND,82,2007
33,Rafer Alston,HOU,82,2007
19,Vince Carter,NJN,82,2007
1,Michael Finley,SAS,82,2007
17,Bruce Bowen,SAS,82,2007
8,Mike Bibby,SAC,82,2007
16,Smush Parker,LAL,82,2007
2,Paul Millsap,UTA,82,2007
3,Luol Deng,CHI,82,2007
4,Tayshaun Prince,DET,82,2007
5,Shane Battier,HOU,82,2007
7,Samuel Dalembert,PHI,82,2007
6,Charlie Bell,MIL,82,2007
9,Andris Biedrins,GSW,82,2007
10,Jannero Pargo,NOK,82,2007
11,Mark Blount,MIN,82,2007
12,Nick Collison,SEA,82,2007
13,Amar'e Stoudemire,PHO,82,2007
14,DeShawn Stevenson,WAS,82,2007
15,Eric Snow,CLE,82,2007
41,Rasual Butler,NOK,81,2007
48,Ricky Davis,MIN,81,2007
47,Anderson Varejao,CLE,81,2007
46,DeSagana Diop,DAL,81,2007
45,Darrell Armstrong,IND,81,2007
43,Eddy Curry,NYK,81,2007
42,Donyell Marshall,CLE,81,2007
44,Jamaal Magloire,POR,81,2007
40,Jason Terry,DAL,81,2007
34,Jarvis Hayes,WAS,81,2007
38,Johan Petro,SEA,81,2007
37,Shelden Williams,ATL,81,2007
36,Ruben Patterson,MIL,81,2007
35,Gerald Green,BOS,81,2007
39,Quinton Ross,LAC,81,2007
58,Shawn Marion,PHO,80,2007
66,Deron Williams,UTA,80,2007
65,Leandro Barbosa,PHO,80,2007
64,Elton Brand,LAC,80,2007
63,Luther Head,HOU,80,2007
62,Shareef Abdur-Rahim,SAC,80,2007
61,Mehmet Okur,UTA,80,2007
60,Drew Gooden,CLE,80,2007
59,Jason Kidd,NJN,80,2007
56,Jason Collins,NJN,80,2007
57,Antonio Daniels,WAS,80,2007
55,Kirk Hinrich,CHI,80,2007
54,Devin Harris,DAL,80,2007
53,Rasho Nesterovic,TOR,80,2007
52,Juwan Howard,HOU,80,2007
51,Tim Duncan,SAS,80,2007
50,Kevin Martin,SAC,80,2007
49,Darko Milicic,ORL,80,2007
72,Joey Graham,TOR,79,2007
75,Jarrett Jack,POR,79,2007
74,Udonis Haslem,MIA,79,2007
73,Marcus Williams,NJN,79,2007
67,John Salmons,SAC,79,2007
71,Mikki Moore,NJN,79,2007
68,Fabricio Oberto,SAS,79,2007
70,Linas Kleiza,DEN,79,2007
69,Francisco Garcia,SAC,79,2007
84,Adam Morrison,CHA,78,2007
89,Rajon Rondo,BOS,78,2007
88,Chuck Hayes,HOU,78,2007
87,LeBron James,CLE,78,2007
86,Raja Bell,PHO,78,2007
76,Rudy Gay,MEM,78,2007
85,Dirk Nowitzki,DAL,78,2007
82,Cuttino Mobley,LAC,78,2007
81,Dahntay Jones,MEM,78,2007
80,Antoine Walker,MIA,78,2007
79,Raymond Felton,CHA,78,2007
78,Sebastian Telfair,BOS,78,2007
77,Zydrunas Ilgauskas,CLE,78,2007
83,Chris Duhon,CHI,78,2007
95,Kobe Bryant,LAL,77,2007
99,Monta Ellis,GSW,77,2007
98,Brendan Haywood,WAS,77,2007
97,Matt Harpring,UTA,77,2007
96,Alonzo Mourning,MIA,77,2007
94,Tony Parker,SAS,77,2007
93,Ben Wallace,CHI,77,2007
91,Jameer Nelson,ORL,77,2007
90,Earl Watson,SEA,77,2007
92,Jose Calderon,TOR,77,2007
105,Tim Thomas,LAC,76,2007
110,Steve Nash,PHO,76,2007
109,Kevin Garnett,MIN,76,2007
108,Maurice Evans,LAL,76,2007
107,Matt Barnes,GSW,76,2007
106,Andre Iguodala,PHI,76,2007
104,Trenton Hassell,MIN,76,2007
103,Bostjan Nachbar,NJN,76,2007
102,James Jones,PHO,76,2007
101,Erick Dampier,DAL,76,2007
100,Greg Buckner,DAL,76,2007
118,Ime Udoka,POR,75,2007
123,Chris Kaman,LAC,75,2007
122,Brent Barry,SAS,75,2007
121,Eduardo Najera,DEN,75,2007
120,Rasheed Wallace,DET,75,2007
119,Richard Hamilton,DET,75,2007
115,Jeff Foster,IND,75,2007
117,Chucky Atkins,MEM,75,2007
116,Desmond Mason,NOK,75,2007
114,T.J. Ford,TOR,75,2007
113,Manu Ginobili,SAS,75,2007
112,Corey Maggette,LAC,75,2007
111,Dikembe Mutombo,HOU,75,2007
127,Kyle Korver,PHI,74,2007
128,Gilbert Arenas,WAS,74,2007
124,Carlos Boozer,UTA,74,2007
126,Willie Green,PHI,74,2007
125,Stephon Marbury,NYK,74,2007
129,Ryan Gomes,BOS,73,2007
130,Tyson Chandler,NOK,73,2007
131,Hedo Turkoglu,ORL,73,2007
132,Jake Voskuhl,CHA,73,2007
