,Player,Tm,G,Year
0,Corey Brewer,HOU,82,2016
10,James Harden,HOU,82,2016
1,Shabazz Muhammad,MIN,82,2016
17,Langston Galloway,NYK,82,2016
16,Al-Farouq Aminu,POR,82,2016
15,Ramon Sessions,WAS,82,2016
13,Mason Plumlee,POR,82,2016
12,Zach LaVine,MIN,82,2016
11,Will Barton,DEN,82,2016
14,Gorgui Dieng,MIN,82,2016
9,Isaiah Thomas,BOS,82,2016
7,Tristan Thompson,CLE,82,2016
6,Karl-Anthony Towns,MIN,82,2016
5,P.J. Tucker,PHO,82,2016
4,Bismack Biyombo,TOR,82,2016
3,Al Horford,ATL,82,2016
2,Robin Lopez,NYK,82,2016
8,Enes Kanter,OKC,82,2016
36,Marvin Williams,CHO,81,2016
31,Jared Sullinger,BOS,81,2016
32,Paul Millsap,ATL,81,2016
34,Jared Dudley,WAS,81,2016
35,Frank Kaminsky,CHO,81,2016
40,Kemba Walker,CHO,81,2016
37,Andrew Wiggins,MIN,81,2016
38,Joe Ingles,UTA,81,2016
39,Trevor Ariza,HOU,81,2016
29,Doug McDermott,CHI,81,2016
30,Paul George,IND,81,2016
33,Patty Mills,SAS,81,2016
28,T.J. McConnell,PHI,81,2016
23,Evan Turner,BOS,81,2016
27,Raul Neto,UTA,81,2016
20,Julius Randle,LAL,81,2016
21,Roy Hibbert,LAL,81,2016
22,Monta Ellis,IND,81,2016
19,Aron Baynes,DET,81,2016
24,Ed Davis,POR,81,2016
25,Andre Drummond,DET,81,2016
18,Draymond Green,GSW,81,2016
26,Allen Crabbe,POR,81,2016
50,Dante Cunningham,NOP,80,2016
58,D'Angelo Russell,LAL,80,2016
57,Dennis Schroder,ATL,80,2016
56,Nikola Jokic,DEN,80,2016
55,Gordon Hayward,UTA,80,2016
54,Trey Lyles,UTA,80,2016
53,Steven Adams,OKC,80,2016
52,CJ McCollum,POR,80,2016
51,Kyle Korver,ATL,80,2016
48,Garrett Temple,WAS,80,2016
49,Cory Joseph,TOR,80,2016
47,Marcus Morris,DET,80,2016
46,Giannis Antetokounmpo,MIL,80,2016
45,Derrick Williams,NYK,80,2016
44,Raymond Felton,DAL,80,2016
43,Russell Westbrook,OKC,80,2016
42,Klay Thompson,GSW,80,2016
41,Wesley Johnson,LAC,80,2016
68,Bojan Bogdanovic,BRK,79,2016
75,Greg Monroe,MIL,79,2016
74,Evan Fournier,ORL,79,2016
73,Reggie Jackson,DET,79,2016
72,Trevor Booker,UTA,79,2016
71,Lavoy Allen,IND,79,2016
70,Jamal Crawford,LAC,79,2016
69,Mario Hezonja,ORL,79,2016
61,Jordan Clarkson,LAL,79,2016
67,Stephen Curry,GSW,79,2016
65,Rodney Hood,UTA,79,2016
64,Danny Green,SAS,79,2016
63,Mirza Teletovic,PHO,79,2016
62,Jeff Teague,ATL,79,2016
59,Khris Middleton,MIL,79,2016
60,Patrick Patterson,TOR,79,2016
66,Amir Johnson,BOS,79,2016
85,DeMar DeRozan,TOR,78,2016
92,Aaron Gordon,ORL,78,2016
91,Alex Len,PHO,78,2016
90,Jeremy Lin,CHO,78,2016
89,Shaun Livingston,GSW,78,2016
88,Noah Vonleh,POR,78,2016
87,Shane Larkin,BRK,78,2016
86,Dion Waiters,OKC,78,2016
83,Kosta Koufos,SAC,78,2016
84,Wesley Matthews,DAL,78,2016
82,David West,SAS,78,2016
81,Maurice Harkless,POR,78,2016
80,Kyle Anderson,SAS,78,2016
