,Player,Tm,G,Year
0,Chris Duhon,CHI,82,2005
13,Kevin Garnett,MIN,82,2005
24,Nick Collison,SEA,82,2005
23,Stephon Marbury,NYK,82,2005
22,Ben Gordon,CHI,82,2005
21,Joe Johnson,PHO,82,2005
20,Matt Bonner,TOR,82,2005
19,Luke Ridnour,SEA,82,2005
18,Ricky Davis,BOS,82,2005
17,Earl Boykins,DEN,82,2005
16,Mark Blount,BOS,82,2005
15,Drew Gooden,CLE,82,2005
14,Damon Jones,MIA,82,2005
1,Mehmet Okur,UTA,82,2005
12,Andre Miller,DEN,82,2005
6,Andre Iguodala,PHI,82,2005
11,Morris Peterson,TOR,82,2005
2,Tayshaun Prince,DET,82,2005
4,Bruce Bowen,SAS,82,2005
5,P.J. Brown,NOH,82,2005
3,Dwight Howard,ORL,82,2005
7,Paul Pierce,BOS,82,2005
8,Chucky Atkins,LAL,82,2005
9,Kyle Korver,PHI,82,2005
10,Trenton Hassell,MIN,82,2005
33,Dan Gadzuric,MIL,81,2005
40,Marc Jackson,PHI,81,2005
39,Andres Nocioni,CHI,81,2005
38,Wally Szczerbiak,MIN,81,2005
37,Darius Songaila,SAC,81,2005
36,Jason Kapono,CHA,81,2005
35,Jalen Rose,TOR,81,2005
34,Eric Snow,CLE,81,2005
32,Chris Bosh,TOR,81,2005
31,Marcus Banks,BOS,81,2005
30,Brent Barry,SAS,81,2005
29,Damon Stoudamire,POR,81,2005
28,Tony Battie,ORL,81,2005
27,Gordan Giricek,UTA,81,2005
26,Elton Brand,LAC,81,2005
25,Shawn Marion,PHO,81,2005
62,LeBron James,CLE,80,2005
57,Trevor Ariza,NYK,80,2005
58,Gilbert Arenas,WAS,80,2005
59,Mo Williams,MIL,80,2005
60,Eddie Jones,MIA,80,2005
61,Jerome James,SEA,80,2005
67,Mike Bibby,SAC,80,2005
63,Rafer Alston,TOR,80,2005
65,Jason Terry,DAL,80,2005
66,Shane Battier,MEM,80,2005
55,Josh Childress,ATL,80,2005
68,Chauncey Billups,DET,80,2005
69,Tyson Chandler,CHI,80,2005
56,Lorenzen Wright,MEM,80,2005
64,Amar'e Stoudemire,PHO,80,2005
54,Raef LaFrentz,BOS,80,2005
41,Jason Collins,NJN,80,2005
53,Udonis Haslem,MIA,80,2005
43,Dikembe Mutombo,HOU,80,2005
44,Latrell Sprewell,MIN,80,2005
45,Kurt Thomas,NYK,80,2005
46,Yao Ming,HOU,80,2005
42,Earl Watson,MEM,80,2005
47,Michael Doleac,MIA,80,2005
49,Tony Parker,SAS,80,2005
50,Milt Palacio,TOR,80,2005
51,Rick Brunson,LAC,80,2005
52,Beno Udrih,SAS,80,2005
48,Desmond Mason,MIL,80,2005
75,Melvin Ely,CHA,79,2005
78,Troy Hudson,MIN,79,2005
77,Jerome Williams,NYK,79,2005
76,Reggie Evans,SEA,79,2005
73,Jameer Nelson,ORL,79,2005
74,Mike Dunleavy,GSW,79,2005
72,Rasheed Wallace,DET,79,2005
71,Quentin Richardson,PHO,79,2005
70,Michael Ruffin,WAS,79,2005
87,Matt Harpring,UTA,78,2005
86,Zydrunas Ilgauskas,CLE,78,2005
83,Quinton Ross,LAC,78,2005
84,Steve Francis,ORL,78,2005
85,Adonal Foyle,GSW,78,2005
82,Dirk Nowitzki,DAL,78,2005
80,Alan Henderson,DAL,78,2005
79,Tracy McGrady,HOU,78,2005
81,Ray Allen,SEA,78,2005
93,Jared Jeffries,WAS,77,2005
97,Gary Payton,BOS,77,2005
