,Player,Tm,G,Year,ID
386,Bo Outlaw,LAC,82,1997,outlabo01
330,Jim McIlvaine,SEA,82,1997,mcilvji01
522,Loy Vaught,LAC,82,1997,vaughlo01
77,Antoine Carr,UTA,82,1997,carran01
519,Gary Trent,POR,82,1997,trentga01
217,Hersey Hawkins,SEA,82,1997,hawkihe01
371,Johnny Newman,MIL,82,1997,newmajo01
226,Jeff Hornacek,UTA,82,1997,hornaje01
361,Tracy Murray,WSB,82,1997,murratr01
231,Juwan Howard,WSB,82,1997,howarju01
235,Lindsey Hunter,DET,82,1997,hunteli01
348,Sam Mitchell,MIN,82,1997,mitchsa01
251,Ervin Johnson,DEN,82,1997,johnser02
257,Michael Jordan,CHI,82,1997,jordami01
399,Elliot Perry,MIL,82,1997,perryel01
264,Steve Kerr,CHI,82,1997,kerrst01
315,Darrick Martin,LAC,82,1997,martida01
504,Bob Sura,CLE,82,1997,surabo01
503,Derek Strong,ORL,82,1997,stronde01
502,Rod Strickland,WSB,82,1997,stricro02
305,Matt Maloney,HOU,82,1997,malonma01
304,Karl Malone,UTA,82,1997,malonka01
149,Howard Eisley,UTA,82,1997,eisleho01
71,Michael Cage,PHI,82,1997,cagemi01
498,John Stockton,UTA,82,1997,stockjo01
282,Christian Laettner,ATL,82,1997,laettch01
395,Gary Payton,SEA,82,1997,paytoga01
274,Kerry Kittles,NJN,82,1997,kittlke01
7,Ray Allen,MIL,82,1997,allenra02
10,Greg Anderson,SAS,82,1997,andergr01
543,Chris Whitney,WSB,82,1997,whitnch01
180,Kendall Gill,NJN,82,1997,gillke01
524,Antoine Walker,BOS,82,1997,walkean02
443,Roy Rogers,VAN,82,1997,rogerro02
409,Terry Porter,MIN,82,1997,portete01
11,Kenny Anderson,POR,82,1997,anderke01
152,Dale Ellis,DEN,82,1997,ellisda01
26,Isaac Austin,MIA,82,1997,austiis01
117,Antonio Davis,IND,82,1997,davisan01
161,Danny Ferry,CLE,82,1997,ferryda01
408,Olden Polynice,SAC,82,1997,polynol01
407,Scottie Pippen,CHI,82,1997,pippesc01
534,Clarence Weatherspoon,PHI,82,1997,weathcl01
492,Jerry Stackhouse,PHI,81,1997,stackje01
130,Vlade Divac,CHH,81,1997,divacvl01
199,Tom Gugliotta,MIN,81,1997,guglito01
442,Rodney Rogers,LAC,81,1997,rogerro01
431,Clifford Robinson,POR,81,1997,robincl02
454,Bryon Russell,UTA,81,1997,russebr01
499,Damon Stoudamire,TOR,81,1997,stoudda01
137,Chris Dudley,POR,81,1997,dudlech02
262,Shawn Kemp,SEA,81,1997,kempsh01
426,Mitch Richmond,SAC,81,1997,richmmi01
344,Reggie Miller,IND,81,1997,millere01
398,Sam Perkins,SEA,81,1997,perkisa01
96,Doug Christie,TOR,81,1997,chrisdo01
123,Todd Day,BOS,81,1997,dayto01
481,Michael Smith,SAC,81,1997,smithmi02
211,Tim Hardaway,MIA,81,1997,hardati01
108,Michael Curry,DET,81,1997,currymi01
205,Tom Hammonds,DEN,81,1997,hammoto01
230,Allan Houston,NYK,81,1997,houstal01
168,Derek Fisher,LAL,80,1997,fishede01
255,Eddie Jones,LAL,80,1997,jonesed02
181,Armen Gilliam,MIL,80,1997,gilliar01
119,Dale Davis,IND,80,1997,davisda01
223,Grant Hill,DET,80,1997,hillgr01
545,Gerald Wilkins,ORL,80,1997,wilkige01
1,Shareef Abdur-Rahim,VAN,80,1997,abdursh01
410,Vitaly Potapenko,CLE,80,1997,potapvi01
3,Cory Alexander,SAS,80,1997,alexaco01
400,Wesley Person,PHO,80,1997,persowe01
362,Dikembe Mutombo,ATL,80,1997,mutomdi01
476,Joe Smith,GSW,80,1997,smithjo02
469,Malik Sealy,LAC,80,1997,sealyma01
345,Chris Mills,CLE,80,1997,millsch01
433,Glenn Robinson,MIL,80,1997,robingl01
491,Latrell Sprewell,GSW,80,1997,sprewla01
59,P.J. Brown,MIA,80,1997,brownpj01
322,Lee Mayberry,VAN,80,1997,maybele01
382,Charles Oakley,NYK,80,1997,oaklech01
357,Chris Mullin,GSW,79,1997,mullich01
562,Corliss Williamson,SAC,79,1997,willico02
169,Greg Foster,UTA,79,1997,fostegr01
424,Glen Rice,CHH,79,1997,ricegl01
132,Sherman Douglas,MIL,79,1997,douglsh01
346,Terry Mills,DET,79,1997,millste01
520,Nick Van Exel,LAL,79,1997,vanexni01
530,Charlie Ward,NYK,79,1997,wardch01
90,Calbert Cheaney,WSB,79,1997,cheanca01
256,Popeye Jones,TOR,79,1997,jonespo01
320,Tony Massenburg,NJN,79,1997,masseto01
465,Byron Scott,LAL,79,1997,scottby01
138,Joe Dumars,DET,79,1997,dumarjo01
515,Otis Thorpe,DET,79,1997,thorpot01
22,Keith Askins,MIA,78,1997,askinke01
37,Mookie Blaylock,ATL,78,1997,blaylmo01
188,Harvey Grant,WSB,78,1997,grantha01
156,Patrick Ewing,NYK,78,1997,ewingpa01
27,Vin Baker,MIL,78,1997,bakervi01
