,Player,Tm,G,Year
0,Mark West,PHO,82,1993
33,Kevin Gamble,BOS,82,1993
24,Mike Brown,UTA,82,1993
26,Michael Cage,SEA,82,1993
27,Charles Oakley,NYK,82,1993
28,Hakeem Olajuwon,HOU,82,1993
29,A.C. Green,LAL,82,1993
30,Gary Payton,SEA,82,1993
31,Eddie Johnson,SEA,82,1993
32,Tyrone Corbin,UTA,82,1993
34,Larry Johnson,CHH,82,1993
22,Buck Williams,POR,82,1993
35,Duane Ferrell,ATL,82,1993
36,Kenny Smith,HOU,82,1993
37,B.J. Armstrong,CHI,82,1993
38,Terrell Brandon,CLE,82,1993
39,LaPhonso Ellis,DEN,82,1993
40,Dale Ellis,SAS,82,1993
41,Dan Majerle,PHO,82,1993
1,Dale Davis,IND,82,1993
23,Scott Brooks,HOU,82,1993
25,James Worthy,LAL,82,1993
21,Anthony Avent,MIL,82,1993
11,Xavier McDaniel,BOS,82,1993
2,Karl Malone,UTA,82,1993
3,Craig Ehlo,CLE,82,1993
4,Blue Edwards,MIL,82,1993
5,John Stockton,UTA,82,1993
6,Glen Rice,MIA,82,1993
7,Vlade Divac,LAL,82,1993
20,Mario Elie,POR,82,1993
9,Clifford Robinson,POR,82,1993
10,Dikembe Mutombo,DEN,82,1993
8,Clarence Weatherspoon,PHI,82,1993
12,David Benoit,UTA,82,1993
17,Detlef Schrempf,IND,82,1993
13,David Robinson,SAS,82,1993
18,Mark Jackson,LAC,82,1993
19,Lee Mayberry,MIL,82,1993
16,Sedale Threatt,LAL,82,1993
15,Reggie Miller,IND,82,1993
14,Adam Keefe,ATL,82,1993
51,Tim Perry,PHI,81,1993
59,Muggsy Bogues,CHH,81,1993
58,Mahmoud Abdul-Rauf,DEN,81,1993
57,Anthony Mason,NYK,81,1993
56,Bimbo Coles,MIA,81,1993
55,Larry Stewart,WSB,81,1993
54,Tom Gugliotta,WSB,81,1993
53,Shaquille O'Neal,ORL,81,1993
52,Hersey Hawkins,PHI,81,1993
50,Carl Herrera,HOU,81,1993
48,Patrick Ewing,NYK,81,1993
47,Terry Porter,POR,81,1993
46,Sam Mitchell,IND,81,1993
45,Terry Mills,DET,81,1993
44,Christian Laettner,MIN,81,1993
43,Rik Smits,IND,81,1993
49,Scottie Pippen,CHI,81,1993
42,Charles Smith,NYK,81,1993
74,Reggie Lewis,BOS,80,1993
69,Paul Graham,ATL,80,1993
75,Kevin Willis,ATL,80,1993
73,John Starks,NYK,80,1993
72,Dee Brown,BOS,80,1993
71,Mark Bryant,POR,80,1993
70,Ron Harper,LAC,80,1993
68,Brad Lohaus,MIL,80,1993
60,Danny Ainge,PHO,80,1993
66,Chris Smith,MIN,80,1993
65,Gerald Wilkins,CLE,80,1993
64,Mookie Blaylock,ATL,80,1993
63,Doug West,MIN,80,1993
62,Rumeal Robinson,NJN,80,1993
61,Dell Curry,CHH,80,1993
67,Armen Gilliam,PHI,80,1993
91,Bill Laimbeer,DET,79,1993
88,Nick Anderson,ORL,79,1993
89,Reggie Williams,DEN,79,1993
90,Bob McCann,MIN,79,1993
86,Loy Vaught,LAC,79,1993
92,Sam Bowie,NJN,79,1993
93,Isiah Thomas,DET,79,1993
94,Elden Campbell,LAL,79,1993
87,Eric Murdock,MIL,79,1993
76,Fred Roberts,MIL,79,1993
85,Donald Hodge,DAL,79,1993
84,Robert Parish,BOS,79,1993
83,Jeff Malone,UTA,79,1993
82,Jeff Hornacek,PHI,79,1993
81,Danny Manning,LAC,79,1993
80,Robert Horry,HOU,79,1993
79,Byron Houston,GSW,79,1993
78,Matt Bullard,HOU,79,1993
77,Sherman Douglas,BOS,79,1993
104,Jay Humphries,UTA,78,1993
103,Alonzo Mourning,CHH,78,1993
101,Shawn Kemp,SEA,78,1993
105,Joe Kleine,BOS,78,1993
102,Jon Koncak,ATL,78,1993
98,Rod Strickland,POR,78,1993
100,Marcus Liberty,DEN,78,1993
95,Chuck Person,MIN,78,1993
97,Scott Skiles,ORL,78,1993
96,Michael Jordan,CHI,78,1993
99,George McCloud,IND,78,1993
114,Frank Johnson,PHO,77,1993
121,Doc Rivers,NYK,77,1993
120,Derrick McKey,SEA,77,1993
119,Lloyd Daniels,SAS,77,1993
118,Stanley Roberts,LAC,77,1993
117,Joe Dumars,DET,77,1993
116,Donald Royal,ORL,77,1993
115,Latrell Sprewell,GSW,77,1993
113,Robert Pack,DEN,77,1993
112,Horace Grant,CHI,77,1993
111,Larry Nance,CLE,77,1993
110,Anthony Peeler,LAL,77,1993
109,Anthony Bowie,ORL,77,1993
108,Chucky Brown,NJN,77,1993
107,Ricky Pierce,SEA,77,1993
106,Chris Morris,NJN,77,1993
127,Micheal Williams,MIN,76,1993
130,Charles Barkley,PHO,76,1993
129,Grant Long,MIA,76,1993
128,Derrick Coleman,NJN,76,1993
126,Danny Ferry,CLE,76,1993
124,Wayman Tisdale,SAC,76,1993
123,Scott Hastings,DEN,76,1993
122,Ken Norman,LAC,76,1993
125,Stacey King,CHI,76,1993
138,Vern Fleming,IND,75,1993
131,Randy Brown,SAC,75,1993
132,Jeff Turner,ORL,75,1993
133,Kenny Gattison,CHH,75,1993
134,Terry Davis,DAL,75,1993
135,Tony Bennett,CHH,75,1993
136,Mark Price,CLE,75,1993
137,Avery Johnson,SAS,75,1993
144,Walter Bond,DAL,74,1993
147,Johnny Dawkins,PHI,74,1993
146,Pooh Richardson,IND,74,1993
145,Kevin Duckworth,POR,74,1993
139,Cedric Ceballos,PHO,74,1993
143,Rick Mahorn,NJN,74,1993
142,John Williams,LAC,74,1993
141,Gary Grant,LAC,74,1993
140,Tyrone Hill,GSW,74,1993
154,Stacey Augmon,ATL,73,1993
152,Andrew Lang,PHI,73,1993
155,Vinny Del Negro,SAS,73,1993
153,Tom Chambers,PHO,73,1993
149,Nate McMillan,SEA,73,1993
151,Harold Miner,MIA,73,1993
