,Player,Tm,G,Year
0,Mikki Moore,SAC,82,2008
33,Jarrett Jack,POR,82,2008
25,Jarvis Hayes,DET,82,2008
26,Carlos Delfino,TOR,82,2008
27,Samuel Dalembert,PHI,82,2008
28,Ricky Davis,MIA,82,2008
29,Dwight Howard,ORL,82,2008
30,Baron Davis,GSW,82,2008
31,Andre Iguodala,PHI,82,2008
32,Allen Iverson,DEN,82,2008
34,Andray Blatche,WAS,82,2008
22,Adonal Foyle,ORL,82,2008
35,Jordan Farmar,LAL,82,2008
36,DeShawn Stevenson,WAS,82,2008
37,Jason Terry,DAL,82,2008
38,Luis Scola,HOU,82,2008
39,Hedo Turkoglu,ORL,82,2008
40,Leandro Barbosa,PHO,82,2008
41,Jason Richardson,CHA,82,2008
1,Kobe Bryant,LAL,82,2008
23,Mike Dunleavy,IND,82,2008
24,Ryan Gomes,MIN,82,2008
21,Derek Fisher,LAL,82,2008
11,Fabricio Oberto,SAS,82,2008
2,Deron Williams,UTA,82,2008
3,Kyle Lowry,MEM,82,2008
4,Jason Maxiell,DET,82,2008
5,Jose Calderon,TOR,82,2008
6,Andre Miller,PHI,82,2008
7,Paul Millsap,UTA,82,2008
8,Juan Carlos Navarro,MEM,82,2008
20,Michael Finley,SAS,82,2008
10,Andres Nocioni,CHI,82,2008
9,Richard Jefferson,NJN,82,2008
12,Emeka Okafor,CHA,82,2008
13,Travis Outlaw,POR,82,2008
14,Anthony Parker,TOR,82,2008
15,Keith Bogans,ORL,82,2008
16,Joe Johnson,ATL,82,2008
17,Al Jefferson,MIN,82,2008
18,Tayshaun Prince,DET,82,2008
19,Boris Diaw,PHO,82,2008
49,Al Harrington,GSW,81,2008
55,Monta Ellis,GSW,81,2008
54,David Lee,NYK,81,2008
53,Al Horford,ATL,81,2008
52,Bruce Bowen,SAS,81,2008
51,Rudy Gay,MEM,81,2008
50,John Salmons,SAC,81,2008
56,Steve Blake,POR,81,2008
48,Steve Nash,PHO,81,2008
46,Carlos Boozer,UTA,81,2008
45,Kelenna Azubuike,GSW,81,2008
44,Jason Kapono,TOR,81,2008
43,Rashard Lewis,ORL,81,2008
42,Josh Smith,ATL,81,2008
47,Reggie Evans,PHI,81,2008
64,Jamal Crawford,NYK,80,2008
70,Lou Williams,PHI,80,2008
69,Danny Granger,IND,80,2008
68,Jeff Green,SEA,80,2008
67,Paul Pierce,BOS,80,2008
66,Chris Paul,NOH,80,2008
65,Shane Battier,HOU,80,2008
63,Roger Mason,WAS,80,2008
62,Brendan Haywood,WAS,80,2008
61,Jannero Pargo,NOH,80,2008
60,Darius Songaila,WAS,80,2008
59,Marvin Williams,ATL,80,2008
58,Kevin Durant,SEA,80,2008
57,Matt Carroll,CHA,80,2008
76,Brandon Bass,DAL,79,2008
80,Amar'e Stoudemire,PHO,79,2008
79,Corey Brewer,MIN,79,2008
78,Linas Kleiza,DEN,79,2008
77,Antawn Jamison,WAS,79,2008
81,Francisco Garcia,SAC,79,2008
75,Chuck Hayes,HOU,79,2008
73,Al Thornton,LAC,79,2008
72,Marcus Camby,DEN,79,2008
71,Raymond Felton,CHA,79,2008
74,Tyson Chandler,NOH,79,2008
89,Jamario Moon,TOR,78,2008
95,Eduardo Najera,DEN,78,2008
93,Andrew Bogut,MIL,78,2008
92,Tim Duncan,SAS,78,2008
91,Devin Brown,CLE,78,2008
90,Chauncey Billups,DET,78,2008
94,Andrea Bargnani,TOR,78,2008
88,Kendrick Perkins,BOS,78,2008
86,Ronny Turiaf,LAL,78,2008
85,Earl Watson,SEA,78,2008
84,Antonio McDyess,DET,78,2008
83,Channing Frye,POR,78,2008
82,Nick Collison,SEA,78,2008
87,Eddie House,BOS,78,2008
101,Dirk Nowitzki,DAL,77,2008
105,Rajon Rondo,BOS,77,2008
104,Craig Smith,MIN,77,2008
103,Lamar Odom,LAL,77,2008
102,Cuttino Mobley,LAC,77,2008
100,Peja Stojakovic,NOH,77,2008
99,Joel Przybilla,POR,77,2008
98,Rasheed Wallace,DET,77,2008
97,Jeff Foster,IND,77,2008
96,Carmelo Anthony,DEN,77,2008
112,David West,NOH,76,2008
118,Ronnie Brewer,UTA,76,2008
117,Josh Childress,ATL,76,2008
116,Vince Carter,NJN,76,2008
115,Jason Smith,PHI,76,2008
114,Morris Peterson,NOH,76,2008
113,Andris Biedrins,GSW,76,2008
106,Josh Howard,DAL,76,2008
110,LaMarcus Aldridge,POR,76,2008
109,Damien Wilkins,SEA,76,2008
108,Quinton Ross,LAC,76,2008
107,Charlie Villanueva,MIL,76,2008
111,Matt Harpring,UTA,76,2008
126,Rashad McCants,MIN,75,2008
131,Troy Murphy,IND,75,2008
130,Kirk Hinrich,CHI,75,2008
129,LeBron James,CLE,75,2008
128,Tony Allen,BOS,75,2008
127,Arron Afflalo,DET,75,2008
125,Royal Ivey,MIL,75,2008
124,Marko Jaric,MIN,75,2008
123,Martell Webster,POR,75,2008
122,Nick Young,WAS,75,2008
121,Bostjan Nachbar,NJN,75,2008
120,Hakim Warrick,MEM,75,2008
119,Raja Bell,PHO,75,2008
139,Willie Green,PHI,74,2008
145,Quincy Douby,SAC,74,2008
144,Rafer Alston,HOU,74,2008
143,Marquis Daniels,IND,74,2008
142,Thaddeus Young,PHI,74,2008
140,James Posey,BOS,74,2008
141,Joakim Noah,CHI,74,2008
138,Luke Walton,LAL,74,2008
136,Jacque Vaughn,SAS,74,2008
135,Tyrus Thomas,CHI,74,2008
134,J.R. Smith,DEN,74,2008
133,Manu Ginobili,SAS,74,2008
132,Brandon Roy,POR,74,2008
137,Brevin Knight,LAC,74,2008
150,Matt Barnes,GSW,73,2008
153,Ime Udoka,SAS,73,2008
152,Sean Williams,NJN,73,2008
151,Zydrunas Ilgauskas,CLE,73,2008
154,Jared Dudley,CHA,73,2008
149,Stephen Jackson,GSW,73,2008
147,Ray Allen,BOS,73,2008
146,Luther Head,HOU,73,2008
148,Jared Jeffries,NYK,73,2008
161,Sasha Vujacic,LAL,72,2008
166,Andrei Kirilenko,UTA,72,2008
165,Sergio Rodriguez,POR,72,2008
164,Brad Miller,SAC,72,2008
163,Johan Petro,SEA,72,2008
162,Nate Robinson,NYK,72,2008
160,Ben Gordon,CHI,72,2008
159,Erick Dampier,DAL,72,2008
158,Richard Hamilton,DET,72,2008
157,Mehmet Okur,UTA,72,2008
156,Michael Redd,MIL,72,2008
155,Keyon Dooling,ORL,72,2008
172,Kareem Rush,IND,71,2008
171,Kenyon Martin,DEN,71,2008
170,Antonio Daniels,WAS,71,2008
169,Kevin Garnett,BOS,71,2008
168,Spencer Hawes,SAC,71,2008
167,Rasho Nesterovic,TOR,71,2008
180,Anthony Carter,DEN,70,2008
184,Bobby Simmons,MIL,70,2008
183,Dominic McGuire,WAS,70,2008
182,Mike Miller,MEM,70,2008
181,Rodney Carney,PHI,70,2008
179,Darko Milicic,MEM,70,2008
178,Corey Maggette,LAC,70,2008
177,Grant Hill,PHO,70,2008
176,Jarron Collins,UTA,70,2008
175,Kris Humphries,TOR,70,2008
174,Fred Jones,NYK,70,2008
173,Josh Boone,NJN,70,2008
188,Zach Randolph,NYK,69,2008
190,Thabo Sefolosha,CHI,69,2008
189,Glen Davis,BOS,69,2008
186,Tony Parker,SAS,69,2008
187,Mark Blount,MIA,69,2008
185,Jameer Nelson,ORL,69,2008
191,Maurice Evans,ORL,68,2008
192,Charlie Bell,MIL,68,2008
193,Matt Bonner,SAS,68,2008
194,Chris Bosh,TOR,67,2008
195,Jason Williams,MIA,67,2008
196,Dan Dickau,LAC,67,2008
197,Damon Jones,CLE,67,2008
202,Tracy McGrady,HOU,66,2008
204,Mo Williams,MIL,66,2008
203,Chris Duhon,CHI,66,2008
198,Travis Diener,IND,66,2008
201,Mickael Pietrus,GSW,66,2008
199,Brian Skinner,PHO,66,2008
200,Yi Jianlian,MIL,66,2008
205,Hilton Armstrong,NOH,65,2008
206,Shawne Williams,IND,65,2008
207,Quentin Richardson,NYK,65,2008
208,Vladimir Radmanovic,LAL,65,2008
209,Renaldo Balkman,NYK,65,2008
210,Beno Udrih,SAC,65,2008
211,Josh Powell,LAC,64,2008
212,Mario West,ATL,64,2008
214,Tim Thomas,LAC,63,2008
213,Luol Deng,CHI,63,2008
215,Gerald Wallace,CHA,62,2008
216,Zaza Pachulia,ATL,62,2008
217,Chris Wilcox,SEA,62,2008
218,Carlos Arroyo,ORL,62,2008
219,Amir Johnson,DET,62,2008
220,Nazr Mohammed,CHA,61,2008
221,Kevin Martin,SAC,61,2008
222,Ronnie Price,UTA,61,2008
223,Luke Ridnour,SEA,61,2008
224,Aaron Gray,CHI,61,2008
227,Sebastian Telfair,MIN,60,2008
228,Ryan Hollins,CHA,60,2008
225,Chris Quinn,MIA,60,2008
226,C.J. Miles,UTA,60,2008
231,Eddy Curry,NYK,59,2008
229,Desmond Mason,MIL,59,2008
230,Daequan Cook,MIA,59,2008
232,Caron Butler,WAS,58,2008
233,Jerry Stackhouse,DAL,58,2008
234,Daniel Gibson,CLE,58,2008
235,James Jones,POR,58,2008
236,Jason Hart,UTA,57,2008
237,Rodney Stuckey,DET,57,2008
238,Julian Wright,NOH,57,2008
239,Metta World Peace,SAC,57,2008
243,Acie Law,ATL,56,2008
242,Dwayne Jones,CLE,56,2008
240,Leon Powe,BOS,56,2008
241,Chris Kaman,LAC,56,2008
244,Yao Ming,HOU,55,2008
245,David Harrison,IND,55,2008
246,Yakhouba Diawara,DEN,54,2008
247,Jeff McInnis,CHA,54,2008
248,Devean George,DAL,53,2008
249,Marcus Williams,NJN,53,2008
250,Ryan Bowen,NOH,53,2008
251,Mike Conley,MEM,53,2008
252,Casey Jacobsen,MEM,53,2008
255,Chris Richard,MIN,52,2008
254,Melvin Ely,NOH,52,2008
253,DeSagana Diop,DAL,52,2008
257,Aaron Brooks,HOU,51,2008
258,Jason Kidd,NJN,51,2008
259,Drew Gooden,CLE,51,2008
260,Sasha Pavlovic,CLE,51,2008
261,Dwyane Wade,MIA,51,2008
262,Bonzi Wells,HOU,51,2008
263,T.J. Ford,TOR,51,2008
264,Dan Gadzuric,MIL,51,2008
256,Rasual Butler,NOH,51,2008
267,Ben Wallace,CHI,50,2008
269,Joe Smith,CHI,50,2008
270,Wally Szczerbiak,SEA,50,2008
266,Kyle Korver,UTA,50,2008
268,Darrell Armstrong,NJN,50,2008
265,Juwan Howard,DAL,50,2008
271,Udonis Haslem,MIA,49,2008
272,Malik Rose,NYK,49,2008
273,Anderson Varejao,CLE,48,2008
274,Malik Allen,NJN,48,2008
275,Brian Scalabrine,BOS,48,2008
276,Shawn Marion,PHO,47,2008
277,Eddie Jones,DAL,47,2008
280,Antoine Walker,MIN,46,2008
281,Bobby Jackson,NOH,46,2008
282,Michael Ruffin,MIL,46,2008
279,Earl Barron,MIA,46,2008
278,Mardy Collins,NYK,46,2008
283,Nenad Krstic,NJN,45,2008
284,Robert Horry,SAS,45,2008
285,Brian Cook,ORL,45,2008
286,Austin Croshere,GSW,44,2008
287,Jake Voskuhl,MIL,44,2008
288,J.J. Barea,DAL,44,2008
289,Dorell Wright,MIA,44,2008
290,Alexander Johnson,MIA,43,2008
291,Jason Collins,NJN,43,2008
294,Jermaine O'Neal,IND,42,2008
295,Anthony Johnson,ATL,42,2008
293,Kurt Thomas,SEA,42,2008
292,Carl Landry,HOU,42,2008
296,Francisco Elson,SAS,41,2008
297,Ira Newble,CLE,41,2008
298,Antoine Wright,NJN,41,2008
299,Larry Hughes,CLE,40,2008
300,Kevin Ollie,PHI,40,2008
301,Jamaal Tinsley,IND,39,2008
302,Pau Gasol,MEM,39,2008
303,Devin Harris,DAL,39,2008
304,Dikembe Mutombo,HOU,39,2008
305,Mickael Gelabale,SEA,39,2008
306,Raef LaFrentz,POR,39,2008
307,Randy Foye,MIN,39,2008
310,Joey Graham,TOR,38,2008
311,Sam Cassell,LAC,38,2008
308,Jermareo Davidson,CHA,38,2008
309,Brandan Wright,GSW,38,2008
313,Trenton Hassell,DAL,37,2008
312,Brian Cardinal,MEM,37,2008
314,Juan Dixon,TOR,36,2008
315,Earl Boykins,CHA,36,2008
316,Shelden Williams,ATL,36,2008
321,Steve Novak,HOU,35,2008
324,Wilson Chandler,NYK,35,2008
322,Andrew Bynum,LAL,35,2008
323,Solomon Jones,ATL,35,2008
320,Salim Stoudamire,ATL,35,2008
319,Oleksiy Pecherov,WAS,35,2008
318,Stromile Swift,MEM,35,2008
317,Delonte West,SEA,35,2008
325,J.J. Redick,ORL,34,2008
326,Marco Belinelli,GSW,33,2008
327,Shaquille O'Neal,MIA,33,2008
328,D.J. Strawberry,PHO,33,2008
329,Andre Brown,MEM,33,2008
330,Mike Bibby,ATL,33,2008
331,Tyronn Lue,ATL,33,2008
332,Mike James,HOU,33,2008
333,C.J. Watson,GSW,32,2008
337,Pat Garrity,ORL,31,2008
338,Calvin Booth,PHI,31,2008
339,Brent Barry,SAS,31,2008
336,Andre Owens,IND,31,2008
334,Damon Stoudamire,SAS,31,2008
335,Greg Buckner,MIN,31,2008
340,Aaron Williams,LAC,30,2008
341,Ike Diogu,IND,30,2008
342,Gerald Green,MIN,29,2008
344,Javaris Crittenton,MEM,28,2008
345,Derek Anderson,CHA,28,2008
343,Walter Herrmann,DET,28,2008
346,Kirk Snyder,MIN,27,2008
347,Awvee Storey,MIL,26,2008
348,Didier Ilunga-Mbenga,LAL,26,2008
350,Alonzo Mourning,MIA,25,2008
352,James Augustine,ORL,25,2008
349,Bobby Jones,DEN,25,2008
351,Dahntay Jones,SAC,25,2008
353,Joel Anthony,MIA,24,2008
354,Jamaal Magloire,NJN,24,2008
355,Patrick O'Bryant,GSW,24,2008
356,Lindsey Hunter,DET,24,2008
357,Michael Doleac,MIN,24,2008
358,Chucky Atkins,DEN,24,2008
359,Marcus Banks,PHO,24,2008
360,Stephon Marbury,NYK,24,2008
361,Trevor Ariza,LAL,24,2008
365,Ronald Murray,IND,23,2008
364,Kwame Brown,LAL,23,2008
362,Chris Mihm,LAL,23,2008
363,Kenny Thomas,SAC,23,2008
366,Nick Fazekas,LAC,22,2008
367,Paul Davis,LAC,22,2008
368,Othella Harrington,CHA,22,2008
369,Stephen Graham,IND,22,2008
370,Scot Pollard,BOS,22,2008
371,Adrian Griffin,CHI,22,2008
372,Justin Williams,SAC,22,2008
373,Gordan Giricek,UTA,22,2008
374,Eric Snow,CLE,22,2008
375,Von Wafer,DEN,21,2008
377,Ruben Patterson,LAC,20,2008
378,Mark Madsen,MIN,20,2008
376,Primoz Brezec,CHA,20,2008
379,Jeremy Richardson,ATL,19,2008
380,Steven Hunter,DEN,19,2008
381,Sean Marks,PHO,19,2008
382,Smush Parker,LAC,19,2008
383,Randolph Morris,NYK,18,2008
384,Darius Washington,SAS,18,2008
385,P.J. Brown,BOS,18,2008
386,Darrick Martin,TOR,17,2008
387,Coby Karl,LAL,17,2008
388,Ramon Sessions,MIL,17,2008
389,Mike Harris,HOU,17,2008
394,Nene Hilario,DEN,16,2008
392,Lou Amundson,PHI,16,2008
393,Theo Ratliff,DET,16,2008
391,Eric Piatkowski,PHO,16,2008
390,Anfernee Hardaway,MIA,16,2008
395,Stephane Lasme,MIA,15,2008
396,Donyell Marshall,SEA,15,2008
397,Gabe Pruitt,BOS,15,2008
398,Maceo Baston,TOR,15,2008
399,Shannon Brown,CLE,15,2008
400,Luke Jackson,MIA,14,2008
401,Maurice Ager,NJN,14,2008
402,Marcus Vinicius,NOH,13,2008
403,Eddie Gill,NJN,13,2008
404,Mouhamed Sene,SEA,13,2008
405,Lorenzen Wright,ATL,13,2008
406,Gilbert Arenas,WAS,13,2008
407,Blake Ahearn,MIA,12,2008
410,Kasib Powell,MIA,11,2008
408,Demetris Nichols,CHI,11,2008
409,Tarence Kinsey,MEM,11,2008
411,Steve Francis,HOU,10,2008
412,Richie Frahm,LAC,10,2008
413,Morris Almond,UTA,9,2008
414,Kyrylo Fesenko,UTA,9,2008
415,Darryl Watkins,SAC,9,2008
416,Taurean Green,DEN,9,2008
417,Chris Webber,GSW,9,2008
418,Troy Hudson,GSW,9,2008
419,Shavlik Randolph,PHI,9,2008
420,Viktor Khryapa,CHI,9,2008
423,Robert Swift,SEA,8,2008
424,Elton Brand,LAC,8,2008
421,Mike Wilks,DEN,8,2008
422,Josh McRoberts,POR,8,2008
426,Billy Thomas,CLE,7,2008
427,Kosta Perovic,GSW,7,2008
428,Jorge Garbajosa,TOR,7,2008
429,Orien Greene,SAC,7,2008
430,Cedric Simmons,CHI,7,2008
425,Loren Woods,HOU,7,2008
434,Marcin Gortat,ORL,6,2008
436,Jelani McCoy,DEN,6,2008
435,Ian Mahinmi,SAS,6,2008
437,Linton Johnson,PHO,6,2008
433,Guillermo Diaz,LAC,6,2008
432,Alando Tucker,PHO,6,2008
431,Shareef Abdur-Rahim,SAC,6,2008
438,Kaniel Dickens,CLE,5,2008
439,Chris Andersen,NOH,5,2008
