,Player,Tm,G,Year
0,Andrew Lang,ATL,82,1995
18,Avery Johnson,SAS,82,1995
20,Detlef Schrempf,SEA,82,1995
21,Armen Gilliam,NJN,82,1995
22,Marty Conlon,MIL,82,1995
24,Johnny Newman,MIL,82,1995
25,Dikembe Mutombo,DEN,82,1995
26,Todd Day,MIL,82,1995
27,Danny Ferry,CLE,82,1995
28,Dan Majerle,PHO,82,1995
29,B.J. Armstrong,CHI,82,1995
30,Karl Malone,UTA,82,1995
31,Vin Baker,MIL,82,1995
32,Chris Dudley,POR,82,1995
33,Hubert Davis,NYK,82,1995
34,Lee Mayberry,MIL,82,1995
1,Shawn Kemp,SEA,82,1995
19,Mark Jackson,IND,82,1995
23,Michael Smith,SAC,82,1995
17,Glen Rice,MIA,82,1995
9,Steve Kerr,CHI,82,1995
2,John Stockton,UTA,82,1995
3,Doug Overton,WSB,82,1995
4,A.C. Green,PHO,82,1995
16,Shawn Bradley,PHI,82,1995
6,Lorenzo Williams,DAL,82,1995
7,Sam Cassell,HOU,82,1995
8,Sam Perkins,SEA,82,1995
5,Gary Payton,SEA,82,1995
10,Elliot Perry,PHO,82,1995
12,Buck Williams,POR,82,1995
13,Mitch Richmond,SAC,82,1995
14,Hersey Hawkins,CHH,82,1995
15,Michael Cage,CLE,82,1995
11,Dana Barros,PHI,82,1995
53,Sam Mitchell,IND,81,1995
48,Christian Laettner,MIN,81,1995
49,Chuck Person,SAS,81,1995
50,Bo Outlaw,LAC,81,1995
51,Robert Parish,CHH,81,1995
56,Larry Johnson,CHH,81,1995
54,Toni Kukoc,CHI,81,1995
55,Reggie Miller,IND,81,1995
57,Derrick McKey,IND,81,1995
46,Olden Polynice,SAC,81,1995
47,Eric Piatkowski,LAC,81,1995
52,Lamond Murray,LAC,81,1995
45,Jalen Rose,DEN,81,1995
43,Tom Chambers,UTA,81,1995
42,David Robinson,SAS,81,1995
41,Sean Elliott,SAS,81,1995
35,Bryant Stith,DEN,81,1995
40,Mario Elie,HOU,81,1995
39,Kenny Smith,HOU,81,1995
38,Dale Ellis,DEN,81,1995
37,Jeff Hornacek,UTA,81,1995
36,J.R. Reid,SAS,81,1995
44,Tyrone Corbin,ATL,81,1995
75,Popeye Jones,DAL,80,1995
71,Glenn Robinson,MIL,80,1995
72,Keith Jennings,GSW,80,1995
73,Bobby Phills,CLE,80,1995
74,Pooh Richardson,LAC,80,1995
80,Sean Rooks,MIN,80,1995
77,Derek Harper,NYK,80,1995
78,Vlade Divac,LAL,80,1995
79,Rodney Rogers,DEN,80,1995
69,P.J. Brown,NJN,80,1995
70,Brian Grant,SAC,80,1995
76,Mookie Blaylock,ATL,80,1995
68,Chris Mills,CLE,80,1995
66,John Starks,NYK,80,1995
65,Loy Vaught,LAC,80,1995
64,John Crotty,UTA,80,1995
63,Nick Van Exel,LAL,80,1995
62,Nate McMillan,SEA,80,1995
61,Terry Dehere,LAC,80,1995
60,Rex Walters,NJN,80,1995
59,Jamal Mashburn,DAL,80,1995
58,Tony Massenburg,LAC,80,1995
67,Byron Scott,IND,80,1995
85,Jason Kidd,DAL,79,1995
89,Patrick Ewing,NYK,79,1995
88,Scottie Pippen,CHI,79,1995
86,Grant Long,ATL,79,1995
87,Lucious Harris,DAL,79,1995
84,Rafael Addison,DET,79,1995
83,Sharone Wright,PHI,79,1995
82,Shaquille O'Neal,ORL,79,1995
81,Dee Brown,BOS,79,1995
100,Tony Campbell,CLE,78,1995
99,David Wood,GSW,78,1995
98,Muggsy Bogues,CHH,78,1995
97,Antoine Carr,UTA,78,1995
96,Calbert Cheaney,WSB,78,1995
95,Brian Shaw,ORL,78,1995
94,Will Perdue,CHI,78,1995
93,Eric Montross,BOS,78,1995
92,Rik Smits,IND,78,1995
91,Steve Smith,ATL,78,1995
90,Wesley Person,PHO,78,1995
106,Alonzo Mourning,CHH,77,1995
109,Dominique Wilkins,BOS,77,1995
108,Anthony Bowie,ORL,77,1995
107,Anfernee Hardaway,ORL,77,1995
103,Anthony Mason,NYK,77,1995
105,Walt Williams,SAC,77,1995
101,Kevin Gamble,MIA,77,1995
102,Ron Harper,CHI,77,1995
104,Scott Williams,PHI,77,1995
110,Stacey Augmon,ATL,76,1995
111,Terry Cummings,SAS,76,1995
112,Charles Smith,NYK,76,1995
113,Nick Anderson,ORL,76,1995
114,Clarence Weatherspoon,PHI,76,1995
115,Spud Webb,SAC,76,1995
116,Mitchell Butler,WSB,76,1995
117,Allan Houston,DET,76,1995
123,Jayson Williams,NJN,75,1995
126,Joe Kleine,PHO,75,1995
125,Clifford Robinson,POR,75,1995
124,Vinny Del Negro,SAS,75,1995
118,John Salley,MIA,75,1995
122,Harvey Grant,POR,75,1995
121,Eric Murdock,MIL,75,1995
120,Isaiah Rider,MIN,75,1995
119,Adam Keefe,UTA,75,1995
131,Hot Rod Williams,CLE,74,1995
133,Danny Ainge,PHO,74,1995
132,Dale Davis,IND,74,1995
129,Horace Grant,ORL,74,1995
130,Ken Norman,ATL,74,1995
128,Reggie Williams,DEN,74,1995
127,Matt Geiger,MIA,74,1995
134,Winston Garland,MIN,73,1995
135,Anthony Peeler,LAL,73,1995
136,Kendall Gill,SEA,73,1995
137,Bill Wennington,CHI,73,1995
138,Elden Campbell,LAL,73,1995
139,Mahmoud Abdul-Rauf,DEN,73,1995
140,Gheorghe Muresan,WSB,73,1995
143,Kenny Anderson,NJN,72,1995
142,Terry Mills,DET,72,1995
141,Hakeem Olajuwon,HOU,72,1995
144,James Robinson,POR,71,1995
145,David Benoit,UTA,71,1995
146,Doug West,MIN,71,1995
147,Chris Morris,NJN,71,1995
148,Anthony Avent,ORL,71,1995
149,Pete Myers,CHI,71,1995
150,Vincent Askew,SEA,71,1995
154,Tyrone Hill,CLE,70,1995
155,Grant Hill,DET,70,1995
156,Tom Hammonds,DEN,70,1995
153,Billy Owens,MIA,70,1995
151,Donald Royal,ORL,70,1995
152,Derek Strong,BOS,70,1995
157,Danny Schayes,PHO,69,1995
159,Haywoode Workman,IND,69,1995
160,Dell Curry,CHH,69,1995
