,Player,Tm,G,Year
0,Baron Davis,CHH,82,2000
29,Latrell Sprewell,NYK,82,2000
31,John Stockton,UTA,82,2000
32,Michael Curry,DET,82,2000
33,Christian Laettner,DET,82,2000
34,Karl Malone,UTA,82,2000
35,Olden Polynice,UTA,82,2000
36,Scottie Pippen,POR,82,2000
37,Aaron McKie,PHI,82,2000
38,Terry Mills,DET,82,2000
39,Travis Best,IND,82,2000
40,Darrell Armstrong,ORL,82,2000
41,Juwan Howard,WAS,82,2000
42,Allan Houston,NYK,82,2000
43,Lindsey Hunter,DET,82,2000
44,Greg Anthony,POR,82,2000
45,Shandon Anderson,HOU,82,2000
46,Kenny Anderson,BOS,82,2000
47,Alan Henderson,ATL,82,2000
48,Jerome Williams,DET,82,2000
49,Avery Johnson,SAS,82,2000
50,Shareef Abdur-Rahim,VAN,82,2000
51,Anthony Peeler,MIN,82,2000
53,Othella Harrington,VAN,82,2000
54,Chucky Atkins,ORL,82,2000
55,Tony Battie,BOS,82,2000
1,Pat Garrity,ORL,82,2000
30,Jerry Stackhouse,DET,82,2000
52,Ray Allen,MIL,82,2000
28,Gary Payton,SEA,82,2000
14,David Wesley,CHH,82,2000
3,Bo Outlaw,ORL,82,2000
4,Andre Miller,CLE,82,2000
5,Bryon Russell,UTA,82,2000
2,Rashard Lewis,SEA,82,2000
6,Rick Fox,LAL,82,2000
7,Antoine Walker,BOS,82,2000
8,Rasho Nesterovic,MIN,82,2000
10,Rodney Rogers,PHO,82,2000
11,Johnny Newman,NJN,82,2000
12,A.C. Green,LAL,82,2000
13,Dirk Nowitzki,DAL,82,2000
9,Mike Bibby,VAN,82,2000
15,Chris Whitney,WAS,82,2000
21,Vlade Divac,SAC,82,2000
16,Michael Finley,DAL,82,2000
25,Shawn Kemp,CLE,82,2000
24,Andrew DeClercq,CLE,82,2000
23,Steve Smith,POR,82,2000
22,Michael Dickerson,VAN,82,2000
26,Eric Snow,PHI,82,2000
20,Dikembe Mutombo,ATL,82,2000
19,Howard Eisley,UTA,82,2000
18,Malik Sealy,MIN,82,2000
17,Anthony Mason,CHH,82,2000
27,Vince Carter,TOR,82,2000
68,Kevin Garnett,MIN,81,2000
78,Jason Williams,SAC,81,2000
77,Keon Clark,DEN,81,2000
76,Antonio McDyess,DEN,81,2000
75,Rasheed Wallace,POR,81,2000
74,Cuttino Mobley,HOU,81,2000
73,Ben Wallace,ORL,81,2000
72,Elton Brand,CHI,81,2000
71,Raef LaFrentz,DEN,81,2000
70,Ruben Patterson,SEA,81,2000
69,Aaron Williams,WAS,81,2000
66,Jamie Feick,NJN,81,2000
67,James Posey,DEN,81,2000
60,Mark Jackson,IND,81,2000
65,Glenn Robinson,MIL,81,2000
57,Sam Perkins,IND,81,2000
58,Greg Ostertag,UTA,81,2000
59,Michael Doleac,ORL,81,2000
56,Jaren Jackson,SAS,81,2000
61,Jason Terry,ATL,81,2000
62,Reggie Miller,IND,81,2000
63,Austin Croshere,IND,81,2000
64,Sam Cassell,MIL,81,2000
88,Ervin Johnson,MIL,80,2000
96,Keith Van Horn,NJN,80,2000
95,John Amaechi,ORL,80,2000
94,Muggsy Bogues,TOR,80,2000
93,Jahidi White,WAS,80,2000
92,Kurt Thomas,NYK,80,2000
91,Brent Barry,SEA,80,2000
90,Tim Thomas,MIL,80,2000
89,P.J. Brown,MIA,80,2000
86,Michael Olowokandi,LAC,80,2000
87,Ron Harper,LAL,80,2000
85,Glen Rice,LAL,80,2000
84,Tracy Murray,WAS,80,2000
83,Jalen Rose,IND,80,2000
82,Charles Oakley,TOR,80,2000
81,Clifford Robinson,PHO,80,2000
80,Bimbo Coles,ATL,80,2000
79,David Robinson,SAS,80,2000
104,Hubert Davis,DAL,79,2000
111,Jim Jackson,ATL,79,2000
109,Wesley Person,CLE,79,2000
108,Vin Baker,SEA,79,2000
107,Rik Smits,IND,79,2000
106,Antonio Davis,TOR,79,2000
105,Anthony Carter,MIA,79,2000
110,Kevin Willis,TOR,79,2000
103,Alonzo Mourning,MIA,79,2000
101,Shaquille O'Neal,LAL,79,2000
100,Tracy McGrady,TOR,79,2000
99,Vitaly Potapenko,BOS,79,2000
97,Mario Elie,SAS,79,2000
98,Randy Livingston,PHO,79,2000
102,Nick Van Exel,DEN,79,2000
116,Damon Stoudamire,POR,78,2000
118,George McCloud,DEN,78,2000
117,Elden Campbell,CHH,78,2000
113,Joe Smith,MIN,78,2000
115,Jacque Vaughn,UTA,78,2000
114,Derek Fisher,LAL,78,2000
112,Clarence Weatherspoon,MIA,78,2000
122,Shawn Bradley,DAL,77,2000
124,Lucious Harris,NJN,77,2000
123,Jeff Hornacek,UTA,77,2000
121,Corey Maggette,ORL,77,2000
120,Detlef Schrempf,POR,77,2000
119,Steve Francis,HOU,77,2000
125,Kendall Gill,NJN,76,2000
126,Robert Horry,LAL,76,2000
127,Adonal Foyle,GSW,76,2000
128,Jamal Mashburn,MIA,76,2000
129,Walt Williams,HOU,76,2000
130,Lamar Odom,LAC,76,2000
131,Scot Pollard,SAC,76,2000
132,Horace Grant,SEA,76,2000
133,Corliss Williamson,SAC,76,2000
138,Lawrence Funderburke,SAC,75,2000
141,Lorenzen Wright,ATL,75,2000
140,Mark Bryant,CLE,75,2000
139,Vonteego Cummings,GSW,75,2000
136,Monty Williams,ORL,75,2000
137,George Lynch,PHI,75,2000
135,Chris Webber,SAC,75,2000
134,Eric Piatkowski,LAC,75,2000
148,Peja Stojakovic,SAC,74,2000
154,Brian Shaw,LAL,74,2000
152,Lamond Murray,CLE,74,2000
151,Stephon Marbury,NJN,74,2000
150,Dale Davis,IND,74,2000
149,Derrick Coleman,CHH,74,2000
153,Scott Burrell,NJN,74,2000
147,Tony Farmer,GSW,74,2000
145,Malik Rose,SAS,74,2000
144,Grant Hill,DET,74,2000
142,Mitch Richmond,WAS,74,2000
143,Quincy Lewis,UTA,74,2000
146,Tim Duncan,SAS,74,2000
159,Chris Anstey,CHI,73,2000
162,Tyrone Nesby,LAC,73,2000
161,Bobby Jackson,MIN,73,2000
160,Mookie Blaylock,GSW,73,2000
158,Bob Sura,CLE,73,2000
157,Paul Pierce,BOS,73,2000
156,Wally Szczerbiak,MIN,73,2000
155,Doug Christie,TOR,73,2000
169,Eddie Jones,CHH,72,2000
173,Kenny Thomas,HOU,72,2000
172,Charlie Ward,NYK,72,2000
171,Bryce Drew,HOU,72,2000
170,Adrian Griffin,BOS,72,2000
163,Dana Barros,BOS,72,2000
168,Danny Manning,MIL,72,2000
165,Luc Longley,PHO,72,2000
164,Jerome Kersey,SAS,72,2000
167,Nick Anderson,SAC,72,2000
166,Metta World Peace,CHI,72,2000
178,Darrick Martin,SAC,71,2000
174,Sean Rooks,DAL,71,2000
180,Jason Caffey,GSW,71,2000
179,Richard Hamilton,WAS,71,2000
181,Samaki Walker,SAS,71,2000
177,Michael Ruffin,CHI,71,2000
176,Terrell Brandon,MIN,71,2000
175,Chris Childs,NYK,71,2000
182,Jermaine O'Neal,POR,70,2000
184,Larry Johnson,NYK,70,2000
183,Allen Iverson,PHI,70,2000
185,Rod Strickland,WAS,69,2000
186,John Crotty,DET,69,2000
187,Dan Majerle,MIA,69,2000
188,Bryant Reeves,VAN,69,2000
189,Cedric Ceballos,DAL,69,2000
190,Dickey Simpkins,CHI,69,2000
194,Antonio Daniels,SAS,68,2000
196,Terry Porter,SAS,68,2000
195,Erick Strickland,DAL,68,2000
193,Eric Williams,BOS,68,2000
191,Scott Williams,MIL,68,2000
192,Tyrone Hill,PHI,68,2000
197,Eddie Robinson,CHH,67,2000
198,Dell Curry,TOR,67,2000
199,Calbert Cheaney,BOS,67,2000
200,Will Perdue,CHI,67,2000
201,Jason Kidd,PHO,67,2000
202,Vinny Del Negro,MIL,67,2000
206,Bonzi Wells,POR,66,2000
208,Arvydas Sabonis,POR,66,2000
207,Dennis Scott,VAN,66,2000
205,Jim McIlvaine,NJN,66,2000
204,Sam Mitchell,MIN,66,2000
203,Kobe Bryant,LAL,66,2000
209,Brevin Knight,CLE,65,2000
210,Kelvin Cato,HOU,65,2000
211,Matt Geiger,PHI,65,2000
212,Felipe Lopez,VAN,65,2000
213,Derek Anderson,LAC,64,2000
214,Donyell Marshall,GSW,64,2000
215,Travis Knight,LAL,63,2000
216,Danny Ferry,CLE,63,2000
217,Brian Grant,POR,63,2000
224,Adam Keefe,UTA,62,2000
