,Player,Tm,G,Year
0,Craig Ehlo,CLE,82,1991
39,Greg Kite,ORL,82,1991
29,James Donaldson,DAL,82,1991
30,Vlade Divac,LAL,82,1991
31,Manute Bol,PHI,82,1991
32,Jeff Grayer,MIL,82,1991
33,Byron Scott,LAL,82,1991
34,Bill Laimbeer,DET,82,1991
35,Vernon Maxwell,HOU,82,1991
36,Ron Anderson,PHI,82,1991
37,Michael Jordan,CHI,82,1991
38,B.J. Armstrong,CHI,82,1991
40,Moses Malone,ATL,82,1991
26,Danny Schayes,MIL,82,1991
41,Vinnie Johnson,DET,82,1991
42,David Wood,HOU,82,1991
43,Karl Malone,UTA,82,1991
44,Thurl Bailey,UTA,82,1991
45,Reggie Miller,IND,82,1991
46,Sam Mitchell,MIN,82,1991
47,Mark West,PHO,82,1991
48,Rod Higgins,GSW,82,1991
49,Chris Mullin,GSW,82,1991
1,Tim Hardaway,GSW,82,1991
27,Clyde Drexler,POR,82,1991
28,Detlef Schrempf,IND,82,1991
25,Delaney Rudd,UTA,82,1991
13,Pooh Richardson,MIN,82,1991
2,John Paxson,CHI,82,1991
3,Gary Payton,SEA,82,1991
4,A.C. Green,LAL,82,1991
5,Dee Brown,BOS,82,1991
6,Mike Brown,UTA,82,1991
7,Dennis Scott,ORL,82,1991
8,Scottie Pippen,CHI,82,1991
9,Kendall Gill,CHH,82,1991
10,Michael Cage,SEA,82,1991
24,Tyrone Corbin,MIN,82,1991
12,Otis Thorpe,HOU,82,1991
11,Kevin Gamble,BOS,82,1991
14,Sleepy Floyd,HOU,82,1991
20,Bimbo Coles,MIA,82,1991
23,Dennis Rodman,DET,82,1991
15,LaSalle Thompson,IND,82,1991
21,John Stockton,UTA,82,1991
22,Sean Elliott,SAS,82,1991
19,David Robinson,SAS,82,1991
18,Terry Teagle,LAL,82,1991
17,Clifford Robinson,POR,82,1991
16,Fred Roberts,MIL,82,1991
57,Patrick Ewing,NYK,81,1991
63,Felton Spencer,MIN,81,1991
62,Larry Smith,HOU,81,1991
61,Dominique Wilkins,ATL,81,1991
60,Danny Ferry,CLE,81,1991
59,Kevin Duckworth,POR,81,1991
58,Alvin Robertson,MIL,81,1991
50,Terry Porter,POR,81,1991
56,Brad Lohaus,MIL,81,1991
54,Robert Parish,BOS,81,1991
53,Shawn Kemp,SEA,81,1991
52,Johnny Newman,CHH,81,1991
51,Muggsy Bogues,CHH,81,1991
55,Reggie Theus,NJN,81,1991
74,Rolando Blackman,DAL,80,1991
83,Buck Williams,POR,80,1991
82,Sedale Threatt,SEA,80,1991
81,Jerry Reynolds,ORL,80,1991
80,Kevin Willis,ATL,80,1991
78,Jeff Hornacek,PHO,80,1991
77,Chuck Person,IND,80,1991
76,Scott Brooks,MIN,80,1991
75,Larry Nance,CLE,80,1991
79,Jay Humphries,MIL,80,1991
73,J.R. Reid,CHH,80,1991
71,Brad Davis,DAL,80,1991
70,Joe Dumars,DET,80,1991
69,Mike Sanders,IND,80,1991
68,Rory Sparrow,SAC,80,1991
67,Danny Ainge,POR,80,1991
66,Mark Eaton,UTA,80,1991
65,Grant Long,MIA,80,1991
64,Rick Mahorn,PHI,80,1991
72,Hersey Hawkins,PHI,80,1991
91,Brian Shaw,BOS,79,1991
96,John Battle,ATL,79,1991
95,Randy White,DAL,79,1991
94,Scott Skiles,ORL,79,1991
93,Lionel Simmons,SAC,79,1991
92,Bill Cartwright,CHI,79,1991
87,Rickey Green,PHI,79,1991
90,Reggie Lewis,BOS,79,1991
89,Alex English,DAL,79,1991
88,Doc Rivers,ATL,79,1991
86,Magic Johnson,LAL,79,1991
85,Chris Morris,NJN,79,1991
84,Kevin Edwards,MIA,79,1991
102,Nate McMillan,SEA,78,1991
105,Mark Aguirre,DET,78,1991
104,Kenny Smith,HOU,78,1991
103,Horace Grant,CHI,78,1991
98,James Worthy,LAL,78,1991
101,Alec Kessler,MIA,78,1991
99,Duane Ferrell,ATL,78,1991
97,Jack Haley,NJN,78,1991
100,Cliff Levingston,CHI,78,1991
112,Mitch Richmond,GSW,77,1991
118,Kevin Johnson,PHO,77,1991
117,Harvey Grant,WSB,77,1991
116,Dan Majerle,PHO,77,1991
115,Jon Koncak,ATL,77,1991
114,Bill Wennington,SAC,77,1991
113,Antoine Carr,SAC,77,1991
111,Tony Campbell,MIN,77,1991
110,Glen Rice,MIA,77,1991
109,Derek Harper,DAL,77,1991
108,Jack Sikma,MIL,77,1991
107,Kelly Tripucka,CHH,77,1991
106,Alton Lister,GSW,77,1991
125,Marcus Liberty,DEN,76,1991
129,Tom Chambers,PHO,76,1991
128,Pervis Ellison,WSB,76,1991
127,Maurice Cheeks,NYK,76,1991
126,Rik Smits,IND,76,1991
123,Dell Curry,CHH,76,1991
124,Charles Oakley,NYK,76,1991
122,Stacey King,CHI,76,1991
121,Willie Burton,MIA,76,1991
120,Duane Causwell,SAC,76,1991
119,Brad Daugherty,CLE,76,1991
135,Frank Brickowski,MIL,75,1991
138,Otis Smith,ORL,75,1991
137,Danny Young,POR,75,1991
136,Spud Webb,ATL,75,1991
134,Darrell Griffith,UTA,75,1991
133,Kiki Vandeweghe,NYK,75,1991
132,Doug West,MIN,75,1991
131,Willie Anderson,SAS,75,1991
130,Kenny Williams,IND,75,1991
144,Chucky Brown,CLE,74,1991
148,Tyrone Hill,GSW,74,1991
147,Jud Buechler,NJN,74,1991
146,Will Perdue,CHI,74,1991
145,Charles Smith,LAC,74,1991
149,Rodney McCray,DAL,74,1991
143,John Salley,DET,74,1991
141,Jeff Martin,LAC,74,1991
140,Derrick Coleman,NJN,74,1991
139,George McCloud,IND,74,1991
142,Joe Wolf,DEN,74,1991
157,Randy Breuer,MIN,73,1991
163,Buck Johnson,HOU,73,1991
162,Derrick McKey,SEA,73,1991
161,Sherman Douglas,MIA,73,1991
160,Sam Perkins,LAL,73,1991
159,Greg Dreiling,IND,73,1991
158,Haywoode Workman,WSB,73,1991
156,Loy Vaught,LAC,73,1991
155,Danny Manning,LAC,73,1991
154,Craig Hodges,CHI,73,1991
153,Micheal Williams,IND,73,1991
152,Brian Oliver,PHI,73,1991
151,Jerome Kersey,POR,73,1991
150,Billy Thompson,MIA,73,1991
167,Mookie Blaylock,NJN,72,1991
169,Kenny Gattison,CHH,72,1991
168,James Edwards,DET,72,1991
170,Joe Kleine,BOS,72,1991
166,Mark Jackson,NYK,72,1991
164,Sidney Moncrief,ATL,72,1991
165,Mychal Thompson,LAL,72,1991
171,Darrell Walker,WSB,71,1991
172,Jeff Turner,ORL,71,1991
178,Ken Norman,LAC,70,1991
181,Blair Rasmussen,DEN,70,1991
180,Rex Chapman,CHH,70,1991
179,Paul Pressey,SAS,70,1991
182,Tom Hammonds,WSB,70,1991
177,Gerald Paddio,CLE,70,1991
175,A.J. English,WSB,70,1991
174,Ed Pinckney,BOS,70,1991
173,Nick Anderson,ORL,70,1991
176,Andre Turner,PHI,70,1991
183,Jeff Malone,UTA,69,1991
184,Winston Garland,LAC,69,1991
185,Vern Fleming,IND,69,1991
190,Eddie Lee Wilkins,NYK,68,1991
192,Gary Grant,LAC,68,1991
191,Kevin McHale,BOS,68,1991
187,Brian Quinnett,NYK,68,1991
189,Mark Acres,ORL,68,1991
188,Gerald Wilkins,NYK,68,1991
186,Steve Henson,MIL,68,1991
197,Michael Ansley,ORL,67,1991
199,Wayne Cooper,POR,67,1991
198,Charles Barkley,PHI,67,1991
193,Terry Cummings,SAS,67,1991
196,Tom Garrick,LAC,67,1991
194,Ledell Eackles,WSB,67,1991
195,Mahmoud Abdul-Rauf,DEN,67,1991
200,Dana Barros,SEA,66,1991
202,Eddie Johnson,SEA,66,1991
203,Sidney Green,SAS,66,1991
204,Michael Adams,DEN,66,1991
205,John Morton,CLE,66,1991
201,Xavier McDaniel,PHO,66,1991
206,Darnell Valentine,CLE,65,1991
207,Trent Tucker,NYK,65,1991
212,Negele Knight,PHO,64,1991
214,Rony Seikaly,MIA,64,1991
213,Kennard Winchester,HOU,64,1991
211,Tony Smith,LAL,64,1991
210,Travis Mays,SAC,64,1991
209,Rick Calloway,SAC,64,1991
208,Bernard King,WSB,64,1991
215,Andrew Lang,PHO,63,1991
