,Player,Tm,G,Year,ID
350,Jodie Meeks,PHI,66,2012,meeksjo01
462,Jeff Teague,ATL,66,2012,teaguje01
197,Marcin Gortat,PHO,66,2012,gortama01
504,John Wall,WAS,66,2012,walljo01
503,Kemba Walker,CHA,66,2012,walkeke02
56,Carlos Boozer,CHI,66,2012,boozeca01
160,Landry Fields,NYK,66,2012,fieldla01
496,Greivis Vasquez,NOH,66,2012,vasqugr01
425,Luis Scola,HOU,66,2012,scolalu01
186,Paul George,IND,66,2012,georgpa01
20,Omer Asik,CHI,66,2012,asikom01
114,Ed Davis,TOR,66,2012,davised01
353,Andre Miller,DEN,66,2012,millean02
132,Goran Dragic,HOU,66,2012,dragigo01
300,DeAndre Jordan,LAC,66,2012,jordade01
304,Enes Kanter,UTA,66,2012,kanteen01
41,Marco Belinelli,NOH,66,2012,belinma01
475,Klay Thompson,GSW,66,2012,thompkl01
517,David West,IND,66,2012,westda01
137,Kevin Durant,OKC,66,2012,duranke01
519,Russell Westbrook,OKC,66,2012,westbru01
435,Chris Singleton,WAS,66,2012,singlch01
450,Josh Smith,ATL,66,2012,smithjo03
222,Gordon Hayward,UTA,66,2012,haywago01
359,Greg Monroe,DET,66,2012,monrogr01
63,Ronnie Brewer,CHI,66,2012,brewero02
257,Serge Ibaka,OKC,66,2012,ibakase01
342,O.J. Mayo,MEM,66,2012,mayooj01
277,Brandon Jennings,MIL,66,2012,jennibr01
10,Al-Farouq Aminu,NOH,66,2012,aminual01
309,Brandon Knight,DET,66,2012,knighbr03
525,Derrick Williams,MIN,66,2012,willide02
209,Tyler Hansbrough,IND,66,2012,hansbty01
339,Wesley Matthews,POR,66,2012,matthwe02
205,Blake Griffin,LAC,66,2012,griffbl01
201,Danny Green,SAS,66,2012,greenda02
54,Matt Bonner,SAS,65,2012,bonnema01
133,Jared Dudley,PHO,65,2012,dudleja01
310,Kyle Korver,CHI,65,2012,korveky01
156,Derrick Favors,UTA,65,2012,favorde01
66,Derrick Brown,CHA,65,2012,brownde04
468,Isaiah Thomas,SAC,65,2012,thomais02
368,Byron Mullens,CHA,65,2012,mulleby01
340,Jason Maxiell,DET,65,2012,maxieja01
110,Samuel Dalembert,HOU,65,2012,dalemsa01
174,Randy Foye,LAC,65,2012,foyera01
89,Omri Casspi,CLE,65,2012,casspom01
227,Roy Hibbert,IND,65,2012,hibbero01
242,Jrue Holiday,PHI,65,2012,holidjr01
95,Norris Cole,MIA,65,2012,coleno01
410,J.J. Redick,ORL,65,2012,redicjj01
270,Antawn Jamison,CLE,65,2012,jamisan01
396,Kendrick Perkins,OKC,65,2012,perkike01
419,Brandon Rush,GSW,65,2012,rushbr01
184,Rudy Gay,MEM,65,2012,gayru01
293,Wesley Johnson,MIN,65,2012,johnswe01
485,Evan Turner,PHI,65,2012,turneev01
294,Dahntay Jones,IND,65,2012,jonesda02
36,Shane Battier,MIA,65,2012,battish01
183,Pau Gasol,LAL,65,2012,gasolpa01
182,Marc Gasol,MEM,65,2012,gasolma01
392,Patrick Patterson,HOU,64,2012,pattepa01
107,Dante Cunningham,MEM,64,2012,cunnida01
106,Jordan Crawford,WAS,64,2012,crawfjo02
357,Paul Millsap,UTA,64,2012,millspa01
104,DeMarcus Cousins,SAC,64,2012,couside01
375,Joakim Noah,CHI,64,2012,noahjo01
90,Mario Chalmers,MIA,64,2012,chalmma01
48,DeJuan Blair,SAS,64,2012,blairde01
348,Dominic McGuire,GSW,64,2012,mcguido01
176,Channing Frye,PHO,64,2012,fryech01
540,Metta World Peace,LAL,64,2012,artesro01
219,Udonis Haslem,MIA,64,2012,hasleud01
528,Lou Williams,PHI,64,2012,willilo02
214,Al Harrington,DEN,64,2012,harrial01
17,Joel Anthony,MIA,64,2012,anthojo01
278,Jonas Jerebko,DET,64,2012,jerebjo01
