,Player,Tm,G,Year
0,Wesley Person,PHO,82,1996
22,Michael Cage,CLE,82,1996
24,Elden Campbell,LAL,82,1996
25,David Robinson,SAS,82,1996
27,Lee Mayberry,MIL,82,1996
28,Karl Malone,UTA,82,1996
29,Vin Baker,MIL,82,1996
30,Jim Jackson,DAL,82,1996
31,Avery Johnson,SAS,82,1996
32,B.J. Armstrong,GSW,82,1996
33,Sam Perkins,SEA,82,1996
34,Steve Kerr,CHI,82,1996
35,Jeff Hornacek,UTA,82,1996
36,Allan Houston,DET,82,1996
37,Grant Long,ATL,82,1996
38,Dan Majerle,CLE,82,1996
39,Michael Jordan,CHI,82,1996
40,Danny Ferry,CLE,82,1996
41,Vinny Del Negro,SAS,82,1996
42,David Wesley,BOS,82,1996
1,Terry Mills,DET,82,1996
23,Johnny Newman,MIL,82,1996
26,Terry Dehere,LAC,82,1996
21,Joe Smith,GSW,82,1996
11,A.C. Green,PHO,82,1996
2,Anthony Mason,NYK,82,1996
3,Hersey Hawkins,SEA,82,1996
4,Dell Curry,CHH,82,1996
5,Sedale Threatt,LAL,82,1996
6,Otis Thorpe,DET,82,1996
7,Michael Finley,PHO,82,1996
20,Antonio Davis,IND,82,1996
9,Terry Porter,MIN,82,1996
10,Anfernee Hardaway,ORL,82,1996
8,Derek Harper,NYK,82,1996
12,Glenn Robinson,MIL,82,1996
17,Blue Edwards,VAN,82,1996
13,Chucky Brown,HOU,82,1996
18,Bryant Stith,DEN,82,1996
19,Tracy Murray,TOR,82,1996
16,Adam Keefe,UTA,82,1996
15,John Stockton,UTA,82,1996
14,Dennis Scott,ORL,82,1996
52,P.J. Brown,NJN,81,1996
61,David Benoit,UTA,81,1996
60,Mookie Blaylock,ATL,81,1996
59,Brent Price,WSB,81,1996
58,Olden Polynice,SAC,81,1996
57,Toni Kukoc,CHI,81,1996
56,Dale Ellis,DEN,81,1996
55,Aaron McKie,POR,81,1996
54,Elliot Perry,PHO,81,1996
53,Terry Cummings,MIL,81,1996
43,Gary Payton,SEA,81,1996
50,Mark Jackson,IND,81,1996
49,John Starks,NYK,81,1996
48,Jason Kidd,DAL,81,1996
47,Ervin Johnson,SEA,81,1996
46,Larry Johnson,CHH,81,1996
45,Rick Fox,BOS,81,1996
44,Mitch Richmond,SAC,81,1996
51,Juwan Howard,WSB,81,1996
76,Dana Barros,BOS,80,1996
73,Ron Harper,CHI,80,1996
74,Loy Vaught,LAC,80,1996
75,Grant Hill,DET,80,1996
79,Chris King,VAN,80,1996
77,Chris Dudley,POR,80,1996
80,Jayson Williams,NJN,80,1996
71,Tyus Edney,SAC,80,1996
72,Chris Mills,CLE,80,1996
78,Lindsey Hunter,DET,80,1996
70,Antoine Carr,UTA,80,1996
68,Bo Outlaw,LAC,80,1996
67,Jim McIlvaine,WSB,80,1996
66,Kevin Garnett,MIN,80,1996
65,Jalen Rose,DEN,80,1996
62,Byron Scott,VAN,80,1996
64,Chuck Person,SAS,80,1996
63,Will Perdue,SAS,80,1996
69,Steve Smith,ATL,80,1996
85,George McCloud,DAL,79,1996
88,Alan Henderson,ATL,79,1996
86,Bob Sura,CLE,79,1996
87,Brent Barry,LAC,79,1996
84,Vlade Divac,LAL,79,1996
82,Glen Rice,CHH,79,1996
81,Craig Ehlo,ATL,79,1996
83,Shawn Kemp,SEA,79,1996
95,Doc Rivers,SAS,78,1996
100,Chris Childs,NJN,78,1996
99,Cedric Ceballos,LAL,78,1996
98,Clarence Weatherspoon,PHI,78,1996
97,Clifford Robinson,POR,78,1996
96,Armen Gilliam,NJN,78,1996
94,Sam Mitchell,MIN,78,1996
93,Dale Davis,IND,78,1996
