,Player,Tm,G,Year
70,Shabazz Muhammad,MIN,78,2017
69,Devin Booker,PHO,78,2017
68,Kris Dunn,MIN,78,2017
67,John Wall,WAS,78,2017
60,Joe Johnson,UTA,78,2017
65,Rondae Hollis-Jefferson,BRK,78,2017
61,Jonathon Simmons,SAS,78,2017
58,Rodney McGruder,MIA,78,2017
59,Klay Thompson,GSW,78,2017
64,J.J. Redick,LAC,78,2017
62,Jaylen Brown,BOS,78,2017
63,D.J. Augustin,ORL,78,2017
79,Maurice Harkless,POR,77,2017
84,JaVale McGee,GSW,77,2017
83,JaMychal Green,MEM,77,2017
82,Hassan Whiteside,MIA,77,2017
80,Nicolas Batum,CHO,77,2017
81,Bradley Beal,WAS,77,2017
77,Courtney Lee,NYK,77,2017
76,Alex Len,PHO,77,2017
75,Stanley Johnson,DET,77,2017
74,Dwight Powell,DAL,77,2017
73,Ian Clark,GSW,77,2017
78,Sam Dekker,HOU,77,2017
92,Kentavious Caldwell-Pope,DET,76,2017
98,Matthew Dellavedova,MIL,76,2017
97,Jimmy Butler,CHI,76,2017
96,Markieff Morris,WAS,76,2017
95,James Johnson,MIA,76,2017
94,Isaiah Thomas,BOS,76,2017
93,C.J. Miles,IND,76,2017
91,Marvin Williams,CHO,76,2017
90,Draymond Green,GSW,76,2017
89,Shaun Livingston,GSW,76,2017
88,Andre Iguodala,GSW,76,2017
87,Iman Shumpert,CLE,76,2017
86,Norman Powell,TOR,76,2017
85,Dewayne Dedmon,SAS,76,2017
112,Jon Leuer,DET,75,2017
111,Frank Kaminsky,CHO,75,2017
110,Damian Lillard,POR,75,2017
109,Kelly Olynyk,BOS,75,2017
108,Jameer Nelson,DEN,75,2017
107,Nikola Vucevic,ORL,75,2017
106,Malcolm Brogdon,MIL,75,2017
105,Brook Lopez,BRK,75,2017
104,Aron Baynes,DET,75,2017
103,Willie Cauley-Stein,SAC,75,2017
102,Eric Gordon,HOU,75,2017
101,Anthony Davis,NOP,75,2017
100,Ricky Rubio,MIN,75,2017
99,Paul George,IND,75,2017
129,Austin Rivers,LAC,74,2017
128,Noah Vonleh,POR,74,2017
127,LeBron James,CLE,74,2017
126,DeMar DeRozan,TOR,74,2017
125,Dwight Howard,ATL,74,2017
124,Thaddeus Young,IND,74,2017
123,Terry Rozier,BOS,74,2017
122,Julius Randle,LAL,74,2017
121,Carmelo Anthony,NYK,74,2017
120,Marc Gasol,MEM,74,2017
118,Marco Belinelli,CHO,74,2017
117,Jason Smith,WAS,74,2017
116,Channing Frye,CLE,74,2017
115,Meyers Leonard,POR,74,2017
114,Kawhi Leonard,SAS,74,2017
113,Monta Ellis,IND,74,2017
119,Jason Terry,MIL,74,2017
137,Kent Bazemore,ATL,73,2017
142,Boris Diaw,UTA,73,2017
141,Wesley Matthews,DAL,73,2017
140,Malcolm Delaney,ATL,73,2017
139,Nikola Jokic,DEN,73,2017
138,Tyler Johnson,MIA,73,2017
134,Salah Mejri,DAL,73,2017
136,Goran Dragic,MIA,73,2017
135,Zach Randolph,MEM,73,2017
133,E'Twaun Moore,NOP,73,2017
132,Gordon Hayward,UTA,73,2017
131,Isaiah Whitehead,BRK,73,2017
130,Vince Carter,MEM,73,2017
148,Gerald Henderson,PHI,72,2017
152,Enes Kanter,OKC,72,2017
151,DeMarre Carroll,TOR,72,2017
149,Kyrie Irving,CLE,72,2017
150,Jae Crowder,BOS,72,2017
147,Andrew Harrison,MEM,72,2017
146,Willy Hernangomez,NYK,72,2017
143,LaMarcus Aldridge,SAS,72,2017
145,Ryan Anderson,HOU,72,2017
144,Kyle Anderson,SAS,72,2017
153,Kosta Koufos,SAC,71,2017
154,Tony Allen,MEM,71,2017
155,Wilson Chandler,DEN,71,2017
156,Willie Reed,MIA,71,2017
157,Patrick McCaw,GSW,71,2017
158,Trevor Booker,BRK,71,2017
159,Trey Lyles,UTA,71,2017
165,Nikola Mirotic,CHI,70,2017
164,Seth Curry,DAL,70,2017
163,Mirza Teletovic,MIL,70,2017
162,Sean Kilpatrick,BRK,70,2017
161,Zaza Pachulia,GSW,70,2017
160,Mike Muscala,ATL,70,2017
166,Jeff Green,ORL,69,2017
167,Rajon Rondo,CHI,69,2017
168,Timothe Luwawu-Cabarrot,PHI,69,2017
169,Ty Lawson,SAC,69,2017
170,Glenn Robinson,IND,69,2017
171,Paul Millsap,ATL,69,2017
172,Manu Ginobili,SAS,69,2017
173,Randy Foye,BRK,69,2017
174,Mike Conley,MEM,69,2017
184,Danny Green,SAS,68,2017
183,Alex Abrines,OKC,68,2017
180,Al Horford,BOS,68,2017
181,Sergio Rodriguez,PHI,68,2017
182,Evan Fournier,ORL,68,2017
179,Darren Collison,SAC,68,2017
177,Mindaugas Kuzminskas,NYK,68,2017
176,David West,GSW,68,2017
175,Luke Babbitt,MIA,68,2017
178,Wesley Johnson,LAC,68,2017
190,Nene Hilario,HOU,67,2017
193,Patrick Beverley,HOU,67,2017
192,Davis Bertans,SAS,67,2017
191,Tarik Black,LAL,67,2017
188,Robert Covington,PHI,67,2017
189,Victor Oladipo,OKC,67,2017
187,Troy Daniels,MEM,67,2017
186,Jrue Holiday,NOP,67,2017
185,Leandro Barbosa,PHO,67,2017
198,Kristaps Porzingis,NYK,66,2017
200,Cristiano Felicio,CHI,66,2017
199,Al Jefferson,IND,66,2017
197,Dante Cunningham,NOP,66,2017
196,Dante Exum,UTA,66,2017
195,Eric Bledsoe,PHO,66,2017
194,T.J. Warren,PHO,66,2017
201,Anthony Tolliver,SAC,65,2017
202,Nemanja Bjelica,MIN,65,2017
203,Clint Capela,HOU,65,2017
204,Mario Hezonja,ORL,65,2017
205,Garrett Temple,SAC,65,2017
206,Aaron Brooks,IND,65,2017
207,Patrick Patterson,TOR,65,2017
208,Evan Turner,POR,65,2017
209,Devin Harris,DAL,65,2017
210,Tim Frazier,NOP,65,2017
215,Pau Gasol,SAS,64,2017
217,Semaj Christon,OKC,64,2017
216,Jared Dudley,PHO,64,2017
211,James Ennis,MEM,64,2017
214,Derrick Rose,NYK,64,2017
212,Justin Hamilton,BRK,64,2017
213,Bobby Portis,CHI,64,2017
218,Larry Nance,LAL,63,2017
219,Danilo Gallinari,DEN,63,2017
220,D'Angelo Russell,LAL,63,2017
221,Jerian Grant,CHI,63,2017
222,Tony Parker,SAS,63,2017
227,Cole Aldrich,MIN,62,2017
230,C.J. Watson,ORL,62,2017
229,Jeremy Lamb,CHO,62,2017
228,Thabo Sefolosha,ATL,62,2017
226,Juan Hernangomez,DEN,62,2017
225,Cody Zeller,CHO,62,2017
224,Wayne Ellington,MIA,62,2017
223,Kevin Durant,GSW,62,2017
231,Chris Paul,LAC,61,2017
232,Al-Farouq Aminu,POR,61,2017
233,DeAndre Liggins,CLE,61,2017
234,Tyler Ulis,PHO,61,2017
235,Blake Griffin,LAC,61,2017
236,Kenneth Faried,DEN,61,2017
237,Arron Afflalo,SAC,61,2017
238,Lavoy Allen,IND,61,2017
239,Ben McLemore,SAC,61,2017
245,Will Barton,DEN,60,2017
244,Kevin Love,CLE,60,2017
243,Nick Young,LAL,60,2017
242,Kyle Lowry,TOR,60,2017
240,Dwyane Wade,CHI,60,2017
241,Tyus Jones,MIN,60,2017
246,Spencer Dinwiddie,BRK,59,2017
247,Rodney Hood,UTA,59,2017
248,Taurean Waller-Prince,ATL,59,2017
249,Corey Brewer,HOU,58,2017
250,John Henson,MIL,58,2017
251,Lou Williams,LAL,58,2017
252,Montrezl Harrell,HOU,58,2017
253,Brandon Jennings,NYK,58,2017
259,Caris LeVert,BRK,57,2017
263,Trey Burke,WAS,57,2017
262,Gary Harris,DEN,57,2017
261,Richaun Holmes,PHI,57,2017
260,Buddy Hield,NOP,57,2017
257,Lucas Nogueira,TOR,57,2017
258,Tomas Satoransky,WAS,57,2017
256,Denzel Valentine,CHI,57,2017
255,P.J. Tucker,PHO,57,2017
254,Thon Maker,MIL,57,2017
264,Michael Beasley,MIL,56,2017
265,Luol Deng,LAL,56,2017
266,Serge Ibaka,ORL,56,2017
267,Kris Humphries,ATL,56,2017
275,Emmanuel Mudiay,DEN,55,2017
274,Shelvin Mack,UTA,55,2017
273,Taj Gibson,CHI,55,2017
272,DeMarcus Cousins,SAC,55,2017
271,Langston Galloway,NOP,55,2017
269,Pascal Siakam,TOR,55,2017
268,Avery Bradley,BOS,55,2017
270,Bojan Bogdanovic,BRK,55,2017
276,Timofey Mozgov,LAL,54,2017
277,Dirk Nowitzki,DAL,54,2017
278,Matt Barnes,SAC,54,2017
279,Terrence Ross,TOR,54,2017
280,Jakob Poeltl,TOR,54,2017
281,Brandon Knight,PHO,54,2017
282,Mason Plumlee,POR,54,2017
283,Nicolas Brussino,DAL,54,2017
286,Ersan Ilyasova,PHI,53,2017
287,Shabazz Napier,POR,53,2017
285,Kevon Looney,GSW,53,2017
284,Josh Richardson,MIA,53,2017
288,Brandon Bass,LAC,52,2017
289,Reggie Jackson,DET,52,2017
290,Ron Baker,NYK,52,2017
291,Joe Harris,BRK,52,2017
292,James Michael McAdoo,GSW,52,2017
293,Terrence Jones,NOP,51,2017
294,Jabari Parker,MIL,51,2017
295,Justin Anderson,DAL,51,2017
296,Jeff Withey,UTA,51,2017
297,Tyler Zeller,BOS,51,2017
298,Ramon Sessions,CHO,50,2017
299,Jahlil Okafor,PHI,50,2017
300,Joffrey Lauvergne,OKC,50,2017
301,Derrick Favors,UTA,50,2017
303,Kevin Seraphin,IND,49,2017
302,George Hill,UTA,49,2017
304,James Jones,CLE,48,2017
305,Thomas Robinson,LAL,48,2017
306,Gerald Green,BOS,47,2017
307,Tyson Chandler,PHO,47,2017
308,Alan Williams,PHO,47,2017
309,Brandon Rush,MIN,47,2017
310,Zach LaVine,MIN,47,2017
311,Joakim Noah,NYK,46,2017
312,Lance Thomas,NYK,46,2017
313,Ed Davis,POR,46,2017
314,Dion Waiters,MIA,46,2017
315,Damjan Rudez,ORL,45,2017
316,Michael Carter-Williams,CHI,45,2017
317,Jusuf Nurkic,DEN,45,2017
319,Paul Zipser,CHI,44,2017
318,Doug McDermott,CHI,44,2017
320,Dragan Bender,PHO,43,2017
321,Kay Felder,CLE,42,2017
322,Roy Hibbert,CHO,42,2017
323,Jarell Martin,MEM,42,2017
324,Alec Burks,UTA,42,2017
325,Sasha Vujacic,NYK,42,2017
327,Rashad Vaughn,MIL,41,2017
326,Darrell Arthur,DEN,41,2017
328,Brian Roberts,CHO,41,2017
329,J.R. Smith,CLE,41,2017
330,Raul Neto,UTA,40,2017
331,Deron Williams,DAL,40,2017
332,Anthony Morrow,OKC,40,2017
338,Isaiah Canaan,CHI,39,2017
336,Beno Udrih,DET,39,2017
337,Alexis Ajinca,NOP,39,2017
333,Pat Connaughton,POR,39,2017
335,Rodney Stuckey,IND,39,2017
334,Darrun Hilliard,DET,39,2017
339,Dejounte Murray,SAS,38,2017
340,Ivica Zubac,LAL,38,2017
341,DeAndre' Bembry,ATL,38,2017
342,Fred VanVleet,TOR,37,2017
343,Jordan McRae,CLE,37,2017
344,Luis Scola,BRK,36,2017
345,Bryn Forbes,SAS,36,2017
346,Jeremy Lin,BRK,36,2017
347,Deyonta Davis,MEM,36,2017
348,Jodie Meeks,ORL,36,2017
349,Yogi Ferrell,DAL,36,2017
353,Jake Layman,POR,35,2017
355,Kyle Korver,CLE,35,2017
354,Spencer Hawes,CHO,35,2017
350,Okaro White,MIA,35,2017
352,J.J. Barea,DAL,35,2017
351,Boban Marjanovic,DET,35,2017
356,Chandler Parsons,MEM,34,2017
357,Donatas Motiejunas,NOP,34,2017
358,Marcus Thornton,WAS,33,2017
359,Skal Labissiere,SAC,33,2017
360,Wade Baldwin,MEM,33,2017
361,Joe Young,IND,33,2017
366,Maurice Ndour,NYK,32,2017
365,Kyle Singler,OKC,32,2017
364,Quincy Acy,BRK,32,2017
363,Miles Plumlee,MIL,32,2017
362,Derrick Jones,PHO,32,2017
367,Omer Asik,NOP,31,2017
368,Ian Mahinmi,WAS,31,2017
369,Joel Embiid,PHI,31,2017
370,Hollis Thompson,PHI,31,2017
371,Tyler Ennis,HOU,31,2017
372,Reggie Bullock,DET,31,2017
373,Mike Dunleavy,ATL,30,2017
374,Rudy Gay,SAC,30,2017
375,Sheldon Mac,WAS,30,2017
376,Alan Anderson,LAC,30,2017
381,Khris Middleton,MIL,29,2017
380,Nerlens Noel,PHI,29,2017
378,James Young,BOS,29,2017
377,Rakeem Christmas,IND,29,2017
379,K.J. McDaniels,HOU,29,2017
382,Andrew Nicholson,WAS,28,2017
383,Brandan Wright,MEM,28,2017
384,Treveon Graham,CHO,27,2017
385,Delon Wright,TOR,27,2017
386,Tyreke Evans,NOP,26,2017
387,Andrew Bogut,DAL,26,2017
388,Paul Pierce,LAC,25,2017
389,Metta World Peace,LAL,25,2017
390,Derrick Williams,CLE,25,2017
391,Jordan Mickey,BOS,25,2017
392,Bobby Brown,HOU,25,2017
394,Toney Douglas,MEM,24,2017
395,Troy Williams,MEM,24,2017
393,Jose Calderon,LAL,24,2017
397,Anthony Bennett,BRK,23,2017
398,Marcelo Huertas,LAL,23,2017
396,Georges Niang,IND,23,2017
399,Omri Casspi,SAC,22,2017
400,A.J. Hammons,DAL,22,2017
401,C.J. Wilcox,ORL,22,2017
402,Malik Beasley,DEN,22,2017
403,Georgios Papagiannis,SAC,22,2017
404,Malachi Richardson,SAC,22,2017
405,Josh McRoberts,MIA,22,2017
406,Marshall Plumlee,NYK,21,2017
409,Nick Collison,OKC,20,2017
410,Cameron Payne,OKC,20,2017
408,Mike Miller,DEN,20,2017
407,David Nwaba,LAL,20,2017
411,Jordan Crawford,NOP,19,2017
412,Joel Anthony,SAS,19,2017
413,Henry Ellenson,DET,19,2017
414,Daniel Ochefu,WAS,19,2017
415,Stephen Zimmerman,ORL,19,2017
416,Mike Scott,ATL,18,2017
417,Chasson Randle,NYK,18,2017
418,Justise Winslow,MIA,18,2017
419,Nicolas Laprovittola,SAS,18,2017
420,Adreian Payne,MIN,18,2017
421,Shawn Long,PHI,18,2017
422,Jonathan Gibson,DAL,17,2017
423,Cheick Diallo,NOP,17,2017
426,Tim Quarterman,POR,16,2017
425,Udonis Haslem,MIA,16,2017
424,Ryan Kelly,ATL,16,2017
429,Ronnie Price,PHO,14,2017
430,Chris McCullough,BRK,14,2017
427,Kyle Wiltjer,HOU,14,2017
428,Anderson Varejao,GSW,14,2017
431,Alonzo Gee,DEN,13,2017
432,Norris Cole,OKC,13,2017
433,Briante Weber,CHO,13,2017
434,Christian Wood,CHO,13,2017
435,Joel Bolomboy,UTA,12,2017
436,Chris Andersen,CLE,12,2017
437,Archie Goodwin,BRK,12,2017
438,Jared Sullinger,TOR,11,2017
439,Wayne Selden,MEM,11,2017
440,Damian Jones,GSW,10,2017
441,Bruno Caboclo,TOR,9,2017
443,Anthony Brown,NOP,9,2017
444,Quinn Cook,NOP,9,2017
445,Jarrod Uthoff,DAL,9,2017
442,Michael Gbinije,DET,9,2017
446,Pierre Jackson,DAL,8,2017
447,Arinze Onuaku,ORL,8,2017
448,Tiago Splitter,PHI,8,2017
449,Steve Novak,MIL,8,2017
450,Jordan Hill,MIN,7,2017
451,Johnny O'Bryant,DEN,7,2017
452,Diamond Stone,LAC,7,2017
455,Reggie Williams,NOP,6,2017
456,Alex Poythress,PHI,6,2017
454,Lance Stephenson,NOP,6,2017
453,Gary Payton,MIL,6,2017
461,Patricio Garino,ORL,5,2017
465,Larry Sanders,CLE,5,2017
464,Aaron Harrison,CHO,5,2017
462,Chinanu Onuaku,HOU,5,2017
463,Demetrius Jackson,BOS,5,2017
460,Marcus Georges-Hunt,ORL,5,2017
459,Jarell Eddie,PHO,5,2017
458,John Lucas III,MIN,5,2017
457,Lamar Patterson,ATL,5,2017
466,Isaiah Taylor,HOU,4,2017
467,John Jenkins,PHO,4,2017
468,Manny Harris,DAL,4,2017
472,Brice Johnson,LAC,3,2017
474,Justin Harper,PHI,3,2017
473,R.J. Hunter,CHI,3,2017
470,Ben Bentil,DAL,3,2017
471,Greivis Vasquez,BRK,3,2017
469,Jerryd Bayless,PHI,3,2017
475,Gary Neal,ATL,2,2017
476,Jarrett Jack,NOP,2,2017
477,Josh Huestis,OKC,2,2017
478,Jordan Farmar,SAC,2,2017
479,Jarnell Stokes,DEN,2,2017
480,Mike Tobey,CHO,2,2017
481,Axel Toupane,MIL,2,2017
482,Elijah Millsap,PHO,2,2017
483,Danuel House,WAS,1,2017
484,Edy Tavares,ATL,1,2017
485,Dahntay Jones,CLE,1,2017
