,Player,Tm,G,Year,ID
168,Eddie Jordan,NJN,82,1979,jordaed01
242,Clifford Ray,GSW,82,1979,raycl01
232,Tom Owens,POR,82,1979,owensto01
40,Junior Bridgeman,MIL,82,1979,bridgju01
228,Norm Nixon,LAL,82,1979,nixonno01
224,Bob Nash,KCK,82,1979,nashbo01
223,Calvin Murphy,HOU,82,1979,murphca01
209,Tom McMillen,ATL,82,1979,mcmilto01
48,Don Buse,PHO,82,1979,busedo01
198,Moses Malone,HOU,82,1979,malonmo01
196,John Lucas,GSW,82,1979,lucasjo01
53,Austin Carr,CLE,82,1979,carrau01
195,John Long,DET,82,1979,longjo01
181,Sam Lacey,KCK,82,1979,laceysa01
177,Joel Kramer,PHO,82,1979,kramejo01
176,Toby Knight,NYK,82,1979,knighto01
61,Maurice Cheeks,PHI,82,1979,cheekma01
172,Bernard King,NJN,82,1979,kingbe01
63,Jim Chones,CLE,82,1979,choneji01
163,Mickey Johnson,CHI,82,1979,johnsmi01
161,John Johnson,SEA,82,1979,johnsjo01
155,Charles Johnson,WSB,82,1979,johnsch01
144,Wilbur Holland,CHI,82,1979,hollawi01
142,Armond Hill,ATL,82,1979,hillar01
133,Elvin Hayes,WSB,82,1979,hayesel01
127,Ernie Grunfeld,MIL,82,1979,grunfer01
115,Artis Gilmore,CHI,82,1979,gilmoar01
114,John Gianelli,MIL,82,1979,gianejo01
109,Mike Gale,SAS,82,1979,galemi01
239,Kevin Porter,DET,82,1979,porteke01
91,James Edwards,IND,82,1979,edwarja01
246,Robert Reid,HOU,82,1979,reidro01
25,Kent Benson,MIL,82,1979,bensoke01
334,Jamaal Wilkes,LAL,82,1979,wilkeja01
324,Nick Weatherspoon,SDC,82,1979,weathni01
320,Kermit Washington,SDC,82,1979,washike01
11,Greg Ballard,WSB,82,1979,ballagr01
310,Terry Tyler,DET,82,1979,tylerte01
288,Robert Smith,DEN,82,1979,smithro01
287,Randy Smith,SDC,82,1979,smithra01
19,Tim Bassett,NJN,82,1979,basseti01
277,Paul Silas,SEA,82,1979,silaspa01
275,Jack Sikma,SEA,82,1979,sikmaja01
304,Reggie Theus,CHI,82,1979,theusre01
29,Otis Birdsong,KCK,82,1979,birdsot01
258,Bill Robinzine,KCK,82,1979,robinbi01
30,Ron Boone,LAL,82,1979,boonero01
27,Henry Bibby,PHI,82,1979,bibbyhe01
327,Paul Westphal,PHO,81,1979,westppa01
39,Ron Brewer,POR,81,1979,brewero01
151,Kim Hughes,DEN,81,1979,hugheki01
152,Dan Issel,DEN,81,1979,isselda01
12,Mike Bantom,IND,81,1979,bantomi01
338,Nate Williams,GSW,81,1979,willina01
167,Dwight Jones,HOU,81,1979,jonesdw01
169,Jeff Judkins,BOS,81,1979,judkije01
171,Larry Kenon,SAS,81,1979,kenonla01
131,Steve Hawes,ATL,81,1979,hawesst01
247,Kevin Restani,MIL,81,1979,restake01
292,Ricky Sobers,IND,81,1979,soberri01
339,Ray Williams,NYK,81,1979,willira01
179,Kevin Kunnert,SDC,81,1979,kunneke01
95,Alex English,IND,81,1979,englial01
45,Quinn Buckner,MIL,81,1979,bucknqu01
260,Tree Rollins,ATL,81,1979,rollitr01
52,Corky Calhoun,IND,81,1979,calhoco01
268,Alvin Scott,PHO,81,1979,scottal01
113,George Gervin,SAS,80,1979,gervige01
94,Len Elmore,IND,80,1979,elmorle01
333,Bob Wilkerson,DEN,80,1979,wilkebo01
200,Cedric Maxwell,BOS,80,1979,maxwece01
165,Bobby Jones,PHI,80,1979,jonesbo01
230,Mark Olberding,SAS,80,1979,olberma01
312,Jan van Breda Kolff,NJN,80,1979,vanbrja01
157,Dennis Johnson,SEA,80,1979,johnsde01
261,Dan Roundfield,ATL,80,1979,roundda01
170,Rich Kelley,NOJ,80,1979,kelleri01
259,Dave Robisch,LAL,80,1979,robisda01
90,T.R. Dunn,POR,80,1979,dunntr01
184,Mark Landsberger,CHI,80,1979,landsma01
216,Mike Mitchell,CLE,80,1979,mitchmi01
0,Kareem Abdul-Jabbar,LAL,80,1979,abdulka01
18,Rick Barry,HOU,80,1979,barryri01
55,M.L. Carr,DET,80,1979,carrml01
276,James Silas,SAS,79,1979,silasja01
81,Johnny Davis,IND,79,1979,davisjo01
269,Charlie Scott,DEN,79,1979,scottch01
31,Tom Boswell,DEN,79,1979,bosweto01
235,Billy Paultz,SAS,79,1979,paultbi01
234,Sonny Parker,GSW,79,1979,parkeso01
225,Swen Nater,SDC,79,1979,natersw01
102,Phil Ford,KCK,79,1979,fordph01
101,Don Ford,LAL,79,1979,forddo01
332,Sidney Wicks,SDC,79,1979,wickssi01
206,Jim McElroy,NOJ,79,1979,mcelrji01
64,Jim Cleamons,NYK,79,1979,cleamji01
342,Brian Winters,MIL,79,1979,wintebr01
87,John Drew,ATL,79,1979,drewjo01
82,Walter Davis,PHO,79,1979,daviswa03
208,Billy McKinney,KCK,78,1979,mckinbi01
75,Bob Dandridge,WSB,78,1979,dandrbo01
143,Darnell Hillman,KCK,78,1979,hillmda01
150,Lou Hudson,LAL,78,1979,hudsolo01
166,Caldwell Jones,PHI,78,1979,jonesca01
158,Eddie Johnson,ATL,78,1979,johnsed02
159,George Johnson,NJN,78,1979,johnsge02
100,Chris Ford,BOS,78,1979,fordch01
97,Julius Erving,PHI,78,1979,ervinju01
105,World B. Free,SDC,78,1979,freewo01
83,Darryl Dawkins,PHI,78,1979,dawkida01
86,Leon Douglas,DET,78,1979,douglle01
35,Mike Bratz,PHO,77,1979,bratzmi01
43,John Brown,CHI,77,1979,brownjo01
42,Fred Brown,SEA,77,1979,brownfr01
162,Marques Johnson,MIL,77,1979,johnsma01
125,Paul Griffin,NOJ,77,1979,griffpa01
2,Alvan Adams,PHO,77,1979,adamsal01
311,Wes Unseld,WSB,77,1979,unselwe01
337,Gus Williams,SEA,76,1979,willigu01
227,Mike Newlin,HOU,76,1979,newlimi01
238,Ben Poquette,DET,76,1979,poquebe01
233,Robert Parish,GSW,76,1979,parisro01
207,George McGinnis,DEN,76,1979,mcginge01
84,Coby Dietrick,SAS,76,1979,dietrco01
270,Lonnie Shelton,SEA,76,1979,sheltlo01
299,Earl Tatum,DET,76,1979,tatumea01
305,David Thompson,DEN,76,1979,thompda01
120,Mike Green,SAS,76,1979,greenmi01
319,Lloyd Walton,MIL,75,1979,waltoll01
117,Mike Glenn,NYK,75,1979,glennmi01
274,Purvis Short,GSW,75,1979,shortpu01
103,Bayard Forrest,PHO,75,1979,forreba01
118,Glen Gondrezick,NYK,75,1979,gondrgl01
212,John Mengelt,CHI,75,1979,mengejo01
