,Player,Tm,G,Year
0,Tyler Zeller,BOS,82,2015
13,Terrence Ross,TOR,82,2015
24,DeAndre Jordan,LAC,82,2015
23,Aaron Brooks,CHI,82,2015
22,Andrew Wiggins,MIN,82,2015
21,Kentavious Caldwell-Pope,DET,82,2015
20,Greivis Vasquez,TOR,82,2015
19,Andre Drummond,DET,82,2015
18,Evan Turner,BOS,82,2015
17,Tristan Thompson,CLE,82,2015
16,Dante Exum,UTA,82,2015
15,Jason Smith,NYK,82,2015
14,Rudy Gobert,UTA,82,2015
1,Solomon Hill,IND,82,2015
12,Mason Plumlee,BRK,82,2015
10,Chris Paul,LAC,82,2015
9,Brandon Bass,BOS,82,2015
8,Marcin Gortat,WAS,82,2015
7,Markieff Morris,PHO,82,2015
6,Nikola Mirotic,CHI,82,2015
5,Trevor Ariza,HOU,82,2015
4,Ben McLemore,SAC,82,2015
3,Damian Lillard,POR,82,2015
2,Harrison Barnes,GSW,82,2015
11,Elfrid Payton,ORL,82,2015
31,Marcus Morris,PHO,81,2015
35,Eric Bledsoe,PHO,81,2015
34,Giannis Antetokounmpo,MIL,81,2015
33,Patrick Patterson,TOR,81,2015
32,Luis Scola,IND,81,2015
36,Steve Blake,POR,81,2015
30,Jason Thompson,SAC,81,2015
28,James Harden,HOU,81,2015
27,Boris Diaw,SAS,81,2015
26,Danny Green,SAS,81,2015
25,Marc Gasol,MEM,81,2015
29,Kosta Koufos,MEM,81,2015
41,Lou Williams,TOR,80,2015
43,Mario Chalmers,MIA,80,2015
42,Monta Ellis,DAL,80,2015
44,Jonas Valanciunas,TOR,80,2015
40,Joe Johnson,BRK,80,2015
38,Stephen Curry,GSW,80,2015
37,Jarrett Jack,BRK,80,2015
39,Gerald Henderson,CHO,80,2015
50,Tyreke Evans,NOP,79,2015
54,Cory Joseph,SAS,79,2015
53,Beno Udrih,MEM,79,2015
52,Kevin Seraphin,WAS,79,2015
51,Joe Ingles,UTA,79,2015
49,Khris Middleton,MIL,79,2015
48,Ed Davis,LAL,79,2015
47,Draymond Green,GSW,79,2015
46,John Wall,WAS,79,2015
45,Trevor Booker,UTA,79,2015
59,Shaun Livingston,GSW,78,2015
62,J.J. Redick,LAC,78,2015
61,Caron Butler,DET,78,2015
60,P.J. Tucker,PHO,78,2015
58,Pau Gasol,CHI,78,2015
57,Marvin Williams,CHO,78,2015
56,Bojan Bogdanovic,BRK,78,2015
55,Wilson Chandler,DEN,78,2015
69,Jerryd Bayless,MIL,77,2015
73,Tim Duncan,SAS,77,2015
72,J.J. Barea,DAL,77,2015
71,Avery Bradley,BOS,77,2015
70,Zach LaVine,MIN,77,2015
67,Jason Terry,HOU,77,2015
68,Klay Thompson,GSW,77,2015
65,Courtney Lee,MEM,77,2015
64,Andre Iguodala,GSW,77,2015
63,Dirk Nowitzki,DAL,77,2015
66,Dennis Schroder,ATL,77,2015
80,Marreese Speights,GSW,76,2015
83,Matt Barnes,LAC,76,2015
82,Shane Larkin,NYK,76,2015
81,Trey Burke,UTA,76,2015
79,Wesley Johnson,LAL,76,2015
78,Roy Hibbert,IND,76,2015
77,Gordon Hayward,UTA,76,2015
76,Omer Asik,NOP,76,2015
75,Al Horford,ATL,76,2015
74,Devin Harris,DAL,76,2015
89,Kenneth Faried,DEN,75,2015
94,Kyrie Irving,CLE,75,2015
93,Channing Frye,ORL,75,2015
92,Rasual Butler,WAS,75,2015
91,Kevin Love,CLE,75,2015
90,Amir Johnson,TOR,75,2015
87,Ty Lawson,DEN,75,2015
86,Nerlens Noel,PHI,75,2015
85,Kyle Korver,ATL,75,2015
84,Kent Bazemore,ATL,75,2015
88,Tyson Chandler,DAL,75,2015
105,Derrick Williams,SAC,74,2015
102,Anthony Morrow,OKC,74,2015
108,Tyler Hansbrough,TOR,74,2015
107,Richard Jefferson,DAL,74,2015
106,Gerald Green,PHO,74,2015
104,Chris Kaman,POR,74,2015
103,Nikola Vucevic,ORL,74,2015
95,Derrick Favors,UTA,74,2015
101,Alan Anderson,BRK,74,2015
99,Glen Davis,LAC,74,2015
98,Al-Farouq Aminu,DAL,74,2015
97,Jeremy Lin,LAL,74,2015
96,JaKarr Sampson,PHI,74,2015
100,Otto Porter,WAS,74,2015
114,Spencer Hawes,LAC,73,2015
