,Player,Tm,G,Year
0,Buddy Hield,SAC,82,2019
10,Bradley Beal,WAS,82,2019
18,Montrezl Harrell,LAC,82,2019
17,Bam Adebayo,MIA,82,2019
16,Monte Morris,DEN,82,2019
15,Mikal Bridges,PHO,82,2019
14,Bryn Forbes,SAS,82,2019
13,Royce O'Neale,UTA,82,2019
12,Collin Sexton,CLE,82,2019
11,Joe Ingles,UTA,82,2019
1,Shai Gilgeous-Alexander,LAC,82,2019
9,Mason Plumlee,DEN,82,2019
4,Kentavious Caldwell-Pope,LAL,82,2019
2,Cory Joseph,IND,82,2019
3,Kemba Walker,CHO,82,2019
8,Patty Mills,SAS,82,2019
5,P.J. Tucker,HOU,82,2019
7,DeAndre' Bembry,ATL,82,2019
6,Reggie Jackson,DET,82,2019
19,Thaddeus Young,IND,81,2019
28,Terrence Ross,ORL,81,2019
36,Rudy Gobert,UTA,81,2019
35,Ryan Arcidiacono,CHI,81,2019
34,D.J. Augustin,ORL,81,2019
33,De'Aaron Fox,SAC,81,2019
32,Brook Lopez,MIL,81,2019
30,Evan Fournier,ORL,81,2019
29,Bojan Bogdanovic,IND,81,2019
31,D'Angelo Russell,BRK,81,2019
27,Al-Farouq Aminu,POR,81,2019
26,Trae Young,ATL,81,2019
25,Ed Davis,BRK,81,2019
24,Malik Beasley,DEN,81,2019
23,LaMarcus Aldridge,SAS,81,2019
22,Jordan Clarkson,CLE,81,2019
21,Willie Cauley-Stein,SAC,81,2019
20,Dorian Finney-Smith,DAL,81,2019
43,Miles Bridges,CHO,80,2019
50,Jerami Grant,OKC,80,2019
49,Pascal Siakam,TOR,80,2019
48,Danny Green,TOR,80,2019
47,Steven Adams,OKC,80,2019
46,Marcus Smart,BOS,80,2019
45,Nikola Jokic,DEN,80,2019
44,Jae Crowder,UTA,80,2019
41,Nikola Vucevic,ORL,80,2019
40,Tomas Satoransky,WAS,80,2019
39,Langston Galloway,DET,80,2019
38,Jarrett Allen,BRK,80,2019
37,Damian Lillard,POR,80,2019
42,Kevon Looney,GSW,80,2019
55,Jeremy Lamb,CHO,79,2019
59,Dennis Schroder,OKC,79,2019
57,Andre Drummond,DET,79,2019
56,Terry Rozier,BOS,79,2019
58,Ben Simmons,PHI,79,2019
54,Marco Belinelli,SAS,79,2019
53,Josh Jackson,PHO,79,2019
52,Jayson Tatum,BOS,79,2019
51,Kelly Olynyk,MIA,79,2019
60,Aaron Gordon,ORL,78,2019
61,Kevin Durant,GSW,78,2019
62,Klay Thompson,GSW,78,2019
63,James Harden,HOU,78,2019
64,Eric Bledsoe,MIL,78,2019
65,Patrick Beverley,LAC,78,2019
78,Khris Middleton,MIL,77,2019
77,DeMar DeRozan,SAS,77,2019
76,Nerlens Noel,OKC,77,2019
75,Doug McDermott,IND,77,2019
74,Paul George,OKC,77,2019
72,Zach Collins,POR,77,2019
73,Donovan Mitchell,UTA,77,2019
71,Jeff Green,WAS,77,2019
67,Dwight Powell,DAL,77,2019
66,Jakob Poeltl,SAS,77,2019
70,Karl-Anthony Towns,MIN,77,2019
68,Nemanja Bjelica,SAC,77,2019
69,Alex Len,ATL,77,2019
79,T.J. McConnell,PHI,76,2019
81,Derrick Favors,UTA,76,2019
82,J.J. Redick,PHI,76,2019
83,Joe Harris,BRK,76,2019
84,Cedi Osman,CLE,76,2019
85,Davis Bertans,SAS,76,2019
86,Gorgui Dieng,MIN,76,2019
87,Darren Collison,IND,76,2019
80,Vince Carter,ATL,76,2019
94,Kevin Knox,NYK,75,2019
98,JaVale McGee,LAL,75,2019
97,Jamal Murray,DEN,75,2019
96,Nicolas Batum,CHO,75,2019
95,Blake Griffin,DET,75,2019
91,Torrey Craig,DEN,75,2019
93,Jonathan Isaac,ORL,75,2019
92,Lou Williams,LAC,75,2019
89,Marvin Williams,CHO,75,2019
88,Marcus Morris,BOS,75,2019
90,Kevin Huerter,ATL,75,2019
105,Jaylen Brown,BOS,74,2019
109,Terrance Ferguson,OKC,74,2019
108,Seth Curry,POR,74,2019
107,Serge Ibaka,TOR,74,2019
106,Bruce Brown,DET,74,2019
103,Robin Lopez,CHI,74,2019
104,Quinn Cook,GSW,74,2019
99,Myles Turner,IND,74,2019
102,Domantas Sabonis,IND,74,2019
101,Josh Okogie,MIN,74,2019
100,Tony Snell,MIL,74,2019
115,Jonas Jerebko,GSW,73,2019
120,Gerald Green,HOU,73,2019
110,Andrew Wiggins,MIN,73,2019
118,Josh Richardson,MIA,73,2019
116,Shaquille Harrison,CHI,73,2019
119,Jalen Brunson,DAL,73,2019
114,Russell Westbrook,OKC,73,2019
113,Evan Turner,POR,73,2019
112,Damyean Dotson,NYK,73,2019
111,Malik Monk,CHO,73,2019
117,Julius Randle,NOP,73,2019
121,Alfonzo McKinnie,GSW,72,2019
122,Luka Doncic,DAL,72,2019
123,Dwyane Wade,MIA,72,2019
124,Gordon Hayward,BOS,72,2019
125,Giannis Antetokounmpo,MIL,72,2019
126,Hassan Whiteside,MIA,72,2019
127,Jusuf Nurkic,POR,72,2019
128,Thomas Bryant,WAS,72,2019
132,Deandre Ayton,PHO,71,2019
131,Yogi Ferrell,SAC,71,2019
129,Jake Layman,POR,71,2019
130,Maxi Kleber,DAL,71,2019
137,Richaun Holmes,PHO,70,2019
133,CJ McCollum,POR,70,2019
134,Kyle Kuzma,LAL,70,2019
135,Juan Hernangomez,DEN,70,2019
136,Paul Millsap,DEN,70,2019
138,Taj Gibson,MIN,70,2019
139,Mike Conley,MEM,70,2019
140,Bogdan Bogdanovic,SAC,70,2019
143,Tyreke Evans,IND,69,2019
144,Stephen Curry,GSW,69,2019
141,Rudy Gay,SAS,69,2019
142,Darius Miller,NOP,69,2019
158,Tyus Jones,MIN,68,2019
157,Wesley Iwundu,ORL,68,2019
152,Dario Saric,MIN,68,2019
156,Zaza Pachulia,DET,68,2019
155,Noah Vonleh,NYK,68,2019
154,Lance Stephenson,LAL,68,2019
153,Jordan Bell,GSW,68,2019
147,Spencer Dinwiddie,BRK,68,2019
151,Andre Iguodala,GSW,68,2019
150,Eric Gordon,HOU,68,2019
149,Devin Harris,DAL,68,2019
148,Danilo Gallinari,LAC,68,2019
146,Al Horford,BOS,68,2019
145,Ricky Rubio,UTA,68,2019
168,Kyrie Irving,BOS,67,2019
167,Derrick White,SAS,67,2019
166,Kent Bazemore,ATL,67,2019
165,Josh Hart,LAL,67,2019
164,Jrue Holiday,NOP,67,2019
163,Larry Nance,CLE,67,2019
161,DeMarre Carroll,BRK,67,2019
160,OG Anunoby,TOR,67,2019
159,Ersan Ilyasova,MIL,67,2019
162,Clint Capela,HOU,67,2019
171,Draymond Green,GSW,66,2019
172,Justise Winslow,MIA,66,2019
173,Mitchell Robinson,NYK,66,2019
170,Daniel Theis,BOS,66,2019
169,Rodney McGruder,MIA,66,2019
174,Kyle Lowry,TOR,65,2019
175,Anthony Tolliver,MIN,65,2019
183,Sindarius Thornwell,LAC,64,2019
188,Joel Embiid,PHI,64,2019
187,Jamal Crawford,PHO,64,2019
186,Dante Cunningham,SAS,64,2019
185,Dewayne Dedmon,ATL,64,2019
184,Cheick Diallo,NOP,64,2019
180,Shaun Livingston,GSW,64,2019
182,Devin Booker,PHO,64,2019
181,Allonzo Trier,NYK,64,2019
179,Michael Kidd-Gilchrist,CHO,64,2019
178,Fred VanVleet,TOR,64,2019
177,Malcolm Brogdon,MIL,64,2019
176,Trey Lyles,DEN,64,2019
189,Patrick Patterson,OKC,63,2019
190,Luke Kennard,DET,63,2019
191,Rodions Kurucs,BRK,63,2019
192,Zach LaVine,CHI,63,2019
193,Tyrone Wallace,LAC,62,2019
194,Marvin Bagley,SAC,62,2019
199,Abdel Nader,OKC,61,2019
198,Frank Jackson,NOP,61,2019
197,John Collins,ATL,61,2019
196,Meyers Leonard,POR,61,2019
195,Pat Connaughton,MIL,61,2019
200,Derrick Jones,MIA,60,2019
202,Jerian Grant,ORL,60,2019
203,Ian Clark,NOP,60,2019
204,Cristiano Felicio,CHI,60,2019
205,Kawhi Leonard,TOR,60,2019
206,Norman Powell,TOR,60,2019
201,Maurice Harkless,POR,60,2019
207,Emmanuel Mudiay,NYK,59,2019
208,Ante Zizic,CLE,59,2019
209,Georges Niang,UTA,59,2019
210,Jahlil Okafor,NOP,59,2019
211,Jared Dudley,BRK,59,2019
212,Rondae Hollis-Jefferson,BRK,59,2019
217,T.J. Leaf,IND,58,2019
219,Sterling Brown,MIL,58,2019
218,Jaren Jackson,MEM,58,2019
214,Willy Hernangomez,CHO,58,2019
216,Mario Hezonja,NYK,58,2019
215,Harry Giles,SAC,58,2019
213,Chris Paul,HOU,58,2019
220,Antonio Blakeney,CHI,57,2019
221,Gary Harris,DEN,57,2019
222,Tony Parker,CHO,56,2019
223,Ish Smith,DET,56,2019
224,Shabazz Napier,BRK,56,2019
225,Anthony Davis,NOP,56,2019
226,Semi Ojeleye,BOS,56,2019
229,Jimmy Butler,PHI,55,2019
231,LeBron James,LAL,55,2019
