,Player,Tm,G,Year
0,Andrew Bogut,MIL,82,2006
15,Raef LaFrentz,BOS,82,2006
28,Andre Iguodala,PHI,82,2006
27,Andres Nocioni,CHI,82,2006
26,Bruce Bowen,SAS,82,2006
25,Mehmet Okur,UTA,82,2006
24,DeShawn Stevenson,ORL,82,2006
23,Smush Parker,LAL,82,2006
22,Erick Dampier,DAL,82,2006
21,Morris Peterson,TOR,82,2006
20,Dwight Howard,ORL,82,2006
19,Tayshaun Prince,DET,82,2006
18,Antoine Walker,MIA,82,2006
17,Ben Wallace,DET,82,2006
16,Kyle Korver,PHI,82,2006
1,Derek Fisher,GSW,82,2006
14,John Salmons,PHI,82,2006
7,Damien Wilkins,SEA,82,2006
13,Damon Jones,CLE,82,2006
2,Eric Snow,CLE,82,2006
3,Andre Miller,DEN,82,2006
5,Antonio McDyess,DET,82,2006
6,Sasha Vujacic,LAL,82,2006
4,Antawn Jamison,WAS,82,2006
8,Tony Battie,ORL,82,2006
9,Joe Johnson,ATL,82,2006
10,Jamaal Magloire,MIL,82,2006
11,Kenny Thomas,SAC,82,2006
12,Mike Bibby,SAC,82,2006
38,Donyell Marshall,CLE,81,2006
44,Eddie House,PHO,81,2006
43,Stephen Jackson,IND,81,2006
42,Charlie Villanueva,TOR,81,2006
41,Brian Cook,LAL,81,2006
40,Boris Diaw,PHO,81,2006
39,Dirk Nowitzki,DAL,81,2006
37,Shane Battier,MEM,81,2006
35,Chauncey Billups,DET,81,2006
34,Mike Dunleavy,GSW,81,2006
33,Gary Payton,MIA,81,2006
32,Devin Brown,UTA,81,2006
31,Udonis Haslem,MIA,81,2006
30,DeSagana Diop,DAL,81,2006
29,Kirk Hinrich,CHI,81,2006
36,Shawn Marion,PHO,81,2006
58,Maurice Evans,DET,80,2006
65,Clifford Robinson,NJN,80,2006
60,Nazr Mohammed,SAS,80,2006
61,Deron Williams,UTA,80,2006
62,Jacque Vaughn,NJN,80,2006
63,Michael Redd,MIL,80,2006
70,Lamar Odom,LAL,80,2006
66,Pau Gasol,MEM,80,2006
67,Gilbert Arenas,WAS,80,2006
68,Nenad Krstic,NJN,80,2006
69,Carmelo Anthony,DEN,80,2006
71,Tony Parker,SAS,80,2006
59,Rasho Nesterovic,SAS,80,2006
64,Jason Kidd,NJN,80,2006
57,Orien Greene,BOS,80,2006
51,Ben Gordon,CHI,80,2006
56,Joey Graham,TOR,80,2006
46,Luther Head,HOU,80,2006
48,Raymond Felton,CHA,80,2006
49,Antonio Daniels,WAS,80,2006
50,Kobe Bryant,LAL,80,2006
47,Jason Terry,DAL,80,2006
52,Richard Hamilton,DET,80,2006
45,Rasheed Wallace,DET,80,2006
53,Juwan Howard,HOU,80,2006
54,Tim Duncan,SAS,80,2006
55,Josh Smith,ATL,80,2006
82,Brad Miller,SAC,79,2006
91,Raja Bell,PHO,79,2006
90,Luke Ridnour,SEA,79,2006
89,Elton Brand,LAC,79,2006
88,Rashad McCants,MIN,79,2006
87,Drew Gooden,CLE,79,2006
86,Rasual Butler,NOK,79,2006
84,LeBron James,CLE,79,2006
83,Primoz Brezec,CHA,79,2006
85,Mike James,TOR,79,2006
81,Brendan Haywood,WAS,79,2006
75,Jarron Collins,UTA,79,2006
80,Marvin Williams,ATL,79,2006
72,Paul Pierce,BOS,79,2006
74,Jarrett Jack,POR,79,2006
73,Vince Carter,NJN,79,2006
76,Tyson Chandler,CHI,79,2006
77,Cuttino Mobley,LAC,79,2006
78,Steve Nash,PHO,79,2006
79,Jamal Crawford,NYK,79,2006
99,Matt Carroll,CHA,78,2006
105,Sam Cassell,LAC,78,2006
104,Danny Granger,IND,78,2006
103,Hedo Turkoglu,ORL,78,2006
102,Luol Deng,CHI,78,2006
101,Richard Jefferson,NJN,78,2006
100,Zydrunas Ilgauskas,CLE,78,2006
97,Chris Kaman,LAC,78,2006
98,Rashard Lewis,SEA,78,2006
96,Matt Bonner,TOR,78,2006
95,Zaza Pachulia,ATL,78,2006
94,Lorenzen Wright,MEM,78,2006
93,Chris Paul,NOK,78,2006
92,Ray Allen,SEA,78,2006
106,Adonal Foyle,GSW,77,2006
107,Michael Finley,SAS,77,2006
108,Trenton Hassell,MIN,77,2006
109,Jared Jeffries,WAS,77,2006
112,Michael Ruffin,WAS,76,2006
113,Jumaine Jones,CHA,76,2006
114,Juan Dixon,POR,76,2006
111,Kevin Garnett,MIN,76,2006
110,Al Harrington,ATL,76,2006
120,Anthony Johnson,IND,75,2006
125,Chris Webber,PHI,75,2006
124,Marko Jaric,MIN,75,2006
123,Sarunas Jasikevicius,IND,75,2006
121,Caron Butler,WAS,75,2006
122,Dwyane Wade,MIA,75,2006
119,Eddie Jones,MEM,75,2006
116,James Jones,PHO,75,2006
115,Jason Richardson,GSW,75,2006
118,P.J. Brown,NOK,75,2006
117,Bobby Simmons,MIL,75,2006
127,Troy Murphy,GSW,74,2006
128,Zach Randolph,POR,74,2006
129,Mike Miller,MEM,74,2006
130,Brent Barry,SAS,74,2006
131,Josh Childress,ATL,74,2006
132,David West,NOK,74,2006
133,Chris Duhon,CHI,74,2006
126,Dan Gadzuric,MIL,74,2006
134,Royal Ivey,ATL,73,2006
135,Greg Buckner,DEN,73,2006
141,Othella Harrington,CHI,72,2006
145,Kwame Brown,LAL,72,2006
144,Francisco Elson,DEN,72,2006
143,Eddy Curry,NYK,72,2006
142,Shareef Abdur-Rahim,SAC,72,2006
138,Malik Rose,NYK,72,2006
140,T.J. Ford,MIL,72,2006
139,Allen Iverson,PHI,72,2006
137,Kevin Martin,SAC,72,2006
136,Nate Robinson,NYK,72,2006
152,Dahntay Jones,MEM,71,2006
156,Brian Scalabrine,BOS,71,2006
155,Devean George,LAL,71,2006
154,Milt Palacio,UTA,71,2006
153,Matt Harpring,UTA,71,2006
148,Speedy Claxton,NOK,71,2006
151,David Wesley,HOU,71,2006
147,Etan Thomas,WAS,71,2006
150,Delonte West,BOS,71,2006
146,Bobby Jackson,MEM,71,2006
149,Jason Collins,NJN,71,2006
157,Kevin Ollie,PHI,70,2006
158,Desmond Mason,NOK,70,2006
159,Chris Bosh,TOR,70,2006
160,Eddie Griffin,MIN,70,2006
161,Brevin Knight,CHA,69,2006
163,Viktor Khryapa,POR,69,2006
164,Luke Walton,LAL,69,2006
165,Ike Diogu,GSW,69,2006
166,Andrei Kirilenko,UTA,69,2006
167,Steven Hunter,PHI,69,2006
162,Travis Outlaw,POR,69,2006
173,Sebastian Telfair,POR,68,2006
177,Ryan Bowen,HOU,68,2006
176,Kirk Snyder,NOK,68,2006
175,Carlos Delfino,DET,68,2006
174,Fred Jones,IND,68,2006
172,Johan Petro,SEA,68,2006
168,Steve Blake,POR,68,2006
171,Andris Biedrins,GSW,68,2006
170,Kendrick Perkins,BOS,68,2006
169,Hakim Warrick,MEM,68,2006
181,Francisco Garcia,SAC,67,2006
183,Maurice Taylor,NYK,67,2006
182,David Lee,NYK,67,2006
178,David Harrison,IND,67,2006
180,James Posey,MIA,67,2006
179,Quinton Ross,LAC,67,2006
187,Stromile Swift,HOU,66,2006
190,Samuel Dalembert,PHI,66,2006
188,Mike Sweetney,CHI,66,2006
191,Keith McLeod,UTA,66,2006
186,Bernard Robinson,CHA,66,2006
185,Jason Hart,SAC,66,2006
184,Daniel Ewing,LAC,66,2006
189,Nick Collison,SEA,66,2006
192,Manu Ginobili,SAS,65,2006
193,Channing Frye,NYK,65,2006
194,Nick Van Exel,SAS,65,2006
195,Toni Kukoc,MIL,65,2006
196,Alonzo Mourning,MIA,65,2006
197,Eduardo Najera,DEN,64,2006
198,Jose Calderon,TOR,64,2006
199,Dikembe Mutombo,HOU,64,2006
201,Rafer Alston,HOU,63,2006
202,Jeff Foster,IND,63,2006
200,Robert Horry,SAS,63,2006
204,Mark Madsen,MIN,62,2006
205,Darius Songaila,CHI,62,2006
206,Marquis Daniels,DAL,62,2006
207,Kris Humphries,UTA,62,2006
208,Darrell Armstrong,DAL,62,2006
209,Scott Padgett,NJN,62,2006
203,Jameer Nelson,ORL,62,2006
213,Shaun Livingston,LAC,61,2006
214,Ryan Gomes,BOS,61,2006
215,Zarko Cabarkapa,GSW,61,2006
212,Linas Kleiza,DEN,61,2006
211,Salim Stoudamire,ATL,61,2006
210,Martell Webster,POR,61,2006
216,Greg Ostertag,UTA,60,2006
217,Earl Boykins,DEN,60,2006
218,Stephon Marbury,NYK,60,2006
219,Charlie Bell,MIL,59,2006
220,Al Jefferson,BOS,59,2006
221,Jason Williams,MIA,59,2006
222,James Singleton,LAC,59,2006
223,Chris Mihm,LAL,59,2006
224,Josh Howard,DAL,59,2006
225,Shaquille O'Neal,MIA,59,2006
226,Fabricio Oberto,SAS,59,2006
228,Mo Williams,MIL,58,2006
229,Jiri Welsch,MIL,58,2006
227,DerMarr Johnson,DEN,58,2006
235,Pat Garrity,ORL,57,2006
238,Lamond Murray,NJN,57,2006
237,Shavlik Randolph,PHI,57,2006
236,Jannero Pargo,CHI,57,2006
230,Esteban Batista,ATL,57,2006
234,Melvin Ely,CHA,57,2006
232,Antonio Burks,MEM,57,2006
231,Leandro Barbosa,PHO,57,2006
233,Yao Ming,HOU,57,2006
239,Devin Harris,DAL,56,2006
240,Kenyon Martin,DEN,56,2006
241,Marcus Camby,DEN,56,2006
242,Zoran Planinic,NJN,56,2006
243,Joel Przybilla,POR,56,2006
247,J.R. Smith,NOK,55,2006
249,Theo Ratliff,POR,55,2006
248,Jackie Butler,NYK,55,2006
246,Jerry Stackhouse,DAL,55,2006
245,Quentin Richardson,NYK,55,2006
244,Gerald Wallace,CHA,55,2006
250,Baron Davis,GSW,54,2006
251,Beno Udrih,SAS,54,2006
252,Malik Allen,CHI,54,2006
253,Kurt Thomas,PHO,53,2006
254,Sasha Pavlovic,CLE,53,2006
255,Keith Van Horn,DAL,53,2006
258,Rafael Araujo,TOR,52,2006
259,Adrian Griffin,DAL,52,2006
257,Bonzi Wells,SAC,52,2006
256,Mickael Pietrus,GSW,52,2006
260,Donell Taylor,WAS,51,2006
261,Jermaine O'Neal,IND,51,2006
262,Jake Tsakalidis,MEM,51,2006
263,Alan Henderson,CLE,51,2006
264,Jake Voskuhl,CHA,51,2006
265,Jason Kapono,MIA,51,2006
266,Tyronn Lue,ATL,51,2006
267,Tony Allen,BOS,51,2006
268,Matt Barnes,PHI,50,2006
269,Keyon Dooling,ORL,50,2006
270,Austin Croshere,IND,50,2006
271,Carlos Arroyo,DET,50,2006
273,Qyntel Woods,NYK,49,2006
272,Monta Ellis,GSW,49,2006
274,Ronald Murray,SEA,48,2006
275,Shandon Anderson,MIA,48,2006
276,Chris Wilcox,LAC,48,2006
277,Anderson Varejao,CLE,48,2006
