,Player,Tm,G,Year
0,Drazen Petrovic,NJN,82,1992
27,Charles Oakley,NYK,82,1992
29,Pooh Richardson,MIN,82,1992
30,Sedale Threatt,LAL,82,1992
31,Danny Manning,LAC,82,1992
32,Greg Anthony,NYK,82,1992
33,Gerald Wilkins,NYK,82,1992
34,Orlando Woolridge,DET,82,1992
35,Ron Harper,LAC,82,1992
36,Greg Anderson,DEN,82,1992
37,Larry Johnson,CHH,82,1992
38,A.C. Green,LAL,82,1992
39,Ron Anderson,PHI,82,1992
40,Jeff Grayer,MIL,82,1992
41,B.J. Armstrong,CHI,82,1992
42,Stacey Augmon,ATL,82,1992
43,Kenny Gattison,CHH,82,1992
44,Scottie Pippen,CHI,82,1992
45,Dan Majerle,PHO,82,1992
46,Mark West,PHO,82,1992
48,Vern Fleming,IND,82,1992
49,Kevin Gamble,BOS,82,1992
50,Sleepy Floyd,HOU,82,1992
51,Grant Long,MIA,82,1992
1,Mike Brown,UTA,82,1992
28,Tyrone Hill,GSW,82,1992
47,Reggie Lewis,BOS,82,1992
26,Michael Cage,SEA,82,1992
13,Joe Dumars,DET,82,1992
25,Alvin Robertson,MIL,82,1992
3,Otis Thorpe,HOU,82,1992
4,Terry Porter,POR,82,1992
5,Muggsy Bogues,CHH,82,1992
2,Patrick Ewing,NYK,82,1992
7,Anthony Mason,NYK,82,1992
8,Terry Teagle,LAL,82,1992
9,John Stockton,UTA,82,1992
10,Terrell Brandon,CLE,82,1992
11,John Starks,NYK,82,1992
12,Scott Brooks,MIN,82,1992
6,Sean Elliott,SAS,82,1992
14,Chris Dudley,NJN,82,1992
20,Terry Mills,NJN,82,1992
15,Kevin Duckworth,POR,82,1992
23,Johnny Dawkins,PHI,82,1992
24,Clifford Robinson,POR,82,1992
21,Sam Mitchell,MIN,82,1992
22,Dennis Rodman,DET,82,1992
19,Byron Scott,LAL,82,1992
18,Reggie Miller,IND,82,1992
17,Xavier McDaniel,NYK,82,1992
16,Moses Malone,MIL,82,1992
71,Armen Gilliam,PHI,81,1992
72,Bill Laimbeer,DET,81,1992
73,Mark Eaton,UTA,81,1992
74,Blue Edwards,UTA,81,1992
75,Karl Malone,UTA,81,1992
76,Jeff Hornacek,PHO,81,1992
77,Danny Ainge,POR,81,1992
82,Elden Campbell,LAL,81,1992
78,Antoine Carr,SAS,81,1992
79,Rumeal Robinson,ATL,81,1992
80,David Wingate,WSB,81,1992
81,Kenny Smith,HOU,81,1992
83,Kevin Willis,ATL,81,1992
84,Reggie Williams,DEN,81,1992
85,Blair Rasmussen,ATL,81,1992
69,Mahmoud Abdul-Rauf,DEN,81,1992
70,Jeff Malone,UTA,81,1992
60,Ed Pinckney,BOS,81,1992
68,Horace Grant,CHI,81,1992
58,Eddie Johnson,SEA,81,1992
52,Gary Payton,SEA,81,1992
53,Tim Hardaway,GSW,81,1992
54,Mark Jackson,NYK,81,1992
67,Dale Ellis,MIL,81,1992
56,Andrew Lang,PHO,81,1992
57,Chuck Person,IND,81,1992
55,Larry Nance,CLE,81,1992
59,Lester Conner,MIL,81,1992
61,Bimbo Coles,MIA,81,1992
62,Hersey Hawkins,PHI,81,1992
63,A.J. English,WSB,81,1992
64,Chris Mullin,GSW,81,1992
65,Kevin Edwards,MIA,81,1992
66,Rick Fox,BOS,81,1992
94,Matt Bullard,HOU,80,1992
102,Tim Perry,PHO,80,1992
101,Mitch Richmond,SAC,80,1992
100,Duane Causwell,SAC,80,1992
99,Hot Rod Williams,CLE,80,1992
98,Billy Owens,GSW,80,1992
96,Vincent Askew,GSW,80,1992
95,Vernon Maxwell,HOU,80,1992
97,Buck Williams,POR,80,1992
93,Doug West,MIN,80,1992
86,Michael Jordan,CHI,80,1992
91,Buck Johnson,HOU,80,1992
90,Victor Alexander,GSW,80,1992
89,LaSalle Thompson,IND,80,1992
88,Fred Roberts,MIL,80,1992
87,Sidney Green,SAS,80,1992
92,Detlef Schrempf,IND,80,1992
109,Anthony Bonner,SAC,79,1992
114,John Paxson,CHI,79,1992
113,Robert Parish,BOS,79,1992
112,Rony Seikaly,MIA,79,1992
111,Larry Krystkowiak,MIL,79,1992
110,Loy Vaught,LAC,79,1992
107,Stacey King,CHI,79,1992
108,Mario Elie,GSW,79,1992
106,Glen Rice,MIA,79,1992
105,Micheal Williams,IND,79,1992
104,Cliff Levingston,CHI,79,1992
103,Kendall Gill,CHH,79,1992
120,Gary Grant,LAC,78,1992
124,Paul Graham,ATL,78,1992
123,Kevin Johnson,PHO,78,1992
122,Lionel Simmons,SAC,78,1992
121,Winston Garland,DEN,78,1992
119,Isiah Thomas,DET,78,1992
118,Ricky Pierce,SEA,78,1992
117,Terry Catledge,ORL,78,1992
116,Michael Adams,WSB,78,1992
115,Tony Campbell,MIN,78,1992
130,David Benoit,UTA,77,1992
134,Will Perdue,CHI,77,1992
132,Ken Norman,LAC,77,1992
131,Chris Morris,NJN,77,1992
133,Dell Curry,CHH,77,1992
129,Alexander Volkov,ATL,77,1992
128,Jon Koncak,ATL,77,1992
