,Player,Tm,G,Year
0,Derek Harper,DAL,82,1990
43,Hot Rod Williams,CLE,82,1990
31,Hakeem Olajuwon,HOU,82,1990
32,Terry Teagle,GSW,82,1990
33,Patrick Ewing,NYK,82,1990
34,Buck Williams,POR,82,1990
35,Gerald Wilkins,NYK,82,1990
36,Danny Young,POR,82,1990
37,Mark Alarie,WSB,82,1990
38,Rod Higgins,GSW,82,1990
39,Mark Jackson,NYK,82,1990
40,Darrell Griffith,UTA,82,1990
41,Buck Johnson,HOU,82,1990
42,Willie Anderson,SAS,82,1990
44,A.C. Green,LAL,82,1990
29,Tod Murphy,MIN,82,1990
45,Vinnie Johnson,DET,82,1990
46,Thurl Bailey,UTA,82,1990
47,Sleepy Floyd,HOU,82,1990
48,Michael Jordan,CHI,82,1990
49,John Paxson,CHI,82,1990
50,Mark West,PHO,82,1990
51,LaSalle Thompson,IND,82,1990
52,Spud Webb,ATL,82,1990
53,Jerome Kersey,POR,82,1990
54,Bernard King,WSB,82,1990
55,Stacey King,CHI,82,1990
56,Otis Thorpe,HOU,82,1990
30,Tyrone Corbin,MIN,82,1990
1,David Robinson,SAS,82,1990
28,Vlade Divac,LAL,82,1990
14,Karl Malone,UTA,82,1990
27,Lester Conner,NJN,82,1990
2,Hersey Hawkins,PHI,82,1990
3,Rory Sparrow,MIA,82,1990
4,Mike Brown,UTA,82,1990
5,Rik Smits,IND,82,1990
6,James Edwards,DET,82,1990
7,Purvis Short,NJN,82,1990
9,Mark Eaton,UTA,82,1990
10,Mike Sanders,IND,82,1990
11,Michael Cage,SEA,82,1990
12,John Salley,DET,82,1990
13,Tony Campbell,MIN,82,1990
8,Blue Edwards,UTA,82,1990
15,Dennis Rodman,DET,82,1990
21,Pooh Richardson,MIN,82,1990
16,Clifford Robinson,POR,82,1990
26,Scottie Pippen,CHI,82,1990
25,Reggie Miller,IND,82,1990
24,Nate McMillan,SEA,82,1990
22,Kevin Duckworth,POR,82,1990
23,J.R. Reid,CHH,82,1990
20,Kevin McHale,BOS,82,1990
19,Rodney McCray,SAC,82,1990
18,Fred Roberts,MIL,82,1990
17,Vern Fleming,IND,82,1990
78,B.J. Armstrong,CHI,81,1990
73,Alvin Robertson,MIL,81,1990
74,Nick Anderson,ORL,81,1990
75,Blair Rasmussen,DEN,81,1990
76,Kevin Willis,ATL,81,1990
77,Muggsy Bogues,CHH,81,1990
84,Isiah Thomas,DET,81,1990
79,Herb Williams,DAL,81,1990
80,Dana Barros,SEA,81,1990
81,Tom Chambers,PHO,81,1990
82,Darrell Walker,WSB,81,1990
83,Trent Tucker,NYK,81,1990
71,Grant Long,MIA,81,1990
72,Terry Cummings,SAS,81,1990
60,Sean Elliott,SAS,81,1990
70,Charles Jones,WSB,81,1990
63,Joe Kleine,BOS,81,1990
57,Harvey Grant,WSB,81,1990
58,Jay Humphries,MIL,81,1990
59,Bill Hanzlik,DEN,81,1990
69,Moses Malone,ATL,81,1990
62,Bob Hansen,UTA,81,1990
61,Johnny Dawkins,PHI,81,1990
64,Sherman Douglas,MIA,81,1990
65,Bill Laimbeer,DET,81,1990
66,Shawn Kemp,SEA,81,1990
67,Craig Ehlo,CLE,81,1990
68,Mike Gminski,PHI,81,1990
92,Johnny Newman,NYK,80,1990
98,James Worthy,LAL,80,1990
97,Larry Drew,LAL,80,1990
96,Chris Morris,NJN,80,1990
94,Sam Mitchell,MIN,80,1990
93,Terry Porter,POR,80,1990
95,Michael Cooper,LAL,80,1990
91,Derrick McKey,SEA,80,1990
89,Dominique Wilkins,ATL,80,1990
90,Mark Acres,ORL,80,1990
88,Rolando Blackman,DAL,80,1990
87,Alex English,DEN,80,1990
86,Sidney Lowe,MIN,80,1990
85,Horace Grant,CHI,80,1990
106,Kelly Tripucka,CHH,79,1990
113,Olden Polynice,SEA,79,1990
112,Magic Johnson,LAL,79,1990
111,Charles Barkley,PHI,79,1990
109,Wayne Cooper,POR,79,1990
108,Dennis Hopson,NJN,79,1990
107,Wayman Tisdale,SAC,79,1990
110,Eddie Lee Wilkins,NYK,79,1990
105,Todd Lichti,DEN,79,1990
103,Billy Thompson,MIA,79,1990
102,Tim Hardaway,GSW,79,1990
101,Reggie Lewis,BOS,79,1990
100,Michael Adams,DEN,79,1990
99,Fat Lever,DEN,79,1990
104,Robert Parish,BOS,79,1990
120,John Stockton,UTA,78,1990
124,Detlef Schrempf,IND,78,1990
123,Charles Smith,LAC,78,1990
122,Chris Mullin,GSW,78,1990
121,Kevin Edwards,MIA,78,1990
125,Mitch Richmond,GSW,78,1990
119,Ledell Eackles,WSB,78,1990
117,Steve Kerr,CLE,78,1990
116,Ron Anderson,PHI,78,1990
115,David Wingate,SAS,78,1990
114,Mark Aguirre,DET,78,1990
118,Frank Brickowski,SAS,78,1990
131,Glen Rice,MIA,77,1990
135,Will Perdue,CHI,77,1990
134,Byron Scott,LAL,77,1990
133,Tellis Frank,MIA,77,1990
132,Eric Leckner,UTA,77,1990
130,Joe Wolf,LAC,77,1990
129,Ed Pinckney,BOS,77,1990
128,Drazen Petrovic,POR,77,1990
127,Chuck Person,IND,77,1990
126,Delaney Rudd,UTA,77,1990
136,Vinny Del Negro,SAC,76,1990
137,Reggie Theus,ORL,76,1990
138,Sam Perkins,DAL,76,1990
144,Cliff Levingston,ATL,75,1990
148,Chucky Brown,CLE,75,1990
147,Manute Bol,GSW,75,1990
146,Larry Bird,BOS,75,1990
145,Danny Ainge,SAC,75,1990
149,Joe Dumars,DET,75,1990
143,Rick Mahorn,PHI,75,1990
139,Dennis Johnson,BOS,75,1990
142,Derek Smith,PHI,75,1990
141,Jeff Malone,WSB,75,1990
140,Sarunas Marciulionis,GSW,75,1990
151,Larry Smith,HOU,74,1990
152,Terry Catledge,ORL,74,1990
153,Andrew Lang,PHO,74,1990
154,Rony Seikaly,MIA,74,1990
150,Kevin Johnson,PHO,74,1990
155,Tom Garrick,LAC,73,1990
156,Dan Majerle,PHO,73,1990
157,Sidney Green,ORL,73,1990
158,Steve Colter,WSB,73,1990
159,Brad Davis,DAL,73,1990
160,Clyde Drexler,POR,73,1990
161,James Donaldson,DAL,73,1990
162,Mark Price,CLE,73,1990
166,Jim Paxson,BOS,72,1990
167,Harold Pressley,SAC,72,1990
168,Michael Ansley,ORL,72,1990
165,Caldwell Jones,SAS,72,1990
164,Alexander Volkov,ATL,72,1990
163,Scott Brooks,PHI,72,1990
174,Jeff Grayer,MIL,71,1990
177,Bill Cartwright,CHI,71,1990
176,Scott Roth,MIN,71,1990
175,Greg Kite,SAC,71,1990
170,Kevin Gamble,BOS,71,1990
173,Jack Sikma,MIL,71,1990
171,Tim Kempton,DEN,71,1990
169,Benoit Benjamin,LAC,71,1990
172,Danny Manning,LAC,71,1990
180,Mychal Thompson,LAL,70,1990
181,Ken Norman,LAC,70,1990
182,Scott Skiles,ORL,70,1990
179,Charles Shackleford,NJN,70,1990
178,Tom Tolbert,GSW,70,1990
183,Xavier McDaniel,SEA,69,1990
184,Walter Davis,DEN,69,1990
185,Jeff Martin,LAC,69,1990
186,Rickey Green,IND,69,1990
187,Sam Bowie,NJN,68,1990
188,Kenny Walker,NYK,68,1990
192,Dell Curry,CHH,67,1990
193,Greg Grant,PHO,67,1990
190,Jerome Lane,DEN,67,1990
191,Jeff Hornacek,PHO,67,1990
189,Jerry Reynolds,ORL,67,1990
194,Donald Royal,MIN,66,1990
197,Mitchell Wiggins,HOU,66,1990
195,Anthony Bowie,HOU,66,1990
196,Anthony Jones,DAL,66,1990
198,Sedale Threatt,SEA,65,1990
199,T.R. Dunn,DEN,65,1990
200,Otis Smith,ORL,65,1990
201,Michael Smith,BOS,65,1990
202,Eddie Johnson,PHO,64,1990
204,Randy Allen,SAC,63,1990
205,Sam Vincent,ORL,63,1990
206,Terry Davis,MIA,63,1990
207,Craig Hodges,CHI,63,1990
208,Kenny Gattison,CHH,63,1990
203,Jon Sundvold,MIA,63,1990
209,Orlando Woolridge,LAL,62,1990
210,Larry Nance,CLE,62,1990
213,Charles Oakley,NYK,61,1990
215,Tom Hammonds,WSB,61,1990
212,Mike Woodson,HOU,61,1990
211,Randy Wittman,IND,61,1990
214,Tony Brown,MIL,61,1990
216,John Battle,ATL,60,1990
217,Bill Wennington,DAL,60,1990
218,Greg Anderson,MIL,60,1990
219,Jeff Turner,ORL,60,1990
220,Tim Perry,PHO,60,1990
221,Armen Gilliam,CHH,60,1990
222,Robert Reid,CHH,60,1990
223,Eddie Hughes,DEN,60,1990
226,Melvin Turpin,WSB,59,1990
224,Ricky Pierce,MIL,59,1990
225,Kenny Battle,PHO,59,1990
227,Mark Bryant,POR,58,1990
228,Kurt Rambis,PHO,58,1990
229,Paul Pressey,MIL,57,1990
230,Frank Kornet,MIL,57,1990
231,Jack Haley,NJN,56,1990
232,Bob Thornton,PHI,56,1990
233,Randy White,DAL,55,1990
234,Dale Ellis,SEA,55,1990
235,Winston Bennett,CLE,55,1990
238,Richard Anderson,CHH,54,1990
239,John Bagley,BOS,54,1990
237,Jon Koncak,ATL,54,1990
236,Rex Chapman,CHH,54,1990
240,Danny Schayes,DEN,53,1990
241,Charles Davis,CHI,53,1990
242,Johnny Moore,SAS,53,1990
243,Avery Johnson,SEA,53,1990
244,David Rivers,LAC,52,1990
245,Doug West,MIN,52,1990
246,Brad Lohaus,MIL,52,1990
247,Ken Bannister,LAC,52,1990
250,Winston Garland,GSW,51,1990
251,Randy Breuer,MIN,51,1990
249,Rod Strickland,NYK,51,1990
248,Adrian Caldwell,HOU,51,1990
252,Mookie Blaylock,NJN,50,1990
253,Byron Irvin,POR,50,1990
254,Maurice Cheeks,SAS,50,1990
255,John Lucas,HOU,49,1990
256,Greg Dreiling,IND,49,1990
257,Vernon Maxwell,SAS,49,1990
260,Doc Rivers,ATL,48,1990
261,John Long,ATL,48,1990
262,Eric Johnson,UTA,48,1990
259,Randolph Keys,CLE,48,1990
258,Tree Rollins,CLE,48,1990
263,Joe Barry Carroll,NJN,46,1990
264,Ed Nealy,CHI,46,1990
265,Gerald Henderson,DET,46,1990
266,Kenny Smith,SAC,46,1990
267,Michael Young,LAC,45,1990
268,Brad Sellers,SEA,45,1990
269,Adrian Dantley,DAL,45,1990
270,Ed Horton,WSB,45,1990
271,Roy Tarpley,DAL,45,1990
274,George McCloud,IND,44,1990
275,Gary Grant,LAC,44,1990
273,Brian Rowsom,CHH,44,1990
272,Antoine Carr,ATL,44,1990
