,Player,Tm,G,Year,ID
509,Klay Thompson,GSW,82,2013,thompkl01
359,Andre Miller,DEN,82,2013,millean02
316,Damian Lillard,POR,82,2013,lillada01
317,Jeremy Lin,HOU,82,2013,linje01
322,Robin Lopez,NOH,82,2013,lopezro01
167,Randy Foye,UTA,82,2013,foyera01
454,Luis Scola,PHO,82,2013,scolalu01
517,Evan Turner,PHI,82,2013,turneev01
26,Omer Asik,HOU,82,2013,asikom01
344,O.J. Mayo,DAL,82,2013,mayooj01
441,Nate Robinson,CHI,82,2013,robinna01
181,Alonzo Gee,CLE,82,2013,geeal01
285,DeAndre Jordan,LAC,82,2013,jordade01
464,Kyle Singler,DET,82,2013,singlky01
438,Luke Ridnour,MIN,82,2013,ridnolu01
508,Jason Thompson,SAC,82,2013,thompja02
153,Monta Ellis,MIL,82,2013,ellismo01
68,Corey Brewer,DEN,82,2013,breweco01
551,Russell Westbrook,OKC,82,2013,westbru01
372,Markieff Morris,PHO,82,2013,morrima02
58,Andray Blatche,BRK,82,2013,blatcan01
82,Jimmy Butler,CHI,82,2013,butleji01
536,Kemba Walker,CHA,82,2013,walkeke02
219,Spencer Hawes,PHI,82,2013,hawessp01
134,DeMar DeRozan,TOR,82,2013,derozde01
391,Lamar Odom,LAC,82,2013,odomla01
510,Tristan Thompson,CLE,82,2013,thomptr01
90,Vince Carter,DAL,81,2013,cartevi01
304,Carl Landry,GSW,81,2013,landrca01
42,Brandon Bass,BOS,81,2013,bassbr01
266,Amir Johnson,TOR,81,2013,johnsam01
197,Jeff Green,BOS,81,2013,greenje02
298,Kosta Koufos,DEN,81,2013,koufoko01
480,Tiago Splitter,SAS,81,2013,splitti01
206,Tyler Hansbrough,IND,81,2013,hansbty01
456,Thabo Sefolosha,OKC,81,2013,sefolth01
148,Kevin Durant,OKC,81,2013,duranke01
103,Nick Collison,OKC,81,2013,collini01
21,Ryan Anderson,NOH,81,2013,anderry01
102,Darren Collison,DAL,81,2013,collida01
387,Steve Novak,NYK,81,2013,novakst01
366,Greg Monroe,DET,81,2013,monrogr01
36,Harrison Barnes,GSW,81,2013,barneha02
55,Bismack Biyombo,CHA,80,2013,biyombi01
116,Dante Cunningham,MIN,80,2013,cunnida01
104,Mike Conley,MEM,80,2013,conlemi01
199,Blake Griffin,LAC,80,2013,griffbl01
228,J.J. Hickson,POR,80,2013,hicksjj01
492,Jeff Teague,ATL,80,2013,teaguje01
244,Serge Ibaka,OKC,80,2013,ibakase01
245,Andre Iguodala,DEN,80,2013,iguodan01
37,Matt Barnes,LAC,80,2013,barnema02
194,Danny Green,SAS,80,2013,greenda02
264,Brandon Jennings,MIL,80,2013,jennibr01
544,C.J. Watson,BRK,80,2013,watsocj01
98,Norris Cole,MIA,80,2013,coleno01
156,Reggie Evans,BRK,80,2013,evansre01
159,Kenneth Faried,DEN,80,2013,farieke01
473,J.R. Smith,NYK,80,2013,smithjr01
45,Jerryd Bayless,MEM,80,2013,bayleje01
332,Ian Mahinmi,IND,80,2013,mahinia01
176,Marc Gasol,MEM,80,2013,gasolma01
183,Paul George,IND,79,2013,georgpa01
195,Draymond Green,GSW,79,2013,greendr01
144,Jared Dudley,PHO,79,2013,dudleja01
514,P.J. Tucker,PHO,79,2013,tuckepj01
249,Jarrett Jack,GSW,79,2013,jackja01
8,Lavoy Allen,PHI,79,2013,allenla01
393,Emeka Okafor,WAS,79,2013,okafoem01
501,Isaiah Thomas,SAC,79,2013,thomais02
458,Kevin Seraphin,WAS,79,2013,serapke01
307,David Lee,GSW,79,2013,leeda02
566,Dorell Wright,PHI,79,2013,wrighdo01
10,Tony Allen,MEM,79,2013,allento01
9,Ray Allen,MIA,79,2013,allenra02
346,JaVale McGee,DEN,79,2013,mcgeeja01
64,Carlos Boozer,CHI,79,2013,boozeca01
227,Roy Hibbert,IND,79,2013,hibbero01
499,Jason Terry,BOS,79,2013,terryja01
423,Pablo Prigioni,NYK,78,2013,prigipa01
158,Festus Ezeli,GSW,78,2013,ezelife01
530,Greivis Vasquez,NOH,78,2013,vasqugr01
364,Paul Millsap,UTA,78,2013,millspa01
119,Stephen Curry,GSW,78,2013,curryst01
440,Brian Roberts,NOH,78,2013,roberbr01
354,Jodie Meeks,LAL,78,2013,meeksjo01
412,Kendrick Perkins,OKC,78,2013,perkike01
207,James Harden,HOU,78,2013,hardeja01
115,Jae Crowder,DAL,78,2013,crowdja01
306,Courtney Lee,BOS,78,2013,leeco01
293,Michael Kidd-Gilchrist,CHA,78,2013,kiddgmi01
482,Lance Stephenson,IND,78,2013,stephla01
557,Derrick Williams,MIN,78,2013,willide02
