,Player,Tm,G,Year
0,Kurt Nimphius,DAL,82,1985
21,Robert Reid,HOU,82,1985
23,Johnny Moore,SAS,82,1985
25,Reggie Theus,KCK,82,1985
26,Alvan Adams,PHO,82,1985
27,Greg Ballard,WSB,82,1985
28,Gene Banks,SAS,82,1985
29,James Donaldson,LAC,82,1985
30,John Stockton,UTA,82,1985
31,Fat Lever,DEN,82,1985
32,Mark Eaton,UTA,82,1985
33,Rodney McCray,HOU,82,1985
34,Steve Stipanovich,IND,82,1985
35,LaSalle Thompson,KCK,82,1985
36,Sleepy Floyd,GSW,82,1985
37,Bill Laimbeer,DET,82,1985
38,Mike Mitchell,SAS,82,1985
39,Lewis Lloyd,HOU,82,1985
1,Kevin Willis,ATL,82,1985
22,Micheal Ray Richardson,NJN,82,1985
24,Charles Barkley,PHI,82,1985
20,Kurt Rambis,LAL,82,1985
10,Mitchell Wiggins,HOU,82,1985
2,Otis Thorpe,KCK,82,1985
3,Sedale Threatt,PHI,82,1985
4,Michael Jordan,CHI,82,1985
5,Tony Brown,IND,82,1985
6,Hakeem Olajuwon,HOU,82,1985
7,Buck Williams,NJN,82,1985
19,Darrell Walker,NYK,82,1985
9,Brad Davis,DAL,82,1985
8,Ralph Sampson,HOU,82,1985
11,Sam Perkins,DAL,82,1985
12,Derek Harper,DAL,82,1985
13,Vinnie Johnson,DET,82,1985
14,Craig Hodges,MIL,82,1985
15,Dave Corzine,CHI,82,1985
16,Eddie Johnson,KCK,82,1985
17,Michael Cooper,LAL,82,1985
18,Terry Tyler,DET,82,1985
49,Kelvin Ransey,NJN,81,1985
56,Norm Nixon,LAC,81,1985
55,Mike Evans,DEN,81,1985
54,Alton Lister,MIL,81,1985
53,Dominique Wilkins,ATL,81,1985
52,Rolando Blackman,DAL,81,1985
51,Mark Olberding,KCK,81,1985
50,John Bagley,CLE,81,1985
43,Elston Turner,DEN,81,1985
48,Alex English,DEN,81,1985
40,Artis Gilmore,SAS,81,1985
41,Isiah Thomas,DET,81,1985
42,Earl Cureton,DET,81,1985
47,Tom Chambers,SEA,81,1985
44,Byron Scott,LAL,81,1985
45,T.R. Dunn,DEN,81,1985
46,Mike Gminski,NJN,81,1985
67,Al Wood,SEA,80,1985
75,Junior Bridgeman,LAC,80,1985
74,Bobby Jones,PHI,80,1985
73,Rory White,LAC,80,1985
72,Dennis Johnson,BOS,80,1985
71,Bill Hanzlik,DEN,80,1985
70,Lionel Hollins,HOU,80,1985
69,Paul Pressey,MIL,80,1985
76,Wayne Cooper,DEN,80,1985
68,Darren Daye,WSB,80,1985
66,Vern Fleming,IND,80,1985
64,Clyde Drexler,POR,80,1985
63,Mark Aguirre,DAL,80,1985
62,Jim Thomas,IND,80,1985
61,Larry Bird,BOS,80,1985
60,Jay Humphries,PHO,80,1985
59,Thurl Bailey,UTA,80,1985
58,James Worthy,LAL,80,1985
57,Larry Smith,GSW,80,1985
65,Derek Smith,LAC,80,1985
92,Lester Conner,GSW,79,1985
89,Gus Williams,WSB,79,1985
90,Melvin Turpin,CLE,79,1985
91,Jay Vincent,DAL,79,1985
87,Rory Sparrow,NYK,79,1985
93,Jerome Whitehead,GSW,79,1985
94,Mychal Thompson,POR,79,1985
95,Quintin Dailey,CHI,79,1985
96,Terry Cummings,MIL,79,1985
88,Jeff Wilkins,UTA,79,1985
80,Gerald Henderson,SEA,79,1985
86,Kareem Abdul-Jabbar,LAL,79,1985
84,Robert Parish,BOS,79,1985
83,Kevin McHale,BOS,79,1985
82,Alvin Robertson,SAS,79,1985
81,Ben Poquette,CLE,79,1985
77,Paul Mokeski,MIL,79,1985
79,Rod Foster,PHO,79,1985
78,Moses Malone,PHI,79,1985
85,Louis Orr,NYK,79,1985
105,Mike Woodson,KCK,78,1985
112,Purvis Short,GSW,78,1985
111,Kevin Grevey,MIL,78,1985
110,Darrell Griffith,UTA,78,1985
109,Scott Wedman,BOS,78,1985
108,Julius Erving,PHI,78,1985
106,Tim McCormick,SEA,78,1985
107,Wes Matthews,CHI,78,1985
104,Steve Colter,POR,78,1985
97,Audie Norris,POR,78,1985
102,Randy Breuer,MIL,78,1985
