,Player,Tm,G,Year,ID
351,Marvin Webster,SEA,82,1978,webstma01
255,Sonny Parker,GSW,82,1978,parkeso01
252,Tom Owens,POR,82,1978,owensto01
148,John Havlicek,BOS,82,1978,havlijo01
232,Steve Mix,PHI,82,1978,mixst01
70,Jim Chones,CLE,82,1978,choneji01
155,Armond Hill,ATL,82,1978,hillar01
38,Ron Boone,KCK,82,1978,boonero01
209,John Lucas,HOU,82,1978,lucasjo01
205,Ron Lee,PHO,82,1978,leero01
159,Wilbur Holland,CHI,82,1978,hollawi01
85,Johnny Davis,POR,82,1978,davisjo01
161,Lou Hudson,LAL,82,1978,hudsolo01
45,Junior Bridgeman,MIL,82,1978,bridgju01
46,Allan Bristow,SAS,82,1978,bristal01
188,Rich Kelley,NOJ,82,1978,kelleri01
181,Dwight Jones,HOU,82,1978,jonesdw01
163,Dan Issel,DEN,82,1978,isselda01
178,Ollie Johnson,ATL,82,1978,johnsol01
52,Quinn Buckner,MIL,82,1978,bucknqu01
58,Austin Carr,CLE,82,1978,carrau01
254,Robert Parish,GSW,82,1978,parisro01
30,Henry Bibby,PHI,82,1978,bibbyhe01
141,Paul Griffin,NOJ,82,1978,griffpa01
301,Jack Sikma,SEA,82,1978,sikmaja01
114,Alex English,MIL,82,1978,englial01
118,Chris Ford,DET,82,1978,fordch01
79,Louie Dampier,SAS,82,1978,dampilo01
128,George Gervin,SAS,82,1978,gervige01
314,Randy Smith,BUF,82,1978,smithra01
313,Phil Smith,GSW,82,1978,smithph01
129,John Gianelli,MIL,82,1978,gianejo01
311,Bingo Smith,CLE,82,1978,smithbi02
303,Paul Silas,SEA,82,1978,silaspa01
130,Artis Gilmore,CHI,82,1978,gilmoar01
55,Don Buse,PHO,82,1978,busedo01
296,Lonnie Shelton,NYK,82,1978,sheltlo01
17,Mike Bantom,IND,82,1978,bantomi01
21,Rick Barry,GSW,82,1978,barryri01
278,Bill Robinzine,KCK,82,1978,robinbi01
277,Truck Robinson,NOJ,82,1978,robintr01
275,Anthony Roberts,DEN,82,1978,roberan01
139,Kevin Grevey,WSB,81,1978,greveke01
133,Gail Goodrich,NOJ,81,1978,goodrga01
364,Ray Williams,NYK,81,1978,willira01
151,Elvin Hayes,WSB,81,1978,hayesel01
169,Dennis Johnson,SEA,81,1978,johnsde01
357,Bob Wilkerson,DEN,81,1978,wilkebo01
171,George Johnson,NJN,81,1978,johnsge02
160,Lionel Hollins,POR,81,1978,hollili01
86,Walter Davis,PHO,81,1978,daviswa03
352,Scott Wedman,KCK,81,1978,wedmasc01
225,Jim McMillian,NYK,81,1978,mcmilji01
333,Foots Walker,CLE,81,1978,walkefo01
312,Elmore Smith,CLE,81,1978,smithel01
14,Dennis Awtrey,PHO,81,1978,awtrede01
291,Alvin Scott,PHO,81,1978,scottal01
177,Mickey Johnson,CHI,81,1978,johnsmi01
229,John Mengelt,CHI,81,1978,mengejo01
246,Norm Nixon,LAL,81,1978,nixonno01
356,Sidney Wicks,BOS,81,1978,wickssi01
189,Larry Kenon,SAS,81,1978,kenonla01
51,Joe Bryant,PHI,81,1978,bryanjo01
153,Gar Heard,PHO,80,1978,heardga01
195,Kevin Kunnert,HOU,80,1978,kunneke01
231,Dave Meyers,MIL,80,1978,meyerda01
256,Billy Paultz,SAS,80,1978,paultbi01
271,Robert Reid,HOU,80,1978,reidro01
282,Tree Rollins,ATL,80,1978,rollitr01
180,Caldwell Jones,PHI,80,1978,jonesca01
165,Aaron James,NOJ,80,1978,jamesaa01
326,David Thompson,DEN,80,1978,thompda01
353,Paul Westphal,PHO,80,1978,westppa01
330,Wes Unseld,WSB,80,1978,unselwe01
192,Toby Knight,NYK,80,1978,knighto01
176,Marques Johnson,MIL,80,1978,johnsma01
44,Jim Brewer,CLE,80,1978,breweji01
43,Mike Bratz,PHO,80,1978,bratzmi01
34,Dave Bing,BOS,80,1978,bingda01
370,Brian Winters,MIL,80,1978,wintebr01
216,Bob McAdoo,NYK,79,1978,mcadobo01
23,Butch Beard,NYK,79,1978,beardbu01
56,Corky Calhoun,POR,79,1978,calhoco01
183,Wil Jones,BUF,79,1978,joneswi02
71,Jim Cleamons,NYK,79,1978,cleamji01
360,Gus Williams,SEA,79,1978,willigu01
190,Bernard King,NJN,79,1978,kingbe01
73,Doug Collins,PHI,79,1978,collido01
60,M.L. Carr,DET,79,1978,carrml01
