,Player,Tm,G,Year,ID
196,Dick Snyder,SEA,82,1971,snydedi01
179,Mike Riordan,NYK,82,1971,riordmi01
218,Neal Walk,PHO,82,1971,walkne01
51,Jim Davis,ATL,82,1971,davisji01
217,Norm Van Lier,CIN,82,1971,vanlino01
216,Tom Van Arsdale,CIN,82,1971,vanarto01
207,John Trapp,SDR,82,1971,trappjo01
205,Nate Thurmond,SFW,82,1971,thurmna01
74,Jim Fox,CHI,82,1971,foxji01
195,Greg Smith,MIL,82,1971,smithgr01
96,Clem Haskins,PHO,82,1971,haskicl01
99,Elvin Hayes,SDR,82,1971,hayesel01
101,Walt Hazzard,ATL,82,1971,abdulma01
109,Bailey Howell,PHI,82,1971,howelba01
1,Kareem Abdul-Jabbar,MIL,82,1971,abdulka01
222,John Warren,CLE,82,1971,warrejo01
128,Howard Komives,DET,82,1971,komivho01
129,Steve Kuberski,BOS,82,1971,kuberst01
131,Bob Lanier,DET,82,1971,laniebo01
132,Stu Lantz,SDR,82,1971,lantzst01
133,Clyde Lee,SFW,82,1971,leecl01
171,Geoff Petrie,POR,82,1971,petrige01
136,Kevin Loughery,BAL,82,1971,loughke01
142,Jack Marin,BAL,82,1971,marinja01
166,Don Nelson,BOS,82,1971,nelsodo01
147,Jon McGlocklin,MIL,82,1971,mcglojo01
148,Stan McKenzie,POR,82,1971,mckenst01
162,Calvin Murphy,SDR,82,1971,murphca01
38,Archie Clark,PHI,82,1971,clarkar01
158,Otto Moore,DET,82,1971,mooreot01
8,Tiny Archibald,CIN,82,1971,architi01
236,Ron Williams,SFW,82,1971,williro01
2,Don Adams,SDR,82,1971,adamsdo01
226,Bob Weiss,CHI,82,1971,weissbo01
227,Walt Wesley,CLE,82,1971,weslewa01
28,Bill Bridges,ATL,82,1971,bridgbi01
19,Dave Bing,DET,82,1971,bingda01
18,Walt Bellamy,ATL,82,1971,bellawa01
24,Tom Boerwinkle,CHI,82,1971,boerwto01
13,Dick Barnett,NYK,82,1971,barnedi01
31,Wilt Chamberlain,LAL,82,1971,chambwi01
181,Oscar Robertson,MIL,81,1971,roberos01
111,John Hummer,BUF,81,1971,hummejo01
141,Pete Maravich,ATL,81,1971,maravpe01
215,Dick Van Arsdale,PHO,81,1971,vanardi01
97,John Havlicek,BOS,81,1971,havlijo01
3,Rick Adelman,POR,81,1971,adelmri01
189,Paul Silas,PHO,81,1971,silaspa01
137,Bob Love,CHI,81,1971,lovebo01
120,Nick Jones,SFW,81,1971,jonesni01
157,Earl Monroe,BAL,81,1971,monroea01
198,Dave Stallworth,NYK,81,1971,stallda01
130,Sam Lacey,CIN,81,1971,laceysa01
33,Don Chaney,BOS,81,1971,chanedo01
86,Hal Greer,PHI,81,1971,greerha01
43,Dave Cowens,BOS,81,1971,cowenda01
152,Jim McMillian,LAL,81,1971,mcmilji01
48,Billy Cunningham,PHI,81,1971,cunnibi01
53,Dave DeBusschere,NYK,81,1971,debusda01
219,Chet Walker,CHI,81,1971,walkech01
91,Happy Hairston,LAL,80,1971,hairsha01
80,Herm Gilliam,BUF,80,1971,gillihe01
187,Dale Schlueter,POR,80,1971,schluda01
