,Player,Tm,G,Year,ID
248,Larry Nance,PHO,82,1983,nancela01
175,Caldwell Jones,HOU,82,1983,jonesca01
43,Kenny Carr,POR,82,1983,carrke01
47,Bill Cartwright,NYK,82,1983,cartwbi01
252,Ed Nealy,KCK,82,1983,nealyed01
99,Alex English,DEN,82,1983,englial01
231,Kevin McHale,BOS,82,1983,mchalke01
53,Darwin Cook,NJN,82,1983,cookda01
221,Rick Mahorn,WSB,82,1983,mahorri01
219,Kyle Macy,PHO,82,1983,macyky01
61,Michael Cooper,LAL,82,1983,coopemi01
63,Dave Corzine,CHI,82,1983,corzida01
202,Bill Laimbeer,DET,82,1983,laimbbi01
170,Vinnie Johnson,DET,82,1983,johnsvi01
34,Michael Brooks,SDC,82,1983,brookmi01
159,George Johnson,IND,82,1983,johnsge03
156,Eddie Johnson,KCK,82,1983,johnsed03
81,James Donaldson,SEA,82,1983,donalja01
145,Phil Hubbard,CLE,82,1983,hubbaph01
141,Johnny High,PHO,82,1983,highjo01
140,Rod Higgins,CHI,82,1983,higgiro01
138,Gerald Henderson,BOS,82,1983,hendege01
88,T.R. Dunn,DEN,82,1983,dunntr01
89,John Duren,IND,82,1983,durenjo01
91,Jerry Eaves,UTA,82,1983,eavesje01
127,Bill Hanzlik,DEN,82,1983,hanzlbi01
261,Louis Orr,NYK,82,1983,orrlo01
115,Artis Gilmore,SAS,82,1983,gilmoar01
361,Marvin Webster,NYK,82,1983,webstma01
332,Reggie Theus,CHI,82,1983,theusre01
293,Lorenzo Romar,GSW,82,1983,romarlo01
356,Danny Vranes,SEA,82,1983,vraneda01
353,Kiki Vandeweghe,DEN,82,1983,vandeki01
350,Terry Tyler,DET,82,1983,tylerte01
371,Dominique Wilkins,ATL,82,1983,wilkido01
358,Wally Walker,HOU,82,1983,walkewa01
305,Lonnie Shelton,SEA,82,1983,sheltlo01
373,Buck Williams,NJN,82,1983,willibu01
68,Pat Cummings,DAL,81,1983,cummipa01
355,Jay Vincent,DAL,81,1983,vinceja01
208,Fat Lever,POR,81,1983,leverfa01
189,Clark Kellogg,IND,81,1983,kellocl01
345,Andrew Toney,PHI,81,1983,toneyan01
334,Isiah Thomas,DET,81,1983,thomais01
372,Jeff Wilkins,UTA,81,1983,wilkije01
387,Mike Woodson,KCK,81,1983,woodsmi01
46,Butch Carter,IND,81,1983,cartebu01
255,Kurt Nimphius,DAL,81,1983,nimphku01
90,Mark Eaton,UTA,81,1983,eatonma01
304,Alvin Scott,PHO,81,1983,scottal01
15,Gene Banks,SAS,81,1983,banksge01
135,Elvin Hayes,HOU,81,1983,hayesel01
93,Franklin Edwards,PHI,81,1983,edwarfr01
