,Player,Tm,G,Year,ID
0,Paul Arizin,PHW,72.0,1956,arizipa01
29,Harry Gallatin,NYK,72.0,1956,gallaha01
75,Bob Pettit,STL,72.0,1956,pettibo01
23,Dick Farley,SYR,72.0,1956,farledi01
71,Chuck Noble,FTW,72.0,1956,noblech01
25,Ray Felix,NYK,72.0,1956,felixra01
67,Vern Mikkelsen,MNL,72.0,1956,mikkeve01
28,Larry Foust,FTW,72.0,1956,foustla01
59,Slater Martin,MNL,72.0,1956,martisl01
20,George Dempsey,PHW,72.0,1956,dempsge01
31,Jack George,PHW,72.0,1956,georgja01
33,Joe Graboski,PHW,72.0,1956,grabojo01
55,Earl Lloyd,SYR,72.0,1956,lloydea01
54,George King,SYR,72.0,1956,kingge01
38,Bob Harrison,STL,72.0,1956,harribo02
53,Red Kerr,SYR,72.0,1956,kerrre01
51,Ed Kalafat,MNL,72.0,1956,kalafed01
77,Richie Regan,ROC,72.0,1956,reganri01
82,Red Rocha,SYR,72.0,1956,rochare01
97,Odie Spears,FTW,72.0,1956,spearod01
104,Bobby Wanzer,ROC,72.0,1956,wanzebo01
4,Ernie Barrett,BOS,72.0,1956,barreer01
102,Jack Twyman,ROC,72.0,1956,twymaja01
99,Jack Stephens,STL,72.0,1956,stephja01
7,Carl Braun,NYK,72.0,1956,braunca01
87,Dolph Schayes,SYR,72.0,1956,schaydo01
98,Art Spoelstra,ROC,72.0,1956,spoelar01
96,Whitey Skoog,MNL,72.0,1956,skoogwh01
94,Gene Shue,NYK,72.0,1956,shuege01
93,Bill Sharman,BOS,72.0,1956,sharmbi01
92,Chuck Share,STL,72.0,1956,sharech01
88,Dick Schnittker,MNL,72.0,1956,schnidi01
17,Bob Cousy,BOS,72.0,1956,cousybo01
52,Billy Kenville,SYR,72.0,1956,kenvibi01
69,Red Morrison,BOS,71.0,1956,morrire01
58,Ed Macauley,BOS,71.0,1956,macaued01
57,Clyde Lovellette,MNL,71.0,1956,lovelcl01
106,George Yardley,FTW,71.0,1956,yardlge01
56,Jim Loscutoff,BOS,71.0,1956,loscuji01
39,Dick Hemric,BOS,71.0,1956,hemridi01
27,Ed Fleming,ROC,71.0,1956,flemied01
34,Alex Hannum,STL,71.0,1956,hannual01
76,Andy Phillip,FTW,70.0,1956,phillan01
3,Jim Baechtold,NYK,70.0,1956,baechji01
89,Kenny Sears,NYK,70.0,1956,searske01
19,Walt Davis,PHW,70.0,1956,daviswa01
101,Jim Tucker,SYR,70.0,1956,tuckeji01
50,Neil Johnston,PHW,70.0,1956,johnsne01
48,Bob Houbregs,FTW,70.0,1956,houbrbo01
21,Corky Devlin,FTW,69.0,1956,devlico01
64,Monk Meineke,ROC,69.0,1956,meinemo01
41,Lew Hitch,MNL,69.0,1956,hitchle01
65,Chuck Mencel,MNL,69.0,1956,mencech01
26,Al Ferrari,STL,68.0,1956,ferraal01
95,Connie Simmons,ROC,68.0,1956,simmoco01
81,Arnie Risen,BOS,68.0,1956,risenar01
30,Dick Garmaker,MNL,68.0,1956,garmadi01
32,Tom Gola,PHW,68.0,1956,golato01
5,Ernie Beck,PHW,67.0,1956,becker01
100,Maurice Stokes,ROC,67.0,1956,stokema01
49,Mel Hutchins,FTW,66.0,1956,hutchme01
13,Ed Conlin,SYR,66.0,1956,conlied01
9,Nat Clifton,NYK,64.0,1956,cliftna01
72,Togo Palazzi,BOS,63.0,1956,palazto01
60,Dick McGuire,NYK,62.0,1956,mcguidi01
22,Walter Dukes,NYK,60.0,1956,dukeswa01
70,Jack Nichols,BOS,60.0,1956,nichoja01
74,Bob Peterson,NYK,58.0,1956,peterbo01
91,Paul Seymour,SYR,57.0,1956,seymopa01
68,Jackie Moore,PHW,54.0,1956,mooreja01
40,Larry Hennessy,PHW,53.0,1956,hennela01
86,Bob Schafer,STL,42.0,1956,schafbo01
12,Jack Coleman,STL,41.0,1956,colemja01
73,Med Park,STL,40.0,1956,parkme01
80,Dick Ricketts,ROC,39.0,1956,rickedi01
66,George Mikan,MNL,37.0,1956,mikange01
8,Frankie Brian,FTW,37.0,1956,brianfr01
63,Jack McMahon,STL,36.0,1956,mcmahja01
15,Chuck Cooper,STL,35.0,1956,coopech01
1,Jesse Arnelle,FTW,31.0,1956,arnelje01
37,Chris Harris,ROC,26.0,1956,harrich01
2,Dick Atha,NYK,25.0,1956,athadi01
105,Bob Williams,MNL,20.0,1956,willibo01
90,Frank Selvy,STL,17.0,1956,selvyfr01
47,Johnny Horan,MNL,12.0,1956,horanjo01
24,Ron Feiereisel,MNL,10.0,1956,feierro01
107,Max Zaslofsky,FTW,9.0,1956,zasloma01
6,Don Bielke,FTW,7.0,1956,bielkdo01
103,Ernie Vandeweghe,NYK,5.0,1956,vandeer01
83,Bob Santini,NYK,4.0,1956,santibo01
18,Red Davis,ROC,3.0,1956,davisre01
43,Jim Holstein,MNL,,1956,holstji01
