,Player,Tm,G,Year,ID
0,Alex Abrines,OKC,31,2019,abrinal01
1,Quincy Acy,PHO,10,2019,acyqu01
2,Jaylen Adams,ATL,34,2019,adamsja01
3,Steven Adams,OKC,80,2019,adamsst01
4,Bam Adebayo,MIA,82,2019,adebaba01
5,Deng Adel,CLE,19,2019,adelde01
6,DeVaughn Akoon-Purcell,DEN,7,2019,akoonde01
7,LaMarcus Aldridge,SAS,81,2019,aldrila01
8,Rawle Alkins,CHI,10,2019,alkinra01
9,Grayson Allen,UTA,38,2019,allengr01
10,Jarrett Allen,BRK,80,2019,allenja01
11,Kadeem Allen,NYK,19,2019,allenka01
12,Al-Farouq Aminu,POR,81,2019,aminual01
13,Justin Anderson,ATL,48,2019,anderju01
14,Kyle Anderson,MEM,43,2019,anderky01
16,Ryan Anderson,PHO,15,2019,anderry01
17,Ryan Anderson,MIA,10,2019,anderry01
18,Ike Anigbogu,IND,3,2019,anigbik01
19,Giannis Antetokounmpo,MIL,72,2019,antetgi01
20,Kostas Antetokounmpo,DAL,2,2019,antetko01
21,Carmelo Anthony,HOU,10,2019,anthoca01
22,OG Anunoby,TOR,67,2019,anunoog01
23,Ryan Arcidiacono,CHI,81,2019,arcidry01
25,Trevor Ariza,PHO,26,2019,arizatr01
26,Trevor Ariza,WAS,43,2019,arizatr01
27,D.J. Augustin,ORL,81,2019,augusdj01
28,Deandre Ayton,PHO,71,2019,aytonde01
29,Dwayne Bacon,CHO,43,2019,bacondw01
30,Marvin Bagley,SAC,62,2019,baglema01
32,Ron Baker,NYK,11,2019,bakerro01
33,Ron Baker,WAS,4,2019,bakerro01
34,Wade Baldwin,POR,16,2019,baldwwa01
35,Lonzo Ball,LAL,47,2019,balllo01
36,Mohamed Bamba,ORL,47,2019,bambamo01
37,J.J. Barea,DAL,38,2019,bareajo01
39,Harrison Barnes,DAL,49,2019,barneha02
40,Harrison Barnes,SAC,28,2019,barneha02
41,Will Barton,DEN,43,2019,bartowi01
42,Keita Bates-Diop,MIN,30,2019,bateske01
43,Nicolas Batum,CHO,75,2019,batumni01
44,Jerryd Bayless,MIN,34,2019,bayleje01
45,Aron Baynes,BOS,51,2019,baynear01
46,Kent Bazemore,ATL,67,2019,bazemke01
47,Bradley Beal,WAS,82,2019,bealbr01
48,Malik Beasley,DEN,81,2019,beaslma01
49,Michael Beasley,LAL,26,2019,beaslmi01
50,Marco Belinelli,SAS,79,2019,belinma01
51,Jordan Bell,GSW,68,2019,belljo01
52,DeAndre' Bembry,ATL,82,2019,bembrde01
53,Dragan Bender,PHO,46,2019,bendedr01
54,Dairis Bertans,NOP,12,2019,bertada02
55,Davis Bertans,SAS,76,2019,bertada01
56,Patrick Beverley,LAC,78,2019,beverpa01
57,Khem Birch,ORL,50,2019,birchkh01
58,Bismack Biyombo,CHO,54,2019,biyombi01
59,Nemanja Bjelica,SAC,77,2019,bjeline01
60,Antonio Blakeney,CHI,57,2019,blakean01
61,Eric Bledsoe,MIL,78,2019,bledser01
62,Jaron Blossomgame,CLE,27,2019,blossja01
63,Bogdan Bogdanovic,SAC,70,2019,bogdabo01
64,Bojan Bogdanovic,IND,81,2019,bogdabo02
65,Andrew Bogut,GSW,11,2019,bogutan01
66,Jonah Bolden,PHI,44,2019,boldejo01
67,Isaac Bonga,LAL,22,2019,bongais01
68,Devin Booker,PHO,64,2019,bookede01
69,Chris Boucher,TOR,28,2019,bouchch01
71,Avery Bradley,LAC,49,2019,bradlav01
72,Avery Bradley,MEM,14,2019,bradlav01
73,Tony Bradley,UTA,3,2019,bradlto01
75,Corey Brewer,PHI,7,2019,breweco01
76,Corey Brewer,SAC,24,2019,breweco01
77,Mikal Bridges,PHO,82,2019,bridgmi01
78,Miles Bridges,CHO,80,2019,bridgmi02
79,Isaiah Briscoe,ORL,39,2019,briscis01
80,Ryan Broekhoff,DAL,42,2019,broekry01
81,Malcolm Brogdon,MIL,64,2019,brogdma01
82,Dillon Brooks,MEM,18,2019,brookdi01
83,MarShon Brooks,MEM,29,2019,brookma01
84,Bruce Brown,DET,74,2019,brownbr01
85,Jaylen Brown,BOS,74,2019,brownja02
86,Lorenzo Brown,TOR,26,2019,brownlo01
87,Sterling Brown,MIL,58,2019,brownst02
88,Troy Brown,WAS,52,2019,browntr01
89,Jalen Brunson,DAL,73,2019,brunsja01
90,Thomas Bryant,WAS,72,2019,bryanth01
92,Reggie Bullock,DET,44,2019,bullore01
93,Reggie Bullock,LAL,19,2019,bullore01
95,Trey Burke,NYK,33,2019,burketr01
96,Trey Burke,DAL,25,2019,burketr01
98,Alec Burks,UTA,17,2019,burksal01
99,Alec Burks,CLE,34,2019,burksal01
100,Alec Burks,SAC,13,2019,burksal01
101,Deonte Burton,OKC,32,2019,burtode02
103,Jimmy Butler,MIN,10,2019,butleji01
104,Jimmy Butler,PHI,55,2019,butleji01
105,Bruno Caboclo,MEM,34,2019,cabocbr01
106,Jose Calderon,DET,49,2019,caldejo01
107,Kentavious Caldwell-Pope,LAL,82,2019,caldwke01
109,Isaiah Canaan,PHO,19,2019,canaais01
110,Isaiah Canaan,MIN,7,2019,canaais01
111,Isaiah Canaan,MIL,4,2019,canaais01
112,Clint Capela,HOU,67,2019,capelca01
113,DeMarre Carroll,BRK,67,2019,carrode01
114,Jevon Carter,MEM,39,2019,carteje01
115,Vince Carter,ATL,76,2019,cartevi01
116,Wendell Carter,CHI,44,2019,cartewe01
118,Michael Carter-Williams,HOU,16,2019,cartemi01
119,Michael Carter-Williams,ORL,12,2019,cartemi01
120,Alex Caruso,LAL,25,2019,carusal01
121,Omri Casspi,MEM,36,2019,casspom01
122,Willie Cauley-Stein,SAC,81,2019,caulewi01
123,Troy Caupain,ORL,4,2019,caupatr01
124,Tyler Cavanaugh,UTA,11,2019,cavanty01
126,Tyson Chandler,PHO,7,2019,chandty01
127,Tyson Chandler,LAL,48,2019,chandty01
129,Wilson Chandler,PHI,36,2019,chandwi01
130,Wilson Chandler,LAC,15,2019,chandwi01
131,Joe Chealey,CHO,1,2019,chealjo01
132,Chris Chiozza,HOU,7,2019,chiozch01
134,Marquese Chriss,HOU,16,2019,chrisma01
135,Marquese Chriss,CLE,27,2019,chrisma01
