,Player,Tm,G,Year,ID
0,Quincy Acy,TOR,29,2013,acyqu01
1,Jeff Adrien,CHA,52,2013,adrieje01
2,Arron Afflalo,ORL,64,2013,afflaar01
3,Josh Akognon,DAL,3,2013,akognjo01
5,Cole Aldrich,HOU,30,2013,aldrico01
6,Cole Aldrich,SAC,15,2013,aldrico01
7,LaMarcus Aldridge,POR,74,2013,aldrila01
8,Lavoy Allen,PHI,79,2013,allenla01
9,Ray Allen,MIA,79,2013,allenra02
10,Tony Allen,MEM,79,2013,allento01
11,Al-Farouq Aminu,NOH,76,2013,aminual01
13,Lou Amundson,MIN,20,2013,amundlo01
14,Lou Amundson,CHI,1,2013,amundlo01
15,Lou Amundson,NOH,18,2013,amundlo01
16,Chris Andersen,MIA,42,2013,anderch01
17,Alan Anderson,TOR,65,2013,anderal01
19,James Anderson,SAS,10,2013,anderja01
20,James Anderson,HOU,29,2013,anderja01
21,Ryan Anderson,NOH,81,2013,anderry01
22,Carmelo Anthony,NYK,67,2013,anthoca01
23,Joel Anthony,MIA,62,2013,anthojo01
24,Trevor Ariza,WAS,56,2013,arizatr01
25,Darrell Arthur,MEM,59,2013,arthuda01
26,Omer Asik,HOU,82,2013,asikom01
27,D.J. Augustin,IND,76,2013,augusdj01
29,Gustavo Ayon,ORL,43,2013,ayongu01
30,Gustavo Ayon,MIL,12,2013,ayongu01
31,Jeff Ayres,IND,37,2013,pendeje02
32,Luke Babbitt,POR,62,2013,babbilu01
33,Leandro Barbosa,BOS,41,2013,barbole01
34,J.J. Barea,MIN,74,2013,bareajo01
35,Andrea Bargnani,TOR,35,2013,bargnan01
36,Harrison Barnes,GSW,81,2013,barneha02
37,Matt Barnes,LAC,80,2013,barnema02
39,Earl Barron,WAS,11,2013,barroea01
40,Earl Barron,NYK,1,2013,barroea01
41,Will Barton,POR,73,2013,bartowi01
42,Brandon Bass,BOS,81,2013,bassbr01
43,Shane Battier,MIA,72,2013,battish01
44,Nicolas Batum,POR,73,2013,batumni01
45,Jerryd Bayless,MEM,80,2013,bayleje01
46,Aron Baynes,SAS,16,2013,baynear01
47,Kent Bazemore,GSW,61,2013,bazemke01
48,Bradley Beal,WAS,56,2013,bealbr01
49,Michael Beasley,PHO,75,2013,beaslmi01
50,Rodrigue Beaubois,DAL,45,2013,beaubro01
51,Marco Belinelli,CHI,73,2013,belinma01
52,Patrick Beverley,HOU,41,2013,beverpa01
53,Andris Biedrins,GSW,53,2013,biedran01
54,Chauncey Billups,LAC,22,2013,billuch01
55,Bismack Biyombo,CHA,80,2013,biyombi01
56,DeJuan Blair,SAS,61,2013,blairde01
57,Steve Blake,LAL,45,2013,blakest01
58,Andray Blatche,BRK,82,2013,blatcan01
59,Eric Bledsoe,LAC,76,2013,bledser01
60,Keith Bogans,BRK,74,2013,boganke01
61,Andrew Bogut,GSW,32,2013,bogutan01
62,Matt Bonner,SAS,68,2013,bonnema01
63,Trevor Booker,WAS,48,2013,booketr01
64,Carlos Boozer,CHI,79,2013,boozeca01
65,Chris Bosh,MIA,74,2013,boshch01
66,Avery Bradley,BOS,50,2013,bradlav01
67,Elton Brand,DAL,72,2013,brandel01
68,Corey Brewer,DEN,82,2013,breweco01
70,Ronnie Brewer,NYK,46,2013,brewero02
71,Ronnie Brewer,OKC,14,2013,brewero02
73,Aaron Brooks,SAC,46,2013,brookaa01
74,Aaron Brooks,HOU,7,2013,brookaa01
75,MarShon Brooks,BRK,73,2013,brookma01
76,Kwame Brown,PHI,22,2013,brownkw01
77,Shannon Brown,PHO,59,2013,brownsh01
78,Kobe Bryant,LAL,78,2013,bryanko01
79,Chase Budinger,MIN,23,2013,budinch01
80,Alec Burks,UTA,64,2013,burksal01
81,Caron Butler,LAC,78,2013,butleca01
82,Jimmy Butler,CHI,82,2013,butleji01
83,Will Bynum,DET,65,2013,bynumwi01
85,Jose Calderon,TOR,45,2013,caldejo01
86,Jose Calderon,DET,28,2013,caldejo01
87,Marcus Camby,NYK,24,2013,cambyma01
88,DeMarre Carroll,UTA,66,2013,carrode01
89,Matt Carroll,CHA,1,2013,carroma01
90,Vince Carter,DAL,81,2013,cartevi01
91,Omri Casspi,CLE,43,2013,casspom01
92,Mario Chalmers,MIA,77,2013,chalmma01
93,Tyson Chandler,NYK,66,2013,chandty01
94,Wilson Chandler,DEN,43,2013,chandwi01
95,Josh Childress,BRK,14,2013,childjo01
96,Earl Clark,LAL,59,2013,clarkea01
97,Victor Claver,POR,49,2013,clavevi01
98,Norris Cole,MIA,80,2013,coleno01
100,Jason Collins,BOS,32,2013,collija04
101,Jason Collins,WAS,6,2013,collija04
102,Darren Collison,DAL,81,2013,collida01
103,Nick Collison,OKC,81,2013,collini01
104,Mike Conley,MEM,80,2013,conlemi01
105,Will Conroy,MIN,4,2013,conrowi01
107,Daequan Cook,HOU,16,2013,cookda02
108,Daequan Cook,CHI,33,2013,cookda02
109,Chris Copeland,NYK,56,2013,copelch01
110,DeMarcus Cousins,SAC,75,2013,couside01
111,Jamal Crawford,LAC,76,2013,crawfja01
113,Jordan Crawford,WAS,43,2013,crawfjo02
114,Jordan Crawford,BOS,27,2013,crawfjo02
115,Jae Crowder,DAL,78,2013,crowdja01
116,Dante Cunningham,MIN,80,2013,cunnida01
117,Jared Cunningham,DAL,8,2013,cunnija01
118,Eddy Curry,DAL,2,2013,curryed01
119,Stephen Curry,GSW,78,2013,curryst01
120,Samuel Dalembert,MIL,47,2013,dalemsa01
121,Marquis Daniels,MIL,59,2013,daniema01
122,Anthony Davis,NOH,64,2013,davisan02
124,Ed Davis,TOR,45,2013,davised01
125,Ed Davis,MEM,36,2013,davised01
126,Glen Davis,ORL,34,2013,davisgl01
128,Austin Daye,DET,24,2013,dayeau01
129,Austin Daye,MEM,31,2013,dayeau01
130,Nando De Colo,SAS,72,2013,decolna01
131,Carlos Delfino,HOU,67,2013,delfica01
132,Luol Deng,CHI,75,2013,denglu01
133,Justin Dentmon,DAL,2,2013,dentmju01
134,DeMar DeRozan,TOR,82,2013,derozde01
135,Boris Diaw,SAS,75,2013,diawbo01
136,DeSagana Diop,CHA,22,2013,diopde01
137,Keyon Dooling,MEM,7,2013,doolike01
139,Toney Douglas,HOU,49,2013,douglto01
140,Toney Douglas,SAC,22,2013,douglto01
141,Chris Douglas-Roberts,DAL,6,2013,douglch01
142,Goran Dragic,PHO,77,2013,dragigo01
143,Andre Drummond,DET,60,2013,drumman01
144,Jared Dudley,PHO,79,2013,dudleja01
145,Chris Duhon,LAL,46,2013,duhonch01
146,Tim Duncan,SAS,69,2013,duncati01
147,Mike Dunleavy,MIL,75,2013,dunlemi02
148,Kevin Durant,OKC,81,2013,duranke01
149,Devin Ebanks,LAL,19,2013,ebankde01
151,Wayne Ellington,MEM,40,2013,ellinwa01
152,Wayne Ellington,CLE,38,2013,ellinwa01
153,Monta Ellis,MIL,82,2013,ellismo01
154,Kim English,DET,41,2013,engliki01
155,Jeremy Evans,UTA,37,2013,evansje01
156,Reggie Evans,BRK,80,2013,evansre01
157,Tyreke Evans,SAC,65,2013,evansty01
158,Festus Ezeli,GSW,78,2013,ezelife01
159,Kenneth Faried,DEN,80,2013,farieke01
160,Derrick Favors,UTA,77,2013,favorde01
161,Raymond Felton,NYK,68,2013,feltora01
162,Landry Fields,TOR,51,2013,fieldla01
164,Derek Fisher,DAL,9,2013,fishede01
165,Derek Fisher,OKC,24,2013,fishede01
166,Evan Fournier,DEN,38,2013,fournev01
167,Randy Foye,UTA,82,2013,foyera01
168,Jimmer Fredette,SAC,69,2013,fredeji01
169,Joel Freeland,POR,51,2013,freeljo01
170,Danilo Gallinari,DEN,71,2013,gallida01
172,Francisco Garcia,SAC,40,2013,garcifr01
173,Francisco Garcia,HOU,18,2013,garcifr01
174,Kevin Garnett,BOS,68,2013,garneke01
175,Diante Garrett,PHO,19,2013,garredi02
176,Marc Gasol,MEM,80,2013,gasolma01
177,Pau Gasol,LAL,49,2013,gasolpa01
179,Rudy Gay,MEM,42,2013,gayru01
180,Rudy Gay,TOR,33,2013,gayru01
181,Alonzo Gee,CLE,82,2013,geeal01
182,Mickael Gelabale,MIN,36,2013,gelabmi01
183,Paul George,IND,79,2013,georgpa01
184,Daniel Gibson,CLE,46,2013,gibsoda01
185,Taj Gibson,CHI,65,2013,gibsota01
186,Manu Ginobili,SAS,60,2013,ginobma01
187,Drew Gooden,MIL,16,2013,goodedr01
188,Ben Gordon,CHA,75,2013,gordobe01
189,Eric Gordon,NOH,42,2013,gordoer01
190,Marcin Gortat,PHO,61,2013,gortama01
191,Andrew Goudelock,LAL,1,2013,goudean01
192,Danny Granger,IND,5,2013,grangda01
193,Aaron Gray,TOR,42,2013,grayaa01
194,Danny Green,SAS,80,2013,greenda02
195,Draymond Green,GSW,79,2013,greendr01
196,Gerald Green,IND,60,2013,greenge01
197,Jeff Green,BOS,81,2013,greenje02
198,Willie Green,LAC,72,2013,greenwi01
199,Blake Griffin,LAC,80,2013,griffbl01
201,Hamed Haddadi,MEM,13,2013,haddaha01
202,Hamed Haddadi,PHO,17,2013,haddaha01
203,Jordan Hamilton,DEN,40,2013,hamiljo02
204,Richard Hamilton,CHI,50,2013,hamilri01
205,Ben Hansbrough,IND,28,2013,hansbbe01
206,Tyler Hansbrough,IND,81,2013,hansbty01
207,James Harden,HOU,78,2013,hardeja01
208,Maurice Harkless,ORL,76,2013,harklma01
209,Josh Harrellson,MIA,6,2013,harrejo01
210,Al Harrington,ORL,10,2013,harrial01
211,Devin Harris,ATL,58,2013,harride01
213,Terrel Harris,MIA,7,2013,harrite01
214,Terrel Harris,NOH,13,2013,harrite01
216,Tobias Harris,MIL,28,2013,harrito02
217,Tobias Harris,ORL,27,2013,harrito02
218,Udonis Haslem,MIA,75,2013,hasleud01
219,Spencer Hawes,PHI,82,2013,hawessp01
220,Chuck Hayes,SAC,74,2013,hayesch01
221,Gordon Hayward,UTA,72,2013,haywago01
222,Lazar Hayward,MIN,4,2013,haywala01
223,Brendan Haywood,CHA,61,2013,haywobr01
224,Gerald Henderson,CHA,68,2013,hendege02
225,Xavier Henry,NOH,50,2013,henryxa01
226,John Henson,MIL,63,2013,hensojo01
227,Roy Hibbert,IND,79,2013,hibbero01
228,J.J. Hickson,POR,80,2013,hicksjj01
229,Cory Higgins,CHA,6,2013,higgico01
230,Nene Hilario,WAS,61,2013,hilarne01
231,George Hill,IND,76,2013,hillge01
232,Grant Hill,LAC,29,2013,hillgr01
233,Jordan Hill,LAL,29,2013,hilljo01
234,Kirk Hinrich,CHI,60,2013,hinriki01
235,Jrue Holiday,PHI,78,2013,holidjr01
236,Justin Holiday,PHI,9,2013,holidju01
237,Ryan Hollins,LAC,60,2013,holliry01
238,Tyler Honeycutt,SAC,9,2013,honeyty01
239,Al Horford,ATL,74,2013,horfoal01
240,Dwight Howard,LAL,76,2013,howardw01
241,Josh Howard,MIN,11,2013,howarjo01
242,Juwan Howard,MIA,7,2013,howarju01
243,Kris Humphries,BRK,65,2013,humphkr01
244,Serge Ibaka,OKC,80,2013,ibakase01
245,Andre Iguodala,DEN,80,2013,iguodan01
246,Ersan Ilyasova,MIL,73,2013,ilyaser01
247,Kyrie Irving,CLE,59,2013,irvinky01
248,Royal Ivey,PHI,53,2013,iveyro01
249,Jarrett Jack,GSW,79,2013,jackja01
250,Reggie Jackson,OKC,70,2013,jacksre01
251,Stephen Jackson,SAS,55,2013,jacksst02
252,Bernard James,DAL,46,2013,jamesbe01
253,Damion James,BRK,2,2013,jamesda01
254,LeBron James,MIA,76,2013,jamesle01
255,Mike James,DAL,45,2013,jamesmi01
256,Antawn Jamison,LAL,76,2013,jamisan01
257,Al Jefferson,UTA,78,2013,jeffeal01
258,Richard Jefferson,GSW,56,2013,jefferi01
259,Jared Jeffries,POR,38,2013,jeffrja01
261,Charles Jenkins,GSW,47,2013,jenkich01
262,Charles Jenkins,PHI,12,2013,jenkich01
263,John Jenkins,ATL,61,2013,jenkijo01
264,Brandon Jennings,MIL,80,2013,jennibr01
265,Jonas Jerebko,DET,49,2013,jerebjo01
266,Amir Johnson,TOR,81,2013,johnsam01
267,Chris Johnson,MIN,30,2013,johnsch03
268,Chris Johnson,MEM,8,2013,johnsch04
269,Ivan Johnson,ATL,69,2013,johnsiv01
270,James Johnson,SAC,54,2013,johnsja01
271,Joe Johnson,BRK,72,2013,johnsjo02
272,Orlando Johnson,IND,51,2013,johnsor01
273,Wesley Johnson,PHO,50,2013,johnswe01
274,Darius Johnson-Odom,LAL,4,2013,johnsda03
276,Dahntay Jones,DAL,50,2013,jonesda02
277,Dahntay Jones,ATL,28,2013,jonesda02
278,DeQuan Jones,ORL,63,2013,jonesde01
279,Dominique Jones,DAL,29,2013,jonesdo02
280,James Jones,MIA,38,2013,jonesja02
281,Kevin Jones,CLE,32,2013,joneske01
282,Perry Jones,OKC,38,2013,jonespe01
283,Solomon Jones,NYK,2,2013,jonesso01
284,Terrence Jones,HOU,19,2013,joneste01
285,DeAndre Jordan,LAC,82,2013,jordade01
286,Cory Joseph,SAS,28,2013,josepco01
288,Kris Joseph,BOS,6,2013,josepkr01
289,Kris Joseph,BRK,4,2013,josepkr01
290,Chris Kaman,DAL,66,2013,kamanch01
291,Enes Kanter,UTA,70,2013,kanteen01
292,Jason Kidd,NYK,76,2013,kiddja01
293,Michael Kidd-Gilchrist,CHA,78,2013,kiddgmi01
294,Andrei Kirilenko,MIN,64,2013,kirilan01
295,Linas Kleiza,TOR,20,2013,kleizli01
296,Brandon Knight,DET,75,2013,knighbr03
297,Kyle Korver,ATL,74,2013,korveky01
298,Kosta Koufos,DEN,81,2013,koufoko01
299,Viacheslav Kravtsov,DET,25,2013,kravtvi01
301,Doron Lamb,MIL,23,2013,lambdo01
302,Doron Lamb,ORL,24,2013,lambdo01
303,Jeremy Lamb,OKC,23,2013,lambje01
304,Carl Landry,GSW,81,2013,landrca01
305,Ty Lawson,DEN,73,2013,lawsoty01
306,Courtney Lee,BOS,78,2013,leeco01
307,David Lee,GSW,79,2013,leeda02
308,Malcolm Lee,MIN,16,2013,leema01
309,Kawhi Leonard,SAS,58,2013,leonaka01
310,Meyers Leonard,POR,69,2013,leoname01
312,Jon Leuer,CLE,9,2013,leuerjo01
313,Jon Leuer,MEM,19,2013,leuerjo01
314,Rashard Lewis,MIA,55,2013,lewisra02
315,DeAndre Liggins,OKC,39,2013,liggide01
316,Damian Lillard,POR,82,2013,lillada01
317,Jeremy Lin,HOU,82,2013,linje01
319,Shaun Livingston,WAS,17,2013,livinsh01
320,Shaun Livingston,CLE,49,2013,livinsh01
321,Brook Lopez,BRK,74,2013,lopezbr01
322,Robin Lopez,NOH,82,2013,lopezro01
323,Kevin Love,MIN,18,2013,loveke01
324,Kyle Lowry,TOR,68,2013,lowryky01
325,John Lucas III,TOR,63,2013,lucasjo02
326,Scott Machado,HOU,6,2013,machasc01
328,Shelvin Mack,WAS,7,2013,macksh01
329,Shelvin Mack,PHI,4,2013,macksh01
330,Shelvin Mack,ATL,20,2013,macksh01
331,Corey Maggette,DET,18,2013,maggeco01
332,Ian Mahinmi,IND,80,2013,mahinia01
333,Shawn Marion,DAL,67,2013,mariosh01
334,Kendall Marshall,PHO,48,2013,marshke01
335,Cartier Martin,WAS,41,2013,martica01
336,Kenyon Martin,NYK,18,2013,martike01
337,Kevin Martin,OKC,77,2013,martike02
338,Roger Mason,NOH,69,2013,masonro01
339,Wesley Matthews,POR,69,2013,matthwe02
340,Jason Maxiell,DET,72,2013,maxieja01
342,Eric Maynor,OKC,37,2013,maynoer01
343,Eric Maynor,POR,27,2013,maynoer01
344,O.J. Mayo,DAL,82,2013,mayooj01
345,Luc Mbah a Moute,MIL,58,2013,mbahalu01
346,JaVale McGee,DEN,79,2013,mcgeeja01
348,Dominic McGuire,TOR,15,2013,mcguido01
349,Dominic McGuire,NOH,9,2013,mcguido01
350,Dominic McGuire,IND,2,2013,mcguido01
352,Josh McRoberts,ORL,41,2013,mcrobjo01
353,Josh McRoberts,CHA,26,2013,mcrobjo01
354,Jodie Meeks,LAL,78,2013,meeksjo01
355,Fab Melo,BOS,6,2013,melofa01
356,Khris Middleton,DET,27,2013,middlkh01
357,C.J. Miles,CLE,65,2013,milescj01
358,Darko Milicic,BOS,1,2013,milicda01
359,Andre Miller,DEN,82,2013,millean02
360,Darius Miller,NOH,52,2013,milleda01
361,Mike Miller,MIA,59,2013,millemi01
362,Quincy Miller,DEN,7,2013,millequ01
363,Patty Mills,SAS,58,2013,millspa02
