,Player,Tm,G,Year,ID
1,Alaa Abdelnaby,SAC,51,1995,abdelal01
2,Alaa Abdelnaby,PHI,3,1995,abdelal01
3,Mahmoud Abdul-Rauf,DEN,73,1995,abdulma02
4,Michael Adams,CHH,29,1995,adamsmi01
5,Rafael Addison,DET,79,1995,addisra01
6,Danny Ainge,PHO,74,1995,aingeda01
7,Victor Alexander,GSW,50,1995,alexavi01
8,Derrick Alston,PHI,64,1995,alstode01
9,Greg Anderson,ATL,51,1995,andergr01
10,Kenny Anderson,NJN,72,1995,anderke01
11,Nick Anderson,ORL,76,1995,anderni01
12,Willie Anderson,SAS,38,1995,anderwi01
13,Greg Anthony,NYK,61,1995,anthogr01
14,B.J. Armstrong,CHI,82,1995,armstbj01
15,Darrell Armstrong,ORL,3,1995,armstda01
16,Vincent Askew,SEA,71,1995,askewvi01
17,Keith Askins,MIA,50,1995,askinke01
18,Stacey Augmon,ATL,76,1995,augmost01
19,Anthony Avent,ORL,71,1995,aventan01
20,Vin Baker,MIL,82,1995,bakervi01
21,Charles Barkley,PHO,68,1995,barklch01
22,Dana Barros,PHI,82,1995,barroda01
23,Jon Barry,MIL,52,1995,barryjo01
24,John Battle,CLE,28,1995,battljo01
25,Sergei Bazarevich,ATL,10,1995,bazarse01
26,Benoit Benjamin,NJN,61,1995,benjabe01
27,Elmer Bennett,CLE,4,1995,benneel01
28,Tony Bennett,CHH,3,1995,benneto01
29,David Benoit,UTA,71,1995,benoida01
31,James Blackwell,CHH,4,1995,blackja01
32,James Blackwell,BOS,9,1995,blackja01
33,Mookie Blaylock,ATL,80,1995,blaylmo01
34,Corie Blount,CHI,68,1995,blounco01
35,Muggsy Bogues,CHH,78,1995,boguemu01
36,Manute Bol,GSW,5,1995,bolma01
38,Walter Bond,DET,5,1995,bondwa01
39,Walter Bond,UTA,18,1995,bondwa01
40,Anthony Bonner,NYK,58,1995,bonnean01
41,Anthony Bowie,ORL,77,1995,bowiean01
42,Sam Bowie,LAL,67,1995,bowiesa01
43,Shawn Bradley,PHI,82,1995,bradlsh01
44,Terrell Brandon,CLE,67,1995,brandte01
45,Tim Breaux,HOU,42,1995,breauti01
47,Scott Brooks,HOU,28,1995,brooksc01
48,Scott Brooks,DAL,31,1995,brooksc01
49,Chucky Brown,HOU,41,1995,brownch01
50,Dee Brown,BOS,79,1995,brownde01
51,Mike Brown,MIN,27,1995,brownmi01
52,P.J. Brown,NJN,80,1995,brownpj01
53,Randy Brown,SAC,67,1995,brownra02
54,Mark Bryant,POR,49,1995,bryanma01
55,Jud Buechler,CHI,57,1995,buechju01
56,Scott Burrell,CHH,65,1995,burresc01
57,Willie Burton,PHI,53,1995,burtowi01
58,Mitchell Butler,WSB,76,1995,butlemi02
59,Michael Cage,CLE,82,1995,cagemi01
60,Adrian Caldwell,HOU,7,1995,caldwad01
61,Elden Campbell,LAL,73,1995,campbel01
