,Player,Tm,G,Year,ID
0,Mark Acres,ORL,80,1990,acresma01
1,Michael Adams,DEN,79,1990,adamsmi01
2,Mark Aguirre,DET,78,1990,aguirma01
3,Danny Ainge,SAC,75,1990,aingeda01
4,Mark Alarie,WSB,82,1990,alarima01
5,Steve Alford,DAL,41,1990,alforst01
6,Randy Allen,SAC,63,1990,allenra01
7,Greg Anderson,MIL,60,1990,andergr01
8,Nick Anderson,ORL,81,1990,anderni01
9,Richard Anderson,CHH,54,1990,anderri01
10,Ron Anderson,PHI,78,1990,anderro01
11,Willie Anderson,SAS,82,1990,anderwi01
12,Michael Ansley,ORL,72,1990,anslemi01
13,B.J. Armstrong,CHI,81,1990,armstbj01
14,John Bagley,BOS,54,1990,baglejo01
15,Thurl Bailey,UTA,82,1990,baileth01
16,Ken Bannister,LAC,52,1990,bannike01
17,Charles Barkley,PHI,79,1990,barklch01
18,Dana Barros,SEA,81,1990,barroda01
19,John Battle,ATL,60,1990,battljo01
20,Kenny Battle,PHO,59,1990,battlke01
21,William Bedford,DET,42,1990,bedfowi01
22,Benoit Benjamin,LAC,71,1990,benjabe01
23,Winston Bennett,CLE,55,1990,bennewi01
24,Larry Bird,BOS,75,1990,birdla01
26,Uwe Blab,GSW,40,1990,blabuw01
27,Uwe Blab,SAS,7,1990,blabuw01
28,Rolando Blackman,DAL,80,1990,blackro01
29,Mookie Blaylock,NJN,50,1990,blaylmo01
30,Muggsy Bogues,CHH,81,1990,boguemu01
31,Manute Bol,GSW,75,1990,bolma01
32,Anthony Bowie,HOU,66,1990,bowiean01
33,Sam Bowie,NJN,68,1990,bowiesa01
34,Adrian Branch,MIN,11,1990,brancad01
36,Randy Breuer,MIL,30,1990,breuera01
37,Randy Breuer,MIN,51,1990,breuera01
38,Frank Brickowski,SAS,78,1990,brickfr01
39,Scott Brooks,PHI,72,1990,brooksc01
40,Chucky Brown,CLE,75,1990,brownch01
41,Mike Brown,UTA,82,1990,brownmi01
42,Raymond Brown,UTA,16,1990,brownra01
43,Tony Brown,MIL,61,1990,brownto01
44,Stanley Brundy,NJN,16,1990,brundst01
45,Mark Bryant,POR,58,1990,bryanma01
46,Torgeir Bryn,LAC,3,1990,brynto01
47,Steve Bucknall,LAL,18,1990,bucknst01
48,Greg Butler,NYK,13,1990,butlegr01
49,Michael Cage,SEA,82,1990,cagemi01
50,Adrian Caldwell,HOU,51,1990,caldwad01
51,Tony Campbell,MIN,82,1990,campbto01
52,Rick Carlisle,NJN,5,1990,carliri01
54,Antoine Carr,ATL,44,1990,carran01
55,Antoine Carr,SAC,33,1990,carran01
57,Joe Barry Carroll,NJN,46,1990,carrojo01
58,Joe Barry Carroll,DEN,30,1990,carrojo01
59,Bill Cartwright,CHI,71,1990,cartwbi01
60,Terry Catledge,ORL,74,1990,catlete01
61,Tom Chambers,PHO,81,1990,chambto01
62,Rex Chapman,CHH,54,1990,chapmre01
64,Maurice Cheeks,SAS,50,1990,cheekma01
65,Maurice Cheeks,NYK,31,1990,cheekma01
67,Derrick Chievous,HOU,41,1990,chievde01
68,Derrick Chievous,CLE,14,1990,chievde01
69,Ben Coleman,MIL,22,1990,colembe01
70,Steve Colter,WSB,73,1990,coltest01
71,Lester Conner,NJN,82,1990,connele01
72,Michael Cooper,LAL,80,1990,coopemi01
73,Wayne Cooper,POR,79,1990,coopewa01
74,Lanard Copeland,PHI,23,1990,copella01
75,Tyrone Corbin,MIN,82,1990,corbity01
76,Dave Corzine,ORL,6,1990,corzida01
77,Pat Cummings,MIA,37,1990,cummipa01
78,Terry Cummings,SAS,81,1990,cummite01
79,Dell Curry,CHH,67,1990,curryde01
80,Quintin Dailey,SEA,30,1990,dailequ01
